,SQUID_Volt(V),timestamp,Temp(V),MOD_CURR(A),SQUID_Curr(A)
0,-3.59633000E-05,1558916294.827,+1.57014500E+00,+1.14814000E-04,+5.51704200E-03
1,-4.23139000E-05,1558916297.327,+1.57014250E+00,+1.95597910E-02,+5.51748400E-03
2,-3.64511000E-05,1558916299.827,+1.57014250E+00,+1.95626170E-02,+5.51769200E-03
3,-4.19569000E-05,1558916302.109,+1.57015000E+00,+5.82255920E-02,+5.51773100E-03
4,-4.23838000E-05,1558916304.609,+1.57015120E+00,+5.82688140E-02,+5.51701600E-03
5,-3.97397000E-05,1558916307.109,+1.57015120E+00,+7.82979370E-02,+5.51725000E-03
6,-4.16182000E-05,1558916307.134,+1.57014250E+00,+9.80700520E-02,+5.51719800E-03
7,-4.32773000E-05,1558916309.634,+1.57014130E+00,+1.17240970E-01,+5.51717200E-03
8,-4.25138000E-05,1558916312.134,+1.57014620E+00,+1.35850350E-01,+5.51719800E-03
9,-5.22751000E-05,1558916312.159,+1.57014750E+00,+1.55895370E-01,+5.51740600E-03
10,-4.75862000E-05,1558916314.659,+1.57014870E+00,+1.74914590E-01,+5.51738000E-03
11,-5.21211000E-05,1558916317.159,+1.57015000E+00,+1.74897150E-01,+5.51693800E-03
12,-5.21603000E-05,1558916317.254,+1.57014620E+00,+2.13927200E-01,+5.51673000E-03
13,-5.62715000E-05,1558916319.754,+1.57014620E+00,+2.13894580E-01,+5.51712000E-03
14,-5.13110000E-05,1558916322.254,+1.57014130E+00,+2.32922140E-01,+5.51717200E-03
15,-5.64724000E-05,1558916322.588,+1.57014750E+00,+2.54440280E-01,+5.51731500E-03
16,-4.68771000E-05,1558916325.088,+1.57014750E+00,+2.74362350E-01,+5.51740600E-03
17,-4.71684000E-05,1558916327.588,+1.57014620E+00,+2.74367240E-01,+5.51699000E-03
18,-4.97337000E-05,1558916327.921,+1.57015370E+00,+3.12783280E-01,+5.51691200E-03
19,-4.01712000E-05,1558916330.421,+1.57015370E+00,+3.12792260E-01,+5.51688600E-03
20,-5.32661000E-05,1558916332.921,+1.57014870E+00,+3.32709180E-01,+5.51709400E-03
21,-3.92645000E-05,1558916333.255,+1.57015000E+00,+3.52056730E-01,+5.51686000E-03
22,-4.01982000E-05,1558916335.755,+1.57014870E+00,+3.71110320E-01,+5.51660000E-03
23,-4.05653000E-05,1558916338.255,+1.57014250E+00,+3.90465550E-01,+5.51686000E-03
24,-4.21473000E-05,1558916338.588,+1.57014500E+00,+4.10391460E-01,+5.51683400E-03
25,-4.42775000E-05,1558916341.088,+1.57014500E+00,+4.29721440E-01,+5.51662600E-03
26,-1.60797000E-05,1558916343.588,+1.57013880E+00,+4.29729760E-01,+5.51701600E-03
27,-4.00800000E-05,1558916343.921,+1.57015740E+00,+4.68989920E-01,+5.51673000E-03
