"Run 1: Time (s)","Run 1: Force 1 (N)","Run 1: Force 2 (N)","Run 1: Force 3 (N)","Run 1: Force 4 (N)","Run 1: Total Force (N)"
2488,283.27,702.08,312.58,369.96,1667.89
2490,284.49,702.08,312.58,369.96,1669.11
2492,284.49,700.85,312.58,371.18,1669.1
2494,284.49,700.85,313.8,369.96,1669.1
2496,284.49,700.85,312.58,371.18,1669.1
2498,283.27,702.08,313.8,369.96,1669.11
2500,283.27,702.08,312.58,369.96,1667.89
2502,283.27,700.85,313.8,369.96,1667.88
2504,284.49,702.08,312.58,371.18,1670.33
2506,283.27,700.85,313.8,369.96,1667.88
2508,284.49,702.08,312.58,369.96,1669.11
2510,284.49,700.85,312.58,369.96,1667.88
2512,284.49,700.85,312.58,369.96,1667.88
2514,283.27,702.08,312.58,369.96,1667.89
2516,284.49,702.08,312.58,371.18,1670.33
2518,284.49,702.08,312.58,369.96,1669.11
2520,284.49,700.85,312.58,371.18,1669.1
2522,284.49,700.85,312.58,371.18,1669.1
2524,284.49,702.08,312.58,369.96,1669.11
2526,284.49,702.08,311.36,369.96,1667.89
2528,284.49,700.85,312.58,369.96,1667.88
2530,284.49,702.08,312.58,369.96,1669.11
2532,283.27,702.08,312.58,369.96,1667.89
2534,283.27,702.08,312.58,371.18,1669.11
2536,284.49,702.08,312.58,371.18,1670.33
2538,283.27,702.08,312.58,369.96,1667.89
2540,284.49,702.08,312.58,369.96,1669.11
2542,284.49,702.08,312.58,371.18,1670.33
2544,284.49,700.85,311.36,369.96,1666.66
2546,284.49,702.08,312.58,371.18,1670.33
2548,284.49,702.08,312.58,371.18,1670.33
2550,283.27,702.08,312.58,369.96,1667.89
2552,284.49,702.08,312.58,371.18,1670.33
2554,284.49,702.08,312.58,371.18,1670.33
2556,284.49,700.85,312.58,369.96,1667.88
2558,284.49,702.08,311.36,371.18,1669.11
2560,284.49,702.08,312.58,371.18,1670.33
2562,284.49,702.08,312.58,371.18,1670.33
2564,284.49,700.85,312.58,369.96,1667.88
2566,284.49,700.85,312.58,371.18,1669.1
2568,284.49,702.08,312.58,369.96,1669.11
2570,284.49,702.08,311.36,369.96,1667.89
2572,283.27,702.08,312.58,371.18,1669.11
2574,283.27,702.08,311.36,371.18,1667.89
2576,284.49,702.08,311.36,369.96,1667.89
2578,283.27,702.08,312.58,371.18,1669.11
2580,284.49,702.08,312.58,369.96,1669.11
2582,283.27,700.85,312.58,369.96,1666.66
2584,283.27,700.85,312.58,369.96,1666.66
2586,284.49,702.08,311.36,371.18,1669.11
2588,283.27,700.85,311.36,368.74,1664.22
2590,284.49,700.85,311.36,371.18,1667.88
2592,284.49,702.08,311.36,369.96,1667.89
2594,284.49,700.85,311.36,369.96,1666.66
2596,284.49,700.85,312.58,369.96,1667.88
2598,284.49,702.08,311.36,372.41,1670.34
2600,283.27,702.08,311.36,369.96,1666.67
2602,284.49,700.85,311.36,369.96,1666.66
2604,283.27,700.85,311.36,371.18,1666.66
2606,284.49,700.85,312.58,369.96,1667.88
2608,284.49,702.08,312.58,371.18,1670.33
2610,284.49,702.08,312.58,371.18,1670.33
2612,284.49,702.08,311.36,369.96,1667.89
2614,284.49,700.85,312.58,371.18,1669.1
2616,284.49,703.3,311.36,369.96,1669.11
2618,284.49,702.08,311.36,368.74,1666.67
2620,284.49,700.85,311.36,371.18,1667.88
2622,284.49,702.08,312.58,371.18,1670.33
2624,284.49,702.08,312.58,369.96,1669.11
2626,284.49,700.85,312.58,371.18,1669.1
2628,284.49,702.08,312.58,371.18,1670.33
2630,284.49,702.08,312.58,371.18,1670.33
2632,284.49,700.85,312.58,371.18,1669.1
2634,284.49,702.08,311.36,371.18,1669.11
2636,284.49,702.08,311.36,369.96,1667.89
2638,284.49,702.08,312.58,369.96,1669.11
2640,284.49,702.08,312.58,369.96,1669.11
2642,284.49,702.08,312.58,369.96,1669.11
2644,284.49,700.85,312.58,371.18,1669.1
2646,283.27,702.08,312.58,369.96,1667.89
2648,284.49,702.08,311.36,371.18,1669.11
2650,284.49,702.08,312.58,371.18,1670.33
2652,283.27,702.08,311.36,369.96,1666.67
2654,284.49,702.08,312.58,369.96,1669.11
2656,284.49,700.85,311.36,371.18,1667.88
2658,283.27,702.08,312.58,369.96,1667.89
2660,283.27,700.85,312.58,371.18,1667.88
2662,283.27,702.08,311.36,369.96,1666.67
2664,284.49,700.85,311.36,369.96,1666.66
2666,284.49,700.85,312.58,371.18,1669.1
2668,284.49,702.08,311.36,371.18,1669.11
2670,284.49,702.08,312.58,369.96,1669.11
2672,284.49,700.85,312.58,369.96,1667.88
2674,284.49,702.08,311.36,372.41,1670.34
2676,283.27,702.08,311.36,369.96,1666.67
2678,283.27,700.85,311.36,371.18,1666.66
2680,284.49,700.85,311.36,371.18,1667.88
2682,284.49,702.08,311.36,369.96,1667.89
2684,284.49,702.08,311.36,371.18,1669.11
2686,284.49,702.08,311.36,371.18,1669.11
2688,284.49,702.08,311.36,369.96,1667.89
2690,283.27,702.08,311.36,371.18,1667.89
2692,283.27,702.08,311.36,371.18,1667.89
2694,283.27,702.08,311.36,369.96,1666.67
2696,283.27,702.08,312.58,369.96,1667.89
2698,283.27,702.08,311.36,371.18,1667.89
2700,284.49,702.08,312.58,371.18,1670.33
2702,283.27,702.08,311.36,369.96,1666.67
2704,284.49,700.85,312.58,371.18,1669.1
2706,283.27,702.08,311.36,369.96,1666.67
2708,284.49,702.08,311.36,369.96,1667.89
2710,283.27,700.85,312.58,371.18,1667.88
2712,284.49,703.3,311.36,369.96,1669.11
2714,284.49,702.08,312.58,369.96,1669.11
2716,284.49,702.08,311.36,371.18,1669.11
2718,284.49,702.08,312.58,371.18,1670.33
2720,283.27,702.08,311.36,369.96,1666.67
2722,283.27,702.08,311.36,369.96,1666.67
2724,283.27,702.08,311.36,371.18,1667.89
2726,284.49,702.08,311.36,369.96,1667.89
2728,284.49,702.08,311.36,371.18,1669.11
2730,284.49,702.08,312.58,369.96,1669.11
2732,284.49,702.08,311.36,369.96,1667.89
2734,284.49,702.08,312.58,368.74,1667.89
2736,284.49,700.85,312.58,369.96,1667.88
2738,284.49,700.85,312.58,369.96,1667.88
2740,283.27,702.08,312.58,369.96,1667.89
2742,284.49,702.08,312.58,369.96,1669.11
2744,284.49,700.85,312.58,371.18,1669.1
2746,284.49,702.08,311.36,369.96,1667.89
2748,283.27,700.85,311.36,371.18,1666.66
2750,284.49,700.85,311.36,371.18,1667.88
2752,284.49,702.08,312.58,371.18,1670.33
2754,284.49,702.08,312.58,369.96,1669.11
2756,284.49,702.08,311.36,371.18,1669.11
2758,284.49,702.08,311.36,371.18,1669.11
2760,284.49,700.85,311.36,371.18,1667.88
2762,284.49,700.85,312.58,371.18,1669.1
2764,283.27,700.85,311.36,369.96,1665.44
2766,283.27,702.08,311.36,369.96,1666.67
2768,284.49,702.08,311.36,371.18,1669.11
2770,284.49,702.08,311.36,369.96,1667.89
2772,284.49,702.08,312.58,371.18,1670.33
2774,283.27,702.08,311.36,371.18,1667.89
2776,284.49,702.08,311.36,368.74,1666.67
2778,284.49,700.85,311.36,369.96,1666.66
2780,284.49,702.08,311.36,369.96,1667.89
2782,284.49,702.08,311.36,369.96,1667.89
2784,284.49,702.08,311.36,369.96,1667.89
2786,284.49,702.08,312.58,369.96,1669.11
2788,284.49,702.08,311.36,369.96,1667.89
2790,284.49,700.85,312.58,369.96,1667.88
2792,284.49,702.08,311.36,369.96,1667.89
2794,283.27,702.08,312.58,369.96,1667.89
2796,284.49,700.85,312.58,369.96,1667.88
2798,284.49,702.08,312.58,371.18,1670.33
2800,284.49,700.85,312.58,369.96,1667.88
2802,283.27,702.08,312.58,371.18,1669.11
2804,283.27,702.08,312.58,371.18,1669.11
2806,283.27,702.08,312.58,369.96,1667.89
2808,284.49,700.85,312.58,371.18,1669.1
2810,284.49,702.08,312.58,369.96,1669.11
2812,284.49,702.08,311.36,369.96,1667.89
2814,284.49,702.08,312.58,369.96,1669.11
2816,284.49,702.08,311.36,371.18,1669.11
2818,284.49,702.08,311.36,369.96,1667.89
2820,283.27,702.08,312.58,369.96,1667.89
2822,283.27,702.08,312.58,369.96,1667.89
2824,283.27,700.85,311.36,369.96,1665.44
2826,284.49,702.08,312.58,371.18,1670.33
2828,284.49,702.08,313.8,369.96,1670.33
2830,284.49,700.85,312.58,369.96,1667.88
2832,284.49,700.85,311.36,369.96,1666.66
2834,284.49,700.85,311.36,371.18,1667.88
2836,284.49,700.85,311.36,369.96,1666.66
2838,284.49,700.85,311.36,371.18,1667.88
2840,284.49,700.85,311.36,369.96,1666.66
2842,284.49,702.08,311.36,369.96,1667.89
2844,284.49,702.08,311.36,369.96,1667.89
2846,284.49,702.08,311.36,369.96,1667.89
2848,283.27,702.08,311.36,369.96,1666.67
2850,283.27,702.08,311.36,369.96,1666.67
2852,284.49,702.08,311.36,371.18,1669.11
2854,283.27,702.08,311.36,371.18,1667.89
2856,283.27,700.85,311.36,369.96,1665.44
2858,284.49,702.08,311.36,371.18,1669.11
2860,283.27,702.08,311.36,369.96,1666.67
2862,283.27,702.08,311.36,369.96,1666.67
2864,284.49,702.08,311.36,369.96,1667.89
2866,283.27,702.08,311.36,369.96,1666.67
2868,284.49,702.08,312.58,369.96,1669.11
2870,284.49,702.08,312.58,371.18,1670.33
2872,283.27,700.85,312.58,371.18,1667.88
2874,284.49,702.08,312.58,369.96,1669.11
2876,283.27,702.08,311.36,369.96,1666.67
2878,284.49,702.08,312.58,371.18,1670.33
2880,283.27,702.08,311.36,369.96,1666.67
2882,284.49,702.08,311.36,369.96,1667.89
2884,284.49,702.08,311.36,369.96,1667.89
2886,284.49,702.08,311.36,369.96,1667.89
2888,284.49,700.85,312.58,369.96,1667.88
2890,284.49,702.08,312.58,369.96,1669.11
2892,283.27,702.08,311.36,369.96,1666.67
2894,283.27,700.85,311.36,369.96,1665.44
2896,284.49,702.08,311.36,369.96,1667.89
2898,284.49,700.85,312.58,369.96,1667.88
2900,283.27,702.08,311.36,369.96,1666.67
2902,283.27,702.08,311.36,371.18,1667.89
2904,284.49,702.08,311.36,368.74,1666.67
2906,284.49,702.08,312.58,371.18,1670.33
2908,283.27,700.85,312.58,371.18,1667.88
2910,283.27,702.08,311.36,369.96,1666.67
2912,283.27,702.08,311.36,371.18,1667.89
2914,283.27,700.85,311.36,369.96,1665.44
2916,284.49,702.08,311.36,369.96,1667.89
2918,284.49,700.85,312.58,371.18,1669.1
2920,284.49,700.85,311.36,369.96,1666.66
2922,284.49,702.08,312.58,371.18,1670.33
2924,284.49,702.08,311.36,369.96,1667.89
2926,283.27,702.08,311.36,371.18,1667.89
2928,284.49,700.85,311.36,369.96,1666.66
2930,283.27,700.85,312.58,371.18,1667.88
2932,283.27,702.08,311.36,371.18,1667.89
2934,284.49,702.08,311.36,369.96,1667.89
2936,283.27,702.08,311.36,369.96,1666.67
2938,284.49,700.85,312.58,369.96,1667.88
2940,284.49,700.85,312.58,369.96,1667.88
2942,284.49,702.08,311.36,369.96,1667.89
2944,284.49,700.85,311.36,369.96,1666.66
2946,284.49,700.85,312.58,369.96,1667.88
2948,284.49,700.85,312.58,369.96,1667.88
2950,284.49,700.85,311.36,369.96,1666.66
2952,283.27,702.08,312.58,369.96,1667.89
2954,284.49,700.85,312.58,371.18,1669.1
2956,283.27,700.85,311.36,369.96,1665.44
2958,283.27,700.85,311.36,369.96,1665.44
2960,284.49,702.08,312.58,369.96,1669.11
2962,284.49,700.85,311.36,369.96,1666.66
2964,284.49,700.85,312.58,369.96,1667.88
2966,284.49,702.08,311.36,369.96,1667.89
2968,284.49,702.08,312.58,371.18,1670.33
2970,284.49,702.08,312.58,369.96,1669.11
2972,284.49,702.08,311.36,369.96,1667.89
2974,284.49,702.08,312.58,369.96,1669.11
2976,283.27,702.08,311.36,371.18,1667.89
2978,285.71,700.85,311.36,369.96,1667.88
2980,284.49,700.85,311.36,371.18,1667.88
2982,284.49,702.08,311.36,369.96,1667.89
2984,284.49,702.08,311.36,371.18,1669.11
2986,284.49,702.08,312.58,371.18,1670.33
2988,284.49,702.08,311.36,369.96,1667.89
2990,284.49,702.08,311.36,369.96,1667.89
2992,284.49,702.08,311.36,371.18,1669.11
2994,284.49,702.08,311.36,369.96,1667.89
2996,284.49,702.08,311.36,369.96,1667.89
2998,284.49,702.08,311.36,371.18,1669.11
3000,284.49,702.08,311.36,368.74,1666.67
3002,284.49,700.85,311.36,369.96,1666.66
3004,284.49,702.08,311.36,371.18,1669.11
3006,284.49,702.08,312.58,369.96,1669.11
3008,283.27,700.85,312.58,371.18,1667.88
3010,284.49,700.85,311.36,371.18,1667.88
3012,284.49,700.85,311.36,369.96,1666.66
3014,284.49,700.85,311.36,369.96,1666.66
3016,284.49,702.08,311.36,371.18,1669.11
3018,284.49,700.85,311.36,369.96,1666.66
3020,284.49,700.85,312.58,369.96,1667.88
3022,284.49,702.08,311.36,371.18,1669.11
3024,283.27,702.08,311.36,369.96,1666.67
3026,284.49,700.85,312.58,371.18,1669.1
3028,284.49,700.85,311.36,369.96,1666.66
3030,284.49,700.85,311.36,369.96,1666.66
3032,284.49,702.08,313.8,371.18,1671.55
3034,284.49,700.85,312.58,369.96,1667.88
3036,284.49,700.85,311.36,368.74,1665.44
3038,284.49,700.85,311.36,371.18,1667.88
3040,284.49,702.08,312.58,369.96,1669.11
3042,284.49,702.08,312.58,369.96,1669.11
3044,284.49,700.85,312.58,369.96,1667.88
3046,284.49,700.85,312.58,371.18,1669.1
3048,284.49,702.08,311.36,369.96,1667.89
3050,284.49,700.85,311.36,371.18,1667.88
3052,284.49,702.08,311.36,369.96,1667.89
3054,284.49,700.85,311.36,371.18,1667.88
3056,283.27,700.85,312.58,371.18,1667.88
3058,283.27,702.08,312.58,369.96,1667.89
3060,283.27,700.85,312.58,371.18,1667.88
3062,283.27,700.85,312.58,371.18,1667.88
3064,284.49,702.08,311.36,369.96,1667.89
3066,284.49,702.08,312.58,371.18,1670.33
3068,283.27,702.08,312.58,371.18,1669.11
3070,284.49,702.08,312.58,371.18,1670.33
3072,284.49,700.85,311.36,371.18,1667.88
3074,284.49,702.08,311.36,371.18,1669.11
3076,284.49,702.08,311.36,371.18,1669.11
3078,284.49,702.08,311.36,371.18,1669.11
3080,284.49,702.08,312.58,371.18,1670.33
3082,284.49,702.08,312.58,369.96,1669.11
3084,283.27,702.08,311.36,371.18,1667.89
3086,284.49,702.08,311.36,369.96,1667.89
3088,284.49,702.08,312.58,369.96,1669.11
3090,283.27,702.08,312.58,371.18,1669.11
3092,284.49,702.08,312.58,369.96,1669.11
3094,284.49,702.08,312.58,371.18,1670.33
3096,284.49,702.08,311.36,369.96,1667.89
3098,283.27,702.08,311.36,371.18,1667.89
3100,284.49,702.08,311.36,371.18,1669.11
3102,284.49,702.08,312.58,369.96,1669.11
3104,284.49,702.08,311.36,369.96,1667.89
3106,284.49,702.08,311.36,369.96,1667.89
3108,284.49,702.08,312.58,369.96,1669.11
3110,284.49,700.85,312.58,371.18,1669.1
3112,284.49,702.08,312.58,371.18,1670.33
3114,284.49,700.85,312.58,369.96,1667.88
3116,284.49,702.08,312.58,369.96,1669.11
3118,284.49,702.08,311.36,369.96,1667.89
3120,284.49,702.08,312.58,371.18,1670.33
3122,284.49,702.08,311.36,369.96,1667.89
3124,284.49,702.08,311.36,369.96,1667.89
3126,284.49,702.08,311.36,369.96,1667.89
3128,284.49,702.08,312.58,369.96,1669.11
3130,284.49,702.08,311.36,369.96,1667.89
3132,284.49,702.08,311.36,371.18,1669.11
3134,284.49,700.85,311.36,371.18,1667.88
3136,284.49,700.85,311.36,369.96,1666.66
3138,283.27,702.08,311.36,371.18,1667.89
3140,284.49,702.08,311.36,371.18,1669.11
3142,284.49,702.08,311.36,371.18,1669.11
3144,284.49,702.08,311.36,371.18,1669.11
3146,284.49,702.08,311.36,369.96,1667.89
3148,284.49,702.08,311.36,369.96,1667.89
3150,284.49,702.08,312.58,371.18,1670.33
3152,284.49,700.85,311.36,369.96,1666.66
3154,284.49,700.85,311.36,371.18,1667.88
3156,283.27,700.85,312.58,369.96,1666.66
3158,284.49,702.08,311.36,371.18,1669.11
3160,284.49,702.08,312.58,369.96,1669.11
3162,284.49,702.08,312.58,371.18,1670.33
3164,284.49,702.08,312.58,371.18,1670.33
3166,284.49,702.08,311.36,369.96,1667.89
3168,284.49,702.08,311.36,371.18,1669.11
3170,283.27,702.08,312.58,371.18,1669.11
3172,284.49,700.85,312.58,369.96,1667.88
3174,283.27,702.08,312.58,369.96,1667.89
3176,283.27,700.85,311.36,369.96,1665.44
3178,284.49,702.08,312.58,369.96,1669.11
3180,283.27,702.08,312.58,369.96,1667.89
3182,283.27,700.85,312.58,369.96,1666.66
3184,283.27,702.08,312.58,371.18,1669.11
3186,284.49,702.08,312.58,371.18,1670.33
3188,283.27,702.08,311.36,369.96,1666.67
3190,283.27,702.08,311.36,369.96,1666.67
3192,284.49,702.08,311.36,369.96,1667.89
3194,284.49,702.08,311.36,371.18,1669.11
3196,284.49,703.3,311.36,369.96,1669.11
3198,283.27,702.08,311.36,371.18,1667.89
3200,283.27,702.08,311.36,369.96,1666.67
3202,284.49,702.08,311.36,371.18,1669.11
3204,284.49,702.08,312.58,371.18,1670.33
3206,284.49,702.08,312.58,368.74,1667.89
3208,284.49,702.08,312.58,371.18,1670.33
3210,284.49,702.08,311.36,371.18,1669.11
3212,284.49,700.85,311.36,369.96,1666.66
3214,284.49,702.08,312.58,371.18,1670.33
3216,283.27,702.08,311.36,369.96,1666.67
3218,283.27,702.08,311.36,369.96,1666.67
3220,284.49,702.08,312.58,369.96,1669.11
3222,284.49,702.08,311.36,369.96,1667.89
3224,283.27,702.08,312.58,371.18,1669.11
3226,284.49,702.08,312.58,371.18,1670.33
3228,284.49,702.08,312.58,371.18,1670.33
3230,284.49,702.08,312.58,371.18,1670.33
3232,284.49,702.08,311.36,369.96,1667.89
3234,283.27,702.08,311.36,371.18,1667.89
3236,284.49,702.08,311.36,369.96,1667.89
3238,283.27,702.08,311.36,371.18,1667.89
3240,283.27,702.08,311.36,372.41,1669.12
3242,283.27,700.85,311.36,369.96,1665.44
3244,284.49,702.08,311.36,371.18,1669.11
3246,283.27,702.08,311.36,369.96,1666.67
3248,282.05,702.08,311.36,371.18,1666.67
3250,283.27,702.08,311.36,371.18,1667.89
3252,283.27,702.08,312.58,369.96,1667.89
3254,284.49,702.08,311.36,372.41,1670.34
3256,283.27,702.08,312.58,371.18,1669.11
3258,283.27,702.08,311.36,369.96,1666.67
3260,284.49,702.08,312.58,371.18,1670.33
3262,284.49,702.08,311.36,369.96,1667.89
3264,283.27,702.08,310.13,371.18,1666.66
3266,283.27,700.85,311.36,371.18,1666.66
3268,283.27,700.85,310.13,369.96,1664.21
3270,283.27,702.08,311.36,371.18,1667.89
3272,283.27,700.85,311.36,371.18,1666.66
3274,284.49,702.08,311.36,369.96,1667.89
3276,284.49,703.3,312.58,369.96,1670.33
3278,284.49,702.08,311.36,371.18,1669.11
3280,283.27,702.08,311.36,371.18,1667.89
3282,283.27,702.08,312.58,369.96,1667.89
3284,283.27,702.08,311.36,371.18,1667.89
3286,283.27,702.08,311.36,371.18,1667.89
3288,284.49,702.08,311.36,369.96,1667.89
3290,284.49,702.08,311.36,371.18,1669.11
3292,283.27,702.08,311.36,371.18,1667.89
3294,284.49,702.08,311.36,369.96,1667.89
3296,284.49,703.3,311.36,372.41,1671.56
3298,284.49,702.08,312.58,369.96,1669.11
3300,283.27,700.85,311.36,369.96,1665.44
3302,284.49,702.08,312.58,369.96,1669.11
3304,284.49,702.08,311.36,369.96,1667.89
3306,284.49,702.08,311.36,371.18,1669.11
3308,284.49,702.08,311.36,371.18,1669.11
3310,283.27,702.08,311.36,369.96,1666.67
3312,284.49,702.08,311.36,371.18,1669.11
3314,283.27,702.08,311.36,371.18,1667.89
3316,283.27,702.08,311.36,371.18,1667.89
3318,283.27,700.85,311.36,371.18,1666.66
3320,283.27,700.85,311.36,371.18,1666.66
3322,284.49,702.08,310.13,369.96,1666.66
3324,284.49,700.85,311.36,369.96,1666.66
3326,283.27,703.3,311.36,369.96,1667.89
3328,283.27,702.08,311.36,371.18,1667.89
3330,284.49,702.08,311.36,371.18,1669.11
3332,284.49,702.08,311.36,369.96,1667.89
3334,284.49,702.08,311.36,371.18,1669.11
3336,284.49,700.85,311.36,371.18,1667.88
3338,284.49,702.08,311.36,369.96,1667.89
3340,284.49,702.08,311.36,371.18,1669.11
3342,284.49,702.08,311.36,371.18,1669.11
3344,284.49,702.08,311.36,369.96,1667.89
3346,284.49,702.08,311.36,371.18,1669.11
3348,284.49,702.08,312.58,371.18,1670.33
3350,284.49,700.85,311.36,369.96,1666.66
3352,283.27,702.08,311.36,369.96,1666.67
3354,284.49,702.08,311.36,369.96,1667.89
3356,284.49,700.85,310.13,371.18,1666.65
3358,284.49,702.08,312.58,369.96,1669.11
3360,284.49,702.08,311.36,371.18,1669.11
3362,284.49,702.08,311.36,371.18,1669.11
3364,284.49,702.08,310.13,371.18,1667.88
3366,284.49,702.08,311.36,371.18,1669.11
3368,283.27,702.08,311.36,371.18,1667.89
3370,284.49,702.08,311.36,369.96,1667.89
3372,284.49,702.08,310.13,371.18,1667.88
3374,283.27,700.85,311.36,369.96,1665.44
3376,284.49,702.08,311.36,369.96,1667.89
3378,284.49,702.08,312.58,371.18,1670.33
3380,284.49,700.85,312.58,369.96,1667.88
3382,283.27,700.85,311.36,371.18,1666.66
3384,284.49,702.08,312.58,371.18,1670.33
3386,284.49,700.85,311.36,369.96,1666.66
3388,283.27,702.08,311.36,371.18,1667.89
3390,284.49,702.08,311.36,369.96,1667.89
3392,283.27,700.85,311.36,371.18,1666.66
3394,283.27,702.08,311.36,371.18,1667.89
3396,284.49,702.08,311.36,369.96,1667.89
3398,284.49,700.85,311.36,369.96,1666.66
3400,283.27,702.08,310.13,369.96,1665.44
3402,283.27,702.08,311.36,369.96,1666.67
3404,283.27,702.08,312.58,371.18,1669.11
3406,283.27,702.08,311.36,369.96,1666.67
3408,284.49,702.08,312.58,371.18,1670.33
3410,283.27,702.08,311.36,371.18,1667.89
3412,283.27,700.85,311.36,369.96,1665.44
3414,284.49,702.08,311.36,371.18,1669.11
3416,284.49,702.08,311.36,371.18,1669.11
3418,283.27,700.85,311.36,369.96,1665.44
3420,284.49,702.08,311.36,371.18,1669.11
3422,284.49,702.08,311.36,369.96,1667.89
3424,283.27,702.08,311.36,371.18,1667.89
3426,283.27,702.08,312.58,371.18,1669.11
3428,284.49,700.85,311.36,369.96,1666.66
3430,283.27,702.08,310.13,369.96,1665.44
3432,283.27,702.08,311.36,369.96,1666.67
3434,283.27,702.08,310.13,371.18,1666.66
3436,283.27,700.85,311.36,371.18,1666.66
3438,283.27,702.08,311.36,369.96,1666.67
3440,283.27,702.08,311.36,369.96,1666.67
3442,283.27,702.08,312.58,369.96,1667.89
3444,283.27,702.08,311.36,369.96,1666.67
3446,283.27,702.08,311.36,371.18,1667.89
3448,283.27,702.08,311.36,369.96,1666.67
3450,283.27,700.85,311.36,369.96,1665.44
3452,284.49,702.08,311.36,368.74,1666.67
3454,284.49,700.85,311.36,371.18,1667.88
3456,284.49,702.08,311.36,371.18,1669.11
3458,283.27,700.85,311.36,369.96,1665.44
3460,283.27,702.08,311.36,369.96,1666.67
3462,283.27,702.08,311.36,369.96,1666.67
3464,284.49,702.08,310.13,368.74,1665.44
3466,283.27,702.08,310.13,372.41,1667.89
3468,283.27,702.08,311.36,369.96,1666.67
3470,284.49,702.08,311.36,369.96,1667.89
3472,284.49,702.08,311.36,371.18,1669.11
3474,283.27,700.85,310.13,369.96,1664.21
3476,283.27,700.85,310.13,369.96,1664.21
3478,283.27,702.08,311.36,371.18,1667.89
3480,283.27,700.85,311.36,369.96,1665.44
3482,284.49,700.85,311.36,369.96,1666.66
3484,283.27,702.08,311.36,369.96,1666.67
3486,283.27,700.85,311.36,369.96,1665.44
3488,284.49,702.08,311.36,371.18,1669.11
3490,283.27,702.08,310.13,371.18,1666.66
3492,284.49,702.08,310.13,369.96,1666.66
3494,283.27,700.85,311.36,369.96,1665.44
3496,283.27,700.85,311.36,369.96,1665.44
3498,283.27,700.85,311.36,369.96,1665.44
3500,284.49,700.85,310.13,369.96,1665.43
3502,283.27,702.08,311.36,371.18,1667.89
3504,284.49,700.85,311.36,369.96,1666.66
3506,284.49,700.85,311.36,371.18,1667.88
3508,284.49,703.3,311.36,371.18,1670.33
3510,284.49,700.85,311.36,369.96,1666.66
3512,283.27,702.08,311.36,371.18,1667.89
3514,284.49,702.08,311.36,369.96,1667.89
3516,284.49,702.08,311.36,371.18,1669.11
3518,284.49,702.08,311.36,369.96,1667.89
3520,284.49,702.08,311.36,369.96,1667.89
3522,284.49,700.85,311.36,372.41,1669.11
3524,284.49,702.08,310.13,371.18,1667.88
3526,284.49,703.3,311.36,369.96,1669.11
3528,284.49,702.08,310.13,371.18,1667.88
3530,283.27,702.08,311.36,369.96,1666.67
3532,283.27,702.08,311.36,371.18,1667.89
3534,284.49,702.08,310.13,371.18,1667.88
3536,283.27,702.08,311.36,369.96,1666.67
3538,284.49,702.08,310.13,371.18,1667.88
3540,284.49,703.3,312.58,369.96,1670.33
3542,284.49,702.08,311.36,369.96,1667.89
3544,284.49,702.08,311.36,371.18,1669.11
3546,283.27,702.08,311.36,369.96,1666.67
3548,283.27,702.08,311.36,371.18,1667.89
3550,283.27,702.08,311.36,371.18,1667.89
3552,284.49,702.08,311.36,369.96,1667.89
3554,284.49,702.08,311.36,371.18,1669.11
3556,284.49,700.85,311.36,371.18,1667.88
3558,284.49,700.85,310.13,368.74,1664.21
3560,283.27,702.08,311.36,369.96,1666.67
3562,284.49,702.08,311.36,369.96,1667.89
3564,283.27,702.08,311.36,369.96,1666.67
3566,284.49,700.85,311.36,369.96,1666.66
3568,284.49,702.08,311.36,369.96,1667.89
3570,284.49,702.08,311.36,369.96,1667.89
3572,284.49,702.08,311.36,371.18,1669.11
3574,284.49,700.85,311.36,371.18,1667.88
3576,284.49,702.08,311.36,371.18,1669.11
3578,283.27,702.08,311.36,369.96,1666.67
3580,284.49,700.85,311.36,371.18,1667.88
3582,284.49,702.08,311.36,369.96,1667.89
3584,284.49,702.08,311.36,371.18,1669.11
3586,283.27,702.08,311.36,369.96,1666.67
3588,284.49,702.08,311.36,371.18,1669.11
3590,284.49,702.08,311.36,368.74,1666.67
3592,284.49,702.08,311.36,369.96,1667.89
3594,284.49,700.85,311.36,369.96,1666.66
3596,284.49,702.08,310.13,369.96,1666.66
3598,283.27,702.08,311.36,371.18,1667.89
3600,284.49,700.85,311.36,371.18,1667.88
3602,284.49,702.08,311.36,369.96,1667.89
3604,284.49,700.85,310.13,369.96,1665.43
3606,284.49,702.08,311.36,371.18,1669.11
3608,284.49,702.08,311.36,369.96,1667.89
3610,284.49,702.08,311.36,371.18,1669.11
3612,284.49,700.85,310.13,371.18,1666.65
3614,284.49,702.08,311.36,369.96,1667.89
3616,284.49,700.85,310.13,369.96,1665.43
3618,283.27,700.85,311.36,371.18,1666.66
3620,284.49,700.85,311.36,369.96,1666.66
3622,284.49,702.08,311.36,372.41,1670.34
3624,283.27,702.08,311.36,369.96,1666.67
3626,283.27,700.85,311.36,369.96,1665.44
3628,284.49,702.08,311.36,371.18,1669.11
3630,283.27,702.08,311.36,369.96,1666.67
3632,283.27,700.85,311.36,371.18,1666.66
3634,284.49,700.85,311.36,369.96,1666.66
3636,284.49,700.85,311.36,369.96,1666.66
3638,284.49,700.85,311.36,371.18,1667.88
3640,284.49,700.85,311.36,369.96,1666.66
3642,284.49,700.85,310.13,371.18,1666.65
3644,284.49,700.85,311.36,371.18,1667.88
