"Run 1: Time (s)","Run 1: Force 1 (N)","Run 1: Force 2 (N)","Run 1: Force 3 (N)","Run 1: Force 4 (N)","Run 1: Total Force (N)"
9814,296.7,741.15,343.1,409.04,1789.99
9816,297.92,741.15,344.32,406.59,1789.98
9818,296.7,742.37,343.1,405.37,1787.54
9820,296.7,744.81,344.32,406.59,1792.42
9822,296.7,742.37,344.32,406.59,1789.98
9824,297.92,741.15,344.32,407.81,1791.2
9826,297.92,741.15,346.76,409.04,1794.87
9828,297.92,742.37,345.54,407.81,1793.64
9830,299.15,741.15,344.32,409.04,1793.66
9832,300.37,742.37,345.54,411.48,1799.76
9834,299.15,741.15,343.1,410.26,1793.66
9836,299.15,743.59,344.32,410.26,1797.32
9838,299.15,744.81,346.76,407.81,1798.53
9840,297.92,742.37,344.32,407.81,1792.42
9842,297.92,743.59,344.32,406.59,1792.42
9844,296.7,744.81,345.54,407.81,1794.86
9846,299.15,744.81,344.32,406.59,1794.87
9848,299.15,742.37,345.54,410.26,1797.32
9850,297.92,744.81,343.1,409.04,1794.87
9852,297.92,742.37,345.54,406.59,1792.42
9854,297.92,744.81,345.54,409.04,1797.31
9856,299.15,744.81,344.32,407.81,1796.09
9858,297.92,743.59,344.32,407.81,1793.64
9860,297.92,744.81,345.54,409.04,1797.31
9862,297.92,746.03,345.54,409.04,1798.53
9864,297.92,744.81,345.54,406.59,1794.86
9866,297.92,743.59,344.32,411.48,1797.31
9868,297.92,746.03,345.54,406.59,1796.08
9870,297.92,744.81,344.32,406.59,1793.64
9872,297.92,744.81,344.32,409.04,1796.09
9874,297.92,744.81,345.54,406.59,1794.86
9876,297.92,743.59,345.54,406.59,1793.64
9878,297.92,746.03,345.54,407.81,1797.3
9880,297.92,744.81,344.32,407.81,1794.86
9882,297.92,743.59,344.32,406.59,1792.42
9884,297.92,747.25,345.54,407.81,1798.52
9886,297.92,744.81,345.54,407.81,1796.08
9888,296.7,744.81,343.1,409.04,1793.65
9890,297.92,746.03,345.54,409.04,1798.53
9892,296.7,743.59,345.54,407.81,1793.64
9894,296.7,744.81,344.32,409.04,1794.87
9896,299.15,746.03,345.54,407.81,1798.53
9898,297.92,744.81,345.54,407.81,1796.08
9900,297.92,746.03,345.54,410.26,1799.75
9902,297.92,746.03,345.54,407.81,1797.3
9904,296.7,744.81,344.32,406.59,1792.42
9906,297.92,744.81,346.76,409.04,1798.53
9908,297.92,743.59,345.54,409.04,1796.09
9910,299.15,746.03,345.54,410.26,1800.98
9912,297.92,744.81,346.76,410.26,1799.75
9914,299.15,743.59,346.76,409.04,1798.54
9916,297.92,744.81,345.54,411.48,1799.75
9918,299.15,744.81,345.54,407.81,1797.31
9920,297.92,744.81,346.76,407.81,1797.3
9922,297.92,743.59,345.54,410.26,1797.31
9924,297.92,746.03,345.54,410.26,1799.75
9926,297.92,744.81,344.32,410.26,1797.31
9928,297.92,744.81,346.76,409.04,1798.53
9930,297.92,746.03,346.76,409.04,1799.75
9932,299.15,746.03,346.76,409.04,1800.98
9934,297.92,744.81,346.76,410.26,1799.75
9936,297.92,746.03,346.76,409.04,1799.75
9938,299.15,744.81,345.54,409.04,1798.54
9940,297.92,747.25,345.54,409.04,1799.75
9942,297.92,744.81,346.76,409.04,1798.53
9944,299.15,743.59,346.76,409.04,1798.54
9946,296.7,744.81,345.54,411.48,1798.53
9948,297.92,743.59,346.76,409.04,1797.31
9950,297.92,746.03,345.54,411.48,1800.97
9952,297.92,747.25,346.76,409.04,1800.97
9954,299.15,742.37,345.54,411.48,1798.54
9956,299.15,743.59,345.54,411.48,1799.76
9958,299.15,744.81,345.54,411.48,1800.98
9960,299.15,743.59,346.76,410.26,1799.76
9962,297.92,744.81,345.54,410.26,1798.53
9964,299.15,746.03,346.76,411.48,1803.42
9966,299.15,743.59,345.54,411.48,1799.76
9968,299.15,748.47,346.76,410.26,1804.64
9970,300.37,748.47,346.76,409.04,1804.64
9972,300.37,747.25,346.76,411.48,1805.86
9974,299.15,746.03,347.99,412.7,1805.87
9976,300.37,748.47,347.99,412.7,1809.53
9978,300.37,744.81,346.76,413.92,1805.86
9980,299.15,744.81,346.76,413.92,1804.64
9982,300.37,744.81,346.76,411.48,1803.42
9984,300.37,743.59,346.76,413.92,1804.64
9986,300.37,746.03,347.99,413.92,1808.31
9988,300.37,743.59,346.76,411.48,1802.2
9990,299.15,744.81,346.76,415.14,1805.86
9992,299.15,744.81,347.99,415.14,1807.09
9994,299.15,744.81,347.99,413.92,1805.87
9996,299.15,747.25,346.76,413.92,1807.08
9998,299.15,746.03,346.76,412.7,1804.64
10000,300.37,744.81,347.99,412.7,1805.87
10001,300.37,746.03,347.99,415.14,1809.53
10003,300.37,746.03,346.76,413.92,1807.08
10005,299.15,746.03,346.76,413.92,1805.86
10007,300.37,744.81,346.76,415.14,1807.08
10009,300.37,746.03,347.99,413.92,1808.31
10011,299.15,744.81,345.54,412.7,1802.2
10013,300.37,747.25,346.76,413.92,1808.3
10015,300.37,746.03,347.99,413.92,1808.31
10017,300.37,746.03,347.99,413.92,1808.31
10019,299.15,746.03,346.76,413.92,1805.86
10021,300.37,746.03,347.99,413.92,1808.31
10023,300.37,744.81,347.99,415.14,1808.31
10025,299.15,746.03,345.54,413.92,1804.64
10027,300.37,744.81,347.99,412.7,1805.87
10029,299.15,744.81,346.76,415.14,1805.86
10031,300.37,746.03,346.76,416.36,1809.52
10033,300.37,744.81,346.76,412.7,1804.64
10035,300.37,744.81,346.76,413.92,1805.86
10037,300.37,747.25,349.21,413.92,1810.75
10039,300.37,746.03,345.54,413.92,1805.86
10041,299.15,744.81,347.99,413.92,1805.87
10043,299.15,744.81,349.21,413.92,1807.09
10045,300.37,744.81,346.76,416.36,1808.3
10047,299.15,746.03,345.54,413.92,1804.64
10049,299.15,746.03,347.99,413.92,1807.09
10051,299.15,746.03,347.99,413.92,1807.09
10053,301.59,746.03,345.54,413.92,1807.08
10055,299.15,746.03,347.99,413.92,1807.09
10057,300.37,747.25,346.76,412.7,1807.08
10059,300.37,744.81,346.76,415.14,1807.08
10061,299.15,746.03,346.76,416.36,1808.3
10063,300.37,744.81,347.99,415.14,1808.31
10065,300.37,747.25,347.99,416.36,1811.97
10067,300.37,746.03,346.76,413.92,1807.08
10069,300.37,748.47,347.99,413.92,1810.75
10071,299.15,746.03,349.21,416.36,1810.75
10073,300.37,746.03,347.99,413.92,1808.31
10075,299.15,747.25,346.76,417.58,1810.74
10077,301.59,746.03,349.21,415.14,1811.97
10079,300.37,746.03,346.76,415.14,1808.3
10081,300.37,746.03,347.99,416.36,1810.75
10083,300.37,746.03,346.76,415.14,1808.3
10085,301.59,747.25,354.09,421.25,1824.18
10087,297.92,748.47,349.21,416.36,1811.96
10089,299.15,749.69,350.43,412.7,1811.97
10091,299.15,749.69,347.99,415.14,1811.97
10093,300.37,748.47,350.43,412.7,1811.97
10095,299.15,750.92,349.21,412.7,1811.98
10097,297.92,748.47,351.65,415.14,1813.18
10099,297.92,752.14,347.99,417.58,1815.63
10101,300.37,747.25,347.99,413.92,1809.53
10103,300.37,748.47,347.99,417.58,1814.41
10105,300.37,748.47,347.99,416.36,1813.19
10107,299.15,747.25,347.99,415.14,1809.53
10109,299.15,748.47,349.21,415.14,1811.97
10111,300.37,749.69,350.43,417.58,1818.07
10113,300.37,747.25,349.21,416.36,1813.19
10115,301.59,749.69,347.99,416.36,1815.63
10117,301.59,749.69,349.21,413.92,1814.41
10119,301.59,748.47,347.99,416.36,1814.41
10121,301.59,749.69,347.99,413.92,1813.19
10123,300.37,748.47,346.76,413.92,1809.52
10125,300.37,749.69,349.21,416.36,1815.63
10127,300.37,750.92,347.99,415.14,1814.42
10129,301.59,746.03,347.99,415.14,1810.75
10131,299.15,754.58,349.21,412.7,1815.64
10133,301.59,746.03,349.21,417.58,1814.41
10135,301.59,746.03,346.76,418.8,1813.18
10137,301.59,747.25,347.99,418.8,1815.63
10139,301.59,744.81,347.99,417.58,1811.97
10141,301.59,748.47,347.99,420.02,1818.07
10143,301.59,747.25,347.99,418.8,1815.63
10145,301.59,746.03,346.76,418.8,1813.18
10147,301.59,748.47,349.21,420.02,1819.29
10149,301.59,747.25,349.21,420.02,1818.07
10151,302.81,747.25,347.99,417.58,1815.63
10153,301.59,748.47,347.99,417.58,1815.63
10155,301.59,747.25,349.21,418.8,1816.85
10157,301.59,747.25,346.76,418.8,1814.4
10159,301.59,747.25,347.99,417.58,1814.41
10161,301.59,747.25,349.21,416.36,1814.41
10163,300.37,746.03,347.99,421.25,1815.64
10165,302.81,747.25,349.21,417.58,1816.85
10167,302.81,746.03,347.99,417.58,1814.41
10169,301.59,747.25,349.21,420.02,1818.07
10171,301.59,747.25,349.21,418.8,1816.85
10173,301.59,746.03,349.21,420.02,1816.85
10175,301.59,747.25,347.99,420.02,1816.85
10177,301.59,747.25,349.21,418.8,1816.85
10179,300.37,746.03,349.21,418.8,1814.41
10181,302.81,749.69,349.21,417.58,1819.29
10183,301.59,747.25,349.21,417.58,1815.63
10185,302.81,747.25,347.99,417.58,1815.63
10187,301.59,749.69,349.21,418.8,1819.29
10189,301.59,746.03,347.99,417.58,1813.19
10191,301.59,746.03,349.21,418.8,1815.63
10193,301.59,748.47,349.21,417.58,1816.85
10195,302.81,747.25,347.99,418.8,1816.85
10197,302.81,746.03,349.21,417.58,1815.63
10199,301.59,749.69,349.21,420.02,1820.51
10201,301.59,750.92,347.99,416.36,1816.86
10203,301.59,748.47,349.21,416.36,1815.63
10205,301.59,749.69,350.43,418.8,1820.51
10207,301.59,749.69,349.21,417.58,1818.07
10209,301.59,748.47,350.43,418.8,1819.29
10211,301.59,748.47,349.21,418.8,1818.07
10213,301.59,749.69,349.21,417.58,1818.07
10215,301.59,749.69,349.21,421.25,1821.74
10217,301.59,750.92,350.43,421.25,1824.19
10219,302.81,752.14,350.43,420.02,1825.4
10221,304.03,753.36,350.43,418.8,1826.62
10223,302.81,750.92,350.43,420.02,1824.18
10225,301.59,749.69,350.43,420.02,1821.73
10227,302.81,748.47,349.21,418.8,1819.29
10229,301.59,749.69,350.43,421.25,1822.96
10231,302.81,748.47,349.21,420.02,1820.51
10233,302.81,749.69,350.43,418.8,1821.73
10235,301.59,750.92,350.43,420.02,1822.96
10237,302.81,750.92,347.99,418.8,1820.52
10239,302.81,749.69,349.21,418.8,1820.51
10241,301.59,749.69,349.21,418.8,1819.29
10243,302.81,750.92,349.21,417.58,1820.52
10245,301.59,749.69,351.65,418.8,1821.73
10247,301.59,749.69,349.21,418.8,1819.29
10249,301.59,750.92,349.21,417.58,1819.3
10251,301.59,748.47,350.43,418.8,1819.29
10253,301.59,749.69,350.43,421.25,1822.96
10255,302.81,750.92,347.99,417.58,1819.3
10257,301.59,750.92,350.43,417.58,1820.52
10259,301.59,752.14,350.43,418.8,1822.96
10261,301.59,750.92,350.43,420.02,1822.96
10263,302.81,750.92,349.21,417.58,1820.52
10265,302.81,752.14,350.43,417.58,1822.96
10267,302.81,750.92,351.65,420.02,1825.4
10269,304.03,750.92,350.43,420.02,1825.4
10271,301.59,750.92,350.43,420.02,1822.96
10273,302.81,749.69,350.43,418.8,1821.73
10275,301.59,749.69,350.43,420.02,1821.73
10277,302.81,752.14,351.65,421.25,1827.85
10279,302.81,749.69,351.65,418.8,1822.95
10281,302.81,752.14,349.21,421.25,1825.41
10283,302.81,749.69,350.43,418.8,1821.73
10285,302.81,752.14,350.43,420.02,1825.4
10287,302.81,750.92,350.43,421.25,1825.41
10289,302.81,750.92,349.21,418.8,1821.74
10291,302.81,749.69,351.65,418.8,1822.95
10293,301.59,750.92,350.43,420.02,1822.96
10295,302.81,749.69,350.43,417.58,1820.51
10297,302.81,749.69,349.21,418.8,1820.51
10299,302.81,750.92,350.43,417.58,1821.74
10301,301.59,749.69,351.65,418.8,1821.73
10303,302.81,749.69,351.65,418.8,1822.95
10305,302.81,750.92,350.43,418.8,1822.96
10307,304.03,749.69,350.43,418.8,1822.95
10309,302.81,750.92,350.43,420.02,1824.18
10311,304.03,752.14,350.43,421.25,1827.85
10313,304.03,750.92,350.43,418.8,1824.18
10315,302.81,750.92,351.65,421.25,1826.63
10317,302.81,752.14,350.43,420.02,1825.4
10319,304.03,750.92,351.65,420.02,1826.62
10321,302.81,752.14,350.43,421.25,1826.63
10323,302.81,750.92,350.43,418.8,1822.96
10325,304.03,750.92,350.43,421.25,1826.63
10327,302.81,750.92,350.43,421.25,1825.41
10329,302.81,748.47,350.43,420.02,1821.73
10331,302.81,752.14,350.43,421.25,1826.63
10333,302.81,749.69,350.43,421.25,1824.18
10335,304.03,752.14,351.65,420.02,1827.84
10337,302.81,750.92,351.65,418.8,1824.18
10339,302.81,752.14,351.65,418.8,1825.4
10341,304.03,749.69,350.43,421.25,1825.4
10343,304.03,752.14,350.43,420.02,1826.62
10345,302.81,749.69,351.65,418.8,1822.95
10347,302.81,750.92,349.21,420.02,1822.96
10349,302.81,749.69,351.65,420.02,1824.17
10351,304.03,750.92,351.65,422.47,1829.07
10353,302.81,749.69,352.87,422.47,1827.84
10355,301.59,749.69,349.21,421.25,1821.74
10357,302.81,752.14,352.87,423.69,1831.51
10359,301.59,753.36,352.87,420.02,1827.84
10361,302.81,752.14,352.87,423.69,1831.51
10363,301.59,753.36,355.31,420.02,1830.28
10365,301.59,752.14,351.65,420.02,1825.4
10367,301.59,750.92,355.31,421.25,1829.07
10369,302.81,752.14,354.09,423.69,1832.73
10371,301.59,752.14,352.87,422.47,1829.07
10373,301.59,753.36,352.87,421.25,1829.07
10375,302.81,750.92,354.09,421.25,1829.07
10377,301.59,754.58,352.87,422.47,1831.51
10379,302.81,752.14,354.09,421.25,1830.29
10381,302.81,750.92,354.09,422.47,1830.29
10383,302.81,753.36,352.87,421.25,1830.29
10385,304.03,752.14,352.87,422.47,1831.51
10387,301.59,752.14,352.87,421.25,1827.85
10389,300.37,752.14,354.09,420.02,1826.62
10391,301.59,752.14,354.09,422.47,1830.29
10393,301.59,752.14,354.09,422.47,1830.29
10395,301.59,753.36,354.09,422.47,1831.51
10397,301.59,752.14,354.09,422.47,1830.29
10399,301.59,753.36,355.31,422.47,1832.73
10401,302.81,755.8,354.09,422.47,1835.17
10403,302.81,753.36,355.31,421.25,1832.73
10405,301.59,753.36,354.09,422.47,1831.51
10407,301.59,753.36,355.31,422.47,1832.73
10409,300.37,753.36,352.87,422.47,1829.07
10411,302.81,754.58,354.09,422.47,1833.95
10413,301.59,755.8,355.31,421.25,1833.95
10415,301.59,753.36,354.09,421.25,1830.29
10417,301.59,755.8,354.09,421.25,1832.73
10419,302.81,754.58,354.09,421.25,1832.73
10421,301.59,753.36,354.09,421.25,1830.29
10423,301.59,753.36,354.09,424.91,1833.95
10425,301.59,753.36,354.09,422.47,1831.51
10427,304.03,754.58,355.31,421.25,1835.17
10429,301.59,754.58,354.09,421.25,1831.51
10431,302.81,753.36,352.87,420.02,1829.06
10433,302.81,753.36,354.09,423.69,1833.95
10435,304.03,753.36,354.09,424.91,1836.39
10437,302.81,754.58,355.31,422.47,1835.17
10439,301.59,753.36,352.87,424.91,1832.73
10441,302.81,753.36,352.87,421.25,1830.29
10443,301.59,754.58,355.31,423.69,1835.17
10445,302.81,753.36,355.31,423.69,1835.17
10447,301.59,754.58,354.09,422.47,1832.73
10449,302.81,754.58,355.31,423.69,1836.39
10451,301.59,754.58,355.31,424.91,1836.39
10453,302.81,753.36,354.09,423.69,1833.95
10455,302.81,758.24,354.09,421.25,1836.39
10457,304.03,754.58,355.31,421.25,1835.17
10459,302.81,754.58,355.31,423.69,1836.39
10461,301.59,754.58,355.31,423.69,1835.17
10463,302.81,754.58,355.31,422.47,1835.17
10465,301.59,755.8,355.31,423.69,1836.39
10467,301.59,754.58,354.09,426.13,1836.39
10469,304.03,755.8,355.31,422.47,1837.61
10471,304.03,754.58,352.87,423.69,1835.17
10473,302.81,753.36,355.31,422.47,1833.95
10475,302.81,755.8,355.31,422.47,1836.39
10477,301.59,757.02,355.31,421.25,1835.17
10479,301.59,755.8,356.53,422.47,1836.39
10481,300.37,755.8,355.31,422.47,1833.95
10483,302.81,757.02,355.31,422.47,1837.61
10485,301.59,755.8,355.31,421.25,1833.95
10487,301.59,755.8,354.09,422.47,1833.95
10489,301.59,758.24,355.31,422.47,1837.61
10491,302.81,758.24,355.31,423.69,1840.05
10493,302.81,754.58,355.31,422.47,1835.17
10495,301.59,758.24,355.31,422.47,1837.61
10497,302.81,758.24,355.31,423.69,1840.05
10499,301.59,754.58,354.09,422.47,1832.73
10501,302.81,757.02,356.53,422.47,1838.83
10503,302.81,755.8,354.09,423.69,1836.39
10505,301.59,754.58,354.09,422.47,1832.73
10507,301.59,757.02,355.31,423.69,1837.61
10509,301.59,754.58,355.31,422.47,1833.95
10511,301.59,755.8,354.09,426.13,1837.61
10513,301.59,754.58,355.31,424.91,1836.39
10515,302.81,755.8,354.09,423.69,1836.39
10517,301.59,757.02,355.31,424.91,1838.83
10519,301.59,755.8,355.31,422.47,1835.17
10521,302.81,757.02,354.09,422.47,1836.39
10523,300.37,757.02,356.53,424.91,1838.83
10525,301.59,757.02,355.31,421.25,1835.17
10527,301.59,758.24,355.31,424.91,1840.05
10529,302.81,757.02,355.31,423.69,1838.83
10531,302.81,758.24,355.31,423.69,1840.05
10533,301.59,757.02,356.53,423.69,1838.83
10535,302.81,757.02,356.53,421.25,1837.61
10537,302.81,758.24,354.09,423.69,1838.83
10539,301.59,757.02,356.53,423.69,1838.83
10541,302.81,757.02,356.53,424.91,1841.27
10543,302.81,758.24,355.31,424.91,1841.27
10545,301.59,758.24,356.53,424.91,1841.27
10547,301.59,759.46,355.31,422.47,1838.83
10549,301.59,755.8,356.53,424.91,1838.83
10551,301.59,757.02,356.53,422.47,1837.61
10553,302.81,755.8,357.75,423.69,1840.05
10555,301.59,757.02,355.31,423.69,1837.61
10557,301.59,758.24,356.53,423.69,1840.05
10559,302.81,757.02,356.53,423.69,1840.05
10561,302.81,757.02,356.53,423.69,1840.05
10563,302.81,757.02,355.31,426.13,1841.27
10565,304.03,755.8,355.31,426.13,1841.27
10567,302.81,755.8,355.31,426.13,1840.05
10569,302.81,757.02,355.31,424.91,1840.05
10571,302.81,753.36,357.75,424.91,1838.83
10573,304.03,755.8,355.31,426.13,1841.27
10575,304.03,755.8,356.53,424.91,1841.27
10577,304.03,755.8,355.31,427.35,1842.49
10579,302.81,754.58,355.31,424.91,1837.61
10581,304.03,754.58,356.53,424.91,1840.05
10583,304.03,754.58,354.09,427.35,1840.05
10585,304.03,757.02,355.31,427.35,1843.71
10587,302.81,755.8,357.75,427.35,1843.71
10589,304.03,754.58,355.31,426.13,1840.05
10591,302.81,755.8,354.09,427.35,1840.05
10593,305.25,752.14,355.31,428.57,1841.27
10595,304.03,757.02,355.31,428.57,1844.93
10597,304.03,755.8,355.31,429.79,1844.93
10599,304.03,755.8,355.31,426.13,1841.27
10601,304.03,753.36,356.53,427.35,1841.27
10603,304.03,757.02,355.31,428.57,1844.93
10605,304.03,754.58,357.75,426.13,1842.49
10607,302.81,757.02,354.09,426.13,1840.05
10609,304.03,758.24,357.75,426.13,1846.15
10611,304.03,758.24,356.53,426.13,1844.93
10613,304.03,758.24,356.53,428.57,1847.37
10615,302.81,761.9,358.97,424.91,1848.59
10617,301.59,760.68,358.97,423.69,1844.93
10619,302.81,755.8,356.53,427.35,1842.49
10621,304.03,758.24,356.53,427.35,1846.15
10623,305.25,757.02,357.75,427.35,1847.37
10625,304.03,758.24,357.75,426.13,1846.15
10627,304.03,759.46,356.53,427.35,1847.37
10629,304.03,758.24,356.53,426.13,1844.93
10631,304.03,758.24,356.53,428.57,1847.37
10633,302.81,760.68,357.75,427.35,1848.59
10635,304.03,758.24,358.97,426.13,1847.37
10637,304.03,759.46,356.53,428.57,1848.59
10639,304.03,759.46,357.75,426.13,1847.37
10641,305.25,757.02,356.53,427.35,1846.15
10643,305.25,758.24,356.53,429.79,1849.81
10645,304.03,758.24,357.75,427.35,1847.37
10647,305.25,758.24,357.75,429.79,1851.03
10649,305.25,759.46,356.53,428.57,1849.81
10651,305.25,757.02,357.75,428.57,1848.59
10653,304.03,757.02,356.53,429.79,1847.37
10655,305.25,758.24,356.53,426.13,1846.15
10657,304.03,757.02,358.97,429.79,1849.81
10659,304.03,755.8,358.97,429.79,1848.59
10661,304.03,758.24,358.97,428.57,1849.81
10663,304.03,759.46,358.97,427.35,1849.81
10665,304.03,758.24,357.75,428.57,1848.59
10667,304.03,758.24,357.75,428.57,1848.59
10669,304.03,759.46,358.97,426.13,1848.59
10671,304.03,760.68,358.97,428.57,1852.25
10673,304.03,758.24,357.75,428.57,1848.59
10675,304.03,758.24,357.75,426.13,1846.15
10677,302.81,758.24,357.75,427.35,1846.15
10679,304.03,760.68,358.97,427.35,1851.03
10681,305.25,758.24,358.97,426.13,1848.59
10683,302.81,758.24,360.2,431.01,1852.26
10685,304.03,759.46,358.97,426.13,1848.59
10687,304.03,758.24,357.75,424.91,1844.93
10689,302.81,760.68,358.97,428.57,1851.03
10691,304.03,760.68,358.97,426.13,1849.81
10693,304.03,757.02,356.53,429.79,1847.37
10695,305.25,759.46,357.75,427.35,1849.81
10697,305.25,759.46,357.75,428.57,1851.03
10699,306.47,758.24,357.75,426.13,1848.59
10701,305.25,758.24,357.75,428.57,1849.81
10703,305.25,758.24,357.75,426.13,1847.37
10705,305.25,759.46,356.53,427.35,1848.59
10707,304.03,759.46,358.97,427.35,1849.81
10709,305.25,759.46,358.97,427.35,1851.03
10711,304.03,760.68,357.75,426.13,1848.59
10713,305.25,759.46,357.75,428.57,1851.03
10715,305.25,759.46,357.75,427.35,1849.81
10717,305.25,759.46,358.97,428.57,1852.25
10719,305.25,759.46,357.75,427.35,1849.81
10721,306.47,760.68,358.97,426.13,1852.25
10723,304.03,764.35,357.75,429.79,1855.92
10725,305.25,758.24,360.2,429.79,1853.48
10727,306.47,759.46,357.75,428.57,1852.25
10729,305.25,760.68,358.97,428.57,1853.47
10731,304.03,760.68,358.97,427.35,1851.03
10733,306.47,759.46,357.75,429.79,1853.47
10735,305.25,760.68,358.97,429.79,1854.69
10737,305.25,759.46,357.75,429.79,1852.25
10739,306.47,760.68,358.97,429.79,1855.91
10741,305.25,760.68,360.2,428.57,1854.7
10743,305.25,760.68,360.2,431.01,1857.14
10745,305.25,759.46,357.75,428.57,1851.03
10747,305.25,760.68,360.2,431.01,1857.14
10749,306.47,760.68,360.2,429.79,1857.14
10751,306.47,760.68,357.75,428.57,1853.47
10753,305.25,760.68,360.2,429.79,1855.92
10755,305.25,760.68,360.2,429.79,1855.92
10757,305.25,760.68,358.97,429.79,1854.69
10759,305.25,759.46,357.75,429.79,1852.25
10761,305.25,759.46,358.97,429.79,1853.47
10763,305.25,759.46,360.2,429.79,1854.7
10765,305.25,760.68,358.97,428.57,1853.47
10767,306.47,763.13,360.2,429.79,1859.59
10769,305.25,760.68,358.97,431.01,1855.91
10771,305.25,760.68,358.97,431.01,1855.91
10773,306.47,759.46,358.97,427.35,1852.25
10775,305.25,759.46,358.97,429.79,1853.47
10777,305.25,759.46,360.2,431.01,1855.92
10779,306.47,761.9,357.75,428.57,1854.69
10781,305.25,763.13,361.42,431.01,1860.81
10783,305.25,763.13,360.2,431.01,1859.59
10785,306.47,760.68,360.2,429.79,1857.14
10787,306.47,760.68,360.2,431.01,1858.36
10789,305.25,761.9,360.2,429.79,1857.14
10791,305.25,760.68,360.2,428.57,1854.7
10793,304.03,759.46,360.2,429.79,1853.48
10795,305.25,761.9,361.42,429.79,1858.36
10797,305.25,763.13,360.2,429.79,1858.37
10799,304.03,761.9,360.2,429.79,1855.92
10801,305.25,761.9,358.97,429.79,1855.91
10803,305.25,761.9,360.2,431.01,1858.36
10805,304.03,760.68,360.2,431.01,1855.92
10807,305.25,763.13,361.42,429.79,1859.59
10809,306.47,759.46,362.64,429.79,1858.36
10811,305.25,761.9,360.2,432.23,1859.58
10813,305.25,759.46,361.42,431.01,1857.14
10815,306.47,761.9,360.2,429.79,1858.36
10817,306.47,761.9,360.2,431.01,1859.58
10819,305.25,761.9,361.42,429.79,1858.36
10821,305.25,761.9,360.2,432.23,1859.58
10823,305.25,765.57,361.42,429.79,1862.03
10825,305.25,761.9,360.2,428.57,1855.92
10827,305.25,761.9,360.2,429.79,1857.14
10829,305.25,763.13,361.42,428.57,1858.37
10831,305.25,763.13,361.42,431.01,1860.81
10833,304.03,763.13,360.2,428.57,1855.93
10835,305.25,764.35,360.2,427.35,1857.15
10837,305.25,761.9,362.64,428.57,1858.36
10839,305.25,761.9,358.97,427.35,1853.47
10841,305.25,761.9,361.42,429.79,1858.36
10843,306.47,763.13,360.2,429.79,1859.59
10845,305.25,763.13,360.2,431.01,1859.59
10847,305.25,763.13,362.64,431.01,1862.03
10849,305.25,761.9,361.42,429.79,1858.36
10851,304.03,761.9,360.2,431.01,1857.14
10853,306.47,763.13,361.42,429.79,1860.81
10855,306.47,763.13,360.2,428.57,1858.37
10857,304.03,764.35,360.2,431.01,1859.59
10859,305.25,761.9,361.42,428.57,1857.14
10861,304.03,761.9,360.2,431.01,1857.14
10863,304.03,764.35,360.2,429.79,1858.37
10865,305.25,763.13,360.2,431.01,1859.59
10867,305.25,763.13,360.2,428.57,1857.15
10869,305.25,763.13,360.2,431.01,1859.59
10871,304.03,761.9,362.64,431.01,1859.58
10873,305.25,763.13,360.2,431.01,1859.59
10875,306.47,763.13,358.97,429.79,1858.36
10877,306.47,761.9,358.97,429.79,1857.13
10879,305.25,761.9,358.97,431.01,1857.13
10881,305.25,763.13,360.2,431.01,1859.59
10883,305.25,763.13,362.64,431.01,1862.03
10885,304.03,761.9,361.42,432.23,1859.58
10887,305.25,761.9,360.2,429.79,1857.14
10889,306.47,763.13,361.42,431.01,1862.03
10891,306.47,764.35,360.2,432.23,1863.25
10893,305.25,763.13,361.42,429.79,1859.59
10895,305.25,764.35,360.2,431.01,1860.81
10897,305.25,761.9,361.42,432.23,1860.8
10899,305.25,761.9,362.64,432.23,1862.02
10901,306.47,761.9,361.42,432.23,1862.02
10903,305.25,763.13,358.97,432.23,1859.58
10905,306.47,763.13,360.2,432.23,1862.03
10907,305.25,763.13,362.64,433.46,1864.48
10909,305.25,764.35,361.42,431.01,1862.03
10911,305.25,764.35,360.2,432.23,1862.03
10913,305.25,761.9,360.2,432.23,1859.58
10915,305.25,764.35,360.2,431.01,1860.81
10917,305.25,764.35,360.2,433.46,1863.26
10919,305.25,764.35,361.42,431.01,1862.03
10921,305.25,763.13,361.42,433.46,1863.26
10923,305.25,764.35,362.64,432.23,1864.47
10925,304.03,763.13,360.2,431.01,1858.37
10927,304.03,764.35,361.42,431.01,1860.81
10929,304.03,764.35,362.64,431.01,1862.03
10931,305.25,765.57,361.42,431.01,1863.25
10933,304.03,764.35,361.42,431.01,1860.81
10935,306.47,765.57,361.42,429.79,1863.25
10937,305.25,764.35,362.64,431.01,1863.25
10939,304.03,764.35,363.86,432.23,1864.47
10941,305.25,765.57,362.64,432.23,1865.69
10943,305.25,764.35,362.64,432.23,1864.47
10945,306.47,764.35,362.64,432.23,1865.69
10947,305.25,764.35,361.42,431.01,1862.03
10949,306.47,765.57,362.64,432.23,1866.91
10951,306.47,765.57,363.86,433.46,1869.36
10953,306.47,764.35,362.64,433.46,1866.92
10955,305.25,764.35,362.64,434.68,1866.92
10957,306.47,765.57,362.64,434.68,1869.36
10959,305.25,763.13,362.64,431.01,1862.03
10961,305.25,765.57,362.64,433.46,1866.92
10963,306.47,764.35,362.64,431.01,1864.47
10965,305.25,765.57,362.64,431.01,1864.47
10967,305.25,765.57,362.64,432.23,1865.69
10969,306.47,765.57,363.86,434.68,1870.58
