,SQUID_Volt(V),timestamp,MOD_CURR(A)
201,-2.59535000E-05,1558941105.5103333,+7.81279330E-01
202,-2.62204000E-05,1558941105.7186668,+7.81283030E-01
203,-2.50324000E-05,1558941105.927,+7.95418380E-01
204,-2.55664000E-05,1558941106.1353333,+8.00593380E-01
205,-2.65674000E-05,1558941106.3436668,+8.00601040E-01
206,-2.62937000E-05,1558941106.552,+8.14413470E-01
207,-2.51725000E-05,1558941106.7603333,+8.18789960E-01
208,-2.59935000E-05,1558941106.9686668,+8.18796040E-01
209,-2.69544000E-05,1558941107.177,+8.37657550E-01
210,-2.53395000E-05,1558941107.3853333,+8.42790800E-01
211,-2.40715000E-05,1558941107.5936668,+8.42809420E-01
212,-2.50124000E-05,1558941107.802,+8.56674040E-01
213,-2.53328000E-05,1558941108.0103333,+8.58636750E-01
214,-2.51794000E-05,1558941108.2186668,+8.58650230E-01
215,-2.64539000E-05,1558941108.427,+8.58666210E-01
216,-2.47255000E-05,1558941108.6353333,+8.58673470E-01
217,-2.46120000E-05,1558941108.8436668,+8.58695390E-01
218,-2.47189000E-05,1558941109.052,+8.58709790E-01
219,-2.54864000E-05,1558941109.2603333,+8.58715210E-01
220,-2.47455000E-05,1558941109.4686668,+8.58711110E-01
221,-2.54530000E-05,1558941109.677,+8.58713220E-01
222,-2.55064000E-05,1558941109.8853333,+8.58724050E-01
223,-2.52794000E-05,1558941110.0936668,+8.58723530E-01
224,-2.58801000E-05,1558941110.302,+8.58733030E-01
225,-2.69612000E-05,1558941113.901,+8.68998300E-01
226,-2.54329000E-05,1558941114.1093333,+8.75153110E-01
227,-2.63271000E-05,1558941114.3176668,+8.75166710E-01
228,-2.46454000E-05,1558941114.526,+8.92313080E-01
229,-3.48961000E-05,1558941114.7343333,+8.99196760E-01
230,-2.47121000E-05,1558941114.9426668,+8.99210240E-01
231,-2.48391000E-05,1558941115.151,+9.10963290E-01
232,-2.54528000E-05,1558941115.3593333,+9.15043260E-01
233,-2.60936000E-05,1558941115.5676668,+9.15063470E-01
234,-2.53861000E-05,1558941115.776,+9.35064540E-01
235,-2.57133000E-05,1558941115.9843333,+9.39068140E-01
236,-2.64340000E-05,1558941116.1926668,+9.39078710E-01
237,-2.64340000E-05,1558941116.401,+9.52681980E-01
238,-2.51593000E-05,1558941116.6093333,+9.54899610E-01
239,-2.34842000E-05,1558941116.8176668,+9.54910440E-01
240,-2.58667000E-05,1558941117.026,+9.54923910E-01
241,-2.54596000E-05,1558941117.2343333,+9.54921800E-01
242,-2.66274000E-05,1558941117.4426668,+9.54917840E-01
243,-2.54395000E-05,1558941117.651,+9.54933030E-01
244,-2.87497000E-05,1558941117.8593333,+9.54934880E-01
245,-2.95973000E-05,1558941118.0676668,+9.54944120E-01
246,-2.89699000E-05,1558941118.276,+9.54951780E-01
247,-2.93102000E-05,1558941118.4843333,+9.54961030E-01
248,-2.93102000E-05,1558941118.6926668,+9.54967370E-01
249,-2.86362000E-05,1558941118.901,+9.54973710E-01
250,-2.59468000E-05,1558941122.502,+9.71107960E-01
251,-2.58333000E-05,1558941122.7103333,+9.78992130E-01
252,-2.57266000E-05,1558941122.9186668,+9.78992130E-01
253,-2.61269000E-05,1558941123.127,+9.90460310E-01
254,-2.68944000E-05,1558941123.3353333,+9.95403610E-01
255,-2.52327000E-05,1558941123.5436668,+9.95406770E-01
256,-2.56731000E-05,1558941123.752,+8.57441640E-01
257,-2.68411000E-05,1558941123.9603333,+1.01896740E+00
258,-2.68210000E-05,1558941124.1686668,+1.01891060E+00
259,-2.58400000E-05,1558941124.377,+1.03815400E+00
260,-2.69544000E-05,1558941124.5853333,+1.04248770E+00
261,-2.65340000E-05,1558941124.7936668,+1.04249030E+00
262,-2.58466000E-05,1558941125.002,+1.05638560E+00
263,-2.78687000E-05,1558941125.2103333,+1.05895460E+00
264,-2.76284000E-05,1558941125.4186668,+1.05895590E+00
265,-2.70413000E-05,1558941125.627,+1.05895410E+00
266,-2.78154000E-05,1558941125.8353333,+1.05895910E+00
267,-2.72214000E-05,1558941126.0436668,+1.05896330E+00
268,-2.47121000E-05,1558941126.252,+1.05896040E+00
269,-2.70345000E-05,1558941126.4603333,+1.05896480E+00
270,-2.57400000E-05,1558941126.6686668,+1.05896130E+00
271,-2.79289000E-05,1558941126.877,+1.05893510E+00
272,-2.74684000E-05,1558941127.0853333,+1.05893030E+00
273,-2.72681000E-05,1558941127.2936668,+1.05894380E+00
274,-2.61536000E-05,1558941127.502,+1.05893220E+00
275,-2.68410000E-05,1558941131.101,+1.07446600E+00
