,SQUID_Volt(V),timestamp,Temp(V)
458,-2.90501000E-05,1558949593.8196669,+6.61090000E-05
459,-2.89099000E-05,1558949594.028,+6.60600000E-05
460,-2.90434000E-05,1558949594.2363334,+6.60100000E-05
461,-2.89765000E-05,1558949594.4446669,+6.59230000E-05
462,-2.90566000E-05,1558949594.653,+6.58490000E-05
463,-2.90966000E-05,1558949594.8613334,+6.63690000E-05
464,-2.90233000E-05,1558949595.0696669,+6.58740000E-05
465,-2.90633000E-05,1558949595.278,+6.65060000E-05
466,-2.90100000E-05,1558949595.4863334,+6.62210000E-05
467,-2.90767000E-05,1558949595.6946669,+6.59850000E-05
468,-2.89498000E-05,1558949595.903,+6.59360000E-05
469,-2.90166000E-05,1558949596.1113334,+6.60600000E-05
470,-2.90634000E-05,1558949596.3196669,+6.59230000E-05
471,-2.90032000E-05,1558949596.528,+6.57000000E-05
472,-2.90299000E-05,1558949596.7363334,+6.61960000E-05
473,-2.91835000E-05,1558949596.9446669,+6.58120000E-05
474,-2.91100000E-05,1558949597.153,+6.56630000E-05
475,-2.90833000E-05,1558949600.754,+6.59600000E-05
476,-2.91234000E-05,1558949600.9623332,+6.65430000E-05
477,-2.91569000E-05,1558949601.1706667,+6.67780000E-05
478,-2.91167000E-05,1558949601.379,+6.59480000E-05
479,-2.91435000E-05,1558949601.5873332,+6.63820000E-05
480,-2.91834000E-05,1558949601.7956667,+6.60470000E-05
481,-2.91301000E-05,1558949602.004,+6.62950000E-05
482,-2.91901000E-05,1558949602.2123332,+6.61710000E-05
483,-2.91434000E-05,1558949602.4206667,+6.62950000E-05
484,-2.92568000E-05,1558949602.629,+6.65430000E-05
485,-2.92702000E-05,1558949602.8373332,+6.60600000E-05
486,-2.92034000E-05,1558949603.0456667,+6.62210000E-05
487,-2.92167000E-05,1558949603.254,+6.59360000E-05
488,-2.92236000E-05,1558949603.4623332,+6.55520000E-05
489,-2.91434000E-05,1558949603.6706667,+6.59110000E-05
490,-2.91834000E-05,1558949603.879,+6.57130000E-05
491,-2.91100000E-05,1558949604.0873332,+6.55640000E-05
492,-2.93235000E-05,1558949604.2956667,+6.55520000E-05
493,-2.92101000E-05,1558949604.504,+6.55520000E-05
494,-2.90233000E-05,1558949604.7123332,+6.55020000E-05
495,-2.92969000E-05,1558949604.9206667,+6.56010000E-05
496,-2.91835000E-05,1558949605.129,+6.54520000E-05
497,-2.91634000E-05,1558949605.3373332,+6.52170000E-05
498,-2.92368000E-05,1558949605.5456667,+6.54520000E-05
499,-2.91835000E-05,1558949605.754,+6.54150000E-05
500,-2.91300000E-05,1558949609.354,+6.50810000E-05
501,-2.90699000E-05,1558949609.5623333,+6.59980000E-05
502,-2.91167000E-05,1558949609.7706668,+6.59480000E-05
503,-2.90634000E-05,1558949609.979,+6.58370000E-05
504,-2.91034000E-05,1558949610.1873333,+6.60470000E-05
505,-2.91233000E-05,1558949610.3956668,+6.57750000E-05
506,-2.91633000E-05,1558949610.604,+6.58240000E-05
507,-2.92435000E-05,1558949610.8123333,+6.57620000E-05
508,-2.92835000E-05,1558949611.0206668,+6.55890000E-05
509,-2.92835000E-05,1558949611.229,+6.55890000E-05
510,-2.91968000E-05,1558949611.4373333,+6.56380000E-05
511,-2.91700000E-05,1558949611.6456668,+6.52540000E-05
512,-2.92901000E-05,1558949611.854,+6.57750000E-05
513,-2.92435000E-05,1558949612.0623333,+6.54280000E-05
514,-2.92367000E-05,1558949612.2706668,+6.56750000E-05
515,-2.92568000E-05,1558949612.479,+6.55390000E-05
516,-2.92635000E-05,1558949612.6873333,+6.57000000E-05
517,-2.92835000E-05,1558949612.8956668,+6.51800000E-05
518,-2.93235000E-05,1558949613.104,+6.49820000E-05
519,-2.91033000E-05,1558949613.3123333,+6.54770000E-05
520,-2.93502000E-05,1558949613.5206668,+6.51550000E-05
521,-2.93704000E-05,1558949613.729,+6.54520000E-05
522,-2.94170000E-05,1558949613.9373333,+6.57000000E-05
523,-2.93102000E-05,1558949614.1456668,+6.50190000E-05
524,-2.92167000E-05,1558949614.354,+6.53290000E-05
525,-2.91233000E-05,1558949617.954,+6.55890000E-05
526,-2.91901000E-05,1558949618.1623333,+6.57370000E-05
527,-2.90234000E-05,1558949618.3706667,+6.54400000E-05
528,-2.90566000E-05,1558949618.579,+6.59730000E-05
529,-2.91434000E-05,1558949618.7873333,+6.53660000E-05
530,-2.90233000E-05,1558949618.9956667,+6.54400000E-05
531,-2.90701000E-05,1558949619.204,+6.52170000E-05
532,-2.89767000E-05,1558949619.4123333,+6.52910000E-05
533,-2.89898000E-05,1558949619.6206667,+6.53780000E-05
534,-2.89965000E-05,1558949619.829,+6.53660000E-05
535,-2.89832000E-05,1558949620.0373333,+6.49940000E-05
536,-2.91367000E-05,1558949620.2456667,+6.54150000E-05
537,-2.89366000E-05,1558949620.454,+6.48950000E-05
538,-2.89166000E-05,1558949620.6623333,+6.50560000E-05
539,-2.89765000E-05,1558949620.8706667,+6.54770000E-05
540,-2.89565000E-05,1558949621.079,+6.52910000E-05
541,-2.91568000E-05,1558949621.2873333,+6.48830000E-05
542,-2.90633000E-05,1558949621.4956667,+6.49690000E-05
543,-2.90833000E-05,1558949621.704,+6.49070000E-05
544,-2.89433000E-05,1558949621.9123333,+6.49320000E-05
545,-2.89832000E-05,1558949622.1206667,+6.53160000E-05
546,-2.89832000E-05,1558949622.329,+6.50560000E-05
547,-2.90099000E-05,1558949622.5373333,+6.49570000E-05
548,-2.89165000E-05,1558949622.7456667,+6.48330000E-05
549,-2.90566000E-05,1558949622.954,+6.48830000E-05
550,-2.88964000E-05,1558949626.554,+6.51060000E-05
551,-2.88830000E-05,1558949626.7623332,+6.51550000E-05
552,-2.88898000E-05,1558949626.9706666,+6.53530000E-05
553,-2.88764000E-05,1558949627.179,+6.49820000E-05
554,-2.88365000E-05,1558949627.3873332,+6.48580000E-05
555,-2.87964000E-05,1558949627.5956666,+6.52170000E-05
556,-2.88898000E-05,1558949627.804,+6.50440000E-05
557,-2.88632000E-05,1558949628.0123332,+6.50810000E-05
558,-2.89366000E-05,1558949628.2206666,+6.52540000E-05
559,-2.87296000E-05,1558949628.429,+6.48580000E-05
560,-2.88096000E-05,1558949628.6373332,+6.52540000E-05
561,-2.89032000E-05,1558949628.8456666,+6.45600000E-05
562,-2.87964000E-05,1558949629.054,+6.51060000E-05
563,-2.87563000E-05,1558949629.2623332,+6.51550000E-05
564,-2.89231000E-05,1558949629.4706666,+6.48210000E-05
565,-2.88364000E-05,1558949629.679,+6.47710000E-05
566,-2.88031000E-05,1558949629.8873332,+6.48210000E-05
567,-2.87898000E-05,1558949630.0956666,+6.45600000E-05
568,-2.88632000E-05,1558949630.304,+6.50560000E-05
569,-2.88431000E-05,1558949630.5123332,+6.46600000E-05
570,-2.88031000E-05,1558949630.7206666,+6.47340000E-05
571,-2.88431000E-05,1558949630.929,+6.41890000E-05
572,-2.87964000E-05,1558949631.1373332,+6.45230000E-05
573,-2.88497000E-05,1558949631.3456666,+6.43870000E-05
574,-2.88298000E-05,1558949631.554,+6.46220000E-05
575,-2.86162000E-05,1558949635.154,+6.45980000E-05
576,-2.87096000E-05,1558949635.3623333,+6.49940000E-05
577,-2.86562000E-05,1558949635.5706668,+6.48580000E-05
578,-2.86895000E-05,1558949635.779,+6.46220000E-05
579,-2.85961000E-05,1558949635.9873333,+6.49570000E-05
580,-2.84627000E-05,1558949636.1956668,+6.49690000E-05
581,-2.86429000E-05,1558949636.404,+6.45230000E-05
582,-2.85228000E-05,1558949636.6123333,+6.43990000E-05
583,-2.84893000E-05,1558949636.8206668,+6.47960000E-05
584,-2.85695000E-05,1558949637.029,+6.46100000E-05
585,-2.85427000E-05,1558949637.2373333,+6.44740000E-05
586,-2.85628000E-05,1558949637.4456668,+6.47830000E-05
587,-2.85427000E-05,1558949637.654,+6.44860000E-05
588,-2.85427000E-05,1558949637.8623333,+6.46100000E-05
589,-2.84226000E-05,1558949638.0706668,+6.46220000E-05
590,-2.85228000E-05,1558949638.279,+6.43000000E-05
591,-2.85494000E-05,1558949638.4873333,+6.45980000E-05
592,-2.84360000E-05,1558949638.6956668,+6.43370000E-05
593,-2.85428000E-05,1558949638.904,+6.40030000E-05
594,-2.86229000E-05,1558949639.1123333,+6.45360000E-05
595,-2.82825000E-05,1558949639.3206668,+6.40900000E-05
596,-2.86162000E-05,1558949639.529,+6.41140000E-05
597,-2.82959000E-05,1558949639.7373333,+6.40650000E-05
598,-2.85161000E-05,1558949639.9456668,+6.42380000E-05
599,-2.83625000E-05,1558949640.154,+6.41140000E-05
600,-2.82558000E-05,1558949643.753,+6.41890000E-05
601,-2.83225000E-05,1558949643.9613333,+6.43250000E-05
602,-2.83425000E-05,1558949644.1696668,+6.43250000E-05
603,-2.83625000E-05,1558949644.378,+6.44240000E-05
604,-2.82825000E-05,1558949644.5863333,+6.41520000E-05
605,-2.83893000E-05,1558949644.7946668,+6.43130000E-05
606,-2.83158000E-05,1558949645.003,+6.42260000E-05
607,-2.83892000E-05,1558949645.2113333,+6.46350000E-05
608,-2.82893000E-05,1558949645.4196668,+6.40900000E-05
609,-2.83026000E-05,1558949645.628,+6.42760000E-05
610,-2.84093000E-05,1558949645.8363333,+6.43750000E-05
611,-2.83492000E-05,1558949646.0446668,+6.45110000E-05
612,-2.83359000E-05,1558949646.253,+6.40400000E-05
613,-2.83760000E-05,1558949646.4613333,+6.40400000E-05
614,-2.83759000E-05,1558949646.6696668,+6.40030000E-05
615,-2.83225000E-05,1558949646.878,+6.42260000E-05
616,-2.84226000E-05,1558949647.0863333,+6.39780000E-05
617,-2.83560000E-05,1558949647.2946668,+6.35200000E-05
618,-2.83625000E-05,1558949647.503,+6.43250000E-05
619,-2.82825000E-05,1558949647.7113333,+6.41270000E-05
620,-2.83560000E-05,1558949647.9196668,+6.38540000E-05
621,-2.83425000E-05,1558949648.128,+6.42510000E-05
622,-2.83560000E-05,1558949648.3363333,+6.39290000E-05
623,-2.83894000E-05,1558949648.5446668,+6.36190000E-05
624,-2.84027000E-05,1558949648.753,+6.38420000E-05
625,-2.85428000E-05,1558949652.353,+6.39660000E-05
626,-2.84226000E-05,1558949652.5613332,+6.47460000E-05
627,-2.85228000E-05,1558949652.7696667,+6.44370000E-05
628,-2.85027000E-05,1558949652.978,+6.43870000E-05
629,-2.85761000E-05,1558949653.1863332,+6.43870000E-05
630,-2.85293000E-05,1558949653.3946667,+6.43750000E-05
631,-2.84560000E-05,1558949653.603,+6.42140000E-05
632,-2.85227000E-05,1558949653.8113332,+6.45980000E-05
633,-2.84893000E-05,1558949654.0196667,+6.39160000E-05
634,-2.85361000E-05,1558949654.228,+6.43750000E-05
635,-2.83893000E-05,1558949654.4363332,+6.38910000E-05
636,-2.85961000E-05,1558949654.6446667,+6.42380000E-05
637,-2.86362000E-05,1558949654.853,+6.37920000E-05
638,-2.83893000E-05,1558949655.0613332,+6.40900000E-05
639,-2.86630000E-05,1558949655.2696667,+6.35690000E-05
640,-2.86028000E-05,1558949655.478,+6.38050000E-05
641,-2.85361000E-05,1558949655.6863332,+6.40400000E-05
642,-2.86029000E-05,1558949655.8946667,+6.40400000E-05
643,-2.85962000E-05,1558949656.103,+6.38290000E-05
644,-2.86296000E-05,1558949656.3113332,+6.40030000E-05
645,-2.85494000E-05,1558949656.5196667,+6.39530000E-05
646,-2.85694000E-05,1558949656.728,+6.35450000E-05
647,-2.85895000E-05,1558949656.9363332,+6.33460000E-05
648,-2.85228000E-05,1558949657.1446667,+6.36190000E-05
649,-2.85696000E-05,1558949657.353,+6.38670000E-05
650,-2.83493000E-05,1558949660.954,+6.38050000E-05
651,-2.84427000E-05,1558949661.1623333,+6.39160000E-05
652,-2.84894000E-05,1558949661.3706667,+6.41020000E-05
653,-2.83760000E-05,1558949661.579,+6.39160000E-05
654,-2.85228000E-05,1558949661.7873333,+6.40520000E-05
655,-2.84359000E-05,1558949661.9956667,+6.41640000E-05
656,-2.84760000E-05,1558949662.204,+6.40150000E-05
657,-2.83893000E-05,1558949662.4123333,+6.38170000E-05
658,-2.85028000E-05,1558949662.6206667,+6.38420000E-05
659,-2.83894000E-05,1558949662.829,+6.39410000E-05
660,-2.84895000E-05,1558949663.0373333,+6.37300000E-05
661,-2.85095000E-05,1558949663.2456667,+6.39780000E-05
662,-2.84428000E-05,1558949663.454,+6.36060000E-05
663,-2.84161000E-05,1558949663.6623333,+6.40400000E-05
664,-2.84694000E-05,1558949663.8706667,+6.33830000E-05
665,-2.83092000E-05,1558949664.079,+6.36190000E-05
666,-2.84027000E-05,1558949664.2873333,+6.37680000E-05
667,-2.85095000E-05,1558949664.4956667,+6.37680000E-05
668,-2.84561000E-05,1558949664.704,+6.40400000E-05
669,-2.84360000E-05,1558949664.9123333,+6.34700000E-05
670,-2.83425000E-05,1558949665.1206667,+6.34330000E-05
671,-2.83961000E-05,1558949665.329,+6.39290000E-05
672,-2.84761000E-05,1558949665.5373333,+6.38540000E-05
673,-2.84561000E-05,1558949665.7456667,+6.33340000E-05
674,-2.84026000E-05,1558949665.954,+6.34210000E-05
675,-2.83825000E-05,1558949669.553,+6.37180000E-05
676,-2.84561000E-05,1558949669.7613332,+6.41390000E-05
677,-2.85028000E-05,1558949669.9696667,+6.38290000E-05
678,-2.85896000E-05,1558949670.178,+6.42010000E-05
679,-2.84827000E-05,1558949670.3863332,+6.33960000E-05
680,-2.85028000E-05,1558949670.5946667,+6.38050000E-05
681,-2.87162000E-05,1558949670.803,+6.34080000E-05
682,-2.86029000E-05,1558949671.0113332,+6.41760000E-05
683,-2.85161000E-05,1558949671.2196667,+6.37680000E-05
684,-2.86095000E-05,1558949671.428,+6.34950000E-05
685,-2.86095000E-05,1558949671.6363332,+6.38050000E-05
686,-2.86229000E-05,1558949671.8446667,+6.33830000E-05
687,-2.86229000E-05,1558949672.053,+6.35690000E-05
688,-2.86229000E-05,1558949672.2613332,+6.37300000E-05
689,-2.84026000E-05,1558949672.4696667,+6.37300000E-05
690,-2.86228000E-05,1558949672.678,+6.36310000E-05
691,-2.87230000E-05,1558949672.8863332,+6.34330000E-05
692,-2.87430000E-05,1558949673.0946667,+6.35070000E-05
693,-2.87297000E-05,1558949673.303,+6.34330000E-05
694,-2.85160000E-05,1558949673.5113332,+6.32840000E-05
695,-2.86762000E-05,1558949673.7196667,+6.39160000E-05
696,-2.85762000E-05,1558949673.928,+6.30990000E-05
697,-2.86363000E-05,1558949674.1363332,+6.34330000E-05
698,-2.86429000E-05,1558949674.3446667,+6.34580000E-05
699,-2.87231000E-05,1558949674.553,+6.33340000E-05
700,-2.87229000E-05,1558949678.154,+6.34950000E-05
701,-2.88699000E-05,1558949678.3623333,+6.38050000E-05
702,-2.87696000E-05,1558949678.5706668,+6.38790000E-05
703,-2.87430000E-05,1558949678.779,+6.38670000E-05
704,-2.86696000E-05,1558949678.9873333,+6.37180000E-05
705,-2.88031000E-05,1558949679.1956668,+6.37300000E-05
706,-2.88164000E-05,1558949679.404,+6.36680000E-05
707,-2.87497000E-05,1558949679.6123333,+6.34830000E-05
708,-2.87431000E-05,1558949679.8206668,+6.36190000E-05
709,-2.88432000E-05,1558949680.029,+6.33590000E-05
710,-2.87563000E-05,1558949680.2373333,+6.35320000E-05
711,-2.87230000E-05,1558949680.4456668,+6.38050000E-05
712,-2.88230000E-05,1558949680.654,+6.40520000E-05
713,-2.88431000E-05,1558949680.8623333,+6.37180000E-05
714,-2.87029000E-05,1558949681.0706668,+6.36310000E-05
715,-2.87963000E-05,1558949681.279,+6.32100000E-05
716,-2.87364000E-05,1558949681.4873333,+6.34210000E-05
717,-2.88564000E-05,1558949681.6956668,+6.34700000E-05
718,-2.87697000E-05,1558949681.904,+6.35690000E-05
719,-2.89566000E-05,1558949682.1123333,+6.36810000E-05
720,-2.86762000E-05,1558949682.3206668,+6.31850000E-05
721,-2.88830000E-05,1558949682.529,+6.34700000E-05
722,-2.86228000E-05,1558949682.7373333,+6.34700000E-05
723,-2.88098000E-05,1558949682.9456668,+6.32220000E-05
724,-2.88431000E-05,1558949683.154,+6.35070000E-05
725,-2.90633000E-05,1558949686.753,+6.34450000E-05
726,-2.89366000E-05,1558949686.9613333,+6.36440000E-05
727,-2.88365000E-05,1558949687.1696668,+6.40650000E-05
728,-2.89965000E-05,1558949687.378,+6.37430000E-05
729,-2.88164000E-05,1558949687.5863333,+6.37680000E-05
730,-2.88765000E-05,1558949687.7946668,+6.38540000E-05
731,-2.88631000E-05,1558949688.003,+6.37920000E-05
732,-2.88832000E-05,1558949688.2113333,+6.36680000E-05
733,-2.88632000E-05,1558949688.4196668,+6.31850000E-05
734,-2.89032000E-05,1558949688.628,+6.36190000E-05
735,-2.89166000E-05,1558949688.8363333,+6.35820000E-05
736,-2.89099000E-05,1558949689.0446668,+6.34700000E-05
737,-2.89767000E-05,1558949689.253,+6.30240000E-05
738,-2.88765000E-05,1558949689.4613333,+6.36190000E-05
739,-2.88830000E-05,1558949689.6696668,+6.35820000E-05
740,-2.88031000E-05,1558949689.878,+6.33090000E-05
741,-2.89366000E-05,1558949690.0863333,+6.37060000E-05
742,-2.89631000E-05,1558949690.2946668,+6.32100000E-05
743,-2.89566000E-05,1558949690.503,+6.34330000E-05
744,-2.88431000E-05,1558949690.7113333,+6.28630000E-05
745,-2.90299000E-05,1558949690.9196668,+6.33090000E-05
746,-2.90167000E-05,1558949691.128,+6.32220000E-05
747,-2.89500000E-05,1558949691.3363333,+6.36060000E-05
748,-2.89433000E-05,1558949691.5446668,+6.32100000E-05
749,-2.90699000E-05,1558949691.753,+6.29750000E-05
750,-2.89165000E-05,1558949695.354,+6.33220000E-05
751,-2.88765000E-05,1558949695.5623333,+6.34210000E-05
752,-2.90299000E-05,1558949695.7706668,+6.40150000E-05
753,-2.89765000E-05,1558949695.979,+6.40650000E-05
754,-2.90167000E-05,1558949696.1873333,+6.36190000E-05
755,-2.88899000E-05,1558949696.3956668,+6.35690000E-05
756,-2.89633000E-05,1558949696.604,+6.35320000E-05
757,-2.89432000E-05,1558949696.8123333,+6.37680000E-05
758,-2.89498000E-05,1558949697.0206668,+6.36060000E-05
759,-2.89633000E-05,1558949697.229,+6.36190000E-05
760,-2.89699000E-05,1558949697.4373333,+6.38170000E-05
761,-2.89833000E-05,1558949697.6456668,+6.35690000E-05
762,-2.89099000E-05,1558949697.854,+6.34330000E-05
763,-2.89498000E-05,1558949698.0623333,+6.28510000E-05
764,-2.88699000E-05,1558949698.2706668,+6.33960000E-05
765,-2.88431000E-05,1558949698.479,+6.36060000E-05
766,-2.89298000E-05,1558949698.6873333,+6.35690000E-05
767,-2.89833000E-05,1558949698.8956668,+6.35450000E-05
768,-2.89097000E-05,1558949699.104,+6.33090000E-05
769,-2.89231000E-05,1558949699.3123333,+6.31110000E-05
770,-2.89099000E-05,1558949699.5206668,+6.32720000E-05
771,-2.88898000E-05,1558949699.729,+6.28630000E-05
772,-2.89233000E-05,1558949699.9373333,+6.33710000E-05
773,-2.89165000E-05,1558949700.1456668,+6.27390000E-05
774,-2.87696000E-05,1558949700.354,+6.32970000E-05
775,-2.90566000E-05,1558949703.953,+6.30490000E-05
776,-2.91100000E-05,1558949704.1613333,+6.33960000E-05
777,-2.89699000E-05,1558949704.3696668,+6.35570000E-05
778,-2.89967000E-05,1558949704.578,+6.34700000E-05
779,-2.90432000E-05,1558949704.7863333,+6.35820000E-05
780,-2.90432000E-05,1558949704.9946668,+6.37430000E-05
781,-2.90299000E-05,1558949705.203,+6.34830000E-05
782,-2.90032000E-05,1558949705.4113333,+6.35450000E-05
783,-2.91233000E-05,1558949705.6196668,+6.36930000E-05
784,-2.89832000E-05,1558949705.828,+6.34700000E-05
785,-2.90434000E-05,1558949706.0363333,+6.34580000E-05
786,-2.90032000E-05,1558949706.2446668,+6.36560000E-05
787,-2.90167000E-05,1558949706.453,+6.35820000E-05
788,-2.89965000E-05,1558949706.6613333,+6.32970000E-05
789,-2.89831000E-05,1558949706.8696668,+6.34080000E-05
790,-2.89965000E-05,1558949707.078,+6.32470000E-05
791,-2.89965000E-05,1558949707.2863333,+6.34580000E-05
792,-2.90432000E-05,1558949707.4946668,+6.36310000E-05
793,-2.89298000E-05,1558949707.703,+6.31850000E-05
794,-2.90500000E-05,1558949707.9113333,+6.34210000E-05
795,-2.90434000E-05,1558949708.1196668,+6.34830000E-05
796,-2.90500000E-05,1558949708.328,+6.34830000E-05
797,-2.90566000E-05,1558949708.5363333,+6.32100000E-05
798,-2.90701000E-05,1558949708.7446668,+6.34330000E-05
799,-2.90100000E-05,1558949708.953,+6.32600000E-05
800,-2.89900000E-05,1558949712.554,+6.34950000E-05
801,-2.91167000E-05,1558949712.7623332,+6.37550000E-05
802,-2.89767000E-05,1558949712.9706666,+6.37300000E-05
803,-2.89833000E-05,1558949713.179,+6.38540000E-05
804,-2.90233000E-05,1558949713.3873332,+6.31230000E-05
805,-2.88030000E-05,1558949713.5956666,+6.40030000E-05
806,-2.89298000E-05,1558949713.804,+6.35690000E-05
807,-2.89498000E-05,1558949714.0123332,+6.33830000E-05
808,-2.89832000E-05,1558949714.2206666,+6.36560000E-05
809,-2.89765000E-05,1558949714.429,+6.37680000E-05
810,-2.88832000E-05,1558949714.6373332,+6.35070000E-05
811,-2.89499000E-05,1558949714.8456666,+6.39780000E-05
812,-2.89566000E-05,1558949715.054,+6.35940000E-05
813,-2.89031000E-05,1558949715.2623332,+6.35450000E-05
814,-2.88832000E-05,1558949715.4706666,+6.34080000E-05
815,-2.88832000E-05,1558949715.679,+6.32470000E-05
816,-2.89633000E-05,1558949715.8873332,+6.33220000E-05
817,-2.89231000E-05,1558949716.0956666,+6.32600000E-05
818,-2.89633000E-05,1558949716.304,+6.32840000E-05
819,-2.88631000E-05,1558949716.5123332,+6.33830000E-05
820,-2.89898000E-05,1558949716.7206666,+6.34210000E-05
821,-2.88631000E-05,1558949716.929,+6.28140000E-05
822,-2.89232000E-05,1558949717.1373332,+6.36440000E-05
823,-2.89832000E-05,1558949717.3456666,+6.28260000E-05
824,-2.88564000E-05,1558949717.554,+6.32350000E-05
825,-2.90099000E-05,1558949721.154,+6.30740000E-05
826,-2.89898000E-05,1558949721.3623333,+6.35820000E-05
827,-2.89965000E-05,1558949721.5706668,+6.37800000E-05
828,-2.89032000E-05,1558949721.779,+6.36310000E-05
829,-2.89765000E-05,1558949721.9873333,+6.36060000E-05
830,-2.89565000E-05,1558949722.1956668,+6.35820000E-05
831,-2.90434000E-05,1558949722.404,+6.36060000E-05
832,-2.90165000E-05,1558949722.6123333,+6.34700000E-05
833,-2.89431000E-05,1558949722.8206668,+6.37920000E-05
834,-2.90233000E-05,1558949723.029,+6.35320000E-05
835,-2.90833000E-05,1558949723.2373333,+6.36810000E-05
836,-2.90100000E-05,1558949723.4456668,+6.34210000E-05
837,-2.89765000E-05,1558949723.654,+6.37680000E-05
838,-2.91033000E-05,1558949723.8623333,+6.38050000E-05
839,-2.90766000E-05,1558949724.0706668,+6.37060000E-05
840,-2.91233000E-05,1558949724.279,+6.36560000E-05
841,-2.91034000E-05,1558949724.4873333,+6.36810000E-05
842,-2.89765000E-05,1558949724.6956668,+6.38050000E-05
843,-2.90699000E-05,1558949724.904,+6.37920000E-05
844,-2.89832000E-05,1558949725.1123333,+6.36310000E-05
845,-2.91233000E-05,1558949725.3206668,+6.36810000E-05
846,-2.90833000E-05,1558949725.529,+6.34580000E-05
847,-2.91500000E-05,1558949725.7373333,+6.33220000E-05
848,-2.90966000E-05,1558949725.9456668,+6.35820000E-05
849,-2.91301000E-05,1558949726.154,+6.35450000E-05
850,-2.91633000E-05,1558949729.754,+6.37800000E-05
851,-2.90967000E-05,1558949729.9623332,+6.46720000E-05
852,-2.90832000E-05,1558949730.1706667,+6.42880000E-05
853,-2.90499000E-05,1558949730.379,+6.42140000E-05
854,-2.89565000E-05,1558949730.5873332,+6.39040000E-05
855,-2.90233000E-05,1558949730.7956667,+6.38910000E-05
856,-2.89900000E-05,1558949731.004,+6.40900000E-05
857,-2.91301000E-05,1558949731.2123332,+6.39290000E-05
858,-2.90366000E-05,1558949731.4206667,+6.41890000E-05
859,-2.91567000E-05,1558949731.629,+6.38790000E-05
860,-2.91500000E-05,1558949731.8373332,+6.38790000E-05
861,-2.89364000E-05,1558949732.0456667,+6.38540000E-05
862,-2.89765000E-05,1558949732.254,+6.38420000E-05
863,-2.91234000E-05,1558949732.4623332,+6.38540000E-05
864,-2.90566000E-05,1558949732.6706667,+6.37920000E-05
865,-2.91234000E-05,1558949732.879,+6.41020000E-05
866,-2.91300000E-05,1558949733.0873332,+6.42260000E-05
867,-2.91433000E-05,1558949733.2956667,+6.35820000E-05
868,-2.91367000E-05,1558949733.504,+6.34700000E-05
869,-2.90900000E-05,1558949733.7123332,+6.37430000E-05
870,-2.91701000E-05,1558949733.9206667,+6.37430000E-05
871,-2.91701000E-05,1558949734.129,+6.35820000E-05
872,-2.91901000E-05,1558949734.3373332,+6.38910000E-05
873,-2.90634000E-05,1558949734.5456667,+6.36440000E-05
874,-2.89699000E-05,1558949734.754,+6.37060000E-05
875,-2.92568000E-05,1558949738.353,+6.36060000E-05
876,-2.92168000E-05,1558949738.5613332,+6.41270000E-05
877,-2.91567000E-05,1558949738.7696667,+6.39040000E-05
878,-2.91700000E-05,1558949738.978,+6.42140000E-05
879,-2.91900000E-05,1558949739.1863332,+6.41390000E-05
880,-2.90767000E-05,1558949739.3946667,+6.42630000E-05
881,-2.92302000E-05,1558949739.603,+6.42140000E-05
882,-2.92369000E-05,1558949739.8113332,+6.41390000E-05
883,-2.91835000E-05,1558949740.0196667,+6.39530000E-05
884,-2.91901000E-05,1558949740.228,+6.39040000E-05
885,-2.91967000E-05,1558949740.4363332,+6.40520000E-05
886,-2.90966000E-05,1558949740.6446667,+6.35450000E-05
887,-2.91568000E-05,1558949740.853,+6.38790000E-05
888,-2.91634000E-05,1558949741.0613332,+6.36190000E-05
889,-2.91501000E-05,1558949741.2696667,+6.37300000E-05
890,-2.91500000E-05,1558949741.478,+6.35200000E-05
891,-2.92502000E-05,1558949741.6863332,+6.40650000E-05
892,-2.92436000E-05,1558949741.8946667,+6.36810000E-05
893,-2.92569000E-05,1558949742.103,+6.35570000E-05
894,-2.91901000E-05,1558949742.3113332,+6.37180000E-05
895,-2.92902000E-05,1558949742.5196667,+6.36190000E-05
896,-2.92168000E-05,1558949742.728,+6.34950000E-05
897,-2.93570000E-05,1558949742.9363332,+6.33460000E-05
898,-2.93370000E-05,1558949743.1446667,+6.34330000E-05
899,-2.92569000E-05,1558949743.353,+6.36560000E-05
900,-2.92969000E-05,1558949746.954,+6.34700000E-05
901,-2.93369000E-05,1558949747.1623333,+6.41520000E-05
902,-2.92835000E-05,1558949747.3706667,+6.32840000E-05
903,-2.92168000E-05,1558949747.579,+6.34580000E-05
904,-2.93436000E-05,1558949747.7873333,+6.38910000E-05
905,-2.92168000E-05,1558949747.9956667,+6.36810000E-05
906,-2.92769000E-05,1558949748.204,+6.36060000E-05
907,-2.92903000E-05,1558949748.4123333,+6.41890000E-05
908,-2.91834000E-05,1558949748.6206667,+6.34450000E-05
909,-2.92835000E-05,1558949748.829,+6.38910000E-05
910,-2.92435000E-05,1558949749.0373333,+6.36930000E-05
911,-2.91768000E-05,1558949749.2456667,+6.31360000E-05
912,-2.92568000E-05,1558949749.454,+6.35450000E-05
913,-2.91901000E-05,1558949749.6623333,+6.36810000E-05
914,-2.93235000E-05,1558949749.8706667,+6.34950000E-05
915,-2.93770000E-05,1558949750.079,+6.40520000E-05
916,-2.92636000E-05,1558949750.2873333,+6.40650000E-05
917,-2.92568000E-05,1558949750.4956667,+6.32470000E-05
918,-2.92168000E-05,1558949750.704,+6.37060000E-05
