,SQUID_Volt(V),timestamp,Temp(V),SQUID_Curr(A)
342,+1.37305000E-06,1558906679.0526667,+1.33800000E-06,-1.48116400E-03
343,+1.38908000E-06,1558906679.261,+1.73400000E-06,-1.48111200E-03
344,+1.41112000E-06,1558906679.4693332,+1.56100000E-06,-1.48116400E-03
345,+1.36504000E-06,1558906679.6776667,+1.62300000E-06,-1.48108600E-03
346,+1.40844000E-06,1558906679.886,+1.63500000E-06,-1.48121600E-03
347,+1.35435000E-06,1558906680.0943332,+1.54900000E-06,-1.48158000E-03
348,+1.31428000E-06,1558906680.3026667,+1.30100000E-06,-1.48152800E-03
349,+1.37773000E-06,1558906680.511,+1.42500000E-06,-1.48147600E-03
350,+1.28890000E-06,1558906684.111,+1.56100000E-06,-1.48152800E-03
351,+1.26420000E-06,1558906684.3193333,+1.26400000E-06,-1.48141100E-03
352,+1.28156000E-06,1558906684.5276668,+1.62300000E-06,-1.48145000E-03
353,+1.22813000E-06,1558906684.736,+1.46200000E-06,-1.48160600E-03
354,+1.26152000E-06,1558906684.9443333,+1.36300000E-06,-1.48145000E-03
355,+1.26219000E-06,1558906685.1526668,+1.43700000E-06,-1.48155400E-03
356,+1.21144000E-06,1558906685.361,+1.30100000E-06,-1.48158000E-03
357,+1.25752000E-06,1558906685.5693333,+1.47400000E-06,-1.48177600E-03
358,+1.25484000E-06,1558906685.7776668,+1.41200000E-06,-1.48152800E-03
359,+1.31762000E-06,1558906685.986,+1.37500000E-06,-1.48177600E-03
360,+1.24483000E-06,1558906686.1943333,+1.84600000E-06,-1.48212700E-03
361,+1.29225000E-06,1558906686.4026668,+1.45000000E-06,-1.48186700E-03
362,+1.30494000E-06,1558906686.611,+1.31300000E-06,-1.48175000E-03
363,+1.26553000E-06,1558906686.8193333,+1.54900000E-06,-1.48191900E-03
364,+1.36704000E-06,1558906687.0276668,+1.35000000E-06,-1.48197100E-03
365,+1.33098000E-06,1558906687.236,+1.36300000E-06,-1.48212700E-03
366,+1.41712000E-06,1558906687.4443333,+1.45000000E-06,-1.48184100E-03
367,+1.36637000E-06,1558906687.6526668,+1.09000000E-06,-1.48176300E-03
368,+1.42046000E-06,1558906687.861,+1.49900000E-06,-1.48217900E-03
369,+1.42982000E-06,1558906688.0693333,+1.71000000E-06,-1.48204900E-03
370,+1.42380000E-06,1558906688.2776668,+1.56100000E-06,-1.48217900E-03
371,+1.37038000E-06,1558906688.486,+1.54900000E-06,-1.48212700E-03
372,+1.41045000E-06,1558906688.6943333,+1.66000000E-06,-1.48210100E-03
373,+1.37839000E-06,1558906688.9026668,+1.43700000E-06,-1.48225700E-03
374,+1.37973000E-06,1558906689.111,+1.54900000E-06,-1.48217900E-03
375,+1.41512000E-06,1558906692.711,+1.75900000E-06,-1.48249100E-03
376,+1.42714000E-06,1558906692.9193332,+1.37500000E-06,-1.48241300E-03
377,+1.43515000E-06,1558906693.1276667,+1.49900000E-06,-1.48262100E-03
378,+1.44117000E-06,1558906693.336,+1.38800000E-06,-1.48233500E-03
379,+1.38507000E-06,1558906693.5443332,+1.23900000E-06,-1.48233500E-03
380,+1.44251000E-06,1558906693.7526667,+1.51100000E-06,-1.48225700E-03
381,+1.43583000E-06,1558906693.961,+1.49900000E-06,-1.48230900E-03
382,+1.38174000E-06,1558906694.1693332,+1.61100000E-06,-1.48246500E-03
383,+1.41378000E-06,1558906694.3776667,+1.36300000E-06,-1.48251700E-03
384,+1.34433000E-06,1558906694.586,+1.62300000E-06,-1.48256900E-03
385,+1.40644000E-06,1558906694.7943332,+1.62300000E-06,-1.48243900E-03
386,+1.36838000E-06,1558906695.0026667,+1.78400000E-06,-1.48241300E-03
387,+1.30893000E-06,1558906695.211,+1.35000000E-06,-1.48242600E-03
388,+1.32163000E-06,1558906695.4193332,+1.21400000E-06,-1.48256900E-03
389,+1.33031000E-06,1558906695.6276667,+1.26400000E-06,-1.48254300E-03
390,+1.40911000E-06,1558906695.836,+1.52400000E-06,-1.48234800E-03
391,+1.35034000E-06,1558906696.0443332,+1.32600000E-06,-1.48249100E-03
392,+1.38040000E-06,1558906696.2526667,+1.43700000E-06,-1.48259500E-03
393,+1.38841000E-06,1558906696.461,+1.45000000E-06,-1.48277700E-03
394,+1.39442000E-06,1558906696.6693332,+1.25100000E-06,-1.48260800E-03
395,+1.31695000E-06,1558906696.8776667,+1.57300000E-06,-1.48259500E-03
396,+1.33364000E-06,1558906697.086,+1.45000000E-06,-1.48285500E-03
397,+1.27688000E-06,1558906697.2943332,+1.53600000E-06,-1.48269900E-03
398,+1.30493000E-06,1558906697.5026667,+1.49900000E-06,-1.48241300E-03
399,+1.28757000E-06,1558906697.711,+1.32600000E-06,-1.48268600E-03
400,+1.21210000E-06,1558906701.312,+1.37500000E-06,-1.48282900E-03
401,+1.19207000E-06,1558906701.5203333,+1.43700000E-06,-1.48288100E-03
402,+1.20742000E-06,1558906701.7286668,+1.11500000E-06,-1.48259500E-03
403,+1.21945000E-06,1558906701.937,+1.47400000E-06,-1.48306300E-03
404,+1.20075000E-06,1558906702.1453333,+1.42500000E-06,-1.48303700E-03
405,+1.21945000E-06,1558906702.3536668,+1.63500000E-06,-1.48285500E-03
406,+1.18205000E-06,1558906702.562,+1.47400000E-06,-1.48307600E-03
407,+1.12595000E-06,1558906702.7703333,+1.40000000E-06,-1.48290700E-03
408,+1.14065000E-06,1558906702.9786668,+1.20200000E-06,-1.48277700E-03
409,+1.17872000E-06,1558906703.187,+1.64800000E-06,-1.48306300E-03
410,+1.12729000E-06,1558906703.3953333,+1.32600000E-06,-1.48328400E-03
411,+1.17403000E-06,1558906703.6036668,+9.54000000E-07,-1.48307600E-03
412,+1.13598000E-06,1558906703.812,+1.72200000E-06,-1.48307600E-03
413,+1.15534000E-06,1558906704.0203333,+1.33800000E-06,-1.48318000E-03
414,+1.14866000E-06,1558906704.2286668,+1.23900000E-06,-1.48302400E-03
415,+1.13864000E-06,1558906704.437,+1.28800000E-06,-1.48299800E-03
416,+1.15801000E-06,1558906704.6453333,+1.46200000E-06,-1.48297200E-03
417,+1.10926000E-06,1558906704.8536668,+1.48700000E-06,-1.48324500E-03
418,+1.12261000E-06,1558906705.062,+1.21400000E-06,-1.48207500E-03
419,+1.05917000E-06,1558906705.2703333,+1.83400000E-06,-1.48164600E-03
420,+1.09122000E-06,1558906705.4786668,+1.64800000E-06,-1.48167200E-03
421,+1.01977000E-06,1558906705.687,+1.42500000E-06,-1.48164600E-03
422,+1.08922000E-06,1558906705.8953333,+1.36300000E-06,-1.48163300E-03
423,+1.04113000E-06,1558906706.1036668,+1.37500000E-06,-1.48175000E-03
424,+1.03713000E-06,1558906706.312,+1.45000000E-06,-1.48152800E-03
425,+9.87720000E-07,1558906709.911,+1.38800000E-06,-1.48133300E-03
426,+1.02978000E-06,1558906710.1193333,+1.37500000E-06,-1.48129400E-03
427,+1.01510000E-06,1558906710.3276668,+1.45000000E-06,-1.48141100E-03
428,+1.04181000E-06,1558906710.536,+1.41200000E-06,-1.48141100E-03
429,+9.94390000E-07,1558906710.7443333,+1.85800000E-06,-1.48126800E-03
430,+1.01176000E-06,1558906710.9526668,+1.30100000E-06,-1.48145000E-03
431,+9.88390000E-07,1558906711.161,+1.35000000E-06,-1.48137200E-03
432,+9.93730000E-07,1558906711.3693333,+1.20200000E-06,-1.48158000E-03
433,+1.03112000E-06,1558906711.5776668,+1.20200000E-06,-1.48134600E-03
434,+1.03713000E-06,1558906711.786,+1.26400000E-06,-1.48134600E-03
435,+1.06384000E-06,1558906711.9943333,+1.45000000E-06,-1.48100800E-03
436,+1.01109000E-06,1558906712.2026668,+1.37500000E-06,-1.48458400E-03
437,+1.08388000E-06,1558906712.411,+1.16500000E-06,-1.51949700E-03
438,+1.11593000E-06,1558906712.6193333,+1.27600000E-06,-1.53826000E-03
439,+1.09055000E-06,1558906712.8276668,+1.21400000E-06,-1.56505800E-03
440,+1.14265000E-06,1558906713.036,+1.54900000E-06,-1.59913900E-03
441,+1.13197000E-06,1558906713.2443333,+1.31300000E-06,-1.62368800E-03
442,+1.08589000E-06,1558906713.4526668,+1.48700000E-06,-1.65178700E-03
443,+1.15601000E-06,1558906713.661,+1.20200000E-06,-1.69480000E-03
444,+1.11193000E-06,1558906713.8693333,+1.38800000E-06,-1.74590100E-03
445,+1.11060000E-06,1558906714.0776668,+1.68500000E-06,-1.81352900E-03
446,+1.17136000E-06,1558906714.286,+1.10300000E-06,-1.84473600E-03
447,+1.15200000E-06,1558906714.4943333,+1.11500000E-06,-1.87035100E-03
448,+1.21477000E-06,1558906714.7026668,+1.35000000E-06,-1.91915100E-03
449,+1.21611000E-06,1558906714.911,+1.43700000E-06,-1.93901900E-03
450,+1.34968000E-06,1558906718.512,+1.41200000E-06,-1.99992400E-03
451,+1.33565000E-06,1558906718.7203333,+1.57300000E-06,-2.03923400E-03
452,+1.33098000E-06,1558906718.9286668,+1.63500000E-06,-2.09775900E-03
453,+1.32831000E-06,1558906719.137,+1.52400000E-06,-2.17935200E-03
454,+1.34032000E-06,1558906719.3453333,+1.45000000E-06,-2.21877600E-03
455,+1.37038000E-06,1558906719.5536668,+1.69700000E-06,-2.30909400E-03
456,+1.28557000E-06,1558906719.762,+1.36300000E-06,-2.40007500E-03
457,+1.32964000E-06,1558906719.9703333,+1.16500000E-06,-2.50528000E-03
458,+1.29424000E-06,1558906720.1786668,+1.73400000E-06,-2.66006600E-03
459,+1.33031000E-06,1558906720.387,+1.31300000E-06,-2.81713900E-03
460,+1.30426000E-06,1558906720.5953333,+1.64800000E-06,-2.95268100E-03
461,+1.32897000E-06,1558906720.8036668,+1.37500000E-06,-3.00967200E-03
462,+1.37305000E-06,1558906721.012,+1.67300000E-06,-3.06688400E-03
463,+1.31762000E-06,1558906721.2203333,+1.00400000E-06,-3.06665000E-03
464,+1.32096000E-06,1558906721.4286668,+1.04100000E-06,-3.06727400E-03
465,+1.33031000E-06,1558906721.637,+1.30100000E-06,-3.06763900E-03
466,+1.29625000E-06,1558906721.8453333,+1.54900000E-06,-3.06778200E-03
467,+1.37505000E-06,1558906722.0536668,+1.41200000E-06,-3.06757400E-03
468,+1.31028000E-06,1558906722.262,+1.16500000E-06,-3.06779500E-03
469,+1.37238000E-06,1558906722.4703333,+1.89600000E-06,-3.06805500E-03
470,+1.39976000E-06,1558906722.6786668,+1.56100000E-06,-3.06825000E-03
471,+1.41112000E-06,1558906722.887,+1.42500000E-06,-3.06797700E-03
472,+1.40510000E-06,1558906723.0953333,+1.25100000E-06,-3.06780800E-03
473,+1.37572000E-06,1558906723.3036668,+1.63500000E-06,-3.06808100E-03
474,+1.39508000E-06,1558906723.512,+1.45000000E-06,-3.06769100E-03
475,+1.34834000E-06,1558906727.112,+1.36300000E-06,-3.06802900E-03
476,+1.30894000E-06,1558906727.3203332,+1.61100000E-06,-3.06832800E-03
477,+1.28155000E-06,1558906727.5286667,+1.35000000E-06,-3.06791200E-03
478,+1.30160000E-06,1558906727.737,+1.32600000E-06,-3.06812000E-03
479,+1.29157000E-06,1558906727.9453332,+1.23900000E-06,-3.06789900E-03
480,+1.28356000E-06,1558906728.1536667,+1.53600000E-06,-3.06780800E-03
481,+1.24750000E-06,1558906728.362,+1.07800000E-06,+8.51916100E-03
482,+1.27354000E-06,1558906728.5703332,+1.48700000E-06,-2.61200000E-04
483,+1.28289000E-06,1558906728.7786667,+1.59800000E-06,-3.09210000E-05
484,+1.23347000E-06,1558906728.987,+1.20200000E-06,-1.73850000E-05
485,+1.27221000E-06,1558906729.1953332,+1.41200000E-06,-1.59930000E-05
486,+1.23748000E-06,1558906729.4036667,+1.33800000E-06,-2.21440000E-05
487,+1.23748000E-06,1558906729.612,+1.11500000E-06,-3.90100000E-06
488,+1.20943000E-06,1558906729.8203332,+1.48700000E-06,-2.31060000E-05
489,+1.21611000E-06,1558906730.0286667,+1.22700000E-06,+1.33900000E-06
490,+1.22546000E-06,1558906730.237,+1.21400000E-06,-7.09040000E-05
491,+1.21678000E-06,1558906730.4453332,+1.37500000E-06,+3.43400000E-05
492,+1.25685000E-06,1558906730.6536667,+1.27600000E-06,+2.63021000E-04
493,+1.22880000E-06,1558906730.862,+1.17700000E-06,+3.08822000E-03
494,+1.24082000E-06,1558906731.0703332,+1.42500000E-06,+3.08798600E-03
495,+1.23147000E-06,1558906731.2786667,+1.54900000E-06,+3.08797300E-03
496,+1.24550000E-06,1558906731.487,+1.36300000E-06,+3.08764800E-03
497,+1.25017000E-06,1558906731.6953332,+1.43700000E-06,+3.08792100E-03
498,+1.25351000E-06,1558906731.9036667,+1.23900000E-06,+3.08764800E-03
499,+1.26553000E-06,1558906732.112,+1.56100000E-06,+3.08796000E-03
500,+1.35569000E-06,1558906735.712,+1.56100000E-06,+3.08793400E-03
501,+1.32830000E-06,1558906735.9203331,+1.37500000E-06,+3.08733600E-03
502,+1.34701000E-06,1558906736.1286666,+1.57300000E-06,+3.08188800E-03
503,+1.29358000E-06,1558906736.337,+2.08100000E-06,+3.17732800E-03
504,+1.34100000E-06,1558906736.5453331,+1.41200000E-06,+3.36586900E-03
505,+1.37973000E-06,1558906736.7536666,+1.66000000E-06,+3.46798000E-03
506,+1.36237000E-06,1558906736.962,+1.14000000E-06,+3.77103600E-03
507,+1.41579000E-06,1558906737.1703331,+1.58600000E-06,+4.16580100E-03
508,+1.36570000E-06,1558906737.3786666,+1.20200000E-06,+4.99588900E-03
509,+1.44651000E-06,1558906737.587,+1.38800000E-06,+5.61627900E-03
510,+1.33097000E-06,1558906737.7953331,+1.52400000E-06,+6.03060000E-03
511,+1.37439000E-06,1558906738.0036666,+1.35000000E-06,+7.55969400E-03
512,+1.43917000E-06,1558906738.212,+1.74700000E-06,+9.52089700E-03
513,+1.39910000E-06,1558906738.4203331,+1.35000000E-06,+9.99633200E-03
514,+1.38440000E-06,1558906738.6286666,+1.42500000E-06,+9.99687800E-03
515,+1.40243000E-06,1558906738.837,+1.46200000E-06,+9.99664400E-03
516,+1.44451000E-06,1558906739.0453331,+1.17700000E-06,+9.99678700E-03
517,+1.47656000E-06,1558906739.2536666,+1.59800000E-06,+9.99687800E-03
518,+1.48124000E-06,1558906739.462,+1.32600000E-06,+9.99637100E-03
519,+1.51796000E-06,1558906739.6703331,+1.49900000E-06,+9.99661800E-03
520,+1.50862000E-06,1558906739.8786666,+1.23900000E-06,+9.99663100E-03
521,+1.47590000E-06,1558906740.087,+1.40000000E-06,+9.99729400E-03
522,+1.50728000E-06,1558906740.2953331,+1.57300000E-06,+9.99691700E-03
523,+1.52064000E-06,1558906740.5036666,+1.36300000E-06,+9.99572100E-03
524,+1.59878000E-06,1558906740.712,+1.63500000E-06,+9.48038000E-03
525,+1.58475000E-06,1558906744.311,+1.10300000E-06,+7.16936300E-03
526,+1.59409000E-06,1558906744.5193334,+1.33800000E-06,+6.64125400E-03
527,+1.63884000E-06,1558906744.7276669,+1.20200000E-06,+6.20894700E-03
528,+1.70963000E-06,1558906744.936,+1.32600000E-06,+5.93029700E-03
529,+1.69561000E-06,1558906745.1443334,+1.26400000E-06,+5.65950000E-03
530,+1.72700000E-06,1558906745.3526669,+1.53600000E-06,+5.09211000E-03
531,+1.74971000E-06,1558906745.561,+1.37500000E-06,+4.67673600E-03
532,+1.69695000E-06,1558906745.7693334,+1.48700000E-06,+4.37057100E-03
533,+1.73835000E-06,1558906745.9776669,+1.12700000E-06,+4.08946200E-03
534,+1.69561000E-06,1558906746.186,+1.27600000E-06,+3.96165700E-03
535,+1.78042000E-06,1558906746.3943334,+1.15200000E-06,+3.89774900E-03
536,+1.76974000E-06,1558906746.6026669,+1.30100000E-06,+3.87581300E-03
537,+1.78577000E-06,1558906746.811,+1.45000000E-06,+3.86578800E-03
538,+1.79311000E-06,1558906747.0193334,+1.72200000E-06,+3.86427900E-03
539,+1.75838000E-06,1558906747.2276669,+1.38800000E-06,+3.76341700E-03
540,+1.78911000E-06,1558906747.436,+1.59800000E-06,+3.71369400E-03
541,+1.78243000E-06,1558906747.6443334,+1.41200000E-06,+3.66766400E-03
542,+1.69895000E-06,1558906747.8526669,+1.32600000E-06,+3.58292500E-03
543,+1.71631000E-06,1558906748.061,+1.63500000E-06,+3.45160900E-03
544,+1.69894000E-06,1558906748.2693334,+1.15200000E-06,+3.36603800E-03
545,+1.67624000E-06,1558906748.4776669,+1.58600000E-06,+3.27247000E-03
546,+1.72566000E-06,1558906748.686,+1.52400000E-06,+3.10223700E-03
547,+1.67224000E-06,1558906748.8943334,+1.56100000E-06,+2.94905100E-03
548,+1.66689000E-06,1558906749.1026669,+1.35000000E-06,+2.83502900E-03
549,+1.67424000E-06,1558906749.311,+1.25100000E-06,+2.70231000E-03
550,+1.60078000E-06,1558906752.911,+1.01600000E-06,+2.52077800E-03
551,+1.59410000E-06,1558906753.1193333,+1.47400000E-06,+2.43087600E-03
552,+1.62281000E-06,1558906753.3276668,+1.54900000E-06,+2.35162400E-03
553,+1.56205000E-06,1558906753.536,+1.67300000E-06,+2.28104500E-03
554,+1.61547000E-06,1558906753.7443333,+1.33800000E-06,+2.21344300E-03
555,+1.57874000E-06,1558906753.9526668,+1.33800000E-06,+2.16858400E-03
556,+1.59076000E-06,1558906754.161,+1.32600000E-06,+2.09731500E-03
557,+1.54402000E-06,1558906754.3693333,+1.72200000E-06,+1.97162800E-03
558,+1.48724000E-06,1558906754.5776668,+1.42500000E-06,+1.90206300E-03
559,+1.57139000E-06,1558906754.786,+1.58600000E-06,+1.83630800E-03
560,+1.48257000E-06,1558906754.9943333,+1.31300000E-06,+1.75368800E-03
561,+1.55269000E-06,1558906755.2026668,+1.35000000E-06,+1.67819400E-03
562,+1.53199000E-06,1558906755.411,+1.71000000E-06,+1.58932000E-03
563,+1.48992000E-06,1558906755.6193333,+1.56100000E-06,+1.50598500E-03
564,+1.52731000E-06,1558906755.8276668,+1.63500000E-06,+1.50026400E-03
565,+1.49794000E-06,1558906756.036,+1.30100000E-06,+1.50040700E-03
566,+1.48257000E-06,1558906756.2443333,+1.62300000E-06,+1.50030300E-03
567,+1.59076000E-06,1558906756.4526668,+1.79600000E-06,+1.50039400E-03
568,+1.51797000E-06,1558906756.661,+1.45000000E-06,+1.50038100E-03
569,+1.53934000E-06,1558906756.8693333,+1.40000000E-06,+1.50074500E-03
570,+1.53066000E-06,1558906757.0776668,+1.52400000E-06,+1.50077100E-03
571,+1.55135000E-06,1558906757.286,+1.59800000E-06,+1.50084900E-03
572,+1.58609000E-06,1558906757.4943333,+1.45000000E-06,+1.50087500E-03
573,+1.60078000E-06,1558906757.7026668,+1.48700000E-06,+1.50116100E-03
574,+1.65487000E-06,1558906757.911,+1.37500000E-06,+1.50109600E-03
