,Temp(V),timestamp
2224,+1.53437230E+00,1558939711.239
2225,+1.53436980E+00,1558939714.839
2226,+1.53439210E+00,1558939715.0473332
2227,+1.53440450E+00,1558939715.2556667
2228,+1.53439960E+00,1558939715.464
2229,+1.53441070E+00,1558939715.6723332
2230,+1.53442440E+00,1558939715.8806667
2231,+1.53444170E+00,1558939716.089
2232,+1.53444910E+00,1558939716.2973332
2233,+1.53443920E+00,1558939716.5056667
2234,+1.53453340E+00,1558939716.714
2235,+1.53463510E+00,1558939716.9223332
2236,+1.53482350E+00,1558939717.1306667
2237,+1.53509740E+00,1558939717.339
2238,+1.53543090E+00,1558939717.5473332
2239,+1.53579530E+00,1558939717.7556667
2240,+1.53616960E+00,1558939717.964
2241,+1.53669390E+00,1558939718.1723332
2242,+1.53679430E+00,1558939718.3806667
2243,+1.53705220E+00,1558939718.589
2244,+1.53728390E+00,1558939718.7973332
2245,+1.53739670E+00,1558939719.0056667
2246,+1.53739050E+00,1558939719.214
2247,+1.53736580E+00,1558939719.4223332
2248,+1.53735710E+00,1558939719.6306667
2249,+1.53738060E+00,1558939719.839
2250,+1.53760370E+00,1558939723.44
2251,+1.53794340E+00,1558939723.6483333
2252,+1.53815410E+00,1558939723.8566668
2253,+1.53852720E+00,1558939724.065
2254,+1.53886060E+00,1558939724.2733333
2255,+1.53914820E+00,1558939724.4816668
2256,+1.53944200E+00,1558939724.69
2257,+1.53955100E+00,1558939724.8983333
2258,+1.53961300E+00,1558939725.1066668
2259,+1.53966010E+00,1558939725.315
2260,+1.53970470E+00,1558939725.5233333
2261,+1.53979650E+00,1558939725.7316668
2262,+1.53994150E+00,1558939725.94
2263,+1.54012620E+00,1558939726.1483333
2264,+1.54052900E+00,1558939726.3566668
2265,+1.54092440E+00,1558939726.565
2266,+1.54132360E+00,1558939726.7733333
2267,+1.54168670E+00,1558939726.9816668
2268,+1.54197680E+00,1558939727.19
2269,+1.54208460E+00,1558939727.3983333
2270,+1.54219370E+00,1558939727.6066668
2271,+1.54226930E+00,1558939727.815
2272,+1.54236720E+00,1558939728.0233333
2273,+1.54245650E+00,1558939728.2316668
2274,+1.54254450E+00,1558939728.44
