,SQUID_Volt(V),timestamp,MOD_CURR(A)
148,-2.53461000E-05,1558941753.6226668,+5.67158920E-01
149,-2.48390000E-05,1558941753.831,+5.67161170E-01
150,-2.50993000E-05,1558941757.543,+5.67509970E-01
151,-2.49858000E-05,1558941757.7513332,+5.87066970E-01
152,-2.46655000E-05,1558941757.9596667,+5.87068950E-01
153,-2.52194000E-05,1558941758.168,+5.87821670E-01
154,-2.50324000E-05,1558941758.3763332,+6.06451670E-01
155,-2.48123000E-05,1558941758.5846667,+6.06449550E-01
156,-2.51326000E-05,1558941758.793,+6.07641360E-01
157,-2.51860000E-05,1558941759.0013332,+6.25784570E-01
158,-2.48524000E-05,1558941759.2096667,+6.25792360E-01
159,-2.47655000E-05,1558941759.418,+6.28766340E-01
160,-2.55196000E-05,1558941759.6263332,+6.45678800E-01
161,-2.51126000E-05,1558941759.8346667,+6.45682770E-01
162,-2.56065000E-05,1558941760.043,+6.49065640E-01
163,-2.52327000E-05,1558941760.2513332,+6.65006850E-01
164,-2.49458000E-05,1558941760.4596667,+6.65007110E-01
165,-2.55397000E-05,1558941760.668,+6.65008170E-01
166,-2.49857000E-05,1558941760.8763332,+6.65020060E-01
167,-2.53127000E-05,1558941761.0846667,+6.65022960E-01
168,-2.55398000E-05,1558941761.293,+6.65025870E-01
169,-2.53060000E-05,1558941761.5013332,+6.65017550E-01
170,-2.52861000E-05,1558941761.7096667,+6.65025600E-01
171,-2.54662000E-05,1558941761.918,+6.65016090E-01
172,-2.52928000E-05,1558941762.1263332,+6.65024550E-01
173,-2.52928000E-05,1558941762.3346667,+6.65024020E-01
174,-2.53194000E-05,1558941762.543,+6.65023490E-01
175,-2.48924000E-05,1558941766.031,+6.77652180E-01
176,-2.54330000E-05,1558941766.2393332,+6.83756030E-01
177,-2.54062000E-05,1558941766.4476666,+6.83762100E-01
178,-2.55330000E-05,1558941766.656,+6.97676620E-01
179,-2.52660000E-05,1558941766.8643332,+7.03685370E-01
180,-2.52794000E-05,1558941767.0726666,+7.03687880E-01
181,-2.60135000E-05,1558941767.281,+7.18905700E-01
182,-2.54463000E-05,1558941767.4893332,+7.23028570E-01
183,-2.51726000E-05,1558941767.6976666,+7.23031210E-01
184,-2.56532000E-05,1558941767.906,+7.38734020E-01
185,-2.58000000E-05,1558941768.1143332,+7.42359510E-01
186,-2.52861000E-05,1558941768.3226666,+7.42368880E-01
187,-2.56131000E-05,1558941768.531,+7.59070540E-01
188,-2.55931000E-05,1558941768.7393332,+7.62313020E-01
189,-2.53261000E-05,1558941768.9476666,+7.62318570E-01
190,-2.57667000E-05,1558941769.156,+7.62327020E-01
191,-2.60802000E-05,1558941769.3643332,+7.62319890E-01
192,-2.61003000E-05,1558941769.5726666,+7.62329400E-01
193,-2.58666000E-05,1558941769.781,+7.62349470E-01
194,-2.58867000E-05,1558941769.9893332,+7.62354620E-01
195,-2.60601000E-05,1558941770.1976666,+7.62364130E-01
