,SQUID_Volt(V),timestamp,Temp(V),MOD_CURR(A),SQUID_Curr(A)
215,-2.81225000E-05,1558930776.351,+1.57061730E+00,+8.74539630E-01,+5.08878100E-03
216,-2.81158000E-05,1558930776.5593333,+1.57061480E+00,+8.74540160E-01,+5.08902800E-03
217,-2.82627000E-05,1558930776.7676668,+1.57061110E+00,+8.74533690E-01,+5.08862500E-03
218,-2.84561000E-05,1558930776.976,+1.57061230E+00,+8.74525370E-01,+5.08906700E-03
219,-2.80090000E-05,1558930777.1843333,+1.57061350E+00,+8.74531710E-01,+5.08853400E-03
220,-2.81425000E-05,1558930777.3926668,+1.57061480E+00,+8.74540960E-01,+5.08900200E-03
221,-2.81291000E-05,1558930777.601,+1.57061110E+00,+8.74551260E-01,+5.08858600E-03
222,-2.83294000E-05,1558930777.8093333,+1.57061480E+00,+8.74567900E-01,+5.08832600E-03
223,-2.81826000E-05,1558930778.0176668,+1.57061480E+00,+8.74582030E-01,+5.08863800E-03
224,-2.80624000E-05,1558930778.226,+1.57061730E+00,+8.74590350E-01,+5.08848200E-03
225,-2.75485000E-05,1558930781.825,+1.57061600E+00,+8.78374190E-01,+5.08858600E-03
226,-2.80624000E-05,1558930782.0333333,+1.57061600E+00,+8.98576690E-01,+5.08827400E-03
227,-2.78888000E-05,1558930782.2416668,+1.57061850E+00,+8.98575630E-01,+5.08858600E-03
228,-2.77888000E-05,1558930782.45,+1.57061730E+00,+9.01468390E-01,+5.08856000E-03
229,-2.76687000E-05,1558930782.6583333,+1.57062590E+00,+9.14401000E-01,+5.08804000E-03
230,-2.80358000E-05,1558930782.8666668,+1.57062840E+00,+9.14406940E-01,+5.08824800E-03
231,-2.80758000E-05,1558930783.075,+1.57062720E+00,+9.20913170E-01,+5.08840400E-03
232,-2.78955000E-05,1558930783.2833333,+1.57062470E+00,+9.38392730E-01,+5.08888500E-03
233,-2.78756000E-05,1558930783.4916668,+1.57061970E+00,+9.38398280E-01,+5.08870300E-03
234,-2.79357000E-05,1558930783.7,+1.57061850E+00,+9.43072280E-01,+5.08865100E-03
235,-2.79958000E-05,1558930783.9083333,+1.57061730E+00,+9.54209410E-01,+5.08896300E-03
236,-2.80957000E-05,1558930784.1166668,+1.57061230E+00,+9.54224990E-01,+5.08885900E-03
237,-2.76353000E-05,1558930784.325,+1.57061350E+00,+9.61924090E-01,+5.08897600E-03
238,-2.79156000E-05,1558930784.5333333,+1.57061970E+00,+9.78204060E-01,+5.08889800E-03
239,-2.78087000E-05,1558930784.7416668,+1.57062220E+00,+9.78215150E-01,+5.08861200E-03
240,-2.82626000E-05,1558930784.95,+1.57062840E+00,+9.78222290E-01,+5.08850800E-03
241,-2.79355000E-05,1558930785.1583333,+1.57063090E+00,+9.78240510E-01,+5.08845600E-03
242,-2.79824000E-05,1558930785.3666668,+1.57063340E+00,+9.78245660E-01,+5.08824800E-03
243,-2.83160000E-05,1558930785.575,+1.57062970E+00,+9.78238130E-01,+5.08824800E-03
244,-2.81490000E-05,1558930785.7833333,+1.57062970E+00,+9.78238130E-01,+5.08853400E-03
245,-2.80824000E-05,1558930785.9916668,+1.57063090E+00,+9.78238530E-01,+5.08843000E-03
246,-2.82425000E-05,1558930786.2,+1.57063090E+00,+9.78247250E-01,+5.08858600E-03
247,-2.82560000E-05,1558930786.4083333,+1.57062840E+00,+9.78249230E-01,+5.08843000E-03
248,-2.79824000E-05,1558930786.6166668,+1.57063210E+00,+9.78262170E-01,+5.08858600E-03
249,-2.77488000E-05,1558930786.825,+1.57062970E+00,+9.78279470E-01,+5.08858600E-03
250,-2.80491000E-05,1558930790.427,+1.57062590E+00,+9.80277050E-01,+5.08856000E-03
251,-2.82025000E-05,1558930790.6353333,+1.57062590E+00,+9.94662690E-01,+5.08882000E-03
252,-2.84360000E-05,1558930790.8436668,+1.57062470E+00,+9.94662820E-01,+5.08861200E-03
253,-2.82092000E-05,1558930791.052,+1.57062220E+00,+1.01904680E+00,+5.08876800E-03
254,-2.80223000E-05,1558930791.2603333,+1.57062220E+00,+1.01872160E+00,+5.08882000E-03
255,-3.12324000E-05,1558930791.4686668,+1.57062100E+00,+1.01868820E+00,+5.08884600E-03
256,-2.85363000E-05,1558930791.677,+1.57061730E+00,+1.04228300E+00,+5.08874200E-03
257,-2.80357000E-05,1558930791.8853333,+1.57061730E+00,+1.04227610E+00,+5.08869000E-03
258,-2.80891000E-05,1558930792.0936668,+1.57061850E+00,+1.04228060E+00,+5.08865100E-03
259,-2.84162000E-05,1558930792.302,+1.57061970E+00,+1.05875280E+00,+5.08866400E-03
260,-2.79622000E-05,1558930792.5103333,+1.57062100E+00,+1.05875060E+00,+5.08879400E-03
261,-2.84229000E-05,1558930792.7186668,+1.57062350E+00,+1.05873410E+00,+5.08895000E-03
262,-2.81358000E-05,1558930792.927,+1.57062100E+00,+1.08235560E+00,+5.08884600E-03
263,-2.84428000E-05,1558930793.1353333,+1.57061730E+00,+1.08235250E+00,+5.08943200E-03
264,-2.84829000E-05,1558930793.3436668,+1.57061600E+00,+1.08237360E+00,+5.08909300E-03
265,-2.81891000E-05,1558930793.552,+1.57061600E+00,+1.08237250E+00,+5.08924900E-03
266,-2.89901000E-05,1558930793.7603333,+1.57061350E+00,+1.08236380E+00,+5.08913200E-03
267,-2.84095000E-05,1558930793.9686668,+1.57061480E+00,+1.08236920E+00,+5.08863800E-03
268,-2.87364000E-05,1558930794.177,+1.57061970E+00,+1.08236620E+00,+5.08926200E-03
269,-2.85630000E-05,1558930794.3853333,+1.57061230E+00,+1.08236330E+00,+5.08930100E-03
270,-2.86563000E-05,1558930794.5936668,+1.57061600E+00,+1.08236540E+00,+5.08910600E-03
271,-2.87697000E-05,1558930794.802,+1.57061480E+00,+1.08235560E+00,+5.08871600E-03
272,-2.84095000E-05,1558930795.0103333,+1.57061600E+00,+1.08236450E+00,+5.08921000E-03
273,-2.85696000E-05,1558930795.2186668,+1.57062220E+00,+1.08236140E+00,+5.08915800E-03
274,-2.82894000E-05,1558930795.427,+1.57062220E+00,+1.08236730E+00,+5.08914500E-03
