Counter,Time(s),Magnet Current(A)
0,0.018000125885,0.0
1,0.105000019073,0.0
2,0.194000005722,0.0
3,0.271000146866,0.0
4,0.348000049591,0.0
5,0.424000024796,0.0
6,0.50200009346,0.0
7,0.578999996185,0.0
8,0.656000137329,0.0
9,0.735000133514,0.0
10,0.81200003624,0.0
11,0.889000177383,0.0
12,0.966000080109,0.0
13,1.04200005531,0.0
14,1.13300013542,0.0
15,1.20900011063,0.0
16,1.28700017929,0.0
17,1.36400008202,0.0
18,1.44099998474,0.0
19,1.51800012589,0.0
20,1.60800004005,0.0
21,1.6850001812,0.0
22,1.76200008392,0.0
23,1.83899998665,0.0
24,1.91700005531,0.0
25,1.99500012398,0.0
26,2.07100009918,0.0
27,2.14900016785,0.0
28,2.22600007057,0.0
29,2.30400013924,0.0
30,2.38199996948,0.0
31,2.45900011063,0.0
32,2.54800009727,0.0
33,2.625,0.0
34,2.70300006866,0.0
35,2.77999997139,0.0
36,2.85700011253,0.0
37,2.94600009918,0.0
38,3.02400016785,0.0
