Counter,Time(s),Magnet Current(A)
0,0.0179998874664,0.0
1,0.103999853134,0.0
2,0.181999921799,0.0
3,0.259999990463,0.0
4,0.34099984169,0.0
5,0.417999982834,0.0
6,0.493999958038,0.0
7,0.570999860764,0.0
8,0.648000001907,0.0
9,0.740999937057,0.0
10,0.816999912262,0.0
11,0.894999980927,0.0
12,0.969999790192,0.0
13,1.04799985886,0.0
14,1.14099979401,0.0
15,1.21899986267,0.0
16,1.29600000381,0.0
17,1.37299990654,0.0
18,1.44999980927,0.0
19,1.52699995041,0.0
20,1.61999988556,0.0
21,1.69699978828,0.0
22,1.77399992943,0.0
23,1.85099983215,0.0
24,1.9279999733,0.0
25,2.00499987602,0.0
26,2.08199977875,0.0
27,2.16399979591,0.0
28,2.24099993706,0.0
29,2.31799983978,0.0
30,2.39399981499,0.0
31,2.47199988365,0.0
32,2.5649998188,0.0
33,2.64199995995,0.0
34,2.71899986267,0.0
35,2.79699993134,0.0
36,2.87399983406,0.0
37,2.96599984169,0.0
38,3.04299998283,0.0
