Counter,Time(s),Magnet Current(A)
0,0.018000125885,0.0
1,0.105000019073,0.0
2,0.183000087738,0.0
3,0.261000156403,0.0
4,0.338000059128,0.0
5,0.417000055313,0.0
6,0.494000196457,0.0
7,0.571000099182,0.0
8,0.648000001907,0.0
9,0.726000070572,0.0
10,0.815999984741,0.0
11,0.893000125885,0.0
12,0.969000101089,0.0
13,1.04600000381,0.0
14,1.12300014496,0.0
15,1.20100021362,0.0
16,1.28900003433,0.0
17,1.367000103,0.0
18,1.44400000572,0.0
19,1.52300000191,0.0
20,1.59900021553,0.0
21,1.67700004578,0.0
22,1.75300002098,0.0
23,1.83200001717,0.0
24,1.90799999237,0.0
25,1.98600006104,0.0
26,2.0640001297,0.0
27,2.14200019836,0.0
28,2.23100018501,0.0
29,2.30800008774,0.0
30,2.38499999046,0.0
31,2.46200013161,0.0
32,2.53900003433,0.0
33,2.61600017548,0.0
34,2.70500016212,0.0
35,2.78200006485,0.0
36,2.86000013351,0.0
37,2.93700003624,0.0
38,3.01400017738,0.0
