Counter,Time(s),Magnet Current(A)
0,0.0899999141693,3.917
1,0.22000002861,3.917
2,0.342000007629,3.917
3,0.463999986649,3.918
4,0.585999965668,3.918
5,0.710999965668,3.918
6,0.832999944687,3.918
7,0.94000005722,3.917
8,1.05999994278,3.915
9,1.18099999428,3.916
10,1.30200004578,3.914
11,1.41000008583,3.912
12,1.52999997139,3.909
13,1.65100002289,3.907
14,1.77300000191,3.903
15,1.88000011444,3.901
16,2.0,3.898
17,2.1210000515,3.893
18,2.24300003052,3.889
19,2.35100007057,3.884
20,2.47099995613,3.88
21,2.59299993515,3.875
22,2.71499991417,3.871
23,2.83700013161,3.863
24,2.992000103,3.858
25,3.11400008202,3.854
26,3.23600006104,3.849
27,3.35800004005,3.844
28,3.46499991417,3.84
29,3.58400011063,3.836
30,3.70600008965,3.828
31,3.82800006866,3.825
32,3.93499994278,3.82
33,4.05400013924,3.815
34,4.17600011826,3.81
35,4.29800009727,3.806
36,4.40499997139,3.799
37,4.52500009537,3.796
38,4.64700007439,3.789
39,4.81699991226,3.784
40,4.9240000248,3.778
41,5.04500007629,3.774
42,5.16600012779,3.771
43,5.28699994087,3.765
44,5.39400005341,3.76
45,5.5150001049,3.756
46,5.63599991798,3.75
47,5.75699996948,3.745
48,5.86400008202,3.741
49,5.98500013351,3.736
50,6.10599994659,3.73
51,6.22699999809,3.726
52,6.33400011063,3.721
53,6.45499992371,3.717
54,6.57699990273,3.711
55,6.69900012016,3.707
56,6.80599999428,3.7
57,6.92499995232,3.696
58,7.04699993134,3.691
59,7.16899991035,3.686
60,7.27600002289,3.682
61,7.39599990845,3.675
