Counter,Time(s),Magnet Current(A)
0,0.0179998874664,0.0
1,0.106999874115,0.0
2,0.184000015259,0.0
3,0.263000011444,0.0
4,0.339999914169,0.0
5,0.417000055313,0.0
6,0.493000030518,0.0
7,0.582999944687,0.0
8,0.658999919891,0.0
9,0.736999988556,0.0
10,0.813999891281,0.0
11,0.892999887466,0.0
12,0.981999874115,0.0
13,1.05799984932,0.0
14,1.13499999046,0.0
15,1.21199989319,0.0
16,1.28900003433,0.0
17,1.36500000954,0.0
18,1.45499992371,0.0
19,1.53299999237,0.0
20,1.6099998951,0.0
21,1.68799996376,0.0
22,1.76499986649,0.0
23,1.84200000763,0.0
24,1.91899991035,0.0
25,1.99799990654,0.0
26,2.07500004768,0.0
27,2.15100002289,0.0
28,2.23000001907,0.0
29,2.30799984932,0.0
30,2.39699983597,0.0
31,2.47300004959,0.0
32,2.55099987984,0.0
33,2.62800002098,0.0
34,2.70499992371,0.0
35,2.78099989891,0.0
36,2.8710000515,0.0
37,2.94799995422,0.0
38,3.02499985695,0.0
