Counter,Time(s),Magnet Current(A)
0,0.069000005722,0.001
1,0.190999984741,0.002
2,0.31200003624,0.002
3,0.418999910355,0.002
4,0.539000034332,0.002
5,0.661000013351,0.002
6,0.782999992371,0.003
7,0.910000085831,0.005
8,1.03200006485,0.006
9,1.15300011635,0.008
10,1.25999999046,0.009
11,1.38100004196,0.012
12,1.50300002098,0.015
13,1.62400007248,0.018
14,1.73099994659,0.02
15,1.85100007057,0.023
16,1.97300004959,0.029
17,2.09400010109,0.033
18,2.2009999752,0.038
19,2.32100009918,0.041
20,2.4430000782,0.046
21,2.56500005722,0.053
22,2.72099995613,0.058
23,2.84100008011,0.063
24,2.96300005913,0.067
25,3.08500003815,0.073
26,3.20700001717,0.077
27,3.31399989128,0.083
28,3.43499994278,0.086
29,3.5569999218,0.092
30,3.67899990082,0.096
31,3.78600001335,0.104
32,3.90499997139,0.107
33,4.02699995041,0.111
34,4.14800000191,0.117
35,4.25500011444,0.123
36,4.37599992752,0.127
37,4.54699993134,0.132
38,4.66799998283,0.139
39,4.77500009537,0.143
40,4.89499998093,0.147
41,5.01699995995,0.152
42,5.13899993896,0.158
43,5.2460000515,0.162
44,5.36500000954,0.165
45,5.48699998856,0.172
46,5.60899996758,0.177
47,5.71700000763,0.184
48,5.88499999046,0.188
49,6.00699996948,0.194
50,6.1289999485,0.197
51,6.23600006104,0.204
52,6.35599994659,0.208
53,6.47799992561,0.212
54,6.59999990463,0.218
55,6.70700001717,0.223
56,6.82699990273,0.228
57,6.94799995422,0.232
58,7.06900000572,0.241
59,7.22300004959,0.244
60,7.34500002861,0.248
61,7.46700000763,0.254
62,7.58899998665,0.26
63,7.69600009918,0.264
64,7.81599998474,0.268
65,7.93799996376,0.274
66,8.05999994278,0.278
67,8.16700005531,0.285
68,8.28600001335,0.288
69,8.40799999237,0.294
70,8.52999997139,0.298
71,8.63700008392,0.303
72,8.75699996948,0.307
73,8.8789999485,0.313
74,9.03299999237,0.319
75,9.15300011635,0.324
76,9.27500009537,0.329
77,9.39599990845,0.334
78,9.50300002098,0.34
79,9.62299990654,0.344
80,9.74500012398,0.348
81,9.86599993706,0.354
82,9.97300004959,0.358
83,10.0940001011,0.362
84,10.2149999142,0.367
85,10.3369998932,0.373
86,10.4440000057,0.377
87,10.5639998913,0.384
88,10.6860001087,0.39
89,10.8570001125,0.396
90,10.9639999866,0.4
91,11.0820000172,0.403
92,11.2039999962,0.409
93,11.3259999752,0.413
94,11.4330000877,0.419
95,11.5539999008,0.423
96,11.6760001183,0.428
97,11.7969999313,0.433
98,11.9040000439,0.438
99,12.0239999294,0.445
100,12.1719999313,0.449
101,12.2939999104,0.454
102,12.4160001278,0.46
103,12.5230000019,0.465
104,12.6430001259,0.469
105,12.763999939,0.474
106,12.885999918,0.479
107,12.9930000305,0.483
108,13.1129999161,0.487
109,13.2349998951,0.493
110,13.3570001125,0.498
111,13.4790000916,0.503
112,13.5859999657,0.509
113,13.7070000172,0.513
114,13.8280000687,0.519
115,13.9809999466,0.526
116,14.1019999981,0.53
117,14.2239999771,0.534
118,14.3450000286,0.54
119,14.4530000687,0.545
120,14.5729999542,0.549
121,14.6949999332,0.552
122,14.8169999123,0.559
123,14.9240000248,0.564
124,15.0429999828,0.568
125,15.1649999619,0.572
126,15.2869999409,0.578
127,15.3949999809,0.582
128,15.513999939,0.586
129,15.635999918,0.595
130,15.8050000668,0.6
131,15.9119999409,0.604
132,16.0329999924,0.608
133,16.1549999714,0.615
134,16.2750000954,0.62
135,16.3819999695,0.626
136,16.503000021,0.629
137,16.6240000725,0.632
138,16.745000124,0.639
139,16.8510000706,0.644
140,16.9720001221,0.648
141,17.0929999352,0.653
142,17.2000000477,0.659
143,17.3199999332,0.663
144,17.4409999847,0.666
145,17.5620000362,0.673
146,17.6679999828,0.678
147,17.7899999619,0.682
148,17.9110000134,0.687
149,18.0180001259,0.692
150,18.1370000839,0.696
151,18.257999897,0.699
152,18.3800001144,0.706
153,18.4869999886,0.711
154,18.6070001125,0.716
155,18.7279999256,0.72
156,18.8489999771,0.729
157,19.0020000935,0.733
158,19.1240000725,0.737
159,19.245000124,0.742
160,19.3519999981,0.747
161,19.4739999771,0.752
162,19.5959999561,0.756
163,19.7179999352,0.762
164,19.8399999142,0.766
165,19.9470000267,0.772
166,20.0680000782,0.776
167,20.1900000572,0.783
168,20.3399999142,0.787
169,20.4600000381,0.792
170,20.5820000172,0.798
171,20.6889998913,0.802
172,20.8099999428,0.806
173,20.9309999943,0.812
174,21.0520000458,0.818
175,21.1589999199,0.823
176,21.2790000439,0.827
177,21.4000000954,0.831
178,21.5069999695,0.836
179,21.6259999275,0.839
180,21.746999979,0.845
181,21.8540000916,0.85
182,21.9720001221,0.855
183,22.0929999352,0.861
184,22.2000000477,0.865
185,22.3190000057,0.868
186,22.4409999847,0.873
187,22.5620000362,0.88
188,22.6689999104,0.884
189,22.7899999619,0.888
190,22.9119999409,0.893
191,23.0339999199,0.899
192,23.1410000324,0.903
193,23.260999918,0.908
194,23.382999897,0.914
195,23.5039999485,0.918
196,23.611000061,0.922
197,23.7309999466,0.926
198,23.8529999256,0.933
199,23.9749999046,0.938
200,24.0820000172,0.943
201,24.2019999027,0.947
202,24.3229999542,0.951
203,24.4449999332,0.957
204,24.5520000458,0.962
205,24.6719999313,0.966
206,24.7929999828,0.97
207,24.9149999619,0.978
208,25.0220000744,0.982
209,25.1419999599,0.986
210,25.2630000114,0.991
211,25.3849999905,0.996
212,25.4930000305,1.001
213,25.6119999886,1.005
214,25.7330000401,1.011
215,25.8540000916,1.016
216,25.9609999657,1.021
217,26.0820000172,1.026
218,26.2039999962,1.032
219,26.3529999256,1.036
220,26.4739999771,1.041
221,26.5810000896,1.047
222,26.7009999752,1.051
223,26.8229999542,1.055
224,26.9440000057,1.062
225,27.0510001183,1.066
226,27.1710000038,1.071
227,27.2950000763,1.076
228,27.4160001278,1.081
229,27.5380001068,1.086
230,27.6440000534,1.091
231,27.7650001049,1.095
232,27.8870000839,1.1
233,28.007999897,1.107
234,28.1600000858,1.111
235,28.2809998989,1.117
236,28.3880000114,1.12
237,28.507999897,1.125
238,28.6289999485,1.131
239,28.7509999275,1.136
240,28.8580000401,1.142
241,28.9769999981,1.145
242,29.0989999771,1.151
243,29.2200000286,1.155
244,29.3269999027,1.162
245,29.4479999542,1.165
246,29.5690000057,1.17
247,29.6760001183,0.174
248,29.7939999104,1.178
249,29.9149999619,1.184
250,30.0220000744,1.188
251,30.1419999599,1.192
252,30.2630000114,1.199
253,30.3849999905,1.204
254,30.4930000305,1.21
255,30.6119999886,1.212
256,30.7339999676,1.22
257,30.9040000439,1.224
258,31.010999918,1.231
259,31.131000042,1.235
260,31.253000021,1.239
261,31.3740000725,1.244
262,31.4809999466,1.25
263,31.6010000706,1.254
264,31.7220001221,1.259
265,31.8289999962,0.265
266,31.9479999542,1.268
267,32.0699999332,1.273
268,32.1909999847,1.279
269,32.2980000973,1.284
270,32.4179999828,1.288
271,32.5390000343,1.292
272,32.6600000858,1.298
273,32.7669999599,1.302
274,32.8880000114,1.307
275,33.0120000839,1.314
276,33.1589999199,1.318
277,33.2809998989,1.324
278,33.4030001163,1.328
279,33.5099999905,1.335
280,33.6300001144,1.339
281,33.7520000935,1.343
282,33.8729999065,1.348
283,33.9800000191,1.352
284,34.1010000706,1.358
285,34.2220001221,1.362
286,34.3440001011,1.368
287,34.4509999752,1.371
288,34.5710000992,1.377
289,34.6919999123,1.382
290,34.8139998913,1.387
291,34.9210000038,1.392
292,35.0410001278,1.396
293,35.1619999409,1.402
294,35.2680001259,1.406
295,35.3870000839,1.41
296,35.5069999695,1.416
297,35.6129999161,1.42
298,35.7339999676,1.425
299,35.8540000916,1.43
300,35.9609999657,1.436
301,36.0799999237,1.44
302,36.2019999027,1.445
303,36.3220000267,1.45
304,36.4289999008,1.455
305,36.5499999523,1.46
306,36.6710000038,1.464
307,36.7769999504,1.47
308,36.8970000744,1.474
309,37.0180001259,1.478
310,37.138999939,1.487
311,37.2910001278,1.491
312,37.4119999409,1.494
313,37.5190000534,1.499
314,37.6400001049,1.504
315,37.7709999084,1.51
316,37.8919999599,1.516
317,38.010999918,1.519
318,38.1319999695,1.521
319,38.2379999161,1.522
320,38.3570001125,1.521
321,38.4769999981,1.521
322,38.628000021,1.52
323,38.7490000725,1.517
324,38.8559999466,1.516
325,38.9760000706,1.514
326,39.0970001221,1.512
327,39.2039999962,1.509
328,39.3229999542,1.506
329,39.4449999332,1.504
330,39.5669999123,1.498
331,39.6740000248,1.495
332,39.7939999104,1.492
333,39.9149999619,1.487
334,40.0360000134,1.483
335,40.1430001259,1.478
336,40.2630000114,1.473
337,40.3840000629,1.466
338,40.4900000095,0.463
339,40.6089999676,1.459
340,40.7309999466,1.454
341,40.8369998932,1.45
342,40.9560000896,1.445
343,41.0759999752,1.44
344,41.1819999218,1.433
345,41.3029999733,1.429
346,41.4240000248,1.426
347,41.5299999714,1.42
348,41.6500000954,1.413
349,41.8010001183,1.407
350,41.9219999313,1.403
351,42.0429999828,1.399
352,42.1489999294,1.393
353,42.2699999809,1.389
354,42.3919999599,1.384
355,42.5130000114,1.379
356,42.620000124,1.374
357,42.739000082,1.37
358,42.8589999676,1.366
359,42.9649999142,1.36
360,43.0850000381,1.355
361,43.2060000896,1.351
362,43.3120000362,1.347
363,43.4319999218,1.343
364,43.5529999733,1.336
365,43.6740000248,1.332
366,43.7809998989,1.325
367,43.9019999504,1.322
368,44.0239999294,1.318
369,44.1459999084,1.312
370,44.253000021,1.306
371,44.3729999065,1.302
372,44.493999958,1.299
373,44.6159999371,1.292
374,44.7230000496,1.288
375,44.8429999352,1.284
376,44.9639999866,1.279
377,45.0859999657,1.274
378,45.1930000782,1.268
379,45.3139998913,1.264
380,45.4360001087,1.258
381,45.5580000877,1.254
382,45.6800000668,1.248
383,45.7869999409,1.243
384,45.9079999924,1.239
385,46.0290000439,1.235
386,46.1510000229,1.228
387,46.257999897,1.225
388,46.378000021,1.222
389,46.5,1.214
390,46.621999979,1.209
391,46.743999958,1.203
392,46.8510000706,1.199
393,46.9720001221,1.196
394,47.0940001011,1.191
395,47.2160000801,1.181
396,47.3680000305,1.178
397,47.4900000095,1.173
398,47.6119999886,1.168
399,47.7339999676,1.162
400,47.8410000801,1.158
401,47.9619998932,1.154
402,48.0840001106,1.149
403,48.2060000896,1.145
404,48.3269999027,1.138
405,48.4340000153,1.133
406,48.5559999943,1.127
407,48.7039999962,1.123
408,48.8259999752,1.119
409,48.9470000267,1.112
410,49.0539999008,1.108
411,49.1749999523,1.104
412,49.2960000038,1.099
413,49.4179999828,1.093
414,49.5250000954,1.089
415,49.6449999809,1.084
416,49.7669999599,1.078
417,49.888999939,1.074
418,50.010999918,1.069
419,50.1180000305,1.065
420,50.239000082,1.06
421,50.361000061,1.053
422,50.5099999905,1.049
423,50.6319999695,1.042
424,50.7539999485,1.038
425,50.861000061,1.033
426,50.9809999466,1.029
427,51.1029999256,1.023
428,51.2249999046,1.019
429,51.3320000172,1.012
430,51.4509999752,1.008
431,51.5720000267,1.005
432,51.6789999008,0.999
433,51.7969999313,0.995
434,51.9189999104,0.99
435,52.0399999619,0.985
436,52.1470000744,0.977
437,52.3159999847,0.973
438,52.4379999638,0.968
439,52.5599999428,0.962
440,52.6670000553,0.958
441,52.7880001068,0.953
442,52.9089999199,0.949
443,53.0309998989,0.943
444,53.1380000114,0.939
445,53.257999897,0.935
446,53.3800001144,0.928
447,53.5020000935,0.921
448,53.6530001163,0.918
449,53.7739999294,0.913
450,53.881000042,0.908
451,54.0,0.903
452,54.121999979,0.899
453,54.243999958,0.893
454,54.3510000706,0.888
455,54.4709999561,0.884
456,54.5920000076,0.88
457,54.7139999866,0.874
458,54.8210000992,0.87
459,54.9419999123,0.863
460,55.0629999638,0.859
461,55.1849999428,0.854
462,55.2920000553,0.849
463,55.4110000134,0.845
464,55.5329999924,0.839
465,55.6549999714,0.836
466,55.7620000839,0.829
467,55.9089999199,0.824
468,56.0290000439,0.82
469,56.1510000229,0.814
470,56.2720000744,0.81
471,56.3789999485,0.803
472,56.5,0.8
473,56.621999979,0.796
474,56.743999958,0.79
475,56.8510000706,0.785
476,56.9700000286,0.78
477,57.0920000076,0.777
478,57.2139999866,0.769
479,57.3220000267,0.766
480,57.4409999847,0.762
481,57.5620000362,0.757
482,57.6830000877,0.751
483,57.7899999619,0.747
484,57.9100000858,0.743
485,58.0320000648,0.735
486,58.1840000153,0.731
487,58.3059999943,0.725
488,58.4270000458,0.72
489,58.5339999199,0.716
490,58.6549999714,0.711
491,58.7769999504,0.707
492,58.8989999294,0.701
493,59.0199999809,0.697
494,59.1270000935,0.69
495,59.2479999065,0.687
496,59.370000124,0.68
497,59.5199999809,0.675
498,59.6419999599,0.67
499,59.763999939,0.664
500,59.8710000515,0.661
501,59.9909999371,0.656
502,60.1119999886,0.651
503,60.2339999676,0.645
504,60.3410000801,0.641
505,60.4609999657,0.638
506,60.5820000172,0.63
507,60.7039999962,0.627
508,60.8110001087,0.621
509,60.9309999943,0.617
510,61.0529999733,0.612
511,61.1740000248,0.607
512,61.2809998989,0.601
513,61.4010000229,0.596
514,61.5230000019,0.593
515,61.6449999809,0.587
516,61.7520000935,0.582
517,61.871999979,0.577
518,61.993999958,0.573
519,62.1159999371,0.567
520,62.2379999161,0.563
521,62.3450000286,0.556
522,62.4649999142,0.552
523,62.5869998932,0.545
524,62.739000082,0.542
525,62.8599998951,0.538
526,62.9809999466,0.532
527,63.0880000591,0.527
528,63.2079999447,0.523
529,63.3289999962,0.517
530,63.4500000477,0.512
531,63.5569999218,0.508
532,63.6770000458,0.504
533,63.7990000248,0.499
534,63.9200000763,0.493
535,64.0729999542,0.489
536,64.1940000057,0.483
537,64.3010001183,0.478
