Counter,Time(s),Magnet Current(A)
538,64.4200000763,0.474
539,64.5410001278,0.471
540,64.6480000019,0.465
541,64.7669999599,0.462
542,64.888999939,0.457
543,65.010999918,0.452
544,65.1180000305,0.449
545,65.2379999161,0.443
546,65.3900001049,0.44
547,65.5090000629,0.437
548,65.6300001144,0.431
549,65.7369999886,0.427
550,65.8559999466,0.424
551,65.9769999981,0.42
552,66.0980000496,0.415
553,66.2049999237,0.413
554,66.3269999027,0.409
555,66.4479999542,0.405
556,66.5690000057,0.401
557,66.6760001183,0.398
558,66.7960000038,0.394
559,66.9170000553,0.389
560,67.0239999294,0.385
561,67.1700000763,0.382
562,67.2910001278,0.379
563,67.4119999409,0.375
564,67.5339999199,0.371
565,67.6410000324,0.369
566,67.7620000839,0.365
567,67.882999897,0.361
568,68.0039999485,0.358
569,68.1119999886,0.354
570,68.2320001125,0.352
571,68.3540000916,0.347
572,68.507999897,0.344
573,68.628000021,0.341
574,68.75,0.337
575,68.8710000515,0.335
576,68.9779999256,0.331
577,69.0980000496,0.328
578,69.2190001011,0.325
579,69.3410000801,0.323
580,69.4490001202,0.319
581,69.5680000782,0.316
582,69.6900000572,0.314
583,69.8120000362,0.31
584,69.9189999104,0.307
585,70.0390000343,0.305
586,70.1600000858,0.3
587,70.2880001068,0.3
588,70.4089999199,0.298
589,70.5299999714,0.294
590,70.6380000114,0.291
591,70.7569999695,0.287
592,70.8789999485,0.285
593,71.0009999275,0.282
594,71.1229999065,0.281
595,71.2300000191,0.277
596,71.3510000706,0.275
597,71.4730000496,0.272
598,71.5940001011,0.27
599,71.7009999752,0.267
600,71.8210000992,0.264
601,71.9419999123,0.261
602,72.0910000801,0.259
603,72.2130000591,0.258
604,72.3210000992,0.255
605,72.4389998913,0.252
606,72.5599999428,0.25
607,72.6819999218,0.247
608,72.7899999619,0.246
609,72.9100000858,0.243
610,73.0309998989,0.24
611,73.1519999504,0.238
612,73.2590000629,0.237
613,73.3789999485,0.236
614,73.5,0.232
615,73.6070001125,0.231
616,73.7269999981,0.228
617,73.8480000496,0.226
618,73.9700000286,0.224
619,74.0769999027,0.223
620,74.1970000267,0.219
621,74.3489999771,0.216
622,74.4690001011,0.215
623,74.5899999142,0.213
624,74.7109999657,0.21
625,74.8180000782,0.208
626,74.9389998913,0.206
627,75.0599999428,0.206
628,75.1809999943,0.202
629,75.2880001068,0.201
630,75.4089999199,0.199
631,75.5309998989,0.197
632,75.6809999943,0.196
633,75.8020000458,0.193
634,75.9089999199,0.193
635,76.0280001163,0.191
636,76.1500000954,0.188
637,76.2709999084,0.186
638,76.378000021,0.184
639,76.4990000725,0.183
640,76.620000124,0.181
641,76.7409999371,0.181
642,76.8480000496,0.179
643,76.9979999065,0.176
644,77.1180000305,0.175
645,77.239000082,0.173
646,77.361000061,0.172
647,77.4679999352,0.169
648,77.5880000591,0.169
649,77.7090001106,0.168
650,77.8159999847,0.165
651,77.9349999428,0.164
652,78.0569999218,0.162
653,78.1789999008,0.161
654,78.2999999523,0.159
655,78.4079999924,0.158
656,78.5280001163,0.156
657,78.6489999294,0.155
658,78.7990000248,0.152
659,78.9200000763,0.152
660,79.0269999504,0.152
661,79.1470000744,0.15
662,79.2680001259,0.146
663,79.375,0.146
664,79.493999958,0.145
665,79.6640000343,0.143
666,79.7850000858,0.141
667,79.8919999599,0.14
668,80.0130000114,0.138
669,80.1349999905,0.136
670,80.256000042,0.136
671,80.3629999161,0.135
672,80.507999897,0.134
673,80.6289999485,0.133
674,80.7369999886,0.131
675,80.8550000191,0.13
676,80.9760000706,0.13
677,81.0970001221,0.127
678,81.2039999962,0.126
679,81.3250000477,0.125
680,81.4470000267,0.124
681,81.5690000057,0.122
682,81.6760001183,0.122
683,81.7960000038,0.121
684,81.9170000553,0.119
685,82.0390000343,0.118
686,82.1459999084,0.117
687,82.2660000324,0.117
688,82.3870000839,0.115
689,82.507999897,0.114
690,82.6150000095,0.113
691,82.7820000648,0.111
692,82.888999939,0.111
693,83.007999897,0.11
694,83.1300001144,0.109
695,83.2520000935,0.108
696,83.3589999676,0.107
697,83.4790000916,0.106
698,83.5999999046,0.104
699,83.7209999561,0.103
700,83.8280000687,0.102
701,83.9479999542,0.101
702,84.0950000286,0.101
703,84.2160000801,0.099
704,84.3229999542,0.099
705,84.4440000057,0.098
706,84.5650000572,0.097
707,84.6870000362,0.096
708,84.7950000763,0.095
709,84.9140000343,0.095
710,85.0350000858,0.093
711,85.1559998989,0.093
712,85.2630000114,0.091
713,85.3840000629,0.09
714,85.5050001144,0.09
715,85.6119999886,0.09
716,85.7309999466,0.089
717,85.8519999981,0.087
718,85.9730000496,0.088
719,86.0799999237,0.085
720,86.2009999752,0.086
721,86.3480000496,0.085
722,86.4700000286,0.084
723,86.5769999027,0.083
724,86.6960000992,0.083
725,86.8180000782,0.081
726,86.9400000572,0.081
727,87.0469999313,0.079
728,87.1660001278,0.079
729,87.2880001068,0.078
730,87.4089999199,0.078
731,87.5160000324,0.077
732,87.635999918,0.076
733,87.7569999695,0.075
734,87.878000021,0.074
735,87.9849998951,0.074
736,88.1519999504,0.073
737,88.2590000629,0.073
738,88.3789999485,0.073
739,88.5,0.071
740,88.6210000515,0.07
741,88.7279999256,0.069
742,88.8489999771,0.069
743,88.9700000286,0.068
744,89.0910000801,0.068
745,89.1979999542,0.067
746,89.3199999332,0.066
747,89.4419999123,0.067
748,89.5629999638,0.065
749,89.6700000763,0.065
750,89.7890000343,0.064
751,89.9360001087,0.063
752,90.0580000877,0.063
753,90.1649999619,0.061
754,90.2839999199,0.061
755,90.4049999714,0.062
756,90.5120000839,0.06
757,90.631000042,0.06
758,90.7520000935,0.058
759,90.8729999065,0.059
760,90.9800000191,0.058
761,91.1010000706,0.058
762,91.2230000496,0.058
763,91.3440001011,0.056
764,91.4509999752,0.056
765,91.5720000267,0.055
766,91.7400000095,0.056
767,91.8470001221,0.054
768,91.9679999352,0.054
769,92.0889999866,0.054
770,92.2100000381,0.053
771,92.3169999123,0.052
772,92.4370000362,0.052
773,92.5590000153,0.052
774,92.6800000668,0.05
775,92.7869999409,0.052
776,92.9079999924,0.051
777,93.0559999943,0.05
778,93.1789999008,0.049
779,93.2999999523,0.048
780,93.4079999924,0.048
781,93.5269999504,0.048
782,93.6480000019,0.047
783,93.756000042,0.048
784,93.8740000725,0.047
785,93.995000124,0.047
786,94.1159999371,0.045
787,94.2230000496,0.045
788,94.3440001011,0.046
789,94.4660000801,0.044
790,94.5869998932,0.045
791,94.6940000057,0.044
792,94.8619999886,0.043
793,94.9830000401,0.042
794,95.0899999142,0.042
795,95.2109999657,0.042
796,95.3320000172,0.041
797,95.4539999962,0.042
798,95.5620000362,0.04
799,95.6809999943,0.04
800,95.8020000458,0.04
801,95.9230000973,0.04
802,96.0299999714,0.039
803,96.1510000229,0.038
804,96.2730000019,0.04
805,96.3940000534,0.038
806,96.5020000935,0.037
807,96.6480000019,0.037
808,96.7699999809,0.037
809,96.8910000324,0.037
810,97.0130000114,0.035
811,97.120000124,0.035
812,97.2400000095,0.035
813,97.3619999886,0.036
814,97.4839999676,0.035
815,97.5910000801,0.036
816,97.7100000381,0.036
817,97.8310000896,0.034
818,97.9379999638,0.034
819,98.0559999943,0.033
820,98.1770000458,0.032
821,98.2839999199,0.034
822,98.4270000458,0.033
823,98.5480000973,0.031
824,98.6549999714,0.032
825,98.7739999294,0.033
826,98.8949999809,0.031
827,99.0160000324,0.031
828,99.1229999065,0.031
829,99.243999958,0.031
830,99.3659999371,0.03
831,99.4869999886,0.031
832,99.5940001011,0.03
833,99.7149999142,0.029
834,99.8369998932,0.029
835,99.9590001106,0.029
836,100.065999985,0.029
837,100.230999947,0.028
838,100.338000059,0.03
839,100.457999945,0.029
840,100.578999996,0.028
841,100.700000048,0.027
842,100.806999922,0.027
843,100.927999973,0.028
844,101.049000025,0.026
845,101.170000076,0.027
846,101.27699995,0.026
847,101.397000074,0.026
848,101.54399991,0.024
849,101.664999962,0.025
850,101.772000074,0.025
851,101.89199996,0.025
852,102.013999939,0.023
853,102.13499999,0.025
854,102.242000103,0.024
855,102.362999916,0.024
856,102.484999895,0.024
857,102.605999947,0.023
858,102.713000059,0.024
859,102.85800004,0.025
860,102.979000092,0.022
861,103.085999966,0.022
862,103.204999924,0.022
863,103.325999975,0.022
864,103.447000027,0.021
865,103.553999901,0.021
866,103.674999952,0.022
867,103.796000004,0.019
868,103.917999983,0.021
869,104.025000095,0.019
870,104.144999981,0.02
871,104.266000032,0.021
872,104.387000084,0.02
873,104.493999958,0.02
874,104.664000034,0.019
875,104.786000013,0.02
876,104.907999992,0.019
877,105.015000105,0.019
878,105.13499999,0.019
879,105.256999969,0.019
880,105.378000021,0.018
881,105.484999895,0.019
882,105.605999947,0.019
883,105.727999926,0.018
884,105.848999977,0.018
885,105.999000072,0.018
886,106.120000124,0.018
887,106.226999998,0.017
888,106.34800005,0.017
889,106.469000101,0.018
890,106.589999914,0.016
891,106.697000027,0.016
892,106.818000078,0.017
893,106.940000057,0.017
894,107.061000109,0.016
895,107.167999983,0.017
896,107.288000107,0.017
897,107.40899992,0.015
898,107.529999971,0.017
899,107.637000084,0.016
900,107.805000067,0.016
901,107.926000118,0.015
902,108.032999992,0.016
903,108.154999971,0.015
904,108.276000023,0.014
905,108.397000074,0.014
906,108.503999949,0.014
907,108.625,0.015
908,108.746000051,0.013
909,108.867000103,0.015
910,108.974999905,0.014
911,109.095000029,0.014
912,109.21600008,0.014
913,109.338000059,0.013
914,109.446000099,0.013
915,109.609999895,0.013
916,109.717000008,0.014
917,109.836999893,0.014
918,109.959000111,0.013
919,110.08100009,0.013
920,110.187999964,0.013
921,110.306999922,0.013
922,110.427999973,0.013
923,110.535000086,0.013
924,110.654000044,0.014
925,110.776000023,0.011
926,110.927999973,0.012
927,111.049999952,0.013
928,111.171000004,0.013
929,111.279000044,0.012
930,111.398000002,0.012
931,111.519000053,0.012
932,111.640000105,0.012
933,111.746999979,0.012
934,111.868000031,0.011
935,111.99000001,0.011
936,112.111000061,0.01
937,112.217999935,0.012
938,112.338000059,0.012
939,112.460000038,0.01
940,112.58100009,0.01
941,112.687999964,0.01
942,112.809000015,0.011
943,112.930999994,0.01
944,113.052000046,0.011
945,113.160000086,0.01
946,113.278000116,0.01
947,113.400000095,0.01
948,113.522000074,0.009
949,113.628999949,0.009
950,113.749000072,0.009
951,113.870000124,0.009
952,113.990999937,0.008
953,114.144999981,0.009
954,114.266000032,0.011
955,114.388000011,0.01
956,114.495000124,0.009
957,114.61500001,0.009
958,114.736000061,0.01
959,114.857000113,0.008
960,114.963999987,0.01
961,115.085000038,0.009
962,115.207000017,0.009
963,115.328000069,0.009
964,115.434999943,0.009
965,115.555999994,0.008
966,115.677000046,0.007
967,115.798000097,0.008
968,115.927000046,0.008
969,116.049000025,0.008
970,116.170000076,0.007
971,116.27699995,0.007
972,116.397000074,0.007
973,116.518000126,0.008
974,116.638999939,0.006
975,116.746000051,0.007
976,116.867000103,0.007
977,116.989000082,0.007
978,117.109999895,0.007
979,117.217000008,0.007
980,117.338000059,0.007
981,117.459000111,0.006
982,117.579999924,0.008
983,117.687000036,0.007
984,117.808000088,0.007
985,117.930000067,0.006
986,118.051000118,0.007
987,118.157999992,0.006
988,118.27699995,0.006
989,118.398000002,0.007
990,118.505000114,0.007
991,118.671000004,0.006
992,118.792999983,0.006
993,118.898999929,0.006
994,119.020999908,0.006
995,119.143000126,0.006
996,119.265000105,0.007
997,119.387000084,0.006
998,119.493000031,0.005
999,119.614000082,0.004
1000,119.734999895,0.006
1001,119.855999947,0.006
1002,119.986000061,0.006
1003,120.10800004,0.005
1004,120.230000019,0.006
1005,120.336999893,0.005
1006,120.45600009,0.005
1007,120.576999903,0.005
1008,120.697999954,0.006
1009,120.805000067,0.005
1010,120.926000118,0.005
1011,121.046999931,0.005
1012,121.154000044,0.005
1013,121.272000074,0.005
1014,121.393000126,0.004
1015,121.5,0.005
1016,121.618999958,0.004
1017,121.766000032,0.004
1018,121.887000084,0.004
1019,121.993999958,0.003
1020,122.114000082,0.003
1021,122.234999895,0.005
1022,122.355999947,0.003
1023,122.463000059,0.004
1024,122.584000111,0.004
1025,122.70600009,0.004
1026,122.826999903,0.004
1027,122.934000015,0.003
1028,123.053999901,0.004
1029,123.174999952,0.003
1030,123.296000004,0.004
1031,123.403000116,0.004
1032,123.571000099,0.003
1033,123.693000078,0.004
1034,123.799999952,0.004
1035,123.921000004,0.003
1036,124.042999983,0.002
1037,124.164000034,0.004
1038,124.272000074,0.002
1039,124.391000032,0.003
1040,124.513000011,0.003
1041,124.634000063,0.003
1042,124.740999937,0.004
1043,124.885999918,0.002
1044,125.006999969,0.002
1045,125.128999949,0.003
1046,125.236000061,0.002
1047,125.355999947,0.002
1048,125.476999998,0.002
1049,125.598999977,0.003
1050,125.70600009,0.001
1051,125.826999903,0.001
1052,125.947999954,0.002
1053,126.069000006,0.002
1054,126.176000118,0.003
1055,126.296000004,0.002
1056,126.417999983,0.002
1057,126.539000034,0.0
