Counter,Time(s),Magnet Current(A)
0,0.0169999599457,0.0
1,0.104000091553,0.0
2,0.180999994278,0.0
3,0.258000135422,0.0
4,0.335000038147,0.0
5,0.414000034332,0.0
6,0.491000175476,0.0
7,0.568000078201,0.0
8,0.644999980927,0.0
9,0.72200012207,0.0
10,0.81200003624,0.0
11,0.890000104904,0.0
12,0.967000007629,0.0
13,1.04400014877,0.0
14,1.1210000515,0.0
15,1.21000003815,0.0
16,1.28800010681,0.0
17,1.36500000954,0.0
18,1.44200015068,0.0
19,1.51900005341,0.0
20,1.59599995613,0.0
21,1.68499994278,0.0
22,1.76200008392,0.0
23,1.84000015259,0.0
24,1.91700005531,0.0
25,1.99399995804,0.0
26,2.0720000267,0.0
27,2.14900016785,0.0
28,2.22800016403,0.0
29,2.30500006676,0.0
30,2.38199996948,0.0
31,2.46000003815,0.0
32,2.53699994087,0.0
33,2.62700009346,0.0
34,2.70500016212,0.0
35,2.78200006485,0.0
36,2.85899996758,0.0
37,2.93600010872,0.0
38,3.01300001144,0.0
