Counter,Time(s),Magnet Current(A)
0,0.0179998874664,0.0
1,0.105000019073,0.0
2,0.181999921799,0.0
3,0.259000062943,0.0
4,0.335999965668,0.0
5,0.417000055313,0.0
6,0.493999958038,0.0
7,0.571000099182,0.0
8,0.648000001907,0.0
9,0.724999904633,0.0
10,0.813999891281,0.0
11,0.891000032425,0.0
12,0.96799993515,0.0
13,1.04500007629,0.0
14,1.12199997902,0.0
15,1.19799995422,0.0
16,1.27600002289,0.0
17,1.35299992561,0.0
18,1.43099999428,0.0
19,1.507999897,0.0
20,1.58599996567,0.0
21,1.66300010681,0.0
22,1.74099993706,0.0
23,1.82999992371,0.0
24,1.90700006485,0.0
25,1.98399996758,0.0
26,2.06100010872,0.0
27,2.13800001144,0.0
28,2.21499991417,0.0
29,2.30399990082,0.0
30,2.38100004196,0.0
31,2.45900011063,0.0
32,2.53699994087,0.0
33,2.61400008202,0.0
34,2.69099998474,0.0
35,2.76799988747,0.0
36,2.84699988365,0.0
37,2.9240000248,0.0
38,3.00099992752,0.0
