Counter,Time(s),Magnet Current(A)
250,29.9559998512,1.185
251,30.0629999638,1.191
252,30.2309999466,1.196
253,30.3529999256,1.202
254,30.4600000381,1.206
255,30.5799999237,1.21
256,30.7009999752,1.216
257,30.8229999542,1.222
258,30.9299998283,1.227
259,31.0490000248,1.23
260,31.1710000038,1.235
261,31.2929999828,1.239
262,31.3999998569,1.246
263,31.5199999809,1.25
264,31.6419999599,1.255
265,31.763999939,1.259
266,31.885999918,1.265
267,32.013999939,1.27
268,32.1349999905,1.275
269,32.2419998646,1.279
270,32.3619999886,1.285
271,32.4839999676,1.289
272,32.6059999466,1.295
273,32.7269999981,1.301
274,32.879999876,1.306
275,33.0009999275,1.312
276,33.1080000401,1.316
277,33.2279999256,1.321
278,33.3499999046,1.326
279,33.4719998837,1.331
280,33.5789999962,0.335
281,33.6979999542,1.339
282,33.8190000057,1.346
283,33.9399998188,1.35
284,34.0469999313,1.356
285,34.1679999828,1.359
286,34.2899999619,1.365
287,34.4110000134,1.369
288,34.5179998875,1.376
289,34.6619999409,1.38
290,34.7839999199,1.386
291,34.9059998989,1.391
292,35.0130000114,1.395
293,35.132999897,1.398
294,35.254999876,1.405
295,35.376999855,1.408
296,35.4849998951,1.415
297,35.6029999256,1.419
298,35.7249999046,1.424
299,35.8459999561,1.43
300,35.9749999046,1.434
301,36.0959999561,1.438
302,36.2170000076,1.445
303,36.3239998817,1.448
304,36.4459998608,1.454
305,36.5669999123,1.459
306,36.6889998913,1.464
307,36.8109998703,1.468
308,36.9189999104,1.475
309,37.0390000343,1.479
310,37.1619999409,1.482
311,37.2839999199,1.488
312,37.4059998989,1.494
313,37.5130000114,1.499
314,37.632999897,1.502
315,37.7769999504,1.508
316,37.8999998569,1.514
317,38.0059998035,1.516
318,38.126999855,1.52
319,38.2739999294,1.521
320,38.3949999809,1.52
321,38.5009999275,1.52
322,38.621999979,1.519
323,38.743999958,1.515
324,38.8650000095,1.515
325,38.9719998837,1.512
326,39.0920000076,1.51
327,39.2129998207,1.508
328,39.3199999332,1.505
329,39.4389998913,1.5
330,39.5869998932,1.497
331,39.7089998722,1.492
332,39.8309998512,1.488
333,39.9379999638,1.483
334,40.0590000153,1.48
335,40.1809999943,1.475
336,40.3029999733,1.47
337,40.4110000134,1.464
338,40.5299999714,1.46
339,40.6519999504,1.456
340,40.7739999294,1.45
341,40.8959999084,1.444
342,41.003000021,1.441
343,41.1229999065,1.437
344,41.2449998856,1.427
345,41.3959999084,1.423
346,41.5169999599,1.42
347,41.638999939,1.414
348,41.7459998131,1.409
349,41.8659999371,1.404
350,41.9879999161,1.4
351,42.1089999676,1.394
352,42.2159998417,1.39
353,42.3369998932,1.384
354,42.4589998722,1.38
355,42.5809998512,1.374
356,42.7029998302,1.37
357,42.8099999428,1.364
358,42.9299998283,1.36
359,43.0509998798,1.356
360,43.1729998589,1.349
361,43.2799999714,1.346
362,43.3999998569,1.341
363,43.521999836,1.336
364,43.643999815,1.33
365,43.7509999275,1.326
366,43.8709998131,1.322
367,43.9930000305,1.316
368,44.1150000095,1.312
369,44.2369999886,1.306
370,44.3439998627,1.3
371,44.4649999142,1.294
372,44.6150000095,1.29
373,44.7369999886,1.286
374,44.8589999676,1.28
375,44.9809999466,1.276
376,45.0879998207,0.27
377,45.2070000172,1.266
378,45.3289999962,1.26
379,45.4509999752,1.256
380,45.5579998493,1.25
381,45.6769998074,1.247
382,45.7990000248,1.243
383,45.9210000038,1.236
384,46.0279998779,1.23
385,46.1480000019,1.226
386,46.2699999809,1.223
387,46.3919999599,1.216
388,46.513999939,1.212
389,46.6209998131,1.206
390,46.7409999371,1.201
391,46.8949999809,1.196
392,47.013999939,1.19
393,47.135999918,1.186
394,47.257999897,1.179
395,47.379999876,1.176
396,47.4869999886,1.171
397,47.6080000401,1.168
398,47.7300000191,1.162
399,47.8509998322,1.157
400,47.9579999447,1.15
401,48.0779998302,1.146
402,48.1989998817,1.142
403,48.3209998608,1.137
404,48.4289999008,1.132
405,48.5479998589,1.128
406,48.6699998379,1.123
407,48.7919998169,1.117
408,48.8989999294,1.113
409,49.018999815,1.108
410,49.1399998665,1.101
411,49.2619998455,1.097
412,49.3699998856,1.093
413,49.4889998436,1.089
414,49.6109998226,1.083
415,49.7330000401,1.08
416,49.8550000191,1.073
417,49.9619998932,1.068
418,50.0829999447,1.064
419,50.2049999237,1.059
420,50.3269999027,1.053
421,50.4489998817,1.047
422,50.6019999981,1.042
423,50.7239999771,1.037
424,50.8459999561,1.033
425,50.9529998302,1.028
426,51.0729999542,1.024
427,51.1949999332,1.018
428,51.3169999123,1.015
429,51.4240000248,1.008
430,51.5419998169,1.004
431,51.6629998684,1.0
432,51.7699999809,0.993
433,51.888999939,0.989
434,52.010999918,0.984
435,52.132999897,0.98
436,52.2409999371,0.973
437,52.3599998951,0.969
438,52.4819998741,0.965
439,52.6029999256,0.96
440,52.7100000381,0.955
441,52.8550000191,0.95
442,52.9769999981,0.943
443,53.0989999771,0.94
444,53.2209999561,0.934
445,53.3279998302,0.93
446,53.4489998817,0.925
447,53.5709998608,0.92
448,53.6929998398,0.915
449,53.8149998188,0.91
450,53.9219999313,0.904
451,54.0429999828,0.9
452,54.1649999619,0.895
453,54.2869999409,0.889
454,54.4089999199,0.885
455,54.5160000324,0.88
456,54.635999918,0.876
457,54.7569999695,0.87
458,54.8639998436,0.865
459,54.9830000401,0.861
460,55.1039998531,0.857
461,55.2259998322,0.851
462,55.3329999447,0.847
463,55.4539999962,0.841
464,55.6050000191,0.835
465,55.7249999046,0.83
466,55.8469998837,0.826
467,55.9689998627,0.82
468,56.0759999752,0.815
469,56.1959998608,0.811
470,56.3179998398,0.807
471,56.4389998913,0.801
472,56.5460000038,0.797
473,56.6659998894,0.793
474,56.7879998684,0.787
475,56.9099998474,0.783
476,57.0169999599,0.778
477,57.135999918,0.773
478,57.257999897,0.765
479,57.4279999733,0.761
480,57.5360000134,0.755
481,57.6559998989,0.751
482,57.7779998779,0.745
483,57.8999998569,0.741
484,58.007999897,0.735
485,58.126999855,0.732
486,58.2489998341,0.727
487,58.3709998131,0.721
488,58.4779999256,0.716
489,58.5979998112,0.712
490,58.7189998627,0.708
491,58.8409998417,0.701
492,58.9479999542,0.698
493,59.0679998398,0.694
494,59.1899998188,0.687
495,59.3120000362,0.683
496,59.4189999104,0.677
497,59.5379998684,0.674
498,59.6599998474,0.668
499,59.7819998264,0.663
500,59.9039998055,0.657
501,60.0119998455,0.653
502,60.1319999695,0.648
503,60.2539999485,0.643
504,60.3759999275,0.638
505,60.4979999065,0.631
506,60.6529998779,0.626
507,60.7739999294,0.622
508,60.8949999809,0.617
509,61.001999855,0.612
510,61.1209998131,0.607
511,61.2430000305,0.602
512,61.3650000095,0.598
513,61.4719998837,0.592
514,61.5920000076,0.588
515,61.7139999866,0.583
516,61.8359999657,0.577
517,61.9429998398,0.572
518,62.0629999638,0.568
519,62.1849999428,0.564
520,62.3069999218,0.558
521,62.4359998703,0.552
522,62.5569999218,0.547
523,62.6789999008,0.543
524,62.8009998798,0.538
525,62.9079999924,0.532
526,63.0269999504,0.528
527,63.1489999294,0.524
528,63.2699999809,0.518
529,63.376999855,0.514
530,63.4979999065,0.511
531,63.618999958,0.505
532,63.7400000095,0.499
533,63.8469998837,0.496
534,63.9679999352,0.492
535,64.0889999866,0.484
536,64.2389998436,0.48
537,64.3599998951,0.476
538,64.4670000076,0.473
539,64.5869998932,0.469
540,64.7089998722,0.463
541,64.8299999237,0.46
542,64.9379999638,0.454
543,65.0569999218,0.45
544,65.1779999733,0.445
545,65.2990000248,0.441
546,65.4059998989,0.437
547,65.5269999504,0.435
548,65.6480000019,0.431
549,65.768999815,0.426
550,65.8759999275,0.42
551,66.0249998569,0.417
552,66.1459999084,0.413
553,66.2669999599,0.41
554,66.3880000114,0.405
555,66.4949998856,0.403
556,66.6150000095,0.4
557,66.7359998226,0.394
558,66.8429999352,0.39
559,66.9629998207,0.387
560,67.0839998722,0.386
561,67.2049999237,0.379
562,67.3120000362,0.378
563,67.4329998493,0.375
564,67.5549998283,0.37
565,67.6769998074,0.366
566,67.8279998302,0.363
567,67.9489998817,0.359
568,68.0559999943,0.354
569,68.1749999523,0.352
570,68.2969999313,0.35
571,68.4179999828,0.346
572,68.5249998569,0.343
573,68.6449999809,0.34
574,68.7669999599,0.337
575,68.8880000114,0.332
576,68.9949998856,0.33
577,69.1150000095,0.327
578,69.2369999886,0.323
579,69.3580000401,0.321
580,69.4649999142,0.317
581,69.6150000095,0.315
582,69.7349998951,0.313
583,69.8569998741,0.308
584,69.9789998531,0.306
585,70.0999999046,0.303
586,70.2070000172,0.3
587,70.3279998302,0.297
588,70.4489998817,0.295
589,70.5559999943,0.291
590,70.6749999523,0.29
591,70.7969999313,0.286
592,70.9449999332,0.283
593,71.0669999123,0.28
594,71.1740000248,0.278
595,71.2939999104,0.276
596,71.4149999619,0.273
597,71.5360000134,0.269
598,71.6429998875,0.268
599,71.7630000114,0.267
600,71.8839998245,0.263
601,71.9909999371,0.261
602,72.1099998951,0.257
603,72.2630000114,0.255
604,72.382999897,0.253
605,72.504999876,0.25
606,72.6259999275,0.248
607,72.7330000401,0.246
608,72.8519999981,0.245
609,72.9729998112,0.24
610,73.0799999237,0.24
611,73.1989998817,0.238
612,73.3199999332,0.234
613,73.4409999847,0.234
614,73.5479998589,0.232
615,73.6689999104,0.229
616,73.7899999619,0.226
617,73.896999836,0.225
618,74.0160000324,0.223
619,74.1369998455,0.22
620,74.257999897,0.219
621,74.3650000095,0.216
622,74.5339999199,0.214
623,74.6559998989,0.211
624,74.7630000114,0.209
625,74.8819999695,0.208
626,75.0039999485,0.205
627,75.1259999275,0.204
628,75.2339999676,0.202
629,75.3529999256,0.2
630,75.4739999771,0.198
631,75.5809998512,0.198
632,75.6999998093,0.195
633,75.8680000305,0.192
634,75.9749999046,0.19
635,76.0959999561,0.189
636,76.2170000076,0.188
637,76.3379998207,0.186
638,76.4459998608,0.184
639,76.5659999847,0.182
640,76.7149999142,0.181
641,76.8359999657,0.179
642,76.9570000172,0.177
643,77.0639998913,0.175
644,77.1849999428,0.173
645,77.3059999943,0.17
646,77.4279999733,0.169
647,77.5349998474,0.169
648,77.6549999714,0.168
649,77.7769999504,0.166
650,77.8989999294,0.165
651,78.0059998035,0.162
652,78.1259999275,0.161
653,78.246999979,0.16
654,78.3680000305,0.158
655,78.4759998322,0.157
656,78.5959999561,0.155
657,78.7170000076,0.154
658,78.8379998207,0.153
659,78.9900000095,0.15
660,79.1109998226,0.149
661,79.2179999352,0.146
662,79.3379998207,0.146
663,79.4600000381,0.145
664,79.5809998512,0.145
665,79.6879999638,0.142
666,79.8079998493,0.141
667,79.9289999008,0.14
668,80.0360000134,0.138
669,80.1539998055,0.138
670,80.2749998569,0.137
671,80.382999897,0.136
672,80.5009999275,0.134
673,80.621999979,0.131
674,80.7730000019,0.13
675,80.893999815,0.129
676,81.0160000324,0.128
677,81.1229999065,0.127
678,81.2430000305,0.125
679,81.3639998436,0.125
680,81.4709999561,0.123
681,81.5899999142,0.122
682,81.7109999657,0.121
683,81.8320000172,0.119
684,81.9389998913,0.119
685,82.0609998703,0.117
686,82.1819999218,0.117
687,82.3029999733,0.115
688,82.4099998474,0.115
689,82.5299999714,0.114
690,82.6519999504,0.112
691,82.7730000019,0.111
692,82.879999876,0.11
693,83.0469999313,0.11
694,83.1539998055,0.108
695,83.2730000019,0.107
696,83.393999815,0.107
697,83.5009999275,0.106
698,83.618999958,0.104
699,83.7400000095,0.103
700,83.8469998837,0.103
701,83.9659998417,0.102
702,84.0869998932,0.101
703,84.1940000057,0.098
704,84.3569998741,0.098
705,84.4639999866,0.097
706,84.5850000381,0.096
707,84.7059998512,0.094
708,84.8269999027,0.096
709,84.9349999428,0.093
710,85.0549998283,0.092
711,85.1769998074,0.092
712,85.2990000248,0.091
713,85.4059998989,0.09
714,85.5249998569,0.088
715,85.6729998589,0.087
716,85.7939999104,0.088
717,85.9010000229,0.087
718,86.0199999809,0.087
719,86.1410000324,0.086
720,86.2479999065,0.086
721,86.3669998646,0.085
722,86.4889998436,0.083
723,86.6109998226,0.083
724,86.7179999352,0.081
725,86.8369998932,0.081
726,86.9589998722,0.08
727,87.0799999237,0.079
728,87.1870000362,0.077
729,87.3079998493,0.078
730,87.4299998283,0.078
731,87.5509998798,0.076
732,87.6579999924,0.076
733,87.7779998779,0.075
734,87.9249999523,0.074
735,88.0469999313,0.074
736,88.1689999104,0.072
737,88.2760000229,0.073
738,88.3959999084,0.073
739,88.5169999599,0.07
740,88.638999939,0.069
741,88.7919998169,0.069
742,88.9140000343,0.069
743,89.0349998474,0.066
744,89.1419999599,0.068
745,89.2619998455,0.068
746,89.3839998245,0.067
747,89.504999876,0.067
748,89.6119999886,0.066
749,89.7330000401,0.065
750,89.8550000191,0.063
751,89.9759998322,0.063
752,90.126999855,0.063
753,90.2479999065,0.061
754,90.3550000191,0.06
755,90.4749999046,0.061
756,90.5959999561,0.063
757,90.7029998302,0.06
758,90.8209998608,0.059
759,90.9419999123,0.06
760,91.0490000248,0.058
761,91.1679999828,0.057
762,91.2890000343,0.056
763,91.4419999123,0.056
764,91.5629999638,0.056
765,91.6840000153,0.055
766,91.7909998894,0.055
767,91.9099998474,0.054
768,92.0309998989,0.054
769,92.1380000114,0.053
770,92.2569999695,0.052
771,92.378000021,0.053
772,92.4859998226,0.052
773,92.6050000191,0.052
774,92.7259998322,0.051
775,92.8469998837,0.051
776,92.9539999962,0.049
777,93.0749998093,0.049
778,93.1959998608,0.05
779,93.3169999123,0.048
780,93.4240000248,0.049
781,93.5449998379,0.048
782,93.6659998894,0.048
783,93.7879998684,0.046
784,93.8949999809,0.048
785,94.0149998665,0.046
786,94.1629998684,0.046
787,94.2839999199,0.044
788,94.3910000324,0.044
789,94.5099999905,0.044
790,94.6309998035,0.045
791,94.751999855,0.043
792,94.8589999676,0.044
793,94.9800000191,0.044
794,95.1009998322,0.042
795,95.2079999447,0.042
796,95.3259999752,0.041
797,95.4479999542,0.041
798,95.5690000057,0.039
799,95.6759998798,0.041
800,95.7969999313,0.042
801,95.9179999828,0.04
802,96.0249998569,0.04
803,96.143999815,0.04
804,96.2660000324,0.039
805,96.3869998455,0.038
806,96.493999958,0.039
807,96.6139998436,0.038
808,96.7359998226,0.036
809,96.8849999905,0.036
810,97.0069999695,0.036
811,97.1289999485,0.036
812,97.2359998226,0.035
813,97.3559999466,0.035
814,97.4769999981,0.037
815,97.5839998722,0.036
816,97.7029998302,0.035
817,97.8229999542,0.034
818,97.9299998283,0.034
819,98.0490000248,0.034
820,98.2170000076,0.032
821,98.3239998817,0.033
822,98.4449999332,0.033
823,98.5669999123,0.032
824,98.6879999638,0.032
825,98.7949998379,0.033
826,98.9159998894,0.032
827,99.0369999409,0.031
828,99.1579999924,0.031
829,99.2649998665,0.03
830,99.385999918,0.031
831,99.507999897,0.03
832,99.6289999485,0.029
833,99.7359998226,0.027
834,99.8559999466,0.027
835,99.9769999981,0.029
836,100.098999977,0.028
837,100.205999851,0.029
838,100.325999975,0.029
839,100.472999811,0.027
840,100.595000029,0.027
841,100.70299983,0.026
842,100.822000027,0.026
843,100.94299984,0.027
844,101.064999819,0.027
845,101.171000004,0.026
846,101.290999889,0.026
847,101.411999941,0.027
848,101.53399992,0.025
849,101.641000032,0.025
850,101.806999922,0.025
851,101.914999962,0.025
852,102.03399992,0.025
853,102.155999899,0.024
854,102.27699995,0.025
855,102.38499999,0.024
856,102.503999949,0.024
857,102.625999928,0.024
858,102.747999907,0.023
859,102.855999947,0.022
860,102.973999977,0.02
861,103.121999979,0.021
862,103.243999958,0.023
863,103.365999937,0.021
864,103.472999811,0.021
865,103.593999863,0.021
866,103.715999842,0.021
867,103.836999893,0.02
868,103.944000006,0.021
869,104.063999891,0.022
870,104.184999943,0.02
871,104.305999994,0.021
872,104.412999868,0.02
873,104.532999992,0.02
874,104.653999805,0.019
875,104.760999918,0.02
876,104.879999876,0.019
877,105.000999928,0.018
878,105.121999979,0.02
879,105.228999853,0.019
880,105.396999836,0.019
881,105.503999949,0.017
882,105.621999979,0.017
883,105.743000031,0.019
884,105.865999937,0.017
885,105.972999811,0.017
886,106.092999935,0.016
887,106.214999914,0.017
888,106.335000038,0.017
889,106.441999912,0.017
890,106.562999964,0.017
891,106.684000015,0.015
892,106.805999994,0.016
893,106.912999868,0.016
894,107.03399992,0.016
895,107.154999971,0.015
896,107.27699995,0.017
897,107.383999825,0.016
898,107.503000021,0.015
899,107.623999834,0.016
900,107.730999947,0.015
901,107.850999832,0.015
902,107.972999811,0.016
903,108.101999998,0.013
904,108.220999956,0.014
905,108.342999935,0.015
906,108.463999987,0.015
907,108.570999861,0.015
908,108.690999985,0.014
909,108.812999964,0.014
910,108.934999943,0.012
911,109.041999817,0.014
912,109.161999941,0.014
913,109.282999992,0.013
914,109.403999805,0.013
915,109.511999846,0.013
916,109.631999969,0.014
917,109.753999949,0.013
918,109.878000021,0.014
919,110.0,0.012
920,110.106999874,0.013
921,110.226999998,0.013
922,110.348999977,0.013
923,110.470000029,0.012
924,110.576999903,0.013
925,110.697000027,0.013
926,110.81799984,0.012
927,110.939999819,0.012
928,111.046999931,0.012
929,111.191999912,0.012
930,111.312999964,0.013
931,111.434000015,0.011
932,111.540999889,0.012
933,111.661999941,0.012
934,111.782999992,0.011
935,111.889999866,0.012
936,112.008999825,0.012
937,112.130999804,0.011
938,112.251999855,0.01
939,112.358999968,0.011
940,112.478999853,0.011
941,112.599999905,0.01
942,112.707000017,0.01
943,112.824999809,0.01
944,112.947000027,0.01
945,113.069000006,0.01
946,113.17599988,0.01
947,113.296000004,0.01
948,113.416999817,0.01
949,113.537999868,0.011
950,113.644999981,0.011
951,113.766000032,0.01
952,113.911999941,0.01
953,114.032999992,0.007
954,114.141000032,0.01
955,114.260999918,0.009
956,114.382999897,0.008
957,114.503999949,0.009
958,114.610999823,0.01
959,114.731999874,0.01
960,114.852999926,0.009
961,114.974999905,0.009
962,115.082000017,0.008
963,115.201999903,0.009
964,115.322999954,0.009
965,115.444000006,0.01
966,115.551999807,0.01
967,115.718999863,0.008
968,115.839999914,0.008
969,115.947000027,0.007
970,116.06799984,0.007
971,116.188999891,0.008
972,116.31099987,0.008
973,116.417999983,0.007
974,116.537999868,0.007
975,116.65899992,0.008
976,116.766000032,0.006
977,116.883999825,0.006
978,117.004999876,0.007
979,117.126999855,0.007
980,117.233999968,0.007
981,117.355000019,0.008
982,117.500999928,0.007
983,117.621999979,0.008
984,117.728999853,0.006
985,117.849999905,0.007
986,117.971999884,0.006
987,118.093999863,0.006
988,118.200999975,0.006
989,118.319999933,0.006
990,118.440999985,0.006
991,118.562999964,0.006
992,118.669999838,0.007
993,118.789999962,0.006
994,118.911000013,0.006
995,119.017999887,0.006
996,119.136999846,0.006
997,119.282999992,0.005
998,119.403999805,0.006
999,119.510999918,0.005
1000,119.631999969,0.006
1001,119.753000021,0.005
1002,119.873999834,0.006
1003,119.980999947,0.005
1004,120.101999998,0.005
1005,120.222999811,0.005
1006,120.345000029,0.005
1007,120.451999903,0.005
1008,120.600999832,0.005
1009,120.720999956,0.004
1010,120.842999935,0.006
1011,120.963999987,0.004
1012,121.070999861,0.004
1013,121.190999985,0.004
1014,121.312000036,0.004
1015,121.432999849,0.003
1016,121.539999962,0.006
1017,121.661000013,0.006
1018,121.782999992,0.005
1019,121.911000013,0.003
1020,122.032999992,0.004
1021,122.154999971,0.005
1022,122.27699995,0.004
1023,122.398000002,0.003
1024,122.504999876,0.004
1025,122.626999855,0.004
1026,122.747999907,0.003
1027,122.868999958,0.004
1028,122.975999832,0.003
1029,123.096999884,0.004
1030,123.26699996,0.004
1031,123.373999834,0.004
1032,123.493000031,0.004
1033,123.613999844,0.003
1034,123.734999895,0.004
1035,123.842000008,0.004
1036,123.962999821,0.004
1037,124.083999872,0.002
1038,124.204999924,0.003
1039,124.312000036,0.001
1040,124.432999849,0.002
1041,124.553999901,0.003
1042,124.661000013,0.004
1043,124.779999971,0.003
1044,124.90199995,0.003
1045,125.049000025,0.001
1046,125.171000004,0.002
1047,125.277999878,0.002
1048,125.398000002,0.002
1049,125.518999815,0.002
1050,125.641000032,0.003
1051,125.747999907,0.002
1052,125.868000031,0.002
1053,125.99000001,0.002
1054,126.111999989,0.002
1055,126.218999863,0.001
1056,126.338999987,0.001
1057,126.460999966,0.002
1058,126.582999945,0.002
1059,126.704999924,0.003
1060,126.812000036,0.002
1061,126.932999849,0.002
1062,127.054999828,0.002
1063,127.176999807,0.001
1064,127.324999809,0.002
1065,127.432999849,0.001
1066,127.551999807,0.001
1067,127.672999859,0.002
1068,127.779999971,0.001
1069,127.898000002,0.001
1070,128.018999815,0.001
1071,128.165999889,0.0
