,SQUID_Volt(V),timestamp,MOD_CURR(A),SQUID_Curr(A)
151,+3.39763900E-05,1559368436.2373333,6.641571303395399e-05,4.8293990147783256e-05
152,+3.41159500E-05,1559368436.4456668,6.64159452354874e-05,4.8293862068965515e-05
153,+3.42328200E-05,1559368436.654,6.82340339539978e-05,4.829309359605912e-05
154,+3.41299800E-05,1559368436.8623333,6.85334874041621e-05,4.8299625615763546e-05
155,+3.43430200E-05,1559368437.0706668,6.853370427163198e-05,4.828989162561576e-05
156,+3.41727200E-05,1559368437.279,7.05992322015334e-05,4.829411822660099e-05
157,+3.42662200E-05,1559368437.4873333,7.071284556407448e-05,4.829245320197044e-05
158,+3.42602100E-05,1559368437.6956668,7.071413253012048e-05,4.8294502463054185e-05
159,+3.39403200E-05,1559368437.904,7.277660788608982e-05,4.829334975369458e-05
160,+3.45126500E-05,1559368438.1123333,7.28320547645126e-05,4.829463054187192e-05
161,+3.50783000E-05,1559368438.3206668,7.283273493975903e-05,4.828848275862069e-05
162,+3.52138700E-05,1559368438.529,7.486747973713034e-05,4.829501477832513e-05
163,+3.50883100E-05,1559368438.7373333,7.488417305585981e-05,4.8290532019704435e-05
164,+3.50449100E-05,1559368438.9456668,7.488550383351588e-05,4.829373399014778e-05
165,+3.47704300E-05,1559368439.154,7.48860821467689e-05,4.829142857142857e-05
166,+3.46168300E-05,1559368439.3623333,7.488614019715224e-05,4.8291812807881773e-05
167,+3.43243100E-05,1559368439.5706668,7.488778970427162e-05,4.829258128078818e-05
168,+3.42949400E-05,1559368439.779,7.488839649507118e-05,4.829475862068965e-05
169,+3.45580500E-05,1559368439.9873333,7.488904819277108e-05,4.829373399014778e-05
170,+3.48652600E-05,1559368440.1956668,7.48900317634173e-05,4.829245320197044e-05
171,+3.49754400E-05,1559368440.404,7.489153559693318e-05,4.8292068965517234e-05
172,+3.47510500E-05,1559368440.6123333,7.489249069003286e-05,4.829411822660099e-05
173,+3.50609300E-05,1559368440.8206668,7.489311281489595e-05,4.829539901477833e-05
174,+3.51564200E-05,1559368441.029,7.489369112814896e-05,4.8292068965517234e-05
175,+3.47350300E-05,1559368444.684,7.595988280394305e-05,4.8289507389162564e-05
176,+3.47136600E-05,1559368444.8923333,7.707685104052574e-05,4.8294886699507386e-05
177,+3.46548900E-05,1559368445.1006668,7.707618619934283e-05,4.8291044334975363e-05
178,+3.47303500E-05,1559368445.309,7.81645991237678e-05,4.82896354679803e-05
179,+3.48465500E-05,1559368445.5173333,7.919579627601313e-05,4.829655172413793e-05
180,+3.48979800E-05,1559368445.7256668,7.919559364731654e-05,4.8291172413793104e-05
181,+3.49300300E-05,1559368445.934,8.046954654983571e-05,4.8293990147783256e-05
182,+3.48572400E-05,1559368446.1423333,8.131389156626506e-05,4.8291940886699514e-05
183,+3.49587400E-05,1559368446.3506668,8.13148313253012e-05,4.828937931034483e-05
184,+3.49273700E-05,1559368446.559,8.268988061336254e-05,4.829091625615763e-05
185,+3.50549200E-05,1559368446.7673333,8.349796276013144e-05,4.8287458128078815e-05
186,+3.50676100E-05,1559368446.9756668,8.349725410733845e-05,4.8293477832512314e-05
187,+3.49059900E-05,1559368447.184,8.501942387732749e-05,4.829168472906404e-05
188,+3.46355200E-05,1559368447.3923333,8.561575575027382e-05,4.8291812807881773e-05
189,+3.48004700E-05,1559368447.6006668,8.561747754654983e-05,4.829142857142857e-05
190,+3.50689500E-05,1559368447.809,8.56179112814896e-05,4.829270935960591e-05
191,+3.50515800E-05,1559368448.0173333,8.561756407447973e-05,4.829373399014778e-05
192,+3.48058100E-05,1559368448.2256668,8.56181708652793e-05,4.829066009852217e-05
193,+3.47958000E-05,1559368448.434,8.561963198247535e-05,4.829232512315271e-05
194,+3.45814300E-05,1559368448.6423333,8.562061555312157e-05,4.828886699507389e-05
195,+3.45740900E-05,1559368448.8506668,8.562154216867469e-05,4.8293990147783256e-05
196,+3.52753000E-05,1559368449.059,8.562213472070099e-05,4.8289507389162564e-05
197,+3.53420900E-05,1559368449.2673333,8.562220700985762e-05,4.829014778325123e-05
198,+3.53748100E-05,1559368449.4756668,8.562324863088718e-05,4.829539901477833e-05
199,+3.49901400E-05,1559368449.684,8.562398685651697e-05,4.82904039408867e-05
200,+3.52439200E-05,1559368453.284,8.659932092004381e-05,4.829091625615763e-05
201,+3.52980100E-05,1559368453.4923332,8.773869769989048e-05,4.829411822660099e-05
202,+3.53080300E-05,1559368453.7006667,8.773921796276014e-05,4.829014778325123e-05
203,+3.54021900E-05,1559368453.909,8.883447097480833e-05,4.829066009852217e-05
204,+3.54489400E-05,1559368454.1173332,8.973036254107338e-05,4.829027586206897e-05
205,+3.50796300E-05,1559368454.3256667,8.973073822562979e-05,4.828771428571428e-05
206,+3.49534200E-05,1559368454.534,9.1246856516977e-05,4.829258128078818e-05
207,+3.48024900E-05,1559368454.7423332,9.236039539978094e-05,4.8288226600985225e-05
208,+3.50983300E-05,1559368454.9506667,9.236198576122673e-05,4.8295270935960595e-05
209,+3.51444100E-05,1559368455.159,9.351426615553122e-05,4.829232512315271e-05
210,+3.50849600E-05,1559368455.3673332,9.409396166484118e-05,4.8293477832512314e-05
211,+3.51711100E-05,1559368455.5756667,9.409381708652794e-05,4.829245320197044e-05
212,+3.56212400E-05,1559368455.784,9.533419277108434e-05,4.82904039408867e-05
213,+3.57220800E-05,1559368455.9923332,9.588949945235487e-05,4.8291172413793104e-05
214,+3.54202200E-05,1559368456.2006667,9.588973165388828e-05,4.8292965517241385e-05
215,+3.51116900E-05,1559368456.409,9.589051259583789e-05,4.8292197044334975e-05
216,+3.46502100E-05,1559368456.6173332,9.589171303395399e-05,4.829373399014778e-05
217,+3.44478600E-05,1559368456.8256667,9.589247973713035e-05,4.8292965517241385e-05
218,+3.42154700E-05,1559368457.034,9.589326067907995e-05,4.8292837438423644e-05
219,+3.42989400E-05,1559368457.2423332,9.589346330777655e-05,4.829463054187192e-05
220,+3.45333500E-05,1559368457.4506667,9.589382475355969e-05,4.8292965517241385e-05
221,+3.48619200E-05,1559368457.659,9.589427382256297e-05,4.8292197044334975e-05
222,+3.49320400E-05,1559368457.8673332,9.589493866374589e-05,4.829232512315271e-05
223,+3.45220000E-05,1559368458.0756667,9.589541621029572e-05,4.8291556650246306e-05
224,+3.41593700E-05,1559368458.284,9.589485213581598e-05,4.8296295566502466e-05
225,+3.48285200E-05,1559368461.884,9.719890580503833e-05,4.829411822660099e-05
226,+3.50936600E-05,1559368462.0923333,9.852672508214677e-05,4.82904039408867e-05
227,+3.57728200E-05,1559368462.3006668,9.852640635268346e-05,4.8292068965517234e-05
228,+3.59698500E-05,1559368462.509,9.943111938663746e-05,4.829130049261084e-05
229,+3.58937000E-05,1559368462.7173333,0.00010026268017524643,4.8291812807881773e-05
230,+3.58716700E-05,1559368462.9256668,0.00010026350492880614,4.8293862068965515e-05
231,+3.58396200E-05,1559368463.134,0.00010187179846659365,4.829091625615763e-05
232,+3.58095700E-05,1559368463.3423333,0.00010289369660460022,4.8293862068965515e-05
233,+3.60132400E-05,1559368463.5506668,0.00010289523001095291,4.8293990147783256e-05
