,SQUID_Volt(V),timestamp,Temp(V),FC_CURR(A),MOD_CURR(A),SQUID_Curr(A)
32,+3.14059000E-05,1559292595.2883332,+1.57096810E+00,,1.4961623220153342e-05,5.153610837438424e-05
33,+3.16328000E-05,1559292595.4966667,+1.57096680E+00,,1.4962231106243155e-05,5.153393103448276e-05
34,+3.14124000E-05,1559292595.705,+1.57096810E+00,,1.6096164293537786e-05,5.153431527093596e-05
35,+3.16260000E-05,1559292595.9133332,+1.57096560E+00,,1.715775355969332e-05,5.153585221674877e-05
36,+3.17396000E-05,1559292596.1216667,+1.57096930E+00,,1.715802847754655e-05,5.153469950738916e-05
37,+3.14058000E-05,1559292596.33,+1.57096930E+00,,1.8422979189485216e-05,5.153764532019705e-05
38,+3.15794000E-05,1559292596.5383332,+1.57096810E+00,,1.9253350492880612e-05,5.153610837438424e-05
39,+3.18464000E-05,1559292596.7466667,+1.57096930E+00,,1.9253943044906898e-05,5.154648275862069e-05
40,+3.18863000E-05,1559292596.955,+1.57096810E+00,,1.9254203723986857e-05,5.154302463054187e-05
41,+3.20465000E-05,1559292597.1633332,+1.57097300E+00,,1.925462322015334e-05,5.154302463054187e-05
42,+3.22199000E-05,1559292597.3716667,+1.57097800E+00,,1.9254912376779846e-05,5.1542768472906405e-05
43,+3.14992000E-05,1559292597.58,+1.57097300E+00,,1.925536035049288e-05,5.1546354679802954e-05
44,+3.16729000E-05,1559292597.7883332,+1.57096930E+00,,1.9255476451259584e-05,5.1546354679802954e-05
45,+3.08253000E-05,1559292597.9966667,+1.57096930E+00,,1.9255852135815992e-05,5.154520197044335e-05
46,+3.19263000E-05,1559292598.205,+1.57096680E+00,,1.9255939759036144e-05,5.1546098522167486e-05
47,+3.01646000E-05,1559292598.4133332,+1.57096930E+00,,1.9256084337349397e-05,5.154699507389163e-05
48,+3.16328000E-05,1559292598.6216667,+1.57096810E+00,,1.9256474260679082e-05,5.1546866995073896e-05
49,+3.15260000E-05,1559292598.83,+1.57096810E+00,,1.9256503833515883e-05,5.154225615763547e-05
50,+3.16460000E-05,1559292602.43,+1.57096680E+00,,1.9581564074479736e-05,5.154430541871921e-05
51,+3.16660000E-05,1559292602.6383333,+1.57096810E+00,,2.135338992332968e-05,5.1540719211822663e-05
52,+3.16061000E-05,1559292602.8466668,+1.57096930E+00,,2.135395399780942e-05,5.153995073891626e-05
53,+3.14325000E-05,1559292603.055,+1.57096810E+00,,2.1744554216867468e-05,5.153969458128079e-05
54,+3.00978000E-05,1559292603.2633333,+1.57096430E+00,,2.354626834611172e-05,5.153943842364532e-05
55,+3.10187000E-05,1559292603.4716668,+1.57096310E+00,,2.3546644030668125e-05,5.153866995073892e-05
56,+3.08385000E-05,1559292603.68,+1.57095810E+00,,2.4100663745892663e-05,5.153610837438424e-05
57,+3.18796000E-05,1559292603.8883333,+1.57095940E+00,,2.564233077765608e-05,5.153815763546798e-05
58,+3.13790000E-05,1559292604.0966668,+1.57095570E+00,,2.5642764512595838e-05,5.153943842364532e-05
59,+3.13323000E-05,1559292604.305,+1.57095690E+00,,2.785094852135816e-05,5.154225615763547e-05
60,+3.13924000E-05,1559292604.5133333,+1.57095810E+00,,2.7845884994523552e-05,5.1540334975369455e-05
61,+3.19129000E-05,1559292604.7216668,+1.57096060E+00,,2.7845581599123766e-05,5.154059113300492e-05
