,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
145,+4.54035800E-05,1559291468.9126668,+1.57383660E+00,,2.2172118291347208e-05,5.1611566502463054e-05
146,+4.52139200E-05,1559291469.121,+1.57381800E+00,,2.2172262869660457e-05,5.161233497536946e-05
147,+4.54282900E-05,1559291469.3293333,+1.57379570E+00,,2.2172190580503832e-05,5.161848275862069e-05
148,+4.51478100E-05,1559291469.5376668,+1.57378460E+00,,2.2172393209200437e-05,5.1609261083743844e-05
149,+4.54035800E-05,1559291469.746,+1.57376470E+00,,2.2172262869660457e-05,5.1613231527093594e-05
150,+4.53247700E-05,1559291473.347,+1.57373370E+00,,2.217230668127054e-05,5.161066995073892e-05
151,+4.55511600E-05,1559291473.5553331,+1.57371760E+00,,2.217242278203724e-05,5.161387192118227e-05
152,+4.57775600E-05,1559291473.7636666,+1.57369650E+00,,2.2172437020810515e-05,5.1613231527093594e-05
153,+4.59518700E-05,1559291473.972,+1.57367800E+00,,2.2172378970427163e-05,5.161489655172414e-05
154,+4.59652100E-05,1559291474.1803331,+1.57365810E+00,,2.2172378970427163e-05,5.160490640394089e-05
155,+4.59071100E-05,1559291474.3886666,+1.57363830E+00,,2.2172220153340637e-05,5.161297536945813e-05
156,+4.57395000E-05,1559291474.597,+1.57362090E+00,,2.2172451259583788e-05,5.1613231527093594e-05
157,+4.58857500E-05,1559291474.8053331,+1.57360480E+00,,2.2172378970427163e-05,5.161592118226601e-05
158,+4.56600200E-05,1559291475.0136666,+1.57358620E+00,,2.2172711938663747e-05,5.1611950738916256e-05
159,+4.56934000E-05,1559291475.222,+1.57357010E+00,,2.2172812705366922e-05,5.161374384236453e-05
160,+4.55164400E-05,1559291475.4303331,+1.57355030E+00,,2.2172784227820372e-05,5.160964532019704e-05
161,+4.55211200E-05,1559291475.6386666,+1.57353420E+00,,2.217308762322015e-05,5.161758620689655e-05
