,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
0,+4.64226900E-05,1559293118.359,+1.57710030E+00,,1.2978970427163199e-08,5.148742857142857e-05
1,+4.63839400E-05,1559293118.5673332,+1.57710030E+00,,1.282278203723987e-08,5.148909359605911e-05
2,+4.64120000E-05,1559293118.7756667,+1.57710650E+00,,2.1411488499452356e-06,5.1486147783251234e-05
3,+4.64126800E-05,1559293118.984,+1.57710030E+00,,2.14172573932092e-06,5.1488709359605905e-05
4,+4.64260300E-05,1559293119.1923332,+1.57710400E+00,,2.1418746987951807e-06,5.1489477832512315e-05
5,+4.64427300E-05,1559293119.4006667,+1.57710400E+00,,4.252565279299014e-06,5.148896551724138e-05
6,+4.64868100E-05,1559293119.609,+1.57710400E+00,,4.255730449069003e-06,5.1491142857142855e-05
7,+4.63779500E-05,1559293119.8173332,+1.57710280E+00,,4.257060788608982e-06,5.148320197044335e-05
8,+4.64694400E-05,1559293120.0256667,+1.57709900E+00,,6.384017743702082e-06,5.1488453201970444e-05
9,+4.64554100E-05,1559293120.234,+1.57710030E+00,,6.386734720700986e-06,5.1487812807881775e-05
10,+4.64340500E-05,1559293120.4423332,+1.57710280E+00,,6.387904490690032e-06,5.1488709359605905e-05
11,+4.64654300E-05,1559293120.6506667,+1.57710030E+00,,8.569116648411828e-06,5.149127093596059e-05
12,+4.64580700E-05,1559293120.859,+1.57710280E+00,,8.569483899233297e-06,5.148461083743842e-05
13,+4.65181800E-05,1559293121.0673332,+1.57709900E+00,,8.569758598028479e-06,5.1485891625615767e-05
14,+4.64721100E-05,1559293121.2756667,+1.57709900E+00,,8.569989923329683e-06,5.148806896551724e-05
15,+4.64327000E-05,1559293121.484,+1.57709900E+00,,8.570244468784228e-06,5.148435467980295e-05
16,+4.64954800E-05,1559293121.6923332,+1.57709900E+00,,8.570295071193866e-06,5.1485891625615767e-05
17,+4.64380500E-05,1559293121.9006667,+1.57710280E+00,,8.57050613362541e-06,5.148742857142857e-05
18,+4.65195300E-05,1559293122.109,+1.57710280E+00,,8.570601642935378e-06,5.148691625615764e-05
19,+4.64560900E-05,1559293122.3173332,+1.57710030E+00,,8.570798247535598e-06,5.14875566502463e-05
20,+4.64727700E-05,1559293122.5256667,+1.57710030E+00,,8.570957283680176e-06,5.148922167487685e-05
21,+4.65208600E-05,1559293122.734,+1.57709780E+00,,8.571044030668127e-06,5.1488453201970444e-05
22,+4.63398800E-05,1559293122.9423332,+1.57710280E+00,,8.571093209200439e-06,5.149255172413793e-05
23,+4.64614300E-05,1559293123.1506667,+1.57710150E+00,,8.571119277108433e-06,5.1488453201970444e-05
24,+4.64333700E-05,1559293123.359,+1.57709900E+00,,8.571265279299014e-06,5.148794088669951e-05
25,+4.64113400E-05,1559293127.242,+1.57709660E+00,,8.638738444687842e-06,5.149178325123153e-05
26,+4.65682700E-05,1559293127.4503334,+1.57709410E+00,,1.0735004600219057e-05,5.1485891625615767e-05
27,+4.64674300E-05,1559293127.6586668,+1.57709530E+00,,1.0735321248630887e-05,5.148512315270936e-05
28,+4.64133500E-05,1559293127.867,+1.57709280E+00,,1.0847087185104052e-05,5.1484866995073896e-05
29,+4.64186800E-05,1559293128.0753334,+1.57709660E+00,,1.2833762322015335e-05,5.1488453201970444e-05
30,+4.65135100E-05,1559293128.2836668,+1.57709780E+00,,1.2834054764512596e-05,5.1487684729064034e-05
31,+4.65041600E-05,1559293128.492,+1.57709900E+00,,1.1412541073384446e-05,5.1488709359605905e-05
32,+4.64247000E-05,1559293128.7003334,+1.57710030E+00,,1.495239430449069e-05,5.1487172413793105e-05
33,+4.65308800E-05,1559293128.9086668,+1.57709900E+00,,1.495359474260679e-05,5.1489477832512315e-05
34,+4.65442200E-05,1559293129.117,+1.57710280E+00,,1.585601861993428e-05,5.1484866995073896e-05
35,+4.64794500E-05,1559293129.3253334,+1.57709780E+00,,1.7148466593647317e-05,5.1486403940886695e-05
36,+4.65288700E-05,1559293129.5336668,+1.57709530E+00,,1.7149768893756845e-05,5.148922167487685e-05
37,+4.65108500E-05,1559293129.742,+1.57709530E+00,,1.8066096385542166e-05,5.148794088669951e-05
38,+4.65482400E-05,1559293129.9503334,+1.57710150E+00,,1.9243759036144578e-05,5.1483073891625615e-05
39,+4.65028200E-05,1559293130.1586668,+1.57710520E+00,,1.9244728368017525e-05,5.148102463054187e-05
40,+4.64213500E-05,1559293130.367,+1.57710280E+00,,1.924542278203724e-05,5.1488197044334976e-05
41,+4.65408800E-05,1559293130.5753334,+1.57709900E+00,,1.9245900328587077e-05,5.1492167487684726e-05
42,+4.65709300E-05,1559293130.7836668,+1.57710150E+00,,1.9246334063526833e-05,5.148896551724138e-05
43,+4.66010000E-05,1559293130.992,+1.57710520E+00,,1.9246783132530123e-05,5.1488197044334976e-05
44,+4.65175100E-05,1559293131.2003334,+1.57710280E+00,,1.9246984665936473e-05,5.1490502463054186e-05
45,+4.64794500E-05,1559293131.4086668,+1.57709780E+00,,1.9247317634173054e-05,5.148909359605911e-05
46,+4.64447200E-05,1559293131.617,+1.57710150E+00,,1.9247447973713033e-05,5.1486788177339904e-05
47,+4.66090200E-05,1559293131.8253334,+1.57709780E+00,,1.9247722891566266e-05,5.1486147783251234e-05
48,+4.65388800E-05,1559293132.0336668,+1.57709900E+00,,1.9247939759036144e-05,5.148512315270936e-05
49,+4.65782900E-05,1559293132.242,+1.57709900E+00,,1.924825848849945e-05,5.148371428571429e-05
50,+4.65348900E-05,1559293135.821,+1.57709780E+00,,1.951403504928806e-05,5.1487684729064034e-05
51,+4.64888100E-05,1559293136.0293334,+1.57709780E+00,,2.1343842278203725e-05,5.148563546798029e-05
52,+4.65596000E-05,1559293136.2376668,+1.57709660E+00,,2.1344492880613362e-05,5.1487172413793105e-05
53,+4.65522500E-05,1559293136.446,+1.57709280E+00,,2.1816477546549836e-05,5.148666009852216e-05
54,+4.64667600E-05,1559293136.6543334,+1.57710030E+00,,2.3535506024096385e-05,5.148742857142857e-05
55,+4.64146800E-05,1559293136.8626668,+1.57709780E+00,,2.3536315443592552e-05,5.14875566502463e-05
56,+4.66163600E-05,1559293137.071,+1.57709410E+00,,2.404160021905805e-05,5.1486788177339904e-05
57,+4.64327000E-05,1559293137.2793334,+1.57709410E+00,,2.563164074479737e-05,5.148653201970443e-05
58,+4.64427300E-05,1559293137.4876668,+1.57709160E+00,,2.563243592552026e-05,5.148653201970443e-05
59,+4.64594100E-05,1559293137.696,+1.57709530E+00,,2.784536473165389e-05,5.148550738916256e-05
60,+4.64781200E-05,1559293137.9043334,+1.57709660E+00,,2.784027272727273e-05,5.148448275862069e-05
61,+4.64774600E-05,1559293138.1126668,+1.57709410E+00,,2.7841589266155534e-05,5.14875566502463e-05
62,+4.64934700E-05,1559293138.321,+1.57709780E+00,,3.0020278203723988e-05,5.148730049261084e-05
63,+4.66076800E-05,1559293138.5293334,+1.57710030E+00,,3.0021608981380066e-05,5.1488581280788185e-05
64,+4.65362200E-05,1559293138.7376668,+1.57709530E+00,,3.0022404162102956e-05,5.148832512315271e-05
65,+4.64734500E-05,1559293138.946,+1.57710280E+00,,3.002335925520263e-05,5.148704433497537e-05
66,+4.65869800E-05,1559293139.1543334,+1.57709780E+00,,3.0023951807228916e-05,5.148473891625616e-05
67,+4.65742900E-05,1559293139.3626668,+1.57709780E+00,,3.0024328587075578e-05,5.1486403940886695e-05
68,+4.65335400E-05,1559293139.571,+1.57709660E+00,,3.0024400876232202e-05,5.1488581280788185e-05
69,+4.66517500E-05,1559293139.7793334,+1.57710150E+00,,3.0025485213581602e-05,5.148999014778325e-05
70,+4.65936400E-05,1559293139.9876668,+1.57709780E+00,,3.0025644030668125e-05,5.14875566502463e-05
71,+4.65782900E-05,1559293140.196,+1.57710030E+00,,3.002645454545455e-05,5.1486403940886695e-05
72,+4.65101700E-05,1559293140.4043334,+1.57710150E+00,,3.002644030668127e-05,5.1486403940886695e-05
73,+4.65689400E-05,1559293140.6126668,+1.57709900E+00,,3.0026845564074478e-05,5.149383251231527e-05
74,+4.66424000E-05,1559293140.821,+1.57709780E+00,,3.0026990142387734e-05,5.1484866995073896e-05
75,+4.65823000E-05,1559293144.542,+1.57709900E+00,,3.129904162102957e-05,5.148934975369458e-05
76,+4.65115100E-05,1559293144.7503333,+1.57709780E+00,,3.2142778751369114e-05,5.1490630541871927e-05
77,+4.66216900E-05,1559293144.9586668,+1.57709780E+00,,3.2143762322015335e-05,5.148461083743842e-05
78,+4.65682800E-05,1559293145.167,+1.57709780E+00,,3.358432968236583e-05,5.1489605911330056e-05
