,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
84,+4.42582600E-05,1559291123.731,+1.57119490E+00,,2.2175084337349398e-05,5.1631674876847285e-05
85,+4.40639200E-05,1559291123.9393332,+1.57120600E+00,,2.217544578313253e-05,5.1634108374384235e-05
86,+4.45093600E-05,1559291124.1476667,+1.57120480E+00,,2.2175546549835707e-05,5.163577339901478e-05
87,+4.52606700E-05,1559291124.356,+1.57121220E+00,,2.217560460021906e-05,5.163474876847291e-05
88,+4.40792800E-05,1559291124.5643332,+1.57122090E+00,,2.2175706462212488e-05,5.1637182266009855e-05
89,+4.33353100E-05,1559291124.7726667,+1.57122590E+00,,2.2175778751369112e-05,5.16332118226601e-05
90,+4.38475300E-05,1559291124.981,+1.57123080E+00,,2.2175909090909092e-05,5.163449261083744e-05
91,+4.32431600E-05,1559291125.1893332,+1.57123830E+00,,2.2176240963855422e-05,5.163756650246305e-05
92,+4.48719800E-05,1559291125.3976667,+1.57124200E+00,,2.2176024096385544e-05,5.163295566502463e-05
93,+4.53615000E-05,1559291125.606,+1.57125190E+00,,2.2176400876232202e-05,5.163333990147783e-05
94,+4.43444100E-05,1559291125.8143332,+1.57125690E+00,,2.2176240963855422e-05,5.1632699507389156e-05
95,+4.49634800E-05,1559291126.0226667,+1.57126310E+00,,2.217631325301205e-05,5.1634108374384235e-05
96,+4.47811700E-05,1559291126.231,+1.57126800E+00,,2.2176660460021908e-05,5.163654187192118e-05
97,+4.42816300E-05,1559291126.4393332,+1.57127790E+00,,2.217671851040526e-05,5.1634108374384235e-05
98,+4.53554900E-05,1559291126.6476667,+1.57128540E+00,,2.2176240963855422e-05,5.1635133004926106e-05
99,+4.53020700E-05,1559291126.856,+1.57129160E+00,,2.2176443592552026e-05,5.163423645320197e-05
100,+4.50329300E-05,1559291130.457,+1.57129900E+00,,2.2176385542168675e-05,5.16343645320197e-05
101,+4.56252900E-05,1559291130.6653333,+1.57131020E+00,,2.2176732749178532e-05,5.1635389162561574e-05
102,+4.48760000E-05,1559291130.8736668,+1.57131390E+00,,2.2176906900328586e-05,5.1635133004926106e-05
103,+4.54002400E-05,1559291131.082,+1.57132130E+00,,2.2176950711938664e-05,5.1635133004926106e-05
104,+4.50149100E-05,1559291131.2903333,+1.57132630E+00,,2.217718181818182e-05,5.1633083743842364e-05
105,+4.47137000E-05,1559291131.4986668,+1.57133370E+00,,2.2177095290251917e-05,5.1640128078817734e-05
106,+4.58122900E-05,1559291131.707,+1.57134110E+00,,2.217721029572837e-05,5.163474876847291e-05
107,+4.56840600E-05,1559291131.9153333,+1.57134980E+00,,2.2177152245345018e-05,5.163551724137931e-05
108,+4.57982500E-05,1559291132.1236668,+1.57135600E+00,,2.217721029572837e-05,5.163705418719212e-05
109,+4.54716900E-05,1559291132.332,+1.57136590E+00,,2.2177354874041622e-05,5.163756650246305e-05
110,+4.54483300E-05,1559291132.5403333,+1.57137340E+00,,2.217726834611172e-05,5.163910344827586e-05
111,+4.58196400E-05,1559291132.7486668,+1.57137710E+00,,2.2177587075575028e-05,5.163449261083744e-05
112,+4.55151000E-05,1559291132.957,+1.57138450E+00,,2.2177529025191676e-05,5.1632443349753695e-05
113,+4.54970600E-05,1559291133.1653333,+1.57139200E+00,,2.217784665936473e-05,5.162924137931034e-05
114,+4.55658600E-05,1559291133.3736668,+1.57139940E+00,,2.2178078860898138e-05,5.1632443349753695e-05
115,+4.56586800E-05,1559291133.582,+1.57140810E+00,,2.2177774370208105e-05,5.163257142857143e-05
116,+4.56433200E-05,1559291133.7903333,+1.57141550E+00,,2.2177962760131435e-05,5.163795073891626e-05
117,+4.56553400E-05,1559291133.9986668,+1.57142420E+00,,2.2177876232201534e-05,5.1638206896551726e-05
118,+4.55545000E-05,1559291134.207,+1.57143290E+00,,2.217773165388828e-05,5.1635901477832516e-05
119,+4.60019500E-05,1559291134.4153333,+1.57144150E+00,,2.2177962760131435e-05,5.163577339901478e-05
120,+4.58036000E-05,1559291134.6236668,+1.57144770E+00,,2.2178309967141293e-05,5.163090640394089e-05
121,+4.59785700E-05,1559291134.832,+1.57145770E+00,,2.2177991237677983e-05,5.1633467980295566e-05
122,+4.58323200E-05,1559291135.0403333,+1.57146630E+00,,2.2178193866374587e-05,5.1630650246305414e-05
123,+4.59732200E-05,1559291135.2486668,+1.57147250E+00,,2.2178426067907996e-05,5.163193103448276e-05
124,+4.57228000E-05,1559291135.457,+1.57147870E+00,,2.2178078860898138e-05,5.16335960591133e-05
125,+4.62009700E-05,1559291139.056,+1.57149110E+00,,2.217833844468784e-05,5.163295566502463e-05
126,+4.61148100E-05,1559291139.2643332,+1.57150230E+00,,2.2178368017524644e-05,5.163602955665025e-05
127,+4.61468700E-05,1559291139.4726667,+1.57151220E+00,,2.2178368017524644e-05,5.1631802955665026e-05
128,+4.62189800E-05,1559291139.681,+1.57152090E+00,,2.2178599123767796e-05,5.163731034482758e-05
129,+4.61889400E-05,1559291139.8893332,+1.57152830E+00,,2.21786286966046e-05,5.16332118226601e-05
130,+4.61775800E-05,1559291140.0976667,+1.57153820E+00,,2.217893209200438e-05,5.1629369458128075e-05
131,+4.60787500E-05,1559291140.306,+1.57155060E+00,,2.2179004381161008e-05,5.163449261083744e-05
132,+4.58583700E-05,1559291140.5143332,+1.57156180E+00,,2.217914895947426e-05,5.163295566502463e-05
133,+4.58810600E-05,1559291140.7226667,+1.57156430E+00,,2.2178946330777656e-05,5.163500492610837e-05
134,+4.59852400E-05,1559291140.931,+1.57157540E+00,,2.2179048192771082e-05,5.163628571428571e-05
135,+4.56012500E-05,1559291141.1393332,+1.57158410E+00,,2.2179004381161008e-05,5.163295566502463e-05
136,+4.44893200E-05,1559291141.3476667,+1.57158910E+00,,2.217906243154436e-05,5.1635389162561574e-05
137,+4.43343900E-05,1559291141.556,+1.57160270E+00,,2.2179380065717416e-05,5.163705418719212e-05
138,+4.35650500E-05,1559291141.7643332,+1.57161260E+00,,2.2179235487404162e-05,5.163551724137931e-05
139,+4.48486000E-05,1559291141.9726667,+1.57161760E+00,,2.217948192771084e-05,5.1634876847290645e-05
140,+4.47571300E-05,1559291142.181,+1.57163000E+00,,2.2179814895947425e-05,5.163295566502463e-05
141,+4.47270600E-05,1559291142.3893332,+1.57164110E+00,,2.2179496166484118e-05,5.163577339901478e-05
142,+4.48479400E-05,1559291142.5976667,+1.57164980E+00,,2.2179959474260678e-05,5.163423645320197e-05
143,+4.46489300E-05,1559291142.806,+1.57165720E+00,,2.2179814895947425e-05,5.1631162561576356e-05
144,+4.39717500E-05,1559291143.0143332,+1.57166840E+00,,2.2179929901423877e-05,5.1629369458128075e-05
145,+4.42475800E-05,1559291143.2226667,+1.57167830E+00,,2.2180190580503833e-05,5.163423645320197e-05
146,+4.36545400E-05,1559291143.431,+1.57168820E+00,,2.2179901423877327e-05,5.1630650246305414e-05
147,+4.42328800E-05,1559291143.6393332,+1.57169570E+00,,2.218013253012048e-05,5.16343645320197e-05
148,+4.38128200E-05,1559291143.8476667,+1.57170560E+00,,2.217998795180723e-05,5.163372413793104e-05
149,+4.53127400E-05,1559291144.056,+1.57171670E+00,,2.218053778751369e-05,5.16328275862069e-05
150,+4.24364200E-05,1559291147.657,+1.57173280E+00,,2.2180653888280393e-05,5.1631162561576356e-05
151,+4.32284600E-05,1559291147.8653333,+1.57174520E+00,,2.2180884994523548e-05,5.163628571428571e-05
152,+4.50095600E-05,1559291148.0736668,+1.57175390E+00,,2.218075465498357e-05,5.1632443349753695e-05
153,+4.42549100E-05,1559291148.282,+1.57176630E+00,,2.2180913472070098e-05,5.163129064039409e-05
154,+4.45714700E-05,1559291148.4903333,+1.57177500E+00,,2.2181174151150054e-05,5.16339802955665e-05
155,+4.39049700E-05,1559291148.6986668,+1.57178490E+00,,2.2180913472070098e-05,5.163462068965517e-05
156,+4.46342400E-05,1559291148.907,+1.57179730E+00,,2.2181347207009857e-05,5.163333990147783e-05
157,+4.35436800E-05,1559291149.1153333,+1.57180600E+00,,2.2181391018619935e-05,5.163218719211823e-05
158,+4.53448100E-05,1559291149.3236668,+1.57181460E+00,,2.2181723986856516e-05,5.1632699507389156e-05
159,+4.55705300E-05,1559291149.532,+1.57182580E+00,,2.2181477546549837e-05,5.1632699507389156e-05
160,+4.50963800E-05,1559291149.7403333,+1.57183700E+00,,2.2181955093099674e-05,5.163103448275862e-05
161,+4.50663100E-05,1559291149.9486668,+1.57184690E+00,,2.2181926615553123e-05,5.162949753694581e-05
162,+4.48459300E-05,1559291150.157,+1.57185680E+00,,2.2182099671412927e-05,5.163090640394089e-05
163,+4.37440400E-05,1559291150.3653333,+1.57186920E+00,,2.21821139101862e-05,5.163859113300492e-05
164,+4.55458200E-05,1559291150.5736668,+1.57187660E+00,,2.2182013143483025e-05,5.16328275862069e-05
165,+4.53474800E-05,1559291150.782,+1.57188650E+00,,2.218221577217963e-05,5.1630778325123155e-05
166,+4.56105900E-05,1559291150.9903333,+1.57189890E+00,,2.218221577217963e-05,5.163295566502463e-05
167,+4.53227800E-05,1559291151.1986668,+1.57191010E+00,,2.2182533406352686e-05,5.1635389162561574e-05
168,+4.59191300E-05,1559291151.407,+1.57192120E+00,,2.218267907995619e-05,5.1630650246305414e-05
169,+4.62664000E-05,1559291151.6153333,+1.57193360E+00,,2.2182823658269443e-05,5.1630394088669946e-05
170,+4.58850800E-05,1559291151.8236668,+1.57194110E+00,,2.218273603504929e-05,5.163257142857143e-05
171,+4.59445200E-05,1559291152.032,+1.57195100E+00,,2.2182952902519168e-05,5.163193103448276e-05
172,+4.60593900E-05,1559291152.2403333,+1.57196590E+00,,2.2182895947426067e-05,5.162924137931034e-05
173,+4.59979400E-05,1559291152.4486668,+1.57197210E+00,,2.2182866374589266e-05,5.163052216748768e-05
174,+4.59505300E-05,1559291152.657,+1.57198690E+00,,2.2183243154435928e-05,5.1636798029556653e-05
175,+4.59117900E-05,1559291156.256,+1.57200680E+00,,2.218301095290252e-05,5.162283743842365e-05
176,+4.59144700E-05,1559291156.4643333,+1.57202040E+00,,2.218319934282585e-05,5.162924137931034e-05
177,+4.57541900E-05,1559291156.6726668,+1.57203530E+00,,2.2183315443592553e-05,5.1631674876847285e-05
178,+4.56606900E-05,1559291156.881,+1.57204520E+00,,2.218360460021906e-05,5.162962561576354e-05
179,+4.54757000E-05,1559291157.0893333,+1.57205640E+00,,2.218383570646221e-05,5.163129064039409e-05
180,+4.51845300E-05,1559291157.2976668,+1.57207000E+00,,2.218383570646221e-05,5.163692610837439e-05
181,+4.53448100E-05,1559291157.506,+1.57207990E+00,,2.2184124863088717e-05,5.163551724137931e-05
182,+4.55024100E-05,1559291157.7143333,+1.57208860E+00,,2.2183980284775463e-05,5.1632699507389156e-05
183,+4.59031200E-05,1559291157.9226668,+1.57209970E+00,,2.2184139101861993e-05,5.163462068965517e-05
184,+4.56553400E-05,1559291158.131,+1.57211590E+00,,2.218399452354874e-05,5.1631802955665026e-05
185,+4.53327900E-05,1559291158.3393333,+1.57212700E+00,,2.218390799561884e-05,5.163129064039409e-05
186,+4.47457600E-05,1559291158.5476668,+1.57214190E+00,,2.218424096385542e-05,5.1631802955665026e-05
187,+4.54643500E-05,1559291158.756,+1.57215800E+00,,2.21843713033954e-05,5.16328275862069e-05
188,+4.55979200E-05,1559291158.9643333,+1.57216790E+00,,2.2184558598028476e-05,5.1635901477832516e-05
189,+4.63826100E-05,1559291159.1726668,+1.57218030E+00,,2.2184558598028476e-05,5.16332118226601e-05
190,+4.63351900E-05,1559291159.381,+1.57219640E+00,,2.2184688937568455e-05,5.16343645320197e-05
191,+4.63819400E-05,1559291159.5893333,+1.57220630E+00,,2.218448630887185e-05,5.1637822660098524e-05
192,+4.63031400E-05,1559291159.7976668,+1.57221870E+00,,2.218476122672508e-05,5.163756650246305e-05
193,+4.63118200E-05,1559291160.006,+1.57223360E+00,,2.2184877327491783e-05,5.163257142857143e-05
194,+4.62797600E-05,1559291160.2143333,+1.57224600E+00,,2.2184660460021905e-05,5.163257142857143e-05
195,+4.62917900E-05,1559291160.4226668,+1.57225960E+00,,2.218497809419496e-05,5.163666995073891e-05
196,+4.63879500E-05,1559291160.631,+1.57226960E+00,,2.2184935377875137e-05,5.1627320197044334e-05
197,+4.64814500E-05,1559291160.8393333,+1.57228320E+00,,2.218489156626506e-05,5.163218719211823e-05
198,+4.63939600E-05,1559291161.0476668,+1.57229810E+00,,2.2185094194961664e-05,5.163129064039409e-05
199,+4.64280100E-05,1559291161.256,+1.57231050E+00,,2.218541292442497e-05,5.163193103448276e-05
200,+4.59905900E-05,1559291164.857,+1.57233150E+00,,2.218551369112815e-05,5.16328275862069e-05
201,+4.62483800E-05,1559291165.0653334,+1.57234520E+00,,2.2185527929901423e-05,5.163154679802955e-05
202,+4.61809300E-05,1559291165.2736669,+1.57236250E+00,,2.2185296823658268e-05,5.1637822660098524e-05
203,+4.62376900E-05,1559291165.482,+1.57237370E+00,,2.21855717415115e-05,5.1634108374384235e-05
204,+4.63739300E-05,1559291165.6903334,+1.57238610E+00,,2.2185744797371304e-05,5.1631674876847285e-05
205,+4.65335400E-05,1559291165.8986669,+1.57239600E+00,,2.218576013143483e-05,5.1633083743842364e-05
