,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
94,+4.61375400E-05,1559293403.6063333,+1.57710400E+00,,4.061768236582694e-05,5.148320197044335e-05
95,+4.62083100E-05,1559293403.8146667,+1.57710400E+00,,4.0618319824753564e-05,5.148025615763547e-05
96,+4.62530700E-05,1559293404.023,+1.57710650E+00,,4.0618550930996715e-05,5.147987192118227e-05
97,+4.63091600E-05,1559293404.2313333,+1.57710650E+00,,4.0618507119386634e-05,5.148397044334976e-05
98,+4.61856100E-05,1559293404.4396667,+1.57710650E+00,,4.061886856516977e-05,5.148268965517242e-05
99,+4.62163300E-05,1559293404.648,+1.57710150E+00,,4.061904271631982e-05,5.1482433497536945e-05
100,+4.61822800E-05,1559293408.327,+1.57710030E+00,,4.093372836801753e-05,5.147628571428571e-05
101,+4.63478900E-05,1559293408.5353332,+1.57710400E+00,,4.273719386637459e-05,5.148115270935961e-05
102,+4.62223400E-05,1559293408.7436666,+1.57710400E+00,,4.2737743702081046e-05,5.1479615763546793e-05
103,+4.63539100E-05,1559293408.952,+1.57710770E+00,,4.311765498357065e-05,5.1482049261083744e-05
104,+4.63645900E-05,1559293409.1603332,+1.57710520E+00,,4.491793756845564e-05,5.1479615763546793e-05
105,+4.63565700E-05,1559293409.3686666,+1.57710520E+00,,4.4918515881708655e-05,5.148115270935961e-05
106,+4.62771000E-05,1559293409.577,+1.57710400E+00,,4.5476224534501645e-05,5.148115270935961e-05
107,+4.63926300E-05,1559293409.7853332,+1.57710770E+00,,4.7034307776560786e-05,5.147859113300492e-05
108,+4.62871100E-05,1559293409.9936666,+1.57710520E+00,,4.703492990142388e-05,5.1478719211822656e-05
109,+4.65021500E-05,1559293410.202,+1.57710400E+00,,4.7641433734939756e-05,5.1479615763546793e-05
110,+4.64454000E-05,1559293410.4103332,+1.57710520E+00,,4.912005476451259e-05,5.148166502463055e-05
111,+4.64193400E-05,1559293410.6186666,+1.57710770E+00,,4.912084994523549e-05,5.148371428571429e-05
112,+4.64661000E-05,1559293410.827,+1.57710400E+00,,4.982138116100767e-05,5.1486788177339904e-05
113,+4.65475600E-05,1559293411.0353332,+1.57710150E+00,,5.133358050383351e-05,5.147756650246305e-05
114,+4.64754500E-05,1559293411.2436666,+1.57710030E+00,,5.133440525739321e-05,5.148435467980295e-05
115,+4.64454000E-05,1559293411.452,+1.57711020E+00,,5.133496933187295e-05,5.1482433497536945e-05
116,+4.63171700E-05,1559293411.6603332,+1.57710400E+00,,5.133512814895947e-05,5.1476798029556655e-05
117,+4.63191800E-05,1559293411.8686666,+1.57710520E+00,,5.1335301204819274e-05,5.1479103448275865e-05
