,SQUID_Volt(V),timestamp,Temp(V),FC_CURR(A),MOD_CURR(A),SQUID_Curr(A)
82,-3.08119000E-05,1559284828.1383333,+1.56761510E+00,0.010467128000000001,1.4773384446878422e-08,4.9315123152709355e-05
83,-3.29206000E-05,1559284828.3466668,+1.56761890E+00,0.010467362,1.478499452354874e-08,4.9314098522167484e-05
84,-3.12456000E-05,1559284828.555,+1.56761760E+00,0.010467243,1.4753121577217964e-08,4.9313073891625613e-05
85,-3.10054000E-05,1559284828.7633333,+1.56762010E+00,0.010467151,1.470974808324206e-08,4.9311793103448275e-05
86,-3.11388000E-05,1559284828.9716668,+1.56761890E+00,0.010467151,1.4757502738225628e-08,4.9311793103448275e-05
87,-3.05716000E-05,1559284829.18,+1.56762010E+00,0.010650513,1.4659145673603505e-08,4.9313842364532023e-05
88,-3.24336000E-05,1559284829.3883333,+1.56762010E+00,0.011493647,1.47039430449069e-08,4.931051231527093e-05
89,-3.07116000E-05,1559284829.5966668,+1.56761760E+00,0.011493581,1.4646111719605696e-08,4.930974384236453e-05
90,-3.14993000E-05,1559284829.805,+1.56761640E+00,0.011493704,1.4719824753559692e-08,4.931051231527093e-05
91,-3.08051000E-05,1559284830.0133333,+1.56761890E+00,0.011493788000000001,1.4644687842278205e-08,4.9312177339901476e-05
92,-3.18595000E-05,1559284830.2216668,+1.56762010E+00,0.011493867000000001,1.462015334063527e-08,4.931435467980295e-05
93,-3.13190000E-05,1559284830.43,+1.56762260E+00,0.011493775000000001,1.465629791894852e-08,4.931064039408867e-05
94,-3.11988000E-05,1559284830.6383333,+1.56762380E+00,0.011493682,1.4644687842278205e-08,4.930462068965518e-05
95,-3.07251000E-05,1559284830.8466668,+1.56762630E+00,0.011493689,1.4688061336254109e-08,4.9306029556650244e-05
96,-3.19797000E-05,1559284831.055,+1.56763120E+00,0.011493651,1.4618619934282585e-08,4.930859113300493e-05
97,-3.11988000E-05,1559284831.2633333,+1.56763500E+00,0.011493691,1.4672179627601315e-08,4.931025615763547e-05
98,-3.22066000E-05,1559284831.4716668,+1.56763870E+00,0.011493689,1.4670755750273822e-08,4.931204926108374e-05
99,-3.12522000E-05,1559284831.68,+1.56763740E+00,0.011493818999999999,1.4685213581599125e-08,4.930692610837439e-05
100,-3.20266000E-05,1559284835.28,+1.56763370E+00,0.011507465,1.4649069003285869e-08,4.931128078817734e-05
101,-3.23670000E-05,1559284835.4883332,+1.56763870E+00,0.012512557999999998,1.4573822562979188e-08,4.930948768472906e-05
102,-3.27608000E-05,1559284835.6966667,+1.56763870E+00,0.012512714999999999,1.4481270536692223e-08,4.930871921182266e-05
