,SQUID_Volt(V),timestamp,Temp(V),FC_CURR(A),SQUID_Curr(A)
282,-3.19329000E-05,1559281362.5623333,+1.57071520E+00,0.03494596,4.963975369458128e-05
283,-3.18530000E-05,1559281362.7706668,+1.57070900E+00,0.034946117,4.963705418719212e-05
284,-3.20665000E-05,1559281362.979,+1.57071270E+00,0.034946274,4.963372413793104e-05
285,-3.16192000E-05,1559281363.1873333,+1.57071150E+00,0.034946143,4.963975369458128e-05
286,-3.16793000E-05,1559281363.3956668,+1.57071150E+00,0.034946169,4.963935960591133e-05
287,-3.19464000E-05,1559281363.604,+1.57071270E+00,0.035341856,4.964077832512315e-05
288,-3.15259000E-05,1559281363.8123333,+1.57070900E+00,0.036137538000000004,4.963935960591133e-05
289,-3.18996000E-05,1559281364.0206668,+1.57071390E+00,0.036137367999999996,4.963807881773399e-05
290,-3.13524000E-05,1559281364.229,+1.57071150E+00,0.036137578,4.9641418719211825e-05
291,-3.16394000E-05,1559281364.4373333,+1.57071390E+00,0.036137564999999996,4.964193103448276e-05
292,-3.13124000E-05,1559281364.6456668,+1.57071390E+00,0.036137277,4.963910344827586e-05
293,-3.16126000E-05,1559281364.854,+1.57071150E+00,0.036137172,4.9641418719211825e-05
294,-3.13390000E-05,1559281365.0623333,+1.57071390E+00,0.036137054,4.963679802955665e-05
295,-3.14992000E-05,1559281365.2706668,+1.57071150E+00,0.036137092999999995,4.964039408866995e-05
296,-3.15058000E-05,1559281365.479,+1.57071020E+00,0.036136949,4.963949753694581e-05
297,-3.15992000E-05,1559281365.6873333,+1.57071270E+00,0.036136935999999995,4.96435960591133e-05
298,-3.17462000E-05,1559281365.8956668,+1.57071020E+00,0.036136884,4.963859113300492e-05
299,-3.14591000E-05,1559281366.104,+1.57071150E+00,0.036136858,4.964385221674876e-05
300,-3.13990000E-05,1559281369.704,+1.57070900E+00,0.036296402,4.9642699507389156e-05
301,-3.18395000E-05,1559281369.9123333,+1.57070780E+00,0.037142489,4.963975369458128e-05
302,-3.13524000E-05,1559281370.1206667,+1.57071020E+00,0.037142437,4.964000985221675e-05
303,-3.13990000E-05,1559281370.329,+1.57071020E+00,0.037142411,4.963975369458128e-05
304,-3.16726000E-05,1559281370.5373333,+1.57070900E+00,0.037142411,4.963975369458128e-05
305,-3.14658000E-05,1559281370.7456667,+1.57071270E+00,0.037142463,4.9634620689655177e-05
306,-3.15126000E-05,1559281370.954,+1.57070780E+00,0.037416027000000004,4.963988177339902e-05
307,-3.14125000E-05,1559281371.1623333,+1.57070780E+00,0.038145451000000004,4.9642443349753696e-05
308,-3.14792000E-05,1559281371.3706667,+1.57071150E+00,0.038145634,4.964423645320197e-05
309,-3.14325000E-05,1559281371.579,+1.57070650E+00,0.03814566,4.963871921182266e-05
310,-3.13523000E-05,1559281371.7873333,+1.57070900E+00,0.038145477,4.963897536945813e-05
311,-3.14392000E-05,1559281371.9956667,+1.57071020E+00,0.038145346000000004,4.964257142857143e-05
312,-3.17327000E-05,1559281372.204,+1.57070650E+00,0.038469801,4.963871921182266e-05
313,-3.17393000E-05,1559281372.4123333,+1.57070900E+00,0.039151647,4.964154679802955e-05
314,-3.12188000E-05,1559281372.6206667,+1.57071020E+00,0.039151778,4.964129064039409e-05
315,-3.15191000E-05,1559281372.829,+1.57070650E+00,0.039151882,4.963935960591133e-05
316,-3.16125000E-05,1559281373.0373333,+1.57070900E+00,0.039151961,4.963731034482759e-05
317,-3.16993000E-05,1559281373.2456667,+1.57070650E+00,0.039151843,4.964218719211823e-05
318,-3.14859000E-05,1559281373.454,+1.57070780E+00,0.03915183,4.964103448275862e-05
319,-3.17794000E-05,1559281373.6623333,+1.57070650E+00,0.039151935,4.963910344827586e-05
320,-3.16260000E-05,1559281373.8706667,+1.57070400E+00,0.039152066,4.963859113300492e-05
321,-3.15458000E-05,1559281374.079,+1.57070530E+00,0.039151804,4.9639231527093596e-05
322,-3.11521000E-05,1559281374.2873333,+1.57070400E+00,0.039151856,4.9641418719211825e-05
323,-3.15459000E-05,1559281374.4956667,+1.57070280E+00,0.039151856,4.964039408866995e-05
324,-3.14191000E-05,1559281374.704,+1.57070650E+00,0.039151935,4.964218719211823e-05
325,-3.14658000E-05,1559281378.304,+1.57070400E+00,0.039301387,4.963756650246305e-05
326,-3.17061000E-05,1559281378.5123332,+1.57070530E+00,0.040165303,4.9634492610837436e-05
327,-3.16193000E-05,1559281378.7206666,+1.57070780E+00,0.040165224,4.9636926108374386e-05
328,-3.19731000E-05,1559281378.929,+1.57070400E+00,0.040165264,4.9639231527093596e-05
329,-3.14659000E-05,1559281379.1373332,+1.57070160E+00,0.040165172,4.964052216748768e-05
330,-3.14658000E-05,1559281379.3456666,+1.57070400E+00,0.040165382,4.9638206896551725e-05
331,-3.16461000E-05,1559281379.554,+1.57070650E+00,0.040423696999999995,4.963975369458128e-05
332,-3.16260000E-05,1559281379.7623332,+1.57070160E+00,0.041160699,4.963807881773399e-05
333,-3.16927000E-05,1559281379.9706666,+1.57070400E+00,0.041160829999999995,4.964052216748768e-05
334,-3.15993000E-05,1559281380.179,+1.57070280E+00,0.041161078000000004,4.964077832512315e-05
335,-3.15260000E-05,1559281380.3873332,+1.57070400E+00,0.041160869,4.964116256157636e-05
336,-3.12724000E-05,1559281380.5956666,+1.57070280E+00,0.041160986999999996,4.9638847290640394e-05
337,-3.16459000E-05,1559281380.804,+1.57069910E+00,0.04152649,4.963756650246305e-05
338,-3.15925000E-05,1559281381.0123332,+1.57070280E+00,0.042146672,4.9638847290640394e-05
339,-3.10455000E-05,1559281381.2206666,+1.57070780E+00,0.042146725,4.963731034482759e-05
340,-3.13391000E-05,1559281381.429,+1.57070530E+00,0.042146515,4.9636926108374386e-05
341,-3.14657000E-05,1559281381.6373332,+1.57070280E+00,0.042146725,4.964103448275862e-05
342,-3.12190000E-05,1559281381.8456666,+1.57070280E+00,0.042146829000000004,4.963949753694581e-05
343,-3.11255000E-05,1559281382.054,+1.57070280E+00,0.042146777,4.964154679802955e-05
344,-3.09986000E-05,1559281382.2623332,+1.57070280E+00,0.042146855,4.964026600985222e-05
345,-3.15660000E-05,1559281382.4706666,+1.57070030E+00,0.042146803,4.963897536945813e-05
346,-3.12522000E-05,1559281382.679,+1.57069910E+00,0.042146593999999996,4.963769458128079e-05
347,-3.11721000E-05,1559281382.8873332,+1.57069910E+00,0.04214696,4.964180295566502e-05
348,-3.07718000E-05,1559281383.0956666,+1.57070280E+00,0.042147091,4.963666995073892e-05
349,-3.10320000E-05,1559281383.304,+1.57069910E+00,0.042147091,4.963871921182266e-05
350,-3.15126000E-05,1559281386.905,+1.57069910E+00,0.042283965,4.963935960591133e-05
351,-3.09919000E-05,1559281387.1133332,+1.57069040E+00,0.043158809,4.963628571428571e-05
352,-3.09786000E-05,1559281387.3216667,+1.57069540E+00,0.043158888,4.963654187192118e-05
353,-3.11522000E-05,1559281387.53,+1.57069290E+00,0.043158783,4.9641674876847286e-05
354,-3.13923000E-05,1559281387.7383332,+1.57069660E+00,0.043158966,4.9635133004926105e-05
355,-3.07918000E-05,1559281387.9466667,+1.57069410E+00,0.043159202,4.963577339901478e-05
356,-3.11121000E-05,1559281388.155,+1.57069780E+00,0.043405187,4.9638206896551725e-05
357,-3.16059000E-05,1559281388.3633332,+1.57070030E+00,0.044164009,4.9635901477832515e-05
358,-2.55665000E-05,1559281388.5716667,+1.57070030E+00,0.044164153,4.963705418719212e-05
359,-3.12189000E-05,1559281388.78,+1.57069910E+00,0.044164245000000005,4.963577339901478e-05
360,-3.13990000E-05,1559281388.9883332,+1.57069910E+00,0.044164245000000005,4.9638206896551725e-05
361,-3.17393000E-05,1559281389.1966667,+1.57069780E+00,0.044164036000000004,4.9640650246305415e-05
362,-3.11121000E-05,1559281389.405,+1.57069780E+00,0.044526684999999996,4.963500492610838e-05
363,-3.11522000E-05,1559281389.6133332,+1.57069410E+00,0.045181958,4.9642443349753696e-05
364,-3.13658000E-05,1559281389.8216667,+1.57069660E+00,0.045182035999999995,4.9636413793103444e-05
365,-3.13123000E-05,1559281390.03,+1.57069660E+00,0.045182167,4.963807881773399e-05
366,-3.11121000E-05,1559281390.2383332,+1.57069540E+00,0.045182140999999995,4.963654187192118e-05
367,-3.12122000E-05,1559281390.4466667,+1.57069780E+00,0.045182285,4.9633596059113306e-05
368,-3.14658000E-05,1559281390.655,+1.57069540E+00,0.045182324,4.963615763546798e-05
369,-3.12922000E-05,1559281390.8633332,+1.57069660E+00,0.045182272,4.964103448275862e-05
370,-3.08451000E-05,1559281391.0716667,+1.57069660E+00,0.045182377,4.963628571428571e-05
371,-3.13925000E-05,1559281391.28,+1.57069660E+00,0.045182245999999995,4.963385221674877e-05
372,-3.12656000E-05,1559281391.4883332,+1.57069410E+00,0.045182324,4.963949753694581e-05
373,-3.10587000E-05,1559281391.6966667,+1.57069910E+00,0.045182272,4.9642443349753696e-05
374,-3.11320000E-05,1559281391.905,+1.57069410E+00,0.045182402999999996,4.963705418719212e-05
375,-3.14325000E-05,1559281395.504,+1.57069160E+00,0.045325075,4.963679802955665e-05
376,-3.11588000E-05,1559281395.7123332,+1.57069040E+00,0.046375436,4.963538916256157e-05
377,-3.12990000E-05,1559281395.9206667,+1.57069410E+00,0.04637571,4.963897536945813e-05
378,-3.14258000E-05,1559281396.129,+1.57069410E+00,0.046375658,4.963615763546798e-05
379,-3.14392000E-05,1559281396.3373332,+1.57068920E+00,0.046375527,4.963935960591133e-05
380,-3.13457000E-05,1559281396.5456667,+1.57069290E+00,0.046375632,4.9638847290640394e-05
381,-3.14725000E-05,1559281396.754,+1.57069290E+00,0.046607887,4.963859113300492e-05
382,-3.12589000E-05,1559281396.9623332,+1.57069160E+00,0.047379365,4.964077832512315e-05
383,-3.12723000E-05,1559281397.1706667,+1.57069040E+00,0.047379575,4.963705418719212e-05
384,-3.14123000E-05,1559281397.379,+1.57069410E+00,0.047379758,4.9637438423645315e-05
385,-3.15192000E-05,1559281397.5873332,+1.57069040E+00,0.047379784,4.963731034482759e-05
386,-3.11989000E-05,1559281397.7956667,+1.57069040E+00,0.047379653,4.963564532019705e-05
387,-3.14859000E-05,1559281398.004,+1.57068920E+00,0.047722996000000004,4.963628571428571e-05
388,-3.12857000E-05,1559281398.2123332,+1.57069160E+00,0.048378637,4.9635133004926105e-05
389,-3.12990000E-05,1559281398.4206667,+1.57068790E+00,0.048378845999999996,4.963564532019705e-05
390,-3.11522000E-05,1559281398.629,+1.57069160E+00,0.048378767,4.963666995073892e-05
391,-3.11922000E-05,1559281398.8373332,+1.57069040E+00,0.048378794,4.963474876847291e-05
392,-3.16526000E-05,1559281399.0456667,+1.57069040E+00,0.048379055,4.963577339901478e-05
393,-3.10186000E-05,1559281399.254,+1.57068790E+00,0.048379068,4.963756650246305e-05
394,-3.12789000E-05,1559281399.4623332,+1.57068790E+00,0.048378832999999996,4.963705418719212e-05
395,-3.11254000E-05,1559281399.6706667,+1.57068670E+00,0.048378872,4.963731034482759e-05
396,-3.13390000E-05,1559281399.879,+1.57068670E+00,0.048379055,4.963295566502463e-05
397,-3.10653000E-05,1559281400.0873332,+1.57069040E+00,0.04837916,4.963654187192118e-05
398,-3.15325000E-05,1559281400.2956667,+1.57068790E+00,0.048379108,4.963910344827586e-05
399,-3.10053000E-05,1559281400.504,+1.57068790E+00,0.048379003,4.963628571428571e-05
