,SQUID_Volt(V),timestamp,Temp(V),FC_CURR(A),MOD_CURR(A),SQUID_Curr(A)
158,+3.23301600E-05,1559380774.2276669,+1.57101760E+00,,6.848598247535596e-05,4.8726226600985216e-05
159,+3.24042900E-05,1559380774.436,+1.57102140E+00,,6.989936582694415e-05,4.872853201970443e-05
160,+3.23421900E-05,1559380774.6443334,+1.57102140E+00,,7.066280832420592e-05,4.871789162561576e-05
161,+3.23702400E-05,1559380774.8526669,+1.57102010E+00,,7.066330010952904e-05,4.872006896551724e-05
162,+3.23629000E-05,1559380775.061,+1.57101760E+00,,7.223425848849944e-05,4.8722374384236454e-05
163,+3.24717400E-05,1559380775.2693334,+1.57101890E+00,,7.27777360350493e-05,4.871853201970443e-05
164,+3.23588900E-05,1559380775.4776669,+1.57101640E+00,,7.277861883899234e-05,4.8723399014778325e-05
165,+3.23849300E-05,1559380775.686,+1.57101890E+00,,7.277880722891567e-05,4.872365517241379e-05
166,+3.23562200E-05,1559380775.8943334,+1.57102140E+00,,7.27781708652793e-05,4.871904433497537e-05
167,+3.23435200E-05,1559380776.1026669,+1.57101390E+00,,7.277872070098576e-05,4.872750738916256e-05
168,+3.22413500E-05,1559380776.311,+1.57101520E+00,,7.27784600219058e-05,4.8725970443349755e-05
169,+3.22901100E-05,1559380776.5193334,+1.57101140E+00,,7.278007995618839e-05,4.87187881773399e-05
170,+3.23455300E-05,1559380776.7276669,+1.57100520E+00,,7.278106352683461e-05,4.872160591133005e-05
171,+3.23602100E-05,1559380776.936,+1.57101140E+00,,7.278249616648413e-05,4.872635467980295e-05
172,+3.23809300E-05,1559380777.1443334,+1.57101140E+00,,7.278201861993428e-05,4.8721733990147785e-05
173,+3.24477000E-05,1559380777.3526669,+1.57100900E+00,,7.278277108433735e-05,4.872532019704434e-05
174,+3.23956200E-05,1559380777.561,+1.57101390E+00,,7.278381161007667e-05,4.8725192118226606e-05
175,+3.25151700E-05,1559380781.223,+1.57101140E+00,,7.303455969331873e-05,4.8723399014778325e-05
176,+3.24049700E-05,1559380781.4313333,+1.57101140E+00,,7.483415115005476e-05,4.8726995073891626e-05
177,+3.24557200E-05,1559380781.6396668,+1.57100770E+00,,7.483633515881708e-05,4.872493596059113e-05
178,+3.24343500E-05,1559380781.848,+1.57101390E+00,,7.530249069003287e-05,4.872211822660098e-05
179,+3.24356800E-05,1559380782.0563333,+1.57101390E+00,,7.70166604600219e-05,4.8722758620689656e-05
180,+3.23949500E-05,1559380782.2646668,+1.57100650E+00,,7.701705038335158e-05,4.872737931034482e-05
181,+3.23689100E-05,1559380782.473,+1.57100400E+00,,7.753117415115006e-05,4.872250246305419e-05
182,+3.24003000E-05,1559380782.6813333,+1.57100150E+00,,7.913271193866374e-05,4.8724167487684735e-05
183,+3.23755900E-05,1559380782.8896668,+1.57100650E+00,,7.91330591456736e-05,4.872725123152709e-05
184,+3.22760800E-05,1559380783.098,+1.57101140E+00,,7.970792552026287e-05,4.8724679802955664e-05
185,+3.23635700E-05,1559380783.3063333,+1.57101390E+00,,8.124859364731653e-05,4.8726995073891626e-05
186,+3.23929500E-05,1559380783.5146668,+1.57100900E+00,,8.124975027382256e-05,4.872930049261084e-05
187,+3.23355100E-05,1559380783.723,+1.57100520E+00,,8.204349835706463e-05,4.8724423645320196e-05
188,+3.24697500E-05,1559380783.9313333,+1.57100520E+00,,8.343069769989048e-05,4.872032512315271e-05
189,+3.23408500E-05,1559380784.1396668,+1.57100650E+00,,8.343162322015334e-05,4.8729556650246304e-05
190,+3.23448700E-05,1559380784.348,+1.57101520E+00,,8.343318510405258e-05,4.8724423645320196e-05
191,+3.22807500E-05,1559380784.5563333,+1.57101760E+00,,8.343400985761227e-05,4.8725192118226606e-05
192,+3.23468600E-05,1559380784.7646668,+1.57100770E+00,,8.34340821467689e-05,4.8725970443349755e-05
193,+3.22834200E-05,1559380784.973,+1.57101140E+00,,8.343324315443593e-05,4.872673891625616e-05
194,+3.22380000E-05,1559380785.1813333,+1.57101270E+00,,8.343343154435926e-05,4.872058128078818e-05
195,+3.22587000E-05,1559380785.3896668,+1.57101760E+00,,8.343422672508214e-05,4.8725192118226606e-05
196,+3.22794300E-05,1559380785.598,+1.57102140E+00,,8.343616538882803e-05,4.8726226600985216e-05
197,+3.22660600E-05,1559380785.8063333,+1.57101640E+00,,8.343526834611172e-05,4.872544827586207e-05
198,+3.23087900E-05,1559380786.0146668,+1.57101760E+00,,8.343735158817086e-05,4.872391133004926e-05
199,+3.22079700E-05,1559380786.223,+1.57101390E+00,,8.343703285870756e-05,4.87248078817734e-05
200,+3.22340000E-05,1559380789.823,+1.57101020E+00,,8.369573713033953e-05,4.872250246305419e-05
201,+3.21044500E-05,1559380790.0313332,+1.57101020E+00,,8.555431982475357e-05,4.87287881773399e-05
202,+3.21131300E-05,1559380790.2396667,+1.57101020E+00,,8.555369769989047e-05,4.8724679802955664e-05
203,+3.20476900E-05,1559380790.448,+1.57101140E+00,,8.600449069003285e-05,4.8725970443349755e-05
204,+3.20743900E-05,1559380790.6563332,+1.57101140E+00,,8.76665717415115e-05,4.873160591133005e-05
205,+3.19628700E-05,1559380790.8646667,+1.57101520E+00,,8.76681916757941e-05,4.872750738916256e-05
206,+3.20737200E-05,1559380791.073,+1.57102010E+00,,8.815452683461117e-05,4.872532019704434e-05
207,+3.20269700E-05,1559380791.2813332,+1.57102750E+00,,8.965713800657175e-05,4.872288669950739e-05
208,+3.18927500E-05,1559380791.4896667,+1.57102010E+00,,8.96595969331873e-05,4.8726995073891626e-05
209,+3.17558300E-05,1559380791.698,+1.57101640E+00,,9.037437239868566e-05,4.872134975369458e-05
210,+3.17598400E-05,1559380791.9063332,+1.57100900E+00,,9.228433515881708e-05,4.8724679802955664e-05
211,+3.17738800E-05,1559380792.1146667,+1.57101140E+00,,9.228569441401971e-05,4.872493596059113e-05
212,+3.16236200E-05,1559380792.323,+1.57100650E+00,,9.29184939759036e-05,4.872750738916256e-05
213,+3.15875400E-05,1559380792.5313332,+1.57101020E+00,,9.401675903614458e-05,4.872429556650246e-05
214,+3.15828800E-05,1559380792.7396667,+1.57101390E+00,,9.401725082146769e-05,4.87127684729064e-05
215,+3.16269600E-05,1559380792.948,+1.57101390E+00,,9.401807557502738e-05,4.871071921182266e-05
216,+3.14439700E-05,1559380793.1563332,+1.57101140E+00,,9.401820591456736e-05,4.8702906403940886e-05
217,+3.13170800E-05,1559380793.3646667,+1.57100900E+00,,9.401986856516977e-05,4.8715970443349754e-05
218,+3.15127500E-05,1559380793.573,+1.57101020E+00,,9.401966593647317e-05,4.871084729064039e-05
219,+3.16409800E-05,1559380793.7813332,+1.57101390E+00,,9.401949288061335e-05,4.870854187192118e-05
220,+3.13958800E-05,1559380793.9896667,+1.57101890E+00,,9.401826286966047e-05,4.8716995073891625e-05
221,+3.13651600E-05,1559380794.198,+1.57102140E+00,,9.401934830230011e-05,4.871955665024631e-05
222,+3.16176100E-05,1559380794.4063332,+1.57101760E+00,,9.401934830230011e-05,4.871904433497537e-05
223,+3.13992200E-05,1559380794.6146667,+1.57101520E+00,,9.402005695509309e-05,4.87172512315271e-05
224,+3.14145800E-05,1559380794.823,+1.57101140E+00,,9.402018729463307e-05,4.871981280788177e-05
225,+3.12416200E-05,1559380798.423,+1.57100650E+00,,9.42450591456736e-05,4.8713665024630544e-05
226,+3.11594800E-05,1559380798.6313334,+1.57101140E+00,,9.581683899233296e-05,4.8711615763546795e-05
227,+3.13103900E-05,1559380798.8396668,+1.57100900E+00,,9.58188926615553e-05,4.870802955665025e-05
228,+3.12102400E-05,1559380799.048,+1.57101270E+00,,9.638909967141293e-05,4.870700492610837e-05
229,+3.12756800E-05,1559380799.2563334,+1.57101520E+00,,9.844678751369113e-05,4.8708285714285715e-05
230,+3.11160700E-05,1559380799.4646668,+1.57100900E+00,,9.844810405257393e-05,4.8709950738916255e-05
231,+3.11895200E-05,1559380799.673,+1.57100900E+00,,9.887579846659364e-05,4.871071921182266e-05
232,+3.12296000E-05,1559380799.8813334,+1.57100520E+00,,0.00010018009529025192,4.870879802955665e-05
233,+3.12302600E-05,1559380800.0896668,+1.57100770E+00,,0.00010018131106243155,4.871020689655173e-05
234,+3.10058800E-05,1559380800.298,+1.57100520E+00,,0.00010090786199342826,4.8712896551724134e-05
235,+3.11000400E-05,1559380800.5063334,+1.57100650E+00,,0.00010280956516976999,4.8712896551724134e-05
236,+3.10913500E-05,1559380800.7146668,+1.57100280E+00,,0.0001028104622124863,4.8718019704433496e-05
237,+3.08249000E-05,1559380800.923,+1.57099660E+00,,0.00010345045673603505,4.8716995073891625e-05
238,+3.07854900E-05,1559380801.1313334,+1.57100150E+00,,0.00010454087951807229,4.8716995073891625e-05
239,+3.07935100E-05,1559380801.3396668,+1.57099660E+00,,0.00010454102409638555,4.872493596059113e-05
240,+3.07801500E-05,1559380801.548,+1.57099410E+00,,0.00010454021467688937,4.872109359605911e-05
241,+3.06392300E-05,1559380801.7563334,+1.57099900E+00,,0.00010453975136911283,4.864551724137931e-05
242,+3.06566100E-05,1559380801.9646668,+1.57099780E+00,,0.00010454137130339539,4.86364236453202e-05
243,+3.06212100E-05,1559380802.173,+1.57099780E+00,,0.0001045425717415115,4.864577339901478e-05
244,+3.05363900E-05,1559380802.3813334,+1.57099530E+00,,0.00010454355531215773,4.867036453201971e-05
245,+3.11027100E-05,1559380802.5896668,+1.57099780E+00,,0.00010454390251916757,4.8663960591133e-05
246,+3.07841300E-05,1559380802.798,+1.57099530E+00,,0.00010454400438116101,4.867933004926109e-05
247,+3.05938100E-05,1559380803.0063334,+1.57099900E+00,,0.00010454461226725082,4.868113300492611e-05
