,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
290,+3.74417400E-05,1559361411.493,,0.00012909015334063527
291,+3.74824800E-05,1559361411.7013333,,0.00012909074479737132
292,+3.74878200E-05,1559361411.9096668,,0.00012909106243154435
293,+3.74804800E-05,1559361412.118,,0.00012909153340635269
294,+3.74884800E-05,1559361412.3263333,,0.0001290917743702081
295,+3.75058600E-05,1559361412.5346668,,0.00012909237677984664
296,+3.75359000E-05,1559361412.743,,0.00012909258488499453
297,+3.75118700E-05,1559361412.9513333,,0.00012909236582694415
298,+3.75485900E-05,1559361413.1596668,,0.00012909315443592552
299,+3.75339000E-05,1559361413.368,,0.0001290922343921139
300,+3.76060200E-05,1559361416.855,,0.0001302225848849945
301,+3.76026900E-05,1559361417.0633333,,0.0001307751369112815
302,+3.76100200E-05,1559361417.2716668,,0.00013077531215772178
303,+3.75960100E-05,1559361417.48,,0.0001334995509309967
304,+3.76207200E-05,1559361417.6883333,,0.00013350186199342825
305,+3.75886600E-05,1559361417.8966668,,0.00013350272727272725
306,+3.75926700E-05,1559361418.105,,0.00013530776560788607
307,+3.75933400E-05,1559361418.3133333,,0.0001353086308871851
308,+3.75579500E-05,1559361418.5216668,,0.00013530805038335157
309,+3.75559400E-05,1559361418.73,,0.00013789055859802848
310,+3.75793100E-05,1559361418.9383333,,0.00013789142387732748
311,+3.75071900E-05,1559361419.1466668,,0.0001378922891566265
312,+3.75666300E-05,1559361419.355,,0.00013970021905805038
313,+3.75652800E-05,1559361419.5633333,,0.00013970196056955093
314,+3.75459100E-05,1559361419.7716668,,0.00013970138006571742
315,+3.75379000E-05,1559361419.98,,0.00013970196056955093
316,+3.75218800E-05,1559361420.1883333,,0.00013970224534501642
317,+3.75158600E-05,1559361420.3966668,,0.00013970254107338443
318,+3.74778000E-05,1559361420.605,,0.00013970224534501642
319,+3.75292200E-05,1559361420.8133333,,0.0001397021029572837
320,+3.74964900E-05,1559361421.0216668,,0.00013969935377875138
321,+3.75325700E-05,1559361421.23,,0.00013970312157721797
322,+3.75218800E-05,1559361421.4383333,,0.0001397021029572837
323,+3.75085200E-05,1559361421.6466668,,0.0001397042716319825
324,+3.75078500E-05,1559361421.855,,0.00013970254107338443
325,+3.75292300E-05,1559361425.546,,0.00014005447973713034
326,+3.75058400E-05,1559361425.7543333,,0.00014228065717415114
327,+3.75546100E-05,1559361425.9626667,,0.00014228355969331873
328,+3.75459200E-05,1559361426.171,,0.0001425744030668127
329,+3.75853300E-05,1559361426.3793333,,0.00014409235487404163
330,+3.75586100E-05,1559361426.5876667,,0.0001440909090909091
331,+3.75773100E-05,1559361426.796,,0.0001444084008762322
332,+3.76107000E-05,1559361427.0043333,,0.00014577578313253013
333,+3.75920000E-05,1559361427.2126667,,0.00014577664841182913
334,+3.75739800E-05,1559361427.421,,0.0001465244030668127
335,+3.75933300E-05,1559361427.6293333,,0.00014847985761226725
336,+3.76126900E-05,1559361427.8376667,,0.00014848058050383352
337,+3.76407600E-05,1559361428.046,,0.00014898598028477547
338,+3.75612700E-05,1559361428.2543333,,0.0001501598357064622
339,+3.76167000E-05,1559361428.4626667,,0.00015016157721796275
340,+3.76213900E-05,1559361428.671,,0.00015016215772179628
341,+3.76888400E-05,1559361428.8793333,,0.00015016157721796275
342,+3.76901700E-05,1559361429.0876667,,0.00015016316538882805
343,+3.76915100E-05,1559361429.296,,0.00015016157721796275
344,+3.76614600E-05,1559361429.5043333,,0.0001501630230010953
345,+3.76935100E-05,1559361429.7126667,,0.0001501630230010953
346,+3.77122000E-05,1559361429.921,,0.00015016244249726178
347,+3.77302400E-05,1559361430.1293333,,0.00015016157721796275
348,+3.77362400E-05,1559361430.3376667,,0.0001501630230010953
349,+3.77369200E-05,1559361430.546,,0.00015016273822562979
350,+3.77703100E-05,1559361434.055,,0.00015199122672508215
351,+3.77876800E-05,1559361434.2633333,,0.00015287347207009857
352,+3.78037100E-05,1559361434.4716668,,0.0001528749178532311
353,+3.78471100E-05,1559361434.68,,0.0001540493209200438
354,+3.78110500E-05,1559361434.8883333,,0.00015455443592552026
355,+3.77870000E-05,1559361435.0966668,,0.0001545539978094195
356,+3.77823300E-05,1559361435.305,,0.00015668202628696604
357,+3.78304100E-05,1559361435.5133333,,0.00015725952902519166
358,+3.77396000E-05,1559361435.7216668,,0.0001572603943044907
359,+3.78070300E-05,1559361435.93,,0.00015862430449069002
360,+3.78050300E-05,1559361436.1383333,,0.00015893860898138007
361,+3.77643000E-05,1559361436.3466668,,0.00015893773274917853
362,+3.77663100E-05,1559361436.555,,0.0001604542387732749
363,+3.78017000E-05,1559361436.7633333,,0.000160750295728368
364,+3.77542700E-05,1559361436.9716668,,0.00016075001095290252
365,+3.77830000E-05,1559361437.18,,0.00016075174151150055
366,+3.77616300E-05,1559361437.3883333,,0.0001607540635268346
367,+3.77776600E-05,1559361437.5966668,,0.00016075290251916756
368,+3.77415900E-05,1559361437.805,,0.0001607537677984666
369,+3.77589600E-05,1559361438.0133333,,0.00016075203723986856
370,+3.77516100E-05,1559361438.2216668,,0.00016075232201533406
371,+3.77576200E-05,1559361438.43,,0.00016075145673603505
372,+3.77769900E-05,1559361438.6383333,,0.00016075276013143483
373,+3.77870000E-05,1559361438.8466668,,0.0001607497152245345
374,+3.77836700E-05,1559361439.055,,0.00016074768893756846
375,+3.77823300E-05,1559361442.656,,0.00016240332968236584
376,+3.77582900E-05,1559361442.8643332,,0.00016332901423877328
377,+3.77616300E-05,1559361443.0726666,,0.00016332785323110624
378,+3.77716500E-05,1559361443.281,,0.00016464934282584885
379,+3.77823300E-05,1559361443.4893332,,0.00016514272727272727
380,+3.77602900E-05,1559361443.6976666,,0.00016514070098576123
381,+3.77910100E-05,1559361443.906,,0.00016709354874041622
382,+3.77916800E-05,1559361444.1143332,,0.00016772578313253012
383,+3.77976900E-05,1559361444.3226666,,0.00016772621029572838
384,+3.78344200E-05,1559361444.531,,0.0001691373165388828
385,+3.78063600E-05,1559361444.7393332,,0.00016953472070098575
386,+3.78190600E-05,1559361444.9476666,,0.00016953544359255202
387,+3.77936900E-05,1559361445.156,,0.0001717807338444688
388,+3.77369200E-05,1559361445.3643332,,0.00017211704271631983
389,+3.77843300E-05,1559361445.5726666,,0.00017211588170865279
390,+3.78030300E-05,1559361445.781,,0.00017211530120481928
391,+3.77295800E-05,1559361445.9893332,,0.00017211501642935378
392,+3.77422700E-05,1559361446.1976666,,0.00017211443592552028
393,+3.77188800E-05,1559361446.406,,0.00017211357064622127
394,+3.76915000E-05,1559361446.6143332,,0.00017211443592552028
395,+3.77295700E-05,1559361446.8226666,,0.00017211415115005478
396,+3.77255700E-05,1559361447.031,,0.000172113713033954
397,+3.77182200E-05,1559361447.2393332,,0.00017211357064622127
398,+3.77369200E-05,1559361447.4476666,,0.0001721121248630887
399,+3.77556200E-05,1559361447.656,,0.00017211066812705366
400,+3.77569400E-05,1559361451.255,,0.0001733241840087623
401,+3.77923500E-05,1559361451.4633334,,0.000173915147864184
402,+3.77362600E-05,1559361451.6716669,,0.00017391630887185106
403,+3.77890100E-05,1559361451.88,,0.0001751714895947426
404,+3.77662900E-05,1559361452.0883334,,0.0001757183023001095
405,+3.78083800E-05,1559361452.2966669,,0.00017572119386637458
406,+3.77589600E-05,1559361452.505,,0.0001777571412924425
407,+3.77903500E-05,1559361452.7133334,,0.00017830772179627601
408,+3.77509400E-05,1559361452.9216669,,0.00017830714129244248
409,+3.77462600E-05,1559361453.13,,0.0001797738335158817
410,+3.77756500E-05,1559361453.3383334,,0.00018011477546549836
411,+3.77689700E-05,1559361453.5466669,,0.0001801115991237678
412,+3.77449300E-05,1559361453.755,,0.00018227377875136913
413,+3.77302300E-05,1559361453.9633334,,0.00018269276013143482
414,+3.77643100E-05,1559361454.1716669,,0.00018269334063526833
415,+3.77082000E-05,1559361454.38,,0.0001826915991237678
416,+3.77663100E-05,1559361454.5883334,,0.00018269131434830231
417,+3.77656400E-05,1559361454.7966669,,0.00018269101861993428
418,+3.77008600E-05,1559361455.005,,0.00018268928806133624
419,+3.77583000E-05,1559361455.2133334,,0.00018268740416210296
420,+3.77676400E-05,1559361455.4216669,,0.00018268798466593647
421,+3.77689700E-05,1559361455.63,,0.00018268652792990142
422,+3.77836700E-05,1559361455.8383334,,0.00018268638554216868
423,+3.77576200E-05,1559361456.0466669,,0.00018268710843373495
424,+3.77636400E-05,1559361456.255,,0.00018268652792990142
425,+3.78330800E-05,1559361459.856,,0.00018384357064622124
426,+3.78217300E-05,1559361460.0643332,,0.00018449244249726175
427,+3.78324200E-05,1559361460.2726667,,0.00018449432639649506
428,+3.78297500E-05,1559361460.481,,0.00018637478641840086
429,+3.78330800E-05,1559361460.6893332,,0.00018707722891566264
430,+3.78250800E-05,1559361460.8976667,,0.00018707838992332968
431,+3.78778300E-05,1559361461.106,,0.00018843983570646222
432,+3.78437700E-05,1559361461.3143332,,0.00018888429353778753
433,+3.78798400E-05,1559361461.5226667,,0.00018888313253012046
434,+3.77997000E-05,1559361461.731,,0.0001901865279299014
435,+3.78137100E-05,1559361461.9393332,,0.00019055541073384445
436,+3.78030200E-05,1559361462.1476667,,0.0001905562760131435
437,+3.78177300E-05,1559361462.356,,0.000192908269441402
438,+3.78150600E-05,1559361462.5643332,,0.00019327063526834612
439,+3.78324200E-05,1559361462.7726667,,0.00019327005476451258
