,SQUID_Volt(V),timestamp,FC_CURR(A),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
616,+4.69135200E-05,1559359483.4273334,,,,
617,+4.69442400E-05,1559359483.6356668,,,,
618,+4.69823000E-05,1559359483.844,,,,
619,+4.69515800E-05,1559359484.0523334,,,,
620,+4.69622500E-05,1559359484.2606668,,,,
621,+4.69502400E-05,1559359484.469,,,,
622,+4.69395600E-05,1559359484.6773334,,,,
623,+4.69783000E-05,1559359484.8856668,,,,
624,+4.69395600E-05,1559359485.094,,,,
625,+4.69462200E-05,1559359486.695,,,,
626,+4.69782800E-05,1559359486.9033332,,,,
627,+4.69689400E-05,1559359487.1116667,,,,
628,+4.70190300E-05,1559359487.32,,,,
629,+4.69822900E-05,1559359487.5283332,,,,
630,+4.69669400E-05,1559359487.7366667,,,,
631,+4.70063500E-05,1559359487.945,,,,
632,+4.69796200E-05,1559359488.1533332,,,,
633,+4.69762800E-05,1559359488.3616667,,,,
634,+4.70030100E-05,1559359488.57,,,,
635,+4.69555800E-05,1559359488.7783332,,,,
636,+4.69602600E-05,1559359488.9866667,,,,
637,+4.69315500E-05,1559359489.195,,,,
638,+4.69822900E-05,1559359489.4033332,,,,
639,+4.69696100E-05,1559359489.6116667,,,,
640,+4.69542500E-05,1559359489.82,,,,
641,+4.69836400E-05,1559359490.0283332,,,,
642,+4.69876400E-05,1559359490.2366667,,,,
643,+4.69208600E-05,1559359490.445,,,,
644,+4.69489100E-05,1559359490.6533332,,,,
645,+4.70036700E-05,1559359490.8616667,,,,
646,+4.69789600E-05,1559359491.07,,,,
647,+4.69455700E-05,1559359491.2783332,,,,
648,+4.69582600E-05,1559359491.4866667,,,,
649,+4.69562400E-05,1559359491.695,,,,
650,+4.69783000E-05,1559359493.294,,,,
651,+4.69509100E-05,1559359493.5023332,,,,
652,+4.69235200E-05,1559359493.7106667,,,,
653,+4.69228700E-05,1559359493.919,,,,
654,+4.69368800E-05,1559359494.1273332,,,,
655,+4.69101700E-05,1559359494.3356667,,,,
656,+4.69302100E-05,1559359494.544,,,,
657,+4.68727700E-05,1559359494.7523332,,,,
658,+4.68914800E-05,1559359494.9606667,,,,
659,+4.69075000E-05,1559359495.169,,,,
660,+4.68627600E-05,1559359495.3773332,,,,
661,+4.68948100E-05,1559359495.5856667,,,,
662,+4.69088300E-05,1559359495.794,,,,
663,+4.68741200E-05,1559359496.0023332,,,,
664,+4.69288700E-05,1559359496.2106667,,,,
665,+4.68948000E-05,1559359496.419,,,,
666,+4.69228600E-05,1559359496.6273332,,,,
667,+4.69061700E-05,1559359496.8356667,,,,
668,+4.69469100E-05,1559359497.044,,,,
669,+4.69335500E-05,1559359497.2523332,,,,
670,+4.69135100E-05,1559359497.4606667,,,,
671,+4.69549100E-05,1559359497.669,,,,
672,+4.69636000E-05,1559359497.8773332,,,,
673,+4.69469100E-05,1559359498.0856667,,,,
674,+4.69402200E-05,1559359498.294,,,,
675,+4.69615900E-05,1559359499.894,,,,
676,+4.69615900E-05,1559359500.1023333,,,,
677,+4.69549000E-05,1559359500.3106668,,,,
678,+4.69676000E-05,1559359500.519,,,,
679,+4.70009900E-05,1559359500.7273333,,,,
680,+4.69796100E-05,1559359500.9356668,,,,
681,+4.69989900E-05,1559359501.144,,,,
682,+4.70010000E-05,1559359501.3523333,,,,
683,+4.69809500E-05,1559359501.5606668,,,,
684,+4.70156900E-05,1559359501.769,,,,
685,+4.70223700E-05,1559359501.9773333,,,,
686,+4.70190300E-05,1559359502.1856668,,,,
687,+4.69969900E-05,1559359502.394,,,,
688,+4.70343900E-05,1559359502.6023333,,,,
689,+4.70223700E-05,1559359502.8106668,,,,
690,+4.70303800E-05,1559359503.019,,,,
691,+4.70657700E-05,1559359503.2273333,,,,
692,+4.70110100E-05,1559359503.4356668,,,,
693,+4.70223700E-05,1559359503.644,,,,
694,+4.70197000E-05,1559359503.8523333,,,,
695,+4.70390600E-05,1559359504.0606668,,,,
696,+4.70557600E-05,1559359504.269,,,,
697,+4.70457400E-05,1559359504.4773333,,,,
698,+4.70664500E-05,1559359504.6856668,,,,
699,+4.70123400E-05,1559359504.894,,,,
700,+4.70343900E-05,1559359506.494,,,,
701,+4.70263700E-05,1559359506.7023332,,,,
702,+4.70357200E-05,1559359506.9106667,,,,
703,+4.70477500E-05,1559359507.119,,,,
704,+4.70397300E-05,1559359507.3273332,,,,
705,+4.70704600E-05,1559359507.5356667,,,,
706,+4.70864800E-05,1559359507.744,,,,
707,+4.70717900E-05,1559359507.9523332,,,,
708,+4.70824700E-05,1559359508.1606667,,,,
709,+4.70824800E-05,1559359508.369,,,,
710,+4.71218700E-05,1559359508.5773332,,,,
711,+4.71152000E-05,1559359508.7856667,,,,
712,+4.70390600E-05,1559359508.994,,,,
713,+4.70624400E-05,1559359509.2023332,,,,
714,+4.70550800E-05,1559359509.4106667,,,,
715,+4.70978400E-05,1559359509.619,,,,
716,+4.70731100E-05,1559359509.8273332,,,,
717,+4.70657700E-05,1559359510.0356667,,,,
718,+4.70557600E-05,1559359510.244,,,,
719,+4.70924900E-05,1559359510.4523332,,,,
720,+4.70423900E-05,1559359510.6606667,,,,
721,+4.70524200E-05,1559359510.869,,,,
722,+4.70256900E-05,1559359511.0773332,,,,
723,+4.70310500E-05,1559359511.2856667,,,,
724,+4.70357200E-05,1559359511.494,,,,
725,+4.70223700E-05,1559359513.094,,,,
726,+4.69849800E-05,1559359513.3023334,,,,
727,+4.70003200E-05,1559359513.5106668,,,,
728,+4.69609200E-05,1559359513.719,,,,
729,+4.69756200E-05,1559359513.9273334,,,,
730,+4.70023300E-05,1559359514.1356668,,,,
731,+4.70190300E-05,1559359514.344,,,,
732,+4.70190300E-05,1559359514.5523334,,,,
733,+4.69936500E-05,1559359514.7606668,,,,
734,+4.69575900E-05,1559359514.969,,,,
735,+4.69402300E-05,1559359515.1773334,,,,
736,+4.70216900E-05,1559359515.3856668,,,,
737,+4.69602600E-05,1559359515.594,,,,
738,+4.69883000E-05,1559359515.8023334,,,,
739,+4.70123400E-05,1559359516.0106668,,,,
740,+4.70136900E-05,1559359516.219,,,,
741,+4.69756200E-05,1559359516.4273334,,,,
742,+4.69856300E-05,1559359516.6356668,,,,
743,+4.69455700E-05,1559359516.844,,,,
744,+4.70016700E-05,1559359517.0523334,,,,
745,+4.70176900E-05,1559359517.2606668,,,,
746,+4.69983300E-05,1559359517.469,,,,
747,+4.69923200E-05,1559359517.6773334,,,,
748,+4.70370600E-05,1559359517.8856668,,,,
749,+4.69789600E-05,1559359518.094,,,,
750,+4.70624400E-05,1559359519.695,,,,
751,+4.70577500E-05,1559359519.9033332,,,,
752,+4.70363900E-05,1559359520.1116667,,,,
753,+4.70063400E-05,1559359520.32,,,,
754,+4.70584300E-05,1559359520.5283332,,,,
755,+4.70544200E-05,1559359520.7366667,,,,
756,+4.70677800E-05,1559359520.945,,,,
757,+4.70684400E-05,1559359521.1533332,,,,
758,+4.70691200E-05,1559359521.3616667,,,,
759,+4.70524200E-05,1559359521.57,,,,
760,+4.70390600E-05,1559359521.7783332,,,,
761,+4.70664300E-05,1559359521.9866667,,,,
762,+4.70277000E-05,1559359522.195,,,,
763,+4.70417300E-05,1559359522.4033332,,,,
764,+4.70343900E-05,1559359522.6116667,,,,
765,+4.70216900E-05,1559359522.82,,,,
766,+4.70544300E-05,1559359523.0283332,,,,
767,+4.70437400E-05,1559359523.2366667,,,,
768,+4.70904900E-05,1559359523.445,,,,
769,+4.70410600E-05,1559359523.6533332,,,,
770,+4.70404000E-05,1559359523.8616667,,,,
771,+4.70537500E-05,1559359524.07,,,,
772,+4.70657700E-05,1559359524.2783332,,,,
773,+4.70170300E-05,1559359524.4866667,,,,
774,+4.70290400E-05,1559359524.695,,,,
775,+4.69809600E-05,1559359526.294,,,,
776,+4.69822900E-05,1559359526.5023332,,,,
777,+4.69756200E-05,1559359526.7106667,,,,
778,+4.69816300E-05,1559359526.919,,,,
779,+4.69749600E-05,1559359527.1273332,,,,
780,+4.69956500E-05,1559359527.3356667,,,,
781,+4.70063300E-05,1559359527.544,,,,
782,+4.70150300E-05,1559359527.7523332,,,,
783,+4.69615900E-05,1559359527.9606667,,,,
784,+4.69916500E-05,1559359528.169,,,,
785,+4.69449000E-05,1559359528.3773332,,,,
786,+4.69696100E-05,1559359528.5856667,,,,
787,+4.70083500E-05,1559359528.794,,,,
788,+4.69822800E-05,1559359529.0023332,,,,
789,+4.69762800E-05,1559359529.2106667,,,,
790,+4.69649400E-05,1559359529.419,,,,
791,+4.69709500E-05,1559359529.6273332,,,,
792,+4.69181900E-05,1559359529.8356667,,,,
793,+4.69502300E-05,1559359530.044,,,,
794,+4.69595900E-05,1559359530.2523332,,,,
795,+4.69836300E-05,1559359530.4606667,,,,
796,+4.69582500E-05,1559359530.669,,,,
797,+4.69722800E-05,1559359530.8773332,,,,
798,+4.69749500E-05,1559359531.0856667,,,,
799,+4.69375500E-05,1559359531.294,,,,
800,+4.69756200E-05,1559359532.894,,,,
801,+4.69469000E-05,1559359533.1023333,,,,
802,+4.69215300E-05,1559359533.3106668,,,,
803,+4.68841200E-05,1559359533.519,,,,
804,+4.68854600E-05,1559359533.7273333,,,,
805,+4.69222000E-05,1559359533.9356668,,,,
806,+4.69282000E-05,1559359534.144,,,,
807,+4.69021500E-05,1559359534.3523333,,,,
808,+4.68988200E-05,1559359534.5606668,,,,
809,+4.68807900E-05,1559359534.769,,,,
810,+4.69061600E-05,1559359534.9773333,,,,
811,+4.69355400E-05,1559359535.1856668,,,,
812,+4.69275400E-05,1559359535.394,,,,
813,+4.69362200E-05,1559359535.6023333,,,,
814,+4.68994800E-05,1559359535.8106668,,,,
815,+4.68894700E-05,1559359536.019,,,,
816,+4.69141800E-05,1559359536.2273333,,,,
817,+4.68861300E-05,1559359536.4356668,,,,
818,+4.69128400E-05,1559359536.644,,,,
819,+4.68807900E-05,1559359536.8523333,,,,
820,+4.69121700E-05,1559359537.0606668,,,,
821,+4.68974900E-05,1559359537.269,,,,
822,+4.69221800E-05,1559359537.4773333,,,,
823,+4.69803000E-05,1559359537.6856668,,,,
824,+4.69589200E-05,1559359537.894,,,,
825,+4.69342000E-05,1559359539.495,,,,
826,+4.69522500E-05,1559359539.7033331,,,,
827,+4.69802800E-05,1559359539.9116666,,,,
828,+4.69909800E-05,1559359540.12,,,,
829,+4.69335500E-05,1559359540.3283331,,,,
830,+4.69422300E-05,1559359540.5366666,,,,
831,+4.69582600E-05,1559359540.745,,,,
832,+4.69428900E-05,1559359540.9533331,,,,
833,+4.69722800E-05,1559359541.1616666,,,,
834,+4.69862900E-05,1559359541.37,,,,
835,+4.69862900E-05,1559359541.5783331,,,,
836,+4.69582600E-05,1559359541.7866666,,,,
837,+4.70070100E-05,1559359541.995,,,,
838,+4.70183500E-05,1559359542.2033331,,,,
839,+4.70056700E-05,1559359542.4116666,,,,
840,+4.70030000E-05,1559359542.62,,,,
841,+4.69462200E-05,1559359542.8283331,,,,
842,+4.69869700E-05,1559359543.0366666,,,,
843,+4.69923100E-05,1559359543.245,,,,
844,+4.70196800E-05,1559359543.4533331,,,,
845,+4.69348800E-05,1559359543.6616666,,,,
846,+4.70016600E-05,1559359543.87,,,,
847,+4.70116900E-05,1559359544.0783331,,,,
848,+4.70357200E-05,1559359544.2866666,,,,
849,+4.70297200E-05,1559359544.495,,,,
850,+4.70704500E-05,1559359546.094,,,,
851,+4.70724600E-05,1559359546.3023334,,,,
852,+4.70530800E-05,1559359546.5106668,,,,
853,+4.70477500E-05,1559359546.719,,,,
854,+4.70577600E-05,1559359546.9273334,,,,
855,+4.70390700E-05,1559359547.1356668,,,,
856,+4.70684400E-05,1559359547.344,,,,
857,+4.70991700E-05,1559359547.5523334,,,,
858,+4.70884800E-05,1559359547.7606668,,,,
859,+4.70878100E-05,1559359547.969,,,,
860,+4.70831300E-05,1559359548.1773334,,,,
861,+4.71278900E-05,1559359548.3856668,,,,
862,+4.71125200E-05,1559359548.594,,,,
863,+4.70851500E-05,1559359548.8023334,,,,
864,+4.71065100E-05,1559359549.0106668,,,,
865,+4.71058500E-05,1559359549.219,,,,
866,+4.70464100E-05,1559359549.4273334,,,,
867,+4.70871400E-05,1559359549.6356668,,,,
868,+4.71038400E-05,1559359549.844,,,,
869,+4.70684500E-05,1559359550.0523334,,,,
870,+4.70631100E-05,1559359550.2606668,,,,
871,+4.70798000E-05,1559359550.469,,,,
872,+4.70390700E-05,1559359550.6773334,,,,
873,+4.70697800E-05,1559359550.8856668,,,,
874,+4.70684400E-05,1559359551.094,,,,
875,+4.70691200E-05,1559359552.694,,,,
876,+4.70831300E-05,1559359552.9023333,,,,
877,+4.70737900E-05,1559359553.1106668,,,,
878,+4.70550900E-05,1559359553.319,,,,
879,+4.70697800E-05,1559359553.5273333,,,,
880,+4.70764600E-05,1559359553.7356668,,,,
881,+4.70524200E-05,1559359553.944,,,,
882,+4.70771200E-05,1559359554.1523333,,,,
883,+4.70898100E-05,1559359554.3606668,,,,
884,+4.70784700E-05,1559359554.569,,,,
885,+4.70504100E-05,1559359554.7773333,,,,
886,+4.70737900E-05,1559359554.9856668,,,,
887,+4.70697900E-05,1559359555.194,,,,
888,+4.70290400E-05,1559359555.4023333,,,,
889,+4.71065100E-05,1559359555.6106668,,,,
890,+4.70778000E-05,1559359555.819,,,,
891,+4.70717900E-05,1559359556.0273333,,,,
892,+4.70737900E-05,1559359556.2356668,,,,
893,+4.70737900E-05,1559359556.444,,,,
894,+4.70704500E-05,1559359556.6523333,,,,
895,+4.70270400E-05,1559359556.8606668,,,,
896,+4.70484200E-05,1559359557.069,,,,
897,+4.70510900E-05,1559359557.2773333,,,,
898,+4.70216900E-05,1559359557.4856668,,,,
899,+4.70237000E-05,1559359557.694,,,,
900,+4.70096700E-05,1559359559.294,,,,
901,+4.70317200E-05,1559359559.5023332,,,,
902,+4.70063300E-05,1559359559.7106667,,,,
903,+4.70290300E-05,1559359559.919,,,,
904,+4.70477400E-05,1559359560.1273332,,,,
905,+4.70310500E-05,1559359560.3356667,,,,
906,+4.70250300E-05,1559359560.544,,,,
907,+4.70450700E-05,1559359560.7523332,,,,
908,+4.70403900E-05,1559359560.9606667,,,,
909,+4.70464200E-05,1559359561.169,,,,
910,+4.70323900E-05,1559359561.3773332,,,,
911,+4.70577500E-05,1559359561.5856667,,,,
912,+4.69989900E-05,1559359561.794,,,,
913,+4.70510900E-05,1559359562.0023332,,,,
914,+4.70190200E-05,1559359562.2106667,,,,
915,+4.70364000E-05,1559359562.419,,,,
916,+4.70510800E-05,1559359562.6273332,,,,
917,+4.70624400E-05,1559359562.8356667,,,,
918,+4.70731100E-05,1559359563.044,,,,
919,+4.70510900E-05,1559359563.2523332,,,,
920,+4.70671200E-05,1559359563.4606667,,,,
921,+4.70323700E-05,1559359563.669,,,,
922,+4.70096700E-05,1559359563.8773332,,,,
923,+4.70597600E-05,1559359564.0856667,,,,
924,+4.70423900E-05,1559359564.294,,,,
925,+4.70197000E-05,1559359565.894,,,,
926,+4.70510800E-05,1559359566.1023333,,,,
927,+4.70190200E-05,1559359566.3106668,,,,
928,+4.70584300E-05,1559359566.519,,,,
929,+4.70263800E-05,1559359566.7273333,,,,
930,+4.70243600E-05,1559359566.9356668,,,,
931,+4.69889700E-05,1559359567.144,,,,
932,+4.70243600E-05,1559359567.3523333,,,,
933,+4.70430700E-05,1559359567.5606668,,,,
934,+4.70150200E-05,1559359567.769,,,,
935,+4.70604300E-05,1559359567.9773333,,,,
936,+4.70817900E-05,1559359568.1856668,,,,
937,+4.70464100E-05,1559359568.394,,,,
938,+4.70350500E-05,1559359568.6023333,,,,
939,+4.70430800E-05,1559359568.8106668,,,,
940,+4.70798000E-05,1559359569.019,,,,
941,+4.70417300E-05,1559359569.2273333,,,,
942,+4.70370500E-05,1559359569.4356668,,,,
943,+4.70811400E-05,1559359569.644,,,,
944,+4.70757900E-05,1559359569.8523333,,,,
945,+4.70864800E-05,1559359570.0606668,,,,
946,+4.70557600E-05,1559359570.269,,,,
947,+4.70323900E-05,1559359570.4773333,,,,
948,+4.70323900E-05,1559359570.6856668,,,,
949,+4.70791300E-05,1559359570.894,,,,
950,+4.70150200E-05,1559359572.494,,,,
951,+4.70550900E-05,1559359572.7023332,,,,
952,+4.70751300E-05,1559359572.9106667,,,,
953,+4.70757800E-05,1559359573.119,,,,
954,+4.70798000E-05,1559359573.3273332,,,,
955,+4.70377300E-05,1559359573.5356667,,,,
956,+4.70591000E-05,1559359573.744,,,,
957,+4.70590900E-05,1559359573.9523332,,,,
958,+4.70537500E-05,1559359574.1606667,,,,
959,+4.70437400E-05,1559359574.369,,,,
960,+4.70611100E-05,1559359574.5773332,,,,
961,+4.70697700E-05,1559359574.7856667,,,,
962,+4.70804700E-05,1559359574.994,,,,
963,+4.70330600E-05,1559359575.2023332,,,,
964,+4.70651100E-05,1559359575.4106667,,,,
965,+4.70831400E-05,1559359575.619,,,,
966,+4.71098600E-05,1559359575.8273332,,,,
967,+4.70384000E-05,1559359576.0356667,,,,
968,+4.70684400E-05,1559359576.244,,,,
969,+4.70884800E-05,1559359576.4523332,,,,
970,+4.70677900E-05,1559359576.6606667,,,,
971,+4.71258800E-05,1559359576.869,,,,
972,+4.70611000E-05,1559359577.0773332,,,,
973,+4.70771200E-05,1559359577.2856667,,,,
974,+4.70731200E-05,1559359577.494,,,,
975,+4.70550800E-05,1559359579.094,,,,
976,+4.70964900E-05,1559359579.3023334,,,,
977,+4.70838000E-05,1559359579.5106668,,,,
978,+4.70798000E-05,1559359579.719,,,,
979,+4.71212000E-05,1559359579.9273334,,,,
980,+4.70871500E-05,1559359580.1356668,,,,
981,+4.71018300E-05,1559359580.344,,,,
982,+4.71252000E-05,1559359580.5523334,,,,
983,+4.70984900E-05,1559359580.7606668,,,,
984,+4.71051800E-05,1559359580.969,,,,
985,+4.70624300E-05,1559359581.1773334,,,,
986,+4.71285400E-05,1559359581.3856668,,,,
987,+4.70838100E-05,1559359581.594,,,,
988,+4.70951700E-05,1559359581.8023334,,,,
989,+4.71192100E-05,1559359582.0106668,,,,
990,+4.71125200E-05,1559359582.219,,,,
991,+4.71011600E-05,1559359582.4273334,,,,
992,+4.70938200E-05,1559359582.6356668,,,,
993,+4.71339000E-05,1559359582.844,,,,
994,+4.71165200E-05,1559359583.0523334,,,,
995,+4.71178500E-05,1559359583.2606668,,,,
996,+4.71085200E-05,1559359583.469,,,,
997,+4.70811300E-05,1559359583.6773334,,,,
998,+4.71085200E-05,1559359583.8856668,,,,
999,+4.71118600E-05,1559359584.094,,,,
1000,+4.70871400E-05,1559359585.694,,,,
1001,+4.70964800E-05,1559359585.9023333,,,,
1002,+4.70864800E-05,1559359586.1106668,,,,
1003,+4.71225400E-05,1559359586.319,,,,
1004,+4.70984900E-05,1559359586.5273333,,,,
1005,+4.70624300E-05,1559359586.7356668,,,,
1006,+4.70637700E-05,1559359586.944,,,,
1007,+4.70991700E-05,1559359587.1523333,,,,
1008,+4.70798000E-05,1559359587.3606668,,,,
1009,+4.70984900E-05,1559359587.569,,,,
1010,+4.71045000E-05,1559359587.7773333,,,,
1011,+4.70397200E-05,1559359587.9856668,,,,
1012,+4.71065100E-05,1559359588.194,,,,
1013,+4.70965000E-05,1559359588.4023333,,,,
1014,+4.70911600E-05,1559359588.6106668,,,,
1015,+4.71225300E-05,1559359588.819,,,,
1016,+4.70998300E-05,1559359589.0273333,,,,
1017,+4.70711100E-05,1559359589.2356668,,,,
1018,+4.70924800E-05,1559359589.444,,,,
1019,+4.71045000E-05,1559359589.6523333,,,,
1020,+4.71212000E-05,1559359589.8606668,,,,
1021,+4.70550900E-05,1559359590.069,,,,
1022,+4.70824700E-05,1559359590.2773333,,,,
1023,+4.71412400E-05,1559359590.4856668,,,,
1024,+4.71191900E-05,1559359590.694,,,,
1025,+4.71292200E-05,1559359592.295,,,,
1026,+4.70991700E-05,1559359592.5033333,,,,
1027,+4.71011800E-05,1559359592.7116668,,,,
1028,+4.71218800E-05,1559359592.92,,,,
1029,+4.71138500E-05,1559359593.1283333,,,,
1030,+4.71325600E-05,1559359593.3366668,,,,
1031,+4.71232100E-05,1559359593.545,,,,
1032,+4.71091800E-05,1559359593.7533333,,,,
1033,+4.70924900E-05,1559359593.9616668,,,,
1034,+4.71172000E-05,1559359594.17,,,,
1035,+4.70838100E-05,1559359594.3783333,,,,
1036,+4.71051700E-05,1559359594.5866668,,,,
1037,+4.70704500E-05,1559359594.795,,,,
1038,+4.70570900E-05,1559359595.0033333,,,,
1039,+4.70898200E-05,1559359595.2116668,,,,
1040,+4.70530800E-05,1559359595.42,,,,
1041,+4.70965000E-05,1559359595.6283333,,,,
1042,+4.70270400E-05,1559359595.8366668,,,,
1043,+4.70804700E-05,1559359596.045,,,,
1044,+4.70557600E-05,1559359596.2533333,,,,
1045,+4.70571000E-05,1559359596.4616668,,,,
1046,+4.70470700E-05,1559359596.67,,,,
1047,+4.70397300E-05,1559359596.8783333,,,,
1048,+4.70357200E-05,1559359597.0866668,,,,
1049,+4.70016700E-05,1559359597.295,,,,
1050,+4.70444000E-05,1559359598.895,,,,
1051,+4.70417400E-05,1559359599.1033332,,,,
1052,+4.70530800E-05,1559359599.3116667,,,,
1053,+4.70691200E-05,1559359599.52,,,,
1054,+4.70397200E-05,1559359599.7283332,,,,
1055,+4.70504100E-05,1559359599.9366667,,,,
1056,+4.70263700E-05,1559359600.145,,,,
1057,+4.69896300E-05,1559359600.3533332,,,,
1058,+4.69989800E-05,1559359600.5616667,,,,
1059,+4.70223700E-05,1559359600.77,,,,
1060,+4.69662700E-05,1559359600.9783332,,,,
1061,+4.69909800E-05,1559359601.1866667,,,,
1062,+4.69789600E-05,1559359601.395,,,,
1063,+4.70103500E-05,1559359601.6033332,,,,
1064,+4.70070100E-05,1559359601.8116667,,,,
1065,+4.69876400E-05,1559359602.02,,,,
1066,+4.69809600E-05,1559359602.2283332,,,,
1067,+4.69702700E-05,1559359602.4366667,,,,
1068,+4.69869600E-05,1559359602.645,,,,
1069,+4.69996600E-05,1559359602.8533332,,,,
1070,+4.69762800E-05,1559359603.0616667,,,,
1071,+4.69722800E-05,1559359603.27,,,,
1072,+4.69575900E-05,1559359603.4783332,,,,
1073,+4.70250300E-05,1559359603.6866667,,,,
1074,+4.69816300E-05,1559359603.895,,,,
1075,+4.70023300E-05,1559359605.495,,,,
1076,+4.70417300E-05,1559359605.7033331,,,,
1077,+4.70237100E-05,1559359605.9116666,,,,
1078,+4.70424100E-05,1559359606.12,,,,
1079,+4.70530800E-05,1559359606.3283331,,,,
1080,+4.70363800E-05,1559359606.5366666,,,,
1081,+4.70564200E-05,1559359606.745,,,,
1082,+4.69876400E-05,1559359606.9533331,,,,
1083,+4.70063500E-05,1559359607.1616666,,,,
1084,+4.70323800E-05,1559359607.37,,,,
1085,+4.70404000E-05,1559359607.5783331,,,,
1086,+4.70477400E-05,1559359607.7866666,,,,
1087,+4.69983100E-05,1559359607.995,,,,
1088,+4.70176900E-05,1559359608.2033331,,,,
1089,+4.70203500E-05,1559359608.4116666,,,,
1090,+4.70791200E-05,1559359608.62,,,,
1091,+4.70791400E-05,1559359608.8283331,,,,
1092,+4.70457400E-05,1559359609.0366666,,,,
1093,+4.70777900E-05,1559359609.245,,,,
1094,+4.70677800E-05,1559359609.4533331,,,,
1095,+4.70971600E-05,1559359609.6616666,,,,
1096,+4.70824700E-05,1559359609.87,,,,
1097,+4.70604200E-05,1559359610.0783331,,,,
1098,+4.70350500E-05,1559359610.2866666,,,,
1099,+4.70424100E-05,1559359610.495,,,,
1100,+4.70076800E-05,1559359612.095,,,,
1101,+4.70991700E-05,1559359612.3033333,,,,
1102,+4.70771400E-05,1559359612.5116668,,,,
1103,+4.70577600E-05,1559359612.72,,,,
1104,+4.71005000E-05,1559359612.9283333,,,,
1105,+4.70651000E-05,1559359613.1366668,,,,
1106,+4.71078500E-05,1559359613.345,,,,
1107,+4.70818000E-05,1559359613.5533333,,,,
1108,+4.71105100E-05,1559359613.7616668,,,,
1109,+4.71178700E-05,1559359613.97,,,,
1110,+4.71111800E-05,1559359614.1783333,,,,
1111,+4.71272200E-05,1559359614.3866668,,,,
1112,+4.71479200E-05,1559359614.595,,,,
1113,+4.71746300E-05,1559359614.8033333,,,,
1114,+4.71786400E-05,1559359615.0116668,,,,
1115,+4.71405700E-05,1559359615.22,,,,
1116,+4.71459100E-05,1559359615.4283333,,,,
1117,+4.71519200E-05,1559359615.6366668,,,,
1118,+4.71332100E-05,1559359615.845,,,,
1119,+4.71392300E-05,1559359616.0533333,,,,
1120,+4.71592600E-05,1559359616.2616668,,,,
1121,+4.71312300E-05,1559359616.47,,,,
1122,+4.71232000E-05,1559359616.6783333,,,,
1123,+4.71445800E-05,1559359616.8866668,,,,
1124,+4.70590900E-05,1559359617.095,,,,
1125,+4.70958300E-05,1559359618.695,,,,
1126,+4.70450700E-05,1559359618.9033332,,,,
1127,+4.70717800E-05,1559359619.1116667,,,,
1128,+4.70490800E-05,1559359619.32,,,,
1129,+4.71131800E-05,1559359619.5283332,,,,
1130,+4.70584300E-05,1559359619.7366667,,,,
1131,+4.70898100E-05,1559359619.945,,,,
1132,+4.70864800E-05,1559359620.1533332,,,,
1133,+4.70317200E-05,1559359620.3616667,,,,
1134,+4.70257100E-05,1559359620.57,,,,
1135,+4.70417400E-05,1559359620.7783332,,,,
1136,+4.69956600E-05,1559359620.9866667,,,,
1137,+4.70417300E-05,1559359621.195,,,,
1138,+4.70156900E-05,1559359621.4033332,,,,
1139,+4.69883100E-05,1559359621.6116667,,,,
1140,+4.69736200E-05,1559359621.82,,,,
1141,+4.69929700E-05,1559359622.0283332,,,,
1142,+4.69348800E-05,1559359622.2366667,,,,
1143,+4.69395600E-05,1559359622.445,,,,
1144,+4.69388900E-05,1559359622.6533332,,,,
1145,+4.68874600E-05,1559359622.8616667,,,,
1146,+4.68881400E-05,1559359623.07,,,,
1147,+4.68814600E-05,1559359623.2783332,,,,
1148,+4.68701100E-05,1559359623.4866667,,,,
1149,+4.68727800E-05,1559359623.695,,,,
1150,+4.68607600E-05,1559359625.295,,,,
1151,+4.68774500E-05,1559359625.5033333,,,,
1152,+4.68280200E-05,1559359625.7116668,,,,
1153,+4.68280200E-05,1559359625.92,,,,
1154,+4.68914800E-05,1559359626.1283333,,,,
1155,+4.68801200E-05,1559359626.3366668,,,,
1156,+4.68974800E-05,1559359626.545,,,,
1157,+4.68614200E-05,1559359626.7533333,,,,
1158,+4.69108400E-05,1559359626.9616668,,,,
1159,+4.68741000E-05,1559359627.17,,,,
1160,+4.68881400E-05,1559359627.3783333,,,,
1161,+4.69208600E-05,1559359627.5866668,,,,
1162,+4.69054900E-05,1559359627.795,,,,
1163,+4.69055000E-05,1559359628.0033333,,,,
1164,+4.68634300E-05,1559359628.2116668,,,,
1165,+4.68848000E-05,1559359628.42,,,,
1166,+4.68527400E-05,1559359628.6283333,,,,
1167,+4.68828000E-05,1559359628.8366668,,,,
1168,+4.68914800E-05,1559359629.045,,,,
1169,+4.69221800E-05,1559359629.2533333,,,,
1170,+4.69034800E-05,1559359629.4616668,,,,
1171,+4.69035000E-05,1559359629.67,,,,
1172,+4.68821200E-05,1559359629.8783333,,,,
1173,+4.69315500E-05,1559359630.0866668,,,,
1174,+4.68807900E-05,1559359630.295,,,,
1175,+4.68554200E-05,1559359631.895,,,,
1176,+4.68714400E-05,1559359632.1033332,,,,
1177,+4.68847900E-05,1559359632.3116667,,,,
1178,+4.68413900E-05,1559359632.52,,,,
1179,+4.69375600E-05,1559359632.7283332,,,,
1180,+4.69068300E-05,1559359632.9366667,,,,
1181,+4.68694300E-05,1559359633.145,,,,
