,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
219,+4.74491100E-05,1559360772.0243332,,9.358592880613361e-05
220,+4.74851700E-05,1559360772.2326667,,9.35907743702081e-05
221,+4.75212300E-05,1559360772.441,,9.35939134720701e-05
222,+4.75178900E-05,1559360772.6493332,,9.35966626506024e-05
223,+4.75125500E-05,1559360772.8576667,,9.359897699890472e-05
224,+4.75319100E-05,1559360773.066,,9.360156626506025e-05
225,+4.76174100E-05,1559360776.665,,9.477826177437021e-05
226,+4.76274100E-05,1559360776.8733332,,9.539481818181818e-05
227,+4.75980300E-05,1559360777.0816667,,9.539668455640746e-05
228,+4.76080600E-05,1559360777.29,,9.718704381161008e-05
229,+4.75967000E-05,1559360777.4983332,,9.801584227820373e-05
230,+4.76174000E-05,1559360777.7066667,,9.801834501642936e-05
231,+4.76327600E-05,1559360777.915,,9.935530558598028e-05
232,+4.76287600E-05,1559360778.1233332,,9.974991347207009e-05
233,+4.76394400E-05,1559360778.3316667,,9.975190909090909e-05
234,+4.76207400E-05,1559360778.54,,0.00010184460240963855
235,+4.76280800E-05,1559360778.7483332,,0.00010237401861993428
236,+4.76487900E-05,1559360778.9566667,,0.00010237776560788609
237,+4.76554600E-05,1559360779.165,,0.00010391131763417306
238,+4.76534700E-05,1559360779.3733332,,0.0001041061117196057
239,+4.76527900E-05,1559360779.5816667,,0.00010410845564074479
240,+4.76180600E-05,1559360779.79,,0.00010410897590361446
241,+4.75980200E-05,1559360779.9983332,,0.0001041098587075575
242,+4.76167300E-05,1559360780.2066667,,0.00010411142059145673
243,+4.76247500E-05,1559360780.415,,0.00010411282365826943
244,+4.76194100E-05,1559360780.6233332,,0.00010411322891566265
245,+4.76507800E-05,1559360780.8316667,,0.00010411398138006572
246,+4.76788400E-05,1559360781.04,,0.00010411170974808324
247,+4.76354200E-05,1559360781.2483332,,0.00010411334501642935
248,+4.76828400E-05,1559360781.4566667,,0.00010411252026286966
249,+4.76280800E-05,1559360781.665,,0.00010411113143483023
250,+4.76327600E-05,1559360785.266,,0.00010576690470974809
251,+4.75987000E-05,1559360785.4743333,,0.00010672101423877328
252,+4.76167300E-05,1559360785.6826668,,0.0001067249342825849
253,+4.76494500E-05,1559360785.891,,0.0001080219748083242
254,+4.76180700E-05,1559360786.0993333,,0.0001085168587075575
255,+4.76020400E-05,1559360786.3076668,,0.00010852014238773275
256,+4.75773300E-05,1559360786.516,,9.437119934282585e-05
257,+4.76200800E-05,1559360786.7243333,,0.00011153636363636364
258,+4.76234200E-05,1559360786.9326668,,0.00011152970427163199
259,+4.75679800E-05,1559360787.141,,0.00011369854326396495
260,+4.76307600E-05,1559360787.3493333,,0.00011411073384446878
261,+4.76214100E-05,1559360787.5576668,,0.00011411044906900329
262,+4.75739800E-05,1559360787.766,,0.00011567204819277108
263,+4.75866800E-05,1559360787.9743333,,0.00011591304490690031
264,+4.75733100E-05,1559360788.1826668,,0.00011591308871851039
265,+4.75606300E-05,1559360788.391,,0.00011591202628696605
266,+4.75259100E-05,1559360788.5993333,,0.0001159129134720701
267,+4.75612900E-05,1559360788.8076668,,0.00011591404162102958
268,+4.75706600E-05,1559360789.016,,0.00011591391018619935
269,+4.75472800E-05,1559360789.2243333,,0.00011591373493975903
270,+4.75432600E-05,1559360789.4326668,,0.00011591355969331872
271,+4.75539500E-05,1559360789.641,,0.00011591297918948522
272,+4.75653100E-05,1559360789.8493333,,0.00011591079956188389
273,+4.74978600E-05,1559360790.0576668,,0.00011591053669222345
274,+4.74691500E-05,1559360790.266,,0.00011591110624315443
275,+4.74217200E-05,1559360793.865,,0.00011765350492880614
276,+4.73629500E-05,1559360794.0733333,,0.00011849418400876232
277,+4.73783200E-05,1559360794.2816668,,0.00011849408543263964
278,+4.74517700E-05,1559360794.49,,0.00011976343921139102
279,+4.73696400E-05,1559360794.6983333,,0.00012030478641840086
