,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A),SQUID_Curr(A)
307,+4.71406000E-05,1559364600.2153332,,0.00013533006571741512,4.851907389162562e-05
308,+4.71345900E-05,1559364600.4236667,,0.00013533020810514785,4.851702463054188e-05
309,+4.71679900E-05,1559364600.632,,0.000137913143483023,4.8515999999999994e-05
310,+4.71506200E-05,1559364600.8403332,,0.00013791212486308872,4.8517793103448275e-05
311,+4.71466100E-05,1559364601.0486667,,0.00013791024096385544,4.851753694581281e-05
312,+4.71786700E-05,1559364601.257,,0.00013972107338444686,4.85156157635468e-05
313,+4.71205700E-05,1559364601.4653332,,0.00013972135815991236,4.851792118226601e-05
314,+4.71179000E-05,1559364601.6736667,,0.00013972135815991236,4.851471921182266e-05
315,+4.70992000E-05,1559364601.882,,0.00013972135815991236,4.851792118226601e-05
316,+4.70911800E-05,1559364602.0903332,,0.00013972135815991236,4.8520226600985226e-05
317,+4.70791600E-05,1559364602.2986667,,0.0001397222234392114,4.8516512315270937e-05
318,+4.70858300E-05,1559364602.507,,0.00013972135815991236,4.8515487684729066e-05
319,+4.70811700E-05,1559364602.7153332,,0.0001397216538882804,4.851164532019704e-05
320,+4.70277400E-05,1559364602.9236667,,0.00013972092004381161,4.851702463054188e-05
321,+4.70304100E-05,1559364603.132,,0.0001397216538882804,4.8515999999999994e-05
322,+4.70037000E-05,1559364603.3403332,,0.00013972077765607885,4.851984236453202e-05
323,+4.70103800E-05,1559364603.5486667,,0.00013972280394304492,4.851753694581281e-05
324,+4.70123800E-05,1559364603.757,,0.00013972251916757943,4.8521763546798025e-05
325,+4.70471100E-05,1559364607.465,,0.00013972019715224535,4.851395073891625e-05
326,+4.70631400E-05,1559364607.6733332,,0.00014229774370208103,4.851702463054188e-05
327,+4.70925200E-05,1559364607.8816667,,0.00014229803943044907,4.852035467980296e-05
328,+4.70931900E-05,1559364608.09,,0.00014229745892661556,4.85163842364532e-05
329,+4.70952000E-05,1559364608.2983332,,0.000144108860898138,4.8515999999999994e-05
330,+4.70925200E-05,1559364608.5066667,,0.00014411002190580502,4.851766502463054e-05
331,+4.71212300E-05,1559364608.715,,0.00014411002190580502,4.8519201970443355e-05
332,+4.70905100E-05,1559364608.9233332,,0.0001457928587075575,4.851753694581281e-05
333,+4.71118800E-05,1559364609.1316667,,0.00014579213581599124,4.851471921182266e-05
334,+4.71192200E-05,1559364609.34,,0.00014582688937568456,4.851356650246306e-05
335,+4.71392600E-05,1559364609.5483332,,0.00014849606790799563,4.8510364532019704e-05
336,+4.71506200E-05,1559364609.7566667,,0.00014849679079956187,4.8511133004926114e-05
337,+4.71319200E-05,1559364609.965,,0.00014855412924424973,4.8511773399014777e-05
338,+4.71345800E-05,1559364610.1733332,,0.00015017836801752463,4.850549753694582e-05
339,+4.71479400E-05,1559364610.3816667,,0.00015017778751369112,4.851625615763547e-05
340,+4.71285800E-05,1559364610.59,,0.00015017894852135816,4.8511389162561575e-05
341,+4.71138800E-05,1559364610.7983332,,0.00015017909090909092,4.850933990147783e-05
342,+4.70831700E-05,1559364611.0066667,,0.00015017924424972617,4.850754679802956e-05
343,+4.70978600E-05,1559364611.215,,0.00015017836801752463,4.851241379310345e-05
344,+4.70945200E-05,1559364611.4233332,,0.00015017706462212485,4.850933990147783e-05
345,+4.70591300E-05,1559364611.6316667,,0.00015017692223439212,4.850805911330049e-05
346,+4.70624700E-05,1559364611.84,,0.00015017909090909092,4.8511389162561575e-05
347,+4.70958600E-05,1559364612.0483332,,0.00015018039430449067,4.8512029556650244e-05
348,+4.71118800E-05,1559364612.2566667,,0.00015017764512595836,4.851087684729064e-05
349,+4.71339300E-05,1559364612.465,,0.00015017692223439212,4.8511133004926114e-05
350,+4.71352600E-05,1559364615.957,,0.00015143254107338446,4.850626600985222e-05
351,+4.71272500E-05,1559364616.1653333,,0.00015288881708652792,4.850421674876848e-05
352,+4.71212400E-05,1559364616.3736668,,0.00015288982475355968,4.8511389162561575e-05
353,+4.70891700E-05,1559364616.582,,0.00015381855421686748,4.8514463054187195e-05
354,+4.71479400E-05,1559364616.7903333,,0.00015457036144578314,4.8515999999999994e-05
355,+4.71172300E-05,1559364616.9986668,,0.00015457152245345015,4.8512669950738914e-05
356,+4.71038600E-05,1559364617.207,,0.00015613144578313252,4.851420689655173e-05
357,+4.70845000E-05,1559364617.4153333,,0.00015727805038335158,4.8513438423645324e-05
358,+4.71439500E-05,1559364617.6236668,,0.00015727950711938663,4.8513438423645324e-05
359,+4.71165600E-05,1559364617.832,,0.00015839295728368015,4.8517408866995074e-05
360,+4.71492900E-05,1559364618.0403333,,0.0001589580065717415,4.851753694581281e-05
361,+4.71646400E-05,1559364618.2486668,,0.000158958291347207,4.851587192118227e-05
362,+4.71439500E-05,1559364618.457,,0.00016020319824753559,4.8512029556650244e-05
363,+4.71432600E-05,1559364618.6653333,,0.00016076912376779848,4.8514463054187195e-05
364,+4.71179000E-05,1559364618.8736668,,0.00016076854326396494,4.851702463054188e-05
365,+4.70724800E-05,1559364619.082,,0.00016076998904709748,4.8523556650246306e-05
366,+4.70711500E-05,1559364619.2903333,,0.0001607718729463308,4.851971428571428e-05
367,+4.70624700E-05,1559364619.4986668,,0.00016077143483023,4.852227586206897e-05
368,+4.70370900E-05,1559364619.707,,0.00016076998904709748,4.852112315270936e-05
369,+4.70237400E-05,1559364619.9153333,,0.00016076810514786417,4.852112315270936e-05
370,+4.70163900E-05,1559364620.1236668,,0.0001607711500547645,4.8516768472906404e-05
371,+4.69876600E-05,1559364620.332,,0.000160770569550931,4.851907389162562e-05
372,+4.69509400E-05,1559364620.5403333,,0.00016076969331872945,4.851804926108375e-05
373,+4.69769900E-05,1559364620.7486668,,0.00016076882803943044,4.851728078817734e-05
374,+4.69489300E-05,1559364620.957,,0.00016076419496166485,4.8515999999999994e-05
375,+4.69375900E-05,1559364624.558,,0.0001620201204819277,4.8516512315270937e-05
376,+4.70170600E-05,1559364624.7663333,,0.0001633472508214677,4.851894581280788e-05
377,+4.70270600E-05,1559364624.9746668,,0.00016334392113910186,4.851510344827586e-05
378,+4.70370900E-05,1559364625.183,,0.00016427032858707557,4.851625615763547e-05
379,+4.69990100E-05,1559364625.3913333,,0.00016515605695509308,4.8516768472906404e-05
380,+4.70190600E-05,1559364625.5996668,,0.0001651572070098576,4.851497536945812e-05
381,+4.70217200E-05,1559364625.808,,0.00016669687842278203,4.8512669950738914e-05
382,+4.70604600E-05,1559364626.0163333,,0.00016773533406352683,4.8517793103448275e-05
383,+4.70217200E-05,1559364626.2246668,,0.0001677344687842278,4.851279802955665e-05
384,+4.70571200E-05,1559364626.433,,0.0001688567469879518,4.8513054187192115e-05
385,+4.70511200E-05,1559364626.6413333,,0.000169533713033954,4.8514463054187195e-05
386,+4.70591300E-05,1559364626.8496668,,0.00016952184008762322,4.85152315270936e-05
387,+4.70831700E-05,1559364627.058,,0.00017136523548740416,4.850831527093596e-05
388,+4.71212300E-05,1559364627.2663333,,0.00017210633077765607,4.851087684729064e-05
389,+4.70991800E-05,1559364627.4746668,,0.00017210546549835707,4.8511389162561575e-05
390,+4.70531200E-05,1559364627.683,,0.00017210198247535598,4.851395073891625e-05
391,+4.70658100E-05,1559364627.8913333,,0.00017207824753559693,4.851241379310345e-05
392,+4.70658000E-05,1559364628.0996668,,0.0001720768017524644,4.8513182266009856e-05
393,+4.70417600E-05,1559364628.308,,0.00017205710843373493,4.851497536945812e-05
394,+4.70083800E-05,1559364628.5163333,,0.00017200774370208105,4.8513182266009856e-05
395,+4.70177200E-05,1559364628.7246668,,0.00017199934282584886,4.8513438423645324e-05
396,+4.69996900E-05,1559364628.933,,0.00017195533406352682,4.851164532019704e-05
397,+4.70344200E-05,1559364629.1413333,,0.00017183300109529023,4.8514463054187195e-05
398,+4.70030400E-05,1559364629.3496668,,0.00017175844468784229,4.851625615763547e-05
399,+4.70257200E-05,1559364629.558,,0.00017157515881708653,4.851625615763547e-05
400,+4.71252500E-05,1559364633.157,,0.00017247421686746988,4.851471921182266e-05
401,+4.71760000E-05,1559364633.3653333,,0.00017341813800657175,4.851433497536946e-05
402,+4.71633000E-05,1559364633.5736668,,0.000173407721796276,4.851907389162562e-05
403,+4.71472800E-05,1559364633.782,,0.00017429054764512596,4.8517408866995074e-05
404,+4.71359200E-05,1559364633.9903333,,0.00017509881708652794,4.851766502463054e-05
405,+4.71606400E-05,1559364634.1986668,,0.00017515441401971522,4.851382266009852e-05
406,+4.71379300E-05,1559364634.407,,0.00017647560788608982,4.851433497536946e-05
407,+4.71392700E-05,1559364634.6153333,,0.00017762192771084335,4.851804926108375e-05
408,+4.71539600E-05,1559364634.8236668,,0.00017763843373493976,4.851151724137931e-05
409,+4.71392600E-05,1559364635.032,,0.00017877635268346111,4.8514078817733986e-05
410,+4.71779900E-05,1559364635.2403333,,0.00017937991237677986,4.851279802955665e-05
411,+4.72487900E-05,1559364635.4486668,,0.00017937875136911282,4.851356650246306e-05
412,+4.72093900E-05,1559364635.657,,0.00018108924424972618,4.8513182266009856e-05
413,+4.72187300E-05,1559364635.8653333,,0.00018193197152245347,4.851023645320196e-05
414,+4.72300900E-05,1559364636.0736668,,0.0001819203943044907,4.851279802955665e-05
415,+4.71760000E-05,1559364636.282,,0.0001818946221248631,4.850933990147783e-05
416,+4.71940300E-05,1559364636.4903333,,0.00018189694414019714,4.85088275862069e-05
417,+4.72073900E-05,1559364636.6986668,,0.000181867699890471,4.85099802955665e-05
418,+4.71653100E-05,1559364636.907,,0.0001818629134720701,4.8513182266009856e-05
419,+4.71893500E-05,1559364637.1153333,,0.00018184583789704272,4.851062068965517e-05
420,+4.71759900E-05,1559364637.3236668,,0.00018199075575027382,4.851023645320196e-05
421,+4.71853500E-05,1559364637.532,,0.0001819830777656079,4.850831527093596e-05
422,+4.71272500E-05,1559364637.7403333,,0.00018197830230010952,4.851164532019704e-05
423,+4.71546200E-05,1559364637.9486668,,0.00018196512595837898,4.850805911330049e-05
424,+4.71406100E-05,1559364638.157,,0.00018197888280394302,4.8512669950738914e-05
425,+4.71419400E-05,1559364641.758,,0.00018283420591456734,4.850985221674877e-05
426,+4.71900100E-05,1559364641.9663332,,0.00018379550930996714,4.851420689655173e-05
427,+4.71893600E-05,1559364642.1746666,,0.0001837981161007667,4.8508699507389164e-05
428,+4.72260900E-05,1559364642.383,,0.0001852121139101862,4.8510748768472906e-05
429,+4.72260800E-05,1559364642.5913332,,0.0001863511938663746,4.85156157635468e-05
430,+4.72347600E-05,1559364642.7996666,,0.00018635524644030667,4.850857142857143e-05
431,+4.72093900E-05,1559364643.008,,0.00018740021905805037,4.850460098522167e-05
432,+4.72401000E-05,1559364643.2163332,,0.00018815926615553123,4.850665024630542e-05
433,+4.72040400E-05,1559364643.4246666,,0.000188150865279299,4.851100492610837e-05
434,+4.72574800E-05,1559364643.633,,0.00018929544359255204,4.850895566502463e-05
435,+4.72300900E-05,1559364643.8413332,,0.00018985122672508214,4.850716256157635e-05
436,+4.72007000E-05,1559364644.0496666,,0.00018985282584884996,4.850767487684729e-05
437,+4.72681600E-05,1559364644.258,,0.00019173762322015334,4.850818719211822e-05
438,+4.72942000E-05,1559364644.4663332,,0.00019254980284775464,4.8510748768472906e-05
439,+4.72561200E-05,1559364644.6746666,,0.00019254169769989047,4.851254187192118e-05
440,+4.72875200E-05,1559364644.883,,0.00019256095290251917,4.851049261083744e-05
441,+4.73289400E-05,1559364645.0913332,,0.00019257369112814896,4.85088275862069e-05
442,+4.73002200E-05,1559364645.2996666,,0.00019257803943044906,4.850754679802956e-05
443,+4.73109000E-05,1559364645.508,,0.00019258991237677985,4.8512669950738914e-05
444,+4.73830200E-05,1559364645.7163332,,0.0001925618181818182,4.851433497536946e-05
445,+4.73469500E-05,1559364645.9246666,,0.00019257369112814896,4.8510748768472906e-05
446,+4.73289400E-05,1559364646.133,,0.0001925744140197152,4.8511773399014777e-05
447,+4.73503000E-05,1559364646.3413332,,0.00019258064622124863,4.8511773399014777e-05
448,+4.73663300E-05,1559364646.5496666,,0.00019259888280394305,4.851062068965517e-05
449,+4.73690000E-05,1559364646.758,,0.00019262378970427162,4.851228571428572e-05
450,+4.72654900E-05,1559364650.357,,0.0001934562322015334,4.85099802955665e-05
451,+4.72875200E-05,1559364650.5653334,,0.0001942873713033954,4.851151724137931e-05
452,+4.72154000E-05,1559364650.7736669,,0.00019428389923329683,4.8512157635467985e-05
453,+4.72534600E-05,1559364650.982,,0.00019570676889375685,4.851420689655173e-05
454,+4.72755000E-05,1559364651.1903334,,0.00019701985761226725,4.851241379310345e-05
455,+4.72160500E-05,1559364651.3986669,,0.00019703853231106244,4.850908374384236e-05
456,+4.71933600E-05,1559364651.607,,0.0001981327382256298,4.851728078817734e-05
457,+4.71633100E-05,1559364651.8153334,,0.00019882590361445783,4.851459113300493e-05
458,+4.71906900E-05,1559364652.0236669,,0.00019882764512595838,4.85152315270936e-05
459,+4.71265800E-05,1559364652.232,,0.00020044201533406353,4.8513694581280785e-05
460,+4.71533000E-05,1559364652.4403334,,0.00020140026286966046,4.851241379310345e-05
461,+4.71152300E-05,1559364652.6486669,,0.00020145774370208106,4.851471921182266e-05
462,+4.71219100E-05,1559364652.857,,0.00020275867469879516,4.8512157635467985e-05
463,+4.71025300E-05,1559364653.0653334,,0.00020325741511500548,4.8513694581280785e-05
464,+4.71118800E-05,1559364653.2736669,,0.00020326002190580503,4.8513182266009856e-05
465,+4.70678000E-05,1559364653.482,,0.00020325945235487406,4.851164532019704e-05
466,+4.70471000E-05,1559364653.6903334,,0.00020326204819277107,4.851420689655173e-05
467,+4.70871800E-05,1559364653.8986669,,0.00020327652792990144,4.851702463054188e-05
468,+4.70798400E-05,1559364654.107,,0.00020333631982475355,4.8514463054187195e-05
469,+4.70404300E-05,1559364654.3153334,,0.00020339929901423877,4.851087684729064e-05
470,+4.70711400E-05,1559364654.5236669,,0.00020340826944140197,4.8509724137931035e-05
471,+4.70925100E-05,1559364654.732,,0.00020344533406352683,4.8513182266009856e-05
472,+4.71125500E-05,1559364654.9403334,,0.00020345112814895946,4.851689655172414e-05
473,+4.70825000E-05,1559364655.1486669,,0.00020345836801752463,4.8511133004926114e-05
474,+4.71439500E-05,1559364655.357,,0.00020342130339539978,4.851087684729064e-05
475,+4.71165500E-05,1559364658.958,,0.0002046263964950712,4.851164532019704e-05
476,+4.71532900E-05,1559364659.1663332,,0.00020604227820372398,4.851433497536946e-05
477,+4.71512900E-05,1559364659.3746667,,0.00020603894852135816,4.8511389162561575e-05
478,+4.71165600E-05,1559364659.583,,0.00020701387732749177,4.851241379310345e-05
479,+4.71806700E-05,1559364659.7913332,,0.00020787455640744796,4.8517408866995074e-05
480,+4.72114000E-05,1559364659.9996667,,0.00020791060240963856,4.8514463054187195e-05
481,+4.72060500E-05,1559364660.208,,0.0002088658159912377,4.850857142857143e-05
482,+4.71800000E-05,1559364660.4163332,,0.00020962732749178534,4.8511389162561575e-05
483,+4.71926900E-05,1559364660.6246667,,0.0002098508543263965,4.851023645320196e-05
484,+4.71773300E-05,1559364660.833,,0.00021166167579408544,4.8512157635467985e-05
485,+4.71860100E-05,1559364661.0413332,,0.00021260270536692223,4.8510364532019704e-05
486,+4.72080600E-05,1559364661.2496667,,0.00021262847754654983,4.851279802955665e-05
487,+4.71846700E-05,1559364661.458,,0.00021377652792990142,4.851164532019704e-05
488,+4.71699900E-05,1559364661.6663332,,0.00021431219058050386,4.8515487684729066e-05
489,+4.71452700E-05,1559364661.8746667,,0.00021432043811610077,4.8518817733990146e-05
490,+4.71085400E-05,1559364662.083,,0.00021432507119386636,4.8508443349753696e-05
491,+4.71599700E-05,1559364662.2913332,,0.00021432681270536693,4.851356650246306e-05
492,+4.71359200E-05,1559364662.4996667,,0.00021432912376779847,4.851126108374385e-05
493,+4.71492900E-05,1559364662.708,,0.00021432941949616648,4.8511773399014777e-05
494,+4.71446100E-05,1559364662.9163332,,0.00021433332968236584,4.851241379310345e-05
495,+4.71252500E-05,1559364663.1246667,,0.00021433549835706461,4.851228571428572e-05
496,+4.71486100E-05,1559364663.333,,0.00021433723986856516,4.851087684729064e-05
497,+4.71646400E-05,1559364663.5413332,,0.00021433955093099673,4.851702463054188e-05
498,+4.72113900E-05,1559364663.7496667,,0.00021434157721796274,4.851292610837438e-05
499,+4.71546200E-05,1559364663.958,,0.00021434302300109528,4.850908374384236e-05
500,+4.70511000E-05,1559364667.557,,0.00021564178532311064,4.850818719211822e-05
501,+4.69769900E-05,1559364667.7653332,,0.00021705202628696603,4.8508443349753696e-05
502,+4.70123800E-05,1559364667.9736667,,0.00021705,4.8512669950738914e-05
503,+4.70057100E-05,1559364668.182,,0.0002180034720700986,4.8507418719211825e-05
504,+4.70203900E-05,1559364668.3903332,,0.000218732004381161,4.850729064039409e-05
505,+4.70397600E-05,1559364668.5986667,,0.00021873316538882805,4.850857142857143e-05
506,+4.70430900E-05,1559364668.807,,0.0002221292552026287,4.850690640394088e-05
507,+4.70290800E-05,1559364669.0153332,,0.00022205499452354873,4.850677832512315e-05
508,+4.70204000E-05,1559364669.2236667,,0.00022204500547645125,4.850536945812808e-05
509,+4.70204000E-05,1559364669.432,,0.00022384250821467686,4.850831527093596e-05
510,+4.69943500E-05,1559364669.6403332,,0.00022384192771084338,4.850933990147783e-05
511,+4.70016900E-05,1559364669.8486667,,0.0002238393209200438,4.850729064039409e-05
512,+4.70270600E-05,1559364670.057,,0.00022564203723986857,4.8507931034482754e-05
513,+4.70344200E-05,1559364670.2653332,,0.0002256437787513691,4.8508443349753696e-05
514,+4.70224000E-05,1559364670.4736667,,0.00022564478641840086,4.8505625615763544e-05
515,+4.69883400E-05,1559364670.682,,0.00022564087623220153,4.850613793103448e-05
516,+4.69609500E-05,1559364670.8903332,,0.000225639430449069,4.8509724137931035e-05
517,+4.70077000E-05,1559364671.0986667,,0.000225639726177437,4.850895566502463e-05
518,+4.69669600E-05,1559364671.307,,0.00022563493975903613,4.850716256157635e-05
519,+4.69589400E-05,1559364671.5153332,,0.00022564175246440305,4.850908374384236e-05
520,+4.69162100E-05,1559364671.7236667,,0.00022564117196056957,4.8507418719211825e-05
521,+4.69242300E-05,1559364671.932,,0.00022564175246440305,4.850626600985222e-05
522,+4.69028500E-05,1559364672.1403332,,0.00022564030668127056,4.850767487684729e-05
523,+4.68607900E-05,1559364672.3486667,,0.00022564117196056957,4.850754679802956e-05
524,+4.68801400E-05,1559364672.557,,0.00022563914567360352,4.850754679802956e-05
525,+4.67011800E-05,1559364676.285,,0.000225639430449069,4.850613793103448e-05
526,+4.66644400E-05,1559364676.4933333,,0.0002282247973713034,4.850767487684729e-05
527,+4.67305500E-05,1559364676.7016668,,0.00022822421686746988,4.8502039408866996e-05
528,+4.66717800E-05,1559364676.91,,0.0002282247973713034,4.850024630541872e-05
529,+4.66971600E-05,1559364677.1183333,,0.00023001709748083244,4.850549753694582e-05
530,+4.66798100E-05,1559364677.3266668,,0.00023001912376779848,4.8507034482758617e-05
531,+4.66704600E-05,1559364677.535,,0.00023001695509309968,4.850447290640394e-05
532,+4.66350500E-05,1559364677.7433333,,0.0002326027491785323,4.850549753694582e-05
533,+4.66450800E-05,1559364677.9516668,,0.00023260086527929902,4.850933990147783e-05
534,+4.66424000E-05,1559364678.16,,0.00023259956188389924,4.850472906403941e-05
535,+4.65763000E-05,1559364678.3683333,,0.00023440489594742607,4.8503960591133004e-05
536,+4.66150300E-05,1559364678.5766668,,0.00023440373493975906,4.850626600985222e-05
537,+4.66210400E-05,1559364678.785,,0.0002344035925520263,4.850985221674877e-05
538,+4.66317200E-05,1559364678.9933333,,0.0002369879408543264,4.8511133004926114e-05
539,+4.65909800E-05,1559364679.2016668,,0.00023698648411829136,4.8503064039408867e-05
540,+4.66257000E-05,1559364679.41,,0.0002369893866374589,4.8503064039408867e-05
541,+4.66023300E-05,1559364679.6183333,,0.0002369890909090909,4.850716256157635e-05
542,+4.66424100E-05,1559364679.8266668,,0.00023699083242059146,4.8507802955665027e-05
543,+4.65475600E-05,1559364680.035,,0.00023699054764512594,4.850652216748769e-05
544,+4.65963300E-05,1559364680.2433333,,0.0002369890909090909,4.850754679802956e-05
545,+4.65802800E-05,1559364680.4516668,,0.00023699111719605699,4.850344827586207e-05
546,+4.65903200E-05,1559364680.66,,0.0002369885104052574,4.850344827586207e-05
547,+4.65716200E-05,1559364680.8683333,,0.0002369893866374589,4.850626600985222e-05
548,+4.65722800E-05,1559364681.0766668,,0.0002369893866374589,4.849870935960591e-05
549,+4.65869700E-05,1559364681.285,,0.0002369890909090909,4.850421674876848e-05
550,+4.65776200E-05,1559364684.757,,0.00023781560788608983,4.85024236453202e-05
551,+4.65883200E-05,1559364684.9653332,,0.00023879529025191675,4.850344827586207e-05
552,+4.66170200E-05,1559364685.1736667,,0.00023878819277108436,4.85035763546798e-05
553,+4.66210400E-05,1559364685.382,,0.00023977395399780942,4.8507931034482754e-05
554,+4.65963200E-05,1559364685.5903332,,0.00024060625410733845,4.8504985221674875e-05
555,+4.66464100E-05,1559364685.7986667,,0.00024060538882803945,4.850690640394088e-05
556,+4.66657800E-05,1559364686.007,,0.00024206894852135815,4.850344827586207e-05
557,+4.66717800E-05,1559364686.2153332,,0.0002431796495071194,4.8507418719211825e-05
558,+4.66377300E-05,1559364686.4236667,,0.00024317892661555315,4.8507034482758617e-05
559,+4.66924900E-05,1559364686.632,,0.0002443664950711939,4.8502679802955665e-05
560,+4.66450600E-05,1559364686.8403332,,0.000244986560788609,4.850754679802956e-05
561,+4.66317200E-05,1559364687.0486667,,0.0002449880065717415,4.850729064039409e-05
562,+4.66270300E-05,1559364687.257,,0.00024673933187294633,4.850805911330049e-05
563,+4.66043400E-05,1559364687.4653332,,0.00024755831325301206,4.8503704433497536e-05
564,+4.65816400E-05,1559364687.6736667,,0.00024755773274917853,4.850383251231527e-05
565,+4.65889800E-05,1559364687.882,,0.00024756266155531216,4.850101477832512e-05
566,+4.65989800E-05,1559364688.0903332,,0.00024756236582694415,4.850754679802956e-05
567,+4.65976500E-05,1559364688.2986667,,0.0002475609200438116,4.8507418719211825e-05
568,+4.65809700E-05,1559364688.507,,0.00024756236582694415,4.850524137931035e-05
569,+4.66257000E-05,1559364688.7153332,,0.0002475641073384447,4.850460098522167e-05
570,+4.66290500E-05,1559364688.9236667,,0.0002475612157721796,4.850421674876848e-05
571,+4.66003200E-05,1559364689.132,,0.00024755975903614454,4.850536945812808e-05
572,+4.66383900E-05,1559364689.3403332,,0.0002475620810514787,4.850690640394088e-05
573,+4.66838000E-05,1559364689.5486667,,0.00024756251916757937,4.85095960591133e-05
574,+4.66684500E-05,1559364689.757,,0.00024755860898138007,4.8503064039408867e-05
575,+4.68113500E-05,1559364693.358,,0.00024842811610076667,4.850063054187192e-05
576,+4.67906600E-05,1559364693.5663333,,0.00024937087623220155,4.850460098522167e-05
577,+4.68207200E-05,1559364693.7746668,,0.000249370295728368,4.850293596059113e-05
578,+4.68447500E-05,1559364693.983,,0.0002508317853231106,4.85095960591133e-05
579,+4.68274000E-05,1559364694.1913333,,0.0002519417634173056,4.849832512315271e-05
580,+4.68267200E-05,1559364694.3996668,,0.0002519414786418401,4.850460098522167e-05
581,+4.68828200E-05,1559364694.608,,0.00025301238773274917,4.850447290640394e-05
582,+4.68427600E-05,1559364694.8163333,,0.0002537465279299014,4.850127093596059e-05
583,+4.68768100E-05,1559364695.0246668,,0.00025375,4.8503064039408867e-05
584,+4.68881700E-05,1559364695.233,,0.0002548659145673604,4.850178325123153e-05
585,+4.68394100E-05,1559364695.4413333,,0.00025556097480832423,4.850229556650246e-05
586,+4.68935000E-05,1559364695.6496668,,0.00025556097480832423,4.8500374384236455e-05
587,+4.68768200E-05,1559364695.858,,0.00025738453450164297,4.849909359605911e-05
588,+4.68754800E-05,1559364696.0663333,,0.0002581490909090909,4.850229556650246e-05
589,+4.69135500E-05,1559364696.2746668,,0.00025814706462212484,4.8506394088669954e-05
590,+4.69315800E-05,1559364696.483,,0.00025815053669222345,4.850050246305419e-05
591,+4.68861600E-05,1559364696.6913333,,0.00025814937568455643,4.8503064039408867e-05
592,+4.69135500E-05,1559364696.8996668,,0.0002581521248630887,4.8502039408866996e-05
593,+4.68561100E-05,1559364697.108,,0.00025815226725082145,4.850255172413793e-05
594,+4.68641200E-05,1559364697.3163333,,0.00025815053669222345,4.850293596059113e-05
595,+4.68701400E-05,1559364697.5246668,,0.00025815082146768897,4.849883743842364e-05
596,+4.68734700E-05,1559364697.733,,0.00025815169769989046,4.8501399014778326e-05
597,+4.69229000E-05,1559364697.9413333,,0.00025815140197152245,4.849870935960591e-05
598,+4.68868200E-05,1559364698.1496668,,0.00025814995618838997,4.850178325123153e-05
599,+4.69389200E-05,1559364698.358,,0.00025814706462212484,4.850152709359606e-05
