,SQUID_Volt(V),timestamp,MOD_CURR(A),SQUID_Curr(A)
230,+3.43590700E-05,1559357275.1506667,9.840265279299014e-05,4.9478334975369454e-05
231,+3.47150100E-05,1559357275.359,9.938027272727273e-05,4.9481152709359605e-05
232,+3.50516000E-05,1559357275.5673332,0.00010013473165388829,4.947859113300492e-05
233,+3.47277100E-05,1559357275.7756667,0.00010013708871851041,4.9478206896551726e-05
234,+3.43303500E-05,1559357275.984,0.0001017315104052574,4.947731034482758e-05
235,+3.45995300E-05,1559357276.1923332,0.00010276480832420592,4.947961576354679e-05
236,+3.42402300E-05,1559357276.4006667,0.00010276619715224535,4.947846305418719e-05
237,+3.46529500E-05,1559357276.609,0.0001040007152245345,4.9478334975369454e-05
238,+3.44339000E-05,1559357276.8173332,0.0001044977973713034,4.947474876847291e-05
239,+3.41874800E-05,1559357277.0256667,0.00010449911391018619,4.947577339901478e-05
240,+3.44472500E-05,1559357277.234,0.00010449950492880614,4.9476413793103445e-05
241,+3.43203800E-05,1559357277.4423332,0.00010450027163198247,4.9474364532019704e-05
242,+3.56480000E-05,1559357277.6506667,0.00010450118291347207,4.9473467980295566e-05
243,+3.50797000E-05,1559357277.859,0.00010450238335158818,4.948e-05
244,+3.53201100E-05,1559357278.0673332,0.00010450262979189486,4.947449261083744e-05
245,+3.49855300E-05,1559357278.2756667,0.00010450278860898138,4.947462068965518e-05
246,+3.49294400E-05,1559357278.484,0.000104503569550931,4.947577339901478e-05
247,+3.46108800E-05,1559357278.6923332,0.0001045038587075575,4.9476413793103445e-05
248,+3.39457200E-05,1559357278.9006667,0.00010450362760131434,4.9472699507389156e-05
249,+3.44272300E-05,1559357279.109,0.0001045059134720701,4.947487684729064e-05
250,+3.42134800E-05,1559357282.709,0.0001057468838992333,4.947795073891626e-05
251,+3.48231900E-05,1559357282.9173334,0.00010713221905805039,4.9472443349753695e-05
252,+3.47236900E-05,1559357283.1256669,0.00010713389704271632,4.947666995073892e-05
253,+3.50442500E-05,1559357283.334,0.00010805735815991239,4.947718226600985e-05
254,+3.47043200E-05,1559357283.5423334,0.00010893027272727272,4.9478334975369454e-05
255,+3.52445900E-05,1559357283.7506669,0.00010893229791894852,4.9474364532019704e-05
256,+3.52272300E-05,1559357283.959,0.00011171812705366921,4.947526108374384e-05
257,+3.48839800E-05,1559357284.1673334,0.00011166461117196057,4.947564532019705e-05
258,+3.45934800E-05,1559357284.3756669,0.00011165757940854326,4.9476798029556654e-05
259,+3.46555800E-05,1559357284.584,0.00011423530120481929,4.947500492610837e-05
260,+3.49667800E-05,1559357284.7923334,0.00011423311062431544,4.947423645320197e-05
261,+3.46863100E-05,1559357285.0006669,0.00011423500547645126,4.9476798029556654e-05
262,+3.51624700E-05,1559357285.209,0.00011603830230010952,4.947590147783252e-05
263,+3.50415900E-05,1559357285.4173334,0.00011603788608981379,4.947769458128079e-05
264,+3.51951700E-05,1559357285.6256669,0.00011603789704271631,4.947295566502463e-05
265,+3.51778300E-05,1559357285.834,0.00011603866374589267,4.947666995073892e-05
266,+3.60139400E-05,1559357286.0423334,0.00011603826944140197,4.947513300492611e-05
267,+3.52626300E-05,1559357286.2506669,0.00011603673603504929,4.947513300492611e-05
268,+3.53067100E-05,1559357286.459,0.00011603744797371304,4.947577339901478e-05
269,+3.53207400E-05,1559357286.6673334,0.00011603659364731652,4.947628571428571e-05
270,+3.51818300E-05,1559357286.8756669,0.00011603659364731652,4.947564532019705e-05
271,+3.52005300E-05,1559357287.084,0.00011603636363636364,4.9476798029556654e-05
272,+3.56205900E-05,1559357287.2923334,0.00011603626506024095,4.947551724137931e-05
273,+3.54269100E-05,1559357287.5006669,0.00011603687842278205,4.9474364532019704e-05
274,+3.53995300E-05,1559357287.709,0.00011603627601314348,4.947257142857142e-05
275,+3.50496100E-05,1559357291.437,0.00011603622124863088,4.947462068965518e-05
276,+3.52045800E-05,1559357291.6453333,0.00011861876232201532,4.947500492610837e-05
277,+3.49541100E-05,1559357291.8536668,0.00011862047097480832,4.947372413793103e-05
278,+3.60513300E-05,1559357292.062,0.00011862156626506025,4.94739802955665e-05
279,+3.57808700E-05,1559357292.2703333,0.00012043170865279298,4.94739802955665e-05
280,+3.61682000E-05,1559357292.4786668,0.00012043301204819277,4.947526108374384e-05
281,+3.55625000E-05,1559357292.687,0.0001204329682365827,4.9476029556650244e-05
282,+3.56727100E-05,1559357292.8953333,0.00012301210295728368,4.947551724137931e-05
283,+3.54710200E-05,1559357293.1036668,0.00012301136911281488,4.947718226600985e-05
284,+3.61976400E-05,1559357293.312,0.00012301322015334065,4.94739802955665e-05
285,+3.61789400E-05,1559357293.5203333,0.00012482232201533407,4.947423645320197e-05
286,+3.55298000E-05,1559357293.7286668,0.00012482271631982476,4.9473083743842365e-05
287,+3.57201400E-05,1559357293.937,0.00012482123767798466,4.947218719211823e-05
288,+3.54997600E-05,1559357294.1453333,0.00012740106243154436,4.9469625615763544e-05
289,+3.54303000E-05,1559357294.3536668,0.00012740278203723985,4.9473083743842365e-05
290,+3.53782100E-05,1559357294.562,0.00012740441401971523,4.9472059113300494e-05
291,+3.62871200E-05,1559357294.7703333,0.00012740290251916757,4.9472699507389156e-05
292,+3.58557000E-05,1559357294.9786668,0.0001274024096385542,4.9472699507389156e-05
293,+3.56059400E-05,1559357295.187,0.00012740232201533406,4.947295566502463e-05
294,+3.57635400E-05,1559357295.3953333,0.0001274020153340635,4.947231527093596e-05
295,+3.56273100E-05,1559357295.6036668,0.000127400569550931,4.947295566502463e-05
296,+3.57635500E-05,1559357295.812,0.00012740237677984667,4.9474108374384236e-05
297,+3.61268500E-05,1559357296.0203333,0.00012740110624315443,4.947423645320197e-05
298,+3.58009300E-05,1559357296.2286668,0.0001273998795180723,4.947039408866995e-05
299,+3.58744000E-05,1559357296.437,0.00012739985761226724,4.9471674876847285e-05
300,+3.62563900E-05,1559357299.909,0.00012823324205914568,4.94739802955665e-05
301,+3.56747200E-05,1559357300.1173332,0.00012921297918948521,4.947141871921182e-05
302,+3.58370100E-05,1559357300.3256667,0.00012921259583789703,4.947474876847291e-05
303,+3.60300100E-05,1559357300.534,0.0001301635487404162,4.94732118226601e-05
304,+3.59044600E-05,1559357300.7423332,0.000130894282584885,4.94732118226601e-05
305,+3.58029400E-05,1559357300.9506667,0.00013089474260679078,4.947654187192118e-05
306,+3.55638600E-05,1559357301.159,0.0001336189813800657,4.9470650246305415e-05
307,+3.60961100E-05,1559357301.3673332,0.00013362100766703178,4.9470650246305415e-05
308,+3.60106300E-05,1559357301.5756667,0.00013362246440306683,4.947423645320197e-05
309,+3.59699000E-05,1559357301.784,0.0001354309638554217,4.947193103448276e-05
310,+3.58283200E-05,1559357301.9923332,0.00013542865279299015,4.947385221674877e-05
