,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
321,+4.74771400E-05,1559360476.05,,0.00013974596933187295
322,+4.74671500E-05,1559360476.2583332,,0.0001397439430449069
323,+4.74330900E-05,1559360476.4666667,,0.00013974568455640745
324,+4.75125500E-05,1559360476.675,,0.00013974510405257391
325,+4.75012000E-05,1559360480.35,,0.0001402234282584885
326,+4.74571300E-05,1559360480.5583332,,0.00014232249726177438
327,+4.74951800E-05,1559360480.7666667,,0.00014232322015334065
328,+4.75299100E-05,1559360480.975,,0.000142824282584885
329,+4.75038700E-05,1559360481.1833332,,0.00014413274917853233
330,+4.75065400E-05,1559360481.3916667,,0.00014413549835706464
331,+4.74971900E-05,1559360481.6,,0.00014465002190580504
332,+4.74865000E-05,1559360481.8083332,,0.0001458164622124863
333,+4.74918500E-05,1559360482.0166667,,0.0001458158817086528
334,+4.74978600E-05,1559360482.225,,0.0001467184008762322
335,+4.74878300E-05,1559360482.4333332,,0.00014851981380065718
336,+4.74471100E-05,1559360482.6416667,,0.00014852184008762323
337,+4.74731500E-05,1559360482.85,,0.00014924020810514786
338,+4.74891700E-05,1559360483.0583332,,0.0001502039978094195
339,+4.74758100E-05,1559360483.2666667,,0.00015020283680175248
340,+4.74618000E-05,1559360483.475,,0.00015020181818181818
341,+4.74658000E-05,1559360483.6833332,,0.0001502008105147864
342,+4.74911700E-05,1559360483.8916667,,0.0001501999452354874
343,+4.74724800E-05,1559360484.1,,0.00015020037239868566
344,+4.75005400E-05,1559360484.3083332,,0.0001502005257393209
345,+4.74344200E-05,1559360484.5166667,,0.00015020167579408544
346,+4.74604600E-05,1559360484.725,,0.00015019820372398686
347,+4.74778200E-05,1559360484.9333332,,0.00015020095290251917
348,+4.74744900E-05,1559360485.1416667,,0.0001502008105147864
349,+4.74464300E-05,1559360485.35,,0.0001501993647316539
350,+4.74597900E-05,1559360488.875,,0.00015189958378970426
351,+4.74744800E-05,1559360489.0833333,,0.00015291198247535597
352,+4.74691500E-05,1559360489.2916667,,0.00015291111719605696
353,+4.74818300E-05,1559360489.5,,0.00015411591456736035
354,+4.74838300E-05,1559360489.7083333,,0.00015459150054764512
355,+4.74785000E-05,1559360489.9166667,,0.00015458917853231107
356,+4.74971800E-05,1559360490.125,,0.0001566054326396495
357,+4.74858400E-05,1559360490.3333333,,0.0001572951369112815
358,+4.74557800E-05,1559360490.5416667,,0.00015729774370208105
359,+4.74744800E-05,1559360490.75,,0.00015870204819277108
360,+4.74551200E-05,1559360490.9583333,,0.00015897812705366923
361,+4.74704800E-05,1559360491.1666667,,0.00015897842278203724
362,+4.74618000E-05,1559360491.375,,0.00016054081051478642
363,+4.74818300E-05,1559360491.5833333,,0.0001607917196056955
364,+4.74698000E-05,1559360491.7916667,,0.00016079200438116103
365,+4.74771500E-05,1559360492.0,,0.00016079026286966046
366,+4.74678100E-05,1559360492.2083333,,0.00016079055859802847
367,+4.74424200E-05,1559360492.4166667,,0.00016078969331872946
368,+4.74678100E-05,1559360492.625,,0.00016078997809419496
369,+4.74230500E-05,1559360492.8333333,,0.0001607885213581599
370,+4.74471000E-05,1559360493.0416667,,0.0001607917196056955
371,+4.74471000E-05,1559360493.25,,0.0001607914238773275
372,+4.74738200E-05,1559360493.4583333,,0.00016079026286966046
373,+4.74704800E-05,1559360493.6666667,,0.00016078997809419496
374,+4.74644700E-05,1559360493.875,,0.00016079084337349396
375,+4.74264000E-05,1559360497.475,,0.00016254680175246443
376,+4.74878300E-05,1559360497.6833332,,0.00016336997809419495
377,+4.74865100E-05,1559360497.8916667,,0.00016337055859802846
378,+4.74764900E-05,1559360498.1,,0.00016466121577217964
379,+4.74698100E-05,1559360498.3083332,,0.00016518587075575026
380,+4.74965300E-05,1559360498.5166667,,0.00016518558598028476
381,+4.74951800E-05,1559360498.725,,0.00016709761226725085
382,+4.74497600E-05,1559360498.9333332,,0.00016777297918948522
383,+4.74157100E-05,1559360499.1416667,,0.00016777196056955092
384,+4.74384100E-05,1559360499.35,,0.00016927470974808324
385,+4.74858400E-05,1559360499.5583332,,0.0001695817743702081
386,+4.74731400E-05,1559360499.7666667,,0.00016958105147864185
387,+4.74691500E-05,1559360499.975,,0.00017180100766703177
388,+4.74644700E-05,1559360500.1833332,,0.00017216800657174152
389,+4.74497800E-05,1559360500.3916667,,0.00017216843373493975
390,+4.74604500E-05,1559360500.6,,0.00017217017524644032
391,+4.74671300E-05,1559360500.8083332,,0.00017217089813800657
392,+4.74384200E-05,1559360501.0166667,,0.00017216843373493975
393,+4.74003600E-05,1559360501.225,,0.00017216814895947425
394,+4.74243900E-05,1559360501.4333332,,0.00017216698795180721
