,SQUID_Volt(V),timestamp,MAG_CURR(A)
91,+4.44505700E-05,1559362947.9863334,
92,+4.44358800E-05,1559362948.1946669,
93,+4.40732400E-05,1559362948.403,
94,+4.40478700E-05,1559362948.6113334,
95,+4.38161300E-05,1559362948.8196669,
96,+4.34762100E-05,1559362949.028,
97,+4.37600400E-05,1559362949.2363334,
98,+4.36017500E-05,1559362949.4446669,
99,+4.30374400E-05,1559362949.653,
100,+4.23763000E-05,1559362951.253,
101,+4.15675700E-05,1559362951.4613333,
102,+4.18293500E-05,1559362951.6696668,
103,+4.09377800E-05,1559362951.878,
104,+4.15221600E-05,1559362952.0863333,
105,+4.22267200E-05,1559362952.2946668,
106,+4.23455800E-05,1559362952.503,
107,+4.28150700E-05,1559362952.7113333,
108,+4.25038500E-05,1559362952.9196668,
109,+4.27903500E-05,1559362953.128,
110,+4.28150700E-05,1559362953.3363333,
111,+4.22307100E-05,1559362953.5446668,
112,+4.20310300E-05,1559362953.753,
113,+4.17345300E-05,1559362953.9613333,
114,+4.06025400E-05,1559362954.1696668,
115,+4.11034100E-05,1559362954.378,
116,+4.10319500E-05,1559362954.5863333,
117,+4.12529900E-05,1559362954.7946668,
118,+4.26340800E-05,1559362955.003,
119,+4.25519400E-05,1559362955.2113333,
120,+4.25145400E-05,1559362955.4196668,
121,+4.34094300E-05,1559362955.628,
122,+4.40131500E-05,1559362955.8363333,
123,+4.37847500E-05,1559362956.0446668,
124,+4.39550500E-05,1559362956.253,
125,+4.39156300E-05,1559362957.853,
126,+4.30027300E-05,1559362958.0613332,
127,+4.24310600E-05,1559362958.2696667,
128,+4.36024300E-05,1559362958.478,
129,+4.32184200E-05,1559362958.6863332,
130,+4.39770900E-05,1559362958.8946667,
131,+4.34835600E-05,1559362959.103,
132,+4.35022600E-05,1559362959.3113332,
133,+4.46455800E-05,1559362959.5196667,
134,+4.46342300E-05,1559362959.728,
135,+4.49868400E-05,1559362959.9363332,
136,+4.58656900E-05,1559362960.1446667,
137,+4.61241400E-05,1559362960.353,
138,+4.61241500E-05,1559362960.5613332,
139,+4.59859000E-05,1559362960.7696667,
140,+4.68166800E-05,1559362960.978,
141,+4.70150200E-05,1559362961.1863332,
142,+4.69148500E-05,1559362961.3946667,
143,+4.69088300E-05,1559362961.603,
144,+4.69642700E-05,1559362961.8113332,
145,+4.69368800E-05,1559362962.0196667,
146,+4.71472500E-05,1559362962.228,
147,+4.67899700E-05,1559362962.4363332,
148,+4.65001300E-05,1559362962.6446667,
149,+4.65448700E-05,1559362962.853,
150,+4.63618800E-05,1559362964.453,
151,+4.61862500E-05,1559362964.6613333,
152,+4.62069600E-05,1559362964.8696668,
153,+4.61415100E-05,1559362965.078,
154,+4.63819200E-05,1559362965.2863333,
155,+4.66931300E-05,1559362965.4946668,
156,+4.67438800E-05,1559362965.703,
157,+4.67739300E-05,1559362965.9113333,
158,+4.65675800E-05,1559362966.1196668,
159,+4.68393800E-05,1559362966.328,
160,+4.67372000E-05,1559362966.5363333,
161,+4.66617400E-05,1559362966.7446668,
162,+4.67124900E-05,1559362966.953,
163,+4.66423800E-05,1559362967.1613333,
164,+4.66457200E-05,1559362967.3696668,
165,+4.65862700E-05,1559362967.578,
166,+4.66056400E-05,1559362967.7863333,
167,+4.63805900E-05,1559362967.9946668,
168,+4.64333400E-05,1559362968.203,
169,+4.70971600E-05,1559362968.4113333,
170,+4.70878100E-05,1559362968.6196668,
171,+4.70965000E-05,1559362968.828,
172,+4.71452400E-05,1559362969.0363333,
173,+4.71793100E-05,1559362969.2446668,
174,+4.71165300E-05,1559362969.453,
175,+4.70571000E-05,1559362971.053,
176,+4.71065100E-05,1559362971.2613332,
177,+4.71833000E-05,1559362971.4696667,
178,+4.71512500E-05,1559362971.678,
179,+4.71091800E-05,1559362971.8863332,
180,+4.71185300E-05,1559362972.0946667,
181,+4.71031600E-05,1559362972.303,
182,+4.70143600E-05,1559362972.5113332,
183,+4.70023300E-05,1559362972.7196667,
184,+4.70030000E-05,1559362972.928,
185,+4.69776100E-05,1559362973.1363332,
186,+4.69362200E-05,1559362973.3446667,
187,+4.69662700E-05,1559362973.553,
188,+4.70217000E-05,1559362973.7613332,
189,+4.70571000E-05,1559362973.9696667,
190,+4.70210300E-05,1559362974.178,
191,+4.71339000E-05,1559362974.3863332,
192,+4.70744600E-05,1559362974.5946667,
193,+4.63298400E-05,1559362974.803,
194,+4.63111400E-05,1559362975.0113332,
195,+4.63505400E-05,1559362975.2196667,
196,+4.62623800E-05,1559362975.428,
197,+4.65161500E-05,1559362975.6363332,
198,+4.64634000E-05,1559362975.8446667,
199,+4.63498600E-05,1559362976.053,
200,+4.65776000E-05,1559362977.652,
201,+4.62517000E-05,1559362977.8603332,
202,+4.61374900E-05,1559362978.0686667,
203,+4.61134600E-05,1559362978.277,
204,+4.60994300E-05,1559362978.4853332,
205,+4.62450200E-05,1559362978.6936667,
206,+4.64700800E-05,1559362978.902,
207,+4.65382000E-05,1559362979.1103332,
208,+4.67859500E-05,1559362979.3186667,
209,+4.67959700E-05,1559362979.527,
210,+4.62069500E-05,1559362979.7353332,
211,+4.60520100E-05,1559362979.9436667,
212,+4.61061100E-05,1559362980.152,
213,+4.60353200E-05,1559362980.3603332,
214,+4.61181200E-05,1559362980.5686667,
215,+4.60239600E-05,1559362980.777,
216,+4.57414800E-05,1559362980.9853332,
217,+4.56920500E-05,1559362981.1936667,
218,+4.56606700E-05,1559362981.402,
219,+4.64026300E-05,1559362981.6103332,
220,+4.62930900E-05,1559362981.8186667,
221,+4.60860600E-05,1559362982.027,
222,+4.43757800E-05,1559362982.2353332,
223,+4.56486500E-05,1559362982.4436667,
224,+4.59558400E-05,1559362982.652,
225,+4.58890700E-05,1559362984.254,
226,+4.56206100E-05,1559362984.4623332,
227,+4.63158000E-05,1559362984.6706667,
228,+4.62323200E-05,1559362984.879,
229,+4.59879100E-05,1559362985.0873332,
230,+4.64293400E-05,1559362985.2956667,
231,+4.62163100E-05,1559362985.504,
232,+4.63478700E-05,1559362985.7123332,
233,+4.60900900E-05,1559362985.9206667,
234,+4.62784100E-05,1559362986.129,
235,+4.60359800E-05,1559362986.3373332,
236,+4.58202700E-05,1559362986.5456667,
237,+4.47310500E-05,1559362986.754,
238,+4.55244400E-05,1559362986.9623332,
239,+4.58249500E-05,1559362987.1706667,
240,+4.63418600E-05,1559362987.379,
241,+4.64987900E-05,1559362987.5873332,
242,+4.64159900E-05,1559362987.7956667,
243,+4.61368400E-05,1559362988.004,
244,+4.64306700E-05,1559362988.2123332,
245,+4.54716700E-05,1559362988.4206667,
246,+4.54162400E-05,1559362988.629,
247,+4.60419900E-05,1559362988.8373332,
248,+4.58810600E-05,1559362989.0456667,
249,+4.59892500E-05,1559362989.254,
250,+4.61628700E-05,1559362990.852,
251,+4.63011200E-05,1559362991.0603333,
252,+4.63244900E-05,1559362991.2686667,
253,+4.62770700E-05,1559362991.477,
254,+4.56192700E-05,1559362991.6853333,
255,+4.62570400E-05,1559362991.8936667,
256,+4.57668500E-05,1559362992.102,
257,+4.66938000E-05,1559362992.3103333,
258,+4.68059900E-05,1559362992.5186667,
259,+4.63184800E-05,1559362992.727,
260,+4.63986100E-05,1559362992.9353333,
261,+4.63752500E-05,1559362993.1436667,
262,+4.66009700E-05,1559362993.352,
263,+4.66096400E-05,1559362993.5603333,
264,+4.66704200E-05,1559362993.7686667,
265,+4.68126700E-05,1559362993.977,
266,+4.68253600E-05,1559362994.1853333,
267,+4.60693700E-05,1559362994.3936667,
268,+4.63445200E-05,1559362994.602,
269,+4.66677500E-05,1559362994.8103333,
270,+4.67472200E-05,1559362995.0186667,
271,+4.67913000E-05,1559362995.227,
272,+4.66978000E-05,1559362995.4353333,
273,+4.68493900E-05,1559362995.6436667,
274,+4.67111600E-05,1559362995.852,
275,+4.68961400E-05,1559362997.453,
276,+4.69202000E-05,1559362997.6613333,
277,+4.69996600E-05,1559362997.8696668,
278,+4.69943100E-05,1559362998.078,
279,+4.68634300E-05,1559362998.2863333,
280,+4.69676000E-05,1559362998.4946668,
281,+4.67024800E-05,1559362998.703,
282,+4.66624100E-05,1559362998.9113333,
283,+4.69916500E-05,1559362999.1196668,
284,+4.68387100E-05,1559362999.328,
285,+4.69328700E-05,1559362999.5363333,
286,+4.67932900E-05,1559362999.7446668,
287,+4.68594100E-05,1559362999.953,
288,+4.68120000E-05,1559363000.1613333,
289,+4.67719400E-05,1559363000.3696668,
290,+4.67619100E-05,1559363000.578,
291,+4.68026600E-05,1559363000.7863333,
292,+4.69829600E-05,1559363000.9946668,
293,+4.67599100E-05,1559363001.203,
294,+4.61381500E-05,1559363001.4113333,
295,+4.62022700E-05,1559363001.6196668,
296,+4.64734000E-05,1559363001.828,
297,+4.59177800E-05,1559363002.0363333,
298,+4.64453600E-05,1559363002.2446668,
299,+4.63031100E-05,1559363002.453,
300,+4.64620600E-05,1559363004.053,
301,+4.63652300E-05,1559363004.2613332,
302,+4.63678900E-05,1559363004.4696667,
303,+4.66751000E-05,1559363004.678,
304,+4.65889500E-05,1559363004.8863332,
305,+4.68193500E-05,1559363005.0946667,
306,+4.66417100E-05,1559363005.303,
307,+4.66450500E-05,1559363005.5113332,
308,+4.66958000E-05,1559363005.7196667,
309,+4.64133000E-05,1559363005.928,
310,+4.65822600E-05,1559363006.1363332,
311,+4.66009600E-05,1559363006.3446667,
312,+4.67438800E-05,1559363006.553,
313,+4.67044800E-05,1559363006.7613332,
314,+4.67432200E-05,1559363006.9696667,
315,+4.65562100E-05,1559363007.178,
316,+4.69702700E-05,1559363007.3863332,
317,+4.65088100E-05,1559363007.5946667,
318,+4.69021500E-05,1559363007.803,
319,+4.68300300E-05,1559363008.0113332,
320,+4.67338600E-05,1559363008.2196667,
321,+4.68313600E-05,1559363008.428,
322,+4.69368900E-05,1559363008.6363332,
323,+4.70090100E-05,1559363008.8446667,
324,+4.69495600E-05,1559363009.053,
325,+4.63839200E-05,1559363010.652,
326,+4.58242900E-05,1559363010.8603332,
327,+4.63899300E-05,1559363011.0686667,
328,+4.37173000E-05,1559363011.277,
329,+4.37753900E-05,1559363011.4853332,
330,+4.57989200E-05,1559363011.6936667,
331,+4.54963800E-05,1559363011.902,
332,+4.55578200E-05,1559363012.1103332,
333,+4.54930500E-05,1559363012.3186667,
334,+4.57855400E-05,1559363012.527,
335,+4.51444400E-05,1559363012.7353332,
336,+4.47317200E-05,1559363012.9436667,
337,+4.44258500E-05,1559363013.152,
338,+4.47945000E-05,1559363013.3603332,
339,+4.46195300E-05,1559363013.5686667,
340,+4.38314900E-05,1559363013.777,
341,+4.35162800E-05,1559363013.9853332,
342,+4.37233100E-05,1559363014.1936667,
343,+4.29212400E-05,1559363014.402,
344,+4.53254100E-05,1559363014.6103332,
345,+4.52326000E-05,1559363014.8186667,
346,+4.51197300E-05,1559363015.027,
347,+4.50549600E-05,1559363015.2353332,
348,+4.53107300E-05,1559363015.4436667,
349,+4.44078200E-05,1559363015.652,
350,+4.50329100E-05,1559363017.254,
351,+4.44946400E-05,1559363017.4623332,
352,+4.43731100E-05,1559363017.6706667,
353,+4.34000700E-05,1559363017.879,
354,+4.36825700E-05,1559363018.0873332,
355,+4.34802100E-05,1559363018.2956667,
356,+4.37974300E-05,1559363018.504,
357,+4.37546900E-05,1559363018.7123332,
358,+4.36264700E-05,1559363018.9206667,
359,+4.44993300E-05,1559363019.129,
360,+4.32030800E-05,1559363019.3373332,
361,+4.45881400E-05,1559363019.5456667,
362,+4.34895700E-05,1559363019.754,
363,+4.45814600E-05,1559363019.9623332,
364,+4.41280100E-05,1559363020.1706667,
365,+4.27075500E-05,1559363020.379,
366,+4.36471800E-05,1559363020.5873332,
367,+4.38047800E-05,1559363020.7956667,
368,+4.48005100E-05,1559363021.004,
369,+4.44846200E-05,1559363021.2123332,
370,+4.44251900E-05,1559363021.4206667,
371,+4.46763000E-05,1559363021.629,
372,+4.48966700E-05,1559363021.8373332,
373,+4.51691400E-05,1559363022.0456667,
374,+4.49040300E-05,1559363022.254,
375,+4.45133500E-05,1559363023.853,
376,+4.34628600E-05,1559363024.0613332,
377,+4.42682500E-05,1559363024.2696667,
378,+4.46055000E-05,1559363024.478,
379,+4.48652900E-05,1559363024.6863332,
380,+4.47310500E-05,1559363024.8946667,
381,+4.47170400E-05,1559363025.103,
382,+4.52713200E-05,1559363025.3113332,
383,+4.50683100E-05,1559363025.5196667,
384,+4.51504500E-05,1559363025.728,
385,+4.49534400E-05,1559363025.9363332,
386,+4.49400900E-05,1559363026.1446667,
387,+4.45273600E-05,1559363026.353,
388,+4.57448100E-05,1559363026.5613332,
389,+4.60627000E-05,1559363026.7696667,
390,+4.59191200E-05,1559363026.978,
391,+4.58743800E-05,1559363027.1863332,
392,+4.59618700E-05,1559363027.3946667,
393,+4.57020800E-05,1559363027.603,
394,+4.65261600E-05,1559363027.8113332,
395,+4.62009500E-05,1559363028.0196667,
396,+4.68627600E-05,1559363028.228,
397,+4.69094900E-05,1559363028.4363332,
398,+4.69021500E-05,1559363028.6446667,
399,+4.68827900E-05,1559363028.853,
400,+4.67999900E-05,1559363030.453,
401,+4.65441900E-05,1559363030.6613333,
402,+4.62343400E-05,1559363030.8696668,
403,+4.66310200E-05,1559363031.078,
404,+4.66370300E-05,1559363031.2863333,
405,+4.63505400E-05,1559363031.4946668,
406,+4.65435300E-05,1559363031.703,
407,+4.63097900E-05,1559363031.9113333,
408,+4.63471900E-05,1559363032.1196668,
409,+4.62163000E-05,1559363032.328,
410,+4.63325000E-05,1559363032.5363333,
411,+4.62830900E-05,1559363032.7446668,
412,+4.63198100E-05,1559363032.953,
413,+4.61181400E-05,1559363033.1613333,
414,+4.63171400E-05,1559363033.3696668,
415,+4.61094500E-05,1559363033.578,
416,+4.63632300E-05,1559363033.7863333,
417,+4.65916100E-05,1559363033.9946668,
418,+4.62617100E-05,1559363034.203,
419,+4.63405200E-05,1559363034.4113333,
420,+4.62663900E-05,1559363034.6196668,
421,+4.63812500E-05,1559363034.828,
422,+4.63204800E-05,1559363035.0363333,
423,+4.62590400E-05,1559363035.2446668,
424,+4.59384900E-05,1559363035.453,
425,+4.58710400E-05,1559363037.053,
426,+4.59965900E-05,1559363037.2613332,
427,+4.57962400E-05,1559363037.4696667,
428,+4.58803900E-05,1559363037.678,
429,+4.59458200E-05,1559363037.8863332,
430,+4.53995400E-05,1559363038.0946667,
431,+4.63278200E-05,1559363038.303,
432,+4.59819000E-05,1559363038.5113332,
433,+4.58329700E-05,1559363038.7196667,
434,+4.60526800E-05,1559363038.928,
435,+4.61662100E-05,1559363039.1363332,
436,+4.60573500E-05,1559363039.3446667,
437,+4.60947500E-05,1559363039.553,
438,+4.55685100E-05,1559363039.7613332,
439,+4.56913900E-05,1559363039.9696667,
440,+4.55398000E-05,1559363040.178,
441,+4.56172600E-05,1559363040.3863332,
442,+4.60313200E-05,1559363040.5946667,
443,+4.51357500E-05,1559363040.803,
444,+4.57481500E-05,1559363041.0113332,
445,+4.58910700E-05,1559363041.2196667,
446,+4.58596800E-05,1559363041.428,
447,+4.57875600E-05,1559363041.6363332,
448,+4.58690300E-05,1559363041.8446667,
449,+4.59425000E-05,1559363042.053,
450,+4.48693000E-05,1559363043.653,
451,+4.54870300E-05,1559363043.8613334,
452,+4.58022400E-05,1559363044.0696669,
453,+4.53133900E-05,1559363044.278,
454,+4.60834100E-05,1559363044.4863334,
455,+4.67559000E-05,1559363044.6946669,
456,+4.68100000E-05,1559363044.903,
457,+4.68126700E-05,1559363045.1113334,
458,+4.68106600E-05,1559363045.3196669,
459,+4.68747800E-05,1559363045.528,
460,+4.67458900E-05,1559363045.7363334,
461,+4.68507300E-05,1559363045.9446669,
462,+4.68667600E-05,1559363046.153,
463,+4.68948100E-05,1559363046.3613334,
464,+4.69769600E-05,1559363046.5696669,
465,+4.69048300E-05,1559363046.778,
466,+4.68774500E-05,1559363046.9863334,
467,+4.70457400E-05,1559363047.1946669,
468,+4.65482100E-05,1559363047.403,
469,+4.66584000E-05,1559363047.6113334,
470,+4.71465900E-05,1559363047.8196669,
471,+4.71552600E-05,1559363048.028,
472,+4.71138600E-05,1559363048.2363334,
473,+4.70771400E-05,1559363048.4446669,
474,+4.70250500E-05,1559363048.653,
475,+4.70337200E-05,1559363050.253,
476,+4.67091600E-05,1559363050.4613333,
477,+4.68126800E-05,1559363050.6696668,
478,+4.65441900E-05,1559363050.878,
479,+4.67919600E-05,1559363051.0863333,
480,+4.67458900E-05,1559363051.2946668,
481,+4.67786200E-05,1559363051.503,
482,+4.68661000E-05,1559363051.7113333,
483,+4.68186800E-05,1559363051.9196668,
484,+4.67779400E-05,1559363052.128,
485,+4.67852900E-05,1559363052.3363333,
486,+4.69809700E-05,1559363052.5446668,
487,+4.69282100E-05,1559363052.753,
488,+4.65061400E-05,1559363052.9613333,
489,+4.64593900E-05,1559363053.1696668,
490,+4.64800900E-05,1559363053.378,
491,+4.65074700E-05,1559363053.5863333,
492,+4.64173200E-05,1559363053.7946668,
493,+4.63465300E-05,1559363054.003,
494,+4.64386900E-05,1559363054.2113333,
495,+4.64273400E-05,1559363054.4196668,
496,+4.67993200E-05,1559363054.628,
497,+4.69475700E-05,1559363054.8363333,
498,+4.66390300E-05,1559363055.0446668,
499,+4.67291900E-05,1559363055.253,
500,+4.66403700E-05,1559363056.853,
501,+4.67933000E-05,1559363057.0613332,
502,+4.70417400E-05,1559363057.2696667,
503,+4.71579300E-05,1559363057.478,
504,+4.66697500E-05,1559363057.6863332,
505,+4.67806100E-05,1559363057.8946667,
506,+4.62971000E-05,1559363058.103,
507,+4.65321900E-05,1559363058.3113332,
508,+4.64633900E-05,1559363058.5196667,
509,+4.64881000E-05,1559363058.728,
510,+4.67846300E-05,1559363058.9363332,
511,+4.68433900E-05,1559363059.1446667,
512,+4.68267000E-05,1559363059.353,
513,+4.63719000E-05,1559363059.5613332,
514,+4.64667400E-05,1559363059.7696667,
515,+4.66637400E-05,1559363059.978,
516,+4.67325300E-05,1559363060.1863332,
517,+4.66544000E-05,1559363060.3946667,
518,+4.65241800E-05,1559363060.603,
519,+4.66029700E-05,1559363060.8113332,
520,+4.62143000E-05,1559363061.0196667,
521,+4.65328400E-05,1559363061.228,
522,+4.65542200E-05,1559363061.4363332,
523,+4.62076200E-05,1559363061.6446667,
524,+4.56513100E-05,1559363061.853,
525,+4.60613700E-05,1559363063.453,
526,+4.60032700E-05,1559363063.6613333,
527,+4.60747200E-05,1559363063.8696668,
528,+4.59885700E-05,1559363064.078,
529,+4.58984200E-05,1559363064.2863333,
530,+4.57441500E-05,1559363064.4946668,
531,+4.65248200E-05,1559363064.703,
532,+4.64032900E-05,1559363064.9113333,
533,+4.66410300E-05,1559363065.1196668,
534,+4.63872700E-05,1559363065.328,
535,+4.66236700E-05,1559363065.5363333,
536,+4.66043100E-05,1559363065.7446668,
537,+4.66350200E-05,1559363065.953,
538,+4.66644200E-05,1559363066.1613333,
539,+4.70310500E-05,1559363066.3696668,
540,+4.69989900E-05,1559363066.578,
541,+4.69415600E-05,1559363066.7863333,
542,+4.70263700E-05,1559363066.9946668,
543,+4.70263800E-05,1559363067.203,
544,+4.67271900E-05,1559363067.4113333,
545,+4.67812700E-05,1559363067.6196668,
546,+4.66704300E-05,1559363067.828,
547,+4.64540500E-05,1559363068.0363333,
548,+4.64754200E-05,1559363068.2446668,
549,+4.66817800E-05,1559363068.453,
550,+4.71960000E-05,1559363070.053,
551,+4.72000100E-05,1559363070.2613332,
552,+4.60647000E-05,1559363070.4696667,
553,+4.50990200E-05,1559363070.678,
554,+4.57141000E-05,1559363070.8863332,
555,+4.61161200E-05,1559363071.0946667,
556,+4.59665400E-05,1559363071.303,
557,+4.51818300E-05,1559363071.5113332,
558,+4.45280300E-05,1559363071.7196667,
559,+4.65622400E-05,1559363071.928,
560,+4.66831200E-05,1559363072.1363332,
561,+4.65301800E-05,1559363072.3446667,
562,+4.65709200E-05,1559363072.553,
563,+4.64720900E-05,1559363072.7613332,
564,+4.65355300E-05,1559363072.9696667,
565,+4.64927900E-05,1559363073.178,
566,+4.65956300E-05,1559363073.3863332,
567,+4.63846000E-05,1559363073.5946667,
568,+4.62957700E-05,1559363073.803,
569,+4.63144700E-05,1559363074.0113332,
570,+4.63512100E-05,1559363074.2196667,
571,+4.63458700E-05,1559363074.428,
572,+4.65121500E-05,1559363074.6363332,
573,+4.66310100E-05,1559363074.8446667,
574,+4.66550600E-05,1559363075.053,
575,+4.65502200E-05,1559363076.653,
576,+4.64039600E-05,1559363076.8613334,
577,+4.66517300E-05,1559363077.0696669,
578,+4.64727500E-05,1559363077.278,
579,+4.64794100E-05,1559363077.4863334,
580,+4.61795600E-05,1559363077.6946669,
581,+4.64039700E-05,1559363077.903,
582,+4.60426600E-05,1559363078.1113334,
583,+4.63378400E-05,1559363078.3196669,
584,+4.55898800E-05,1559363078.528,
585,+4.61842400E-05,1559363078.7363334,
586,+4.62456900E-05,1559363078.9446669,
587,+4.61962700E-05,1559363079.153,
588,+4.62984300E-05,1559363079.3613334,
589,+4.63331800E-05,1559363079.5696669,
590,+4.64547100E-05,1559363079.778,
591,+4.65321900E-05,1559363079.9863334,
592,+4.69014900E-05,1559363080.1946669,
593,+4.67539000E-05,1559363080.403,
594,+4.70577600E-05,1559363080.6113334,
595,+4.60506800E-05,1559363080.8196669,
596,+4.61862500E-05,1559363081.028,
597,+4.63558800E-05,1559363081.2363334,
598,+4.68327100E-05,1559363081.4446669,
599,+4.69242000E-05,1559363081.653,
600,+4.68647500E-05,1559363083.253,
601,+4.68881300E-05,1559363083.4613333,
602,+4.66450400E-05,1559363083.6696668,
603,+4.68367100E-05,1559363083.878,
604,+4.67559000E-05,1559363084.0863333,
605,+4.69375600E-05,1559363084.2946668,
606,+4.67846200E-05,1559363084.503,
607,+4.67445500E-05,1559363084.7113333,
608,+4.64680600E-05,1559363084.9196668,
609,+4.66483700E-05,1559363085.128,
610,+4.66784200E-05,1559363085.3363333,
611,+4.74110300E-05,1559363085.5446668,
612,+4.74417700E-05,1559363085.753,
613,+4.76033800E-05,1559363085.9613333,
614,+4.75980400E-05,1559363086.1696668,
615,+4.75312400E-05,1559363086.378,
616,+4.75820100E-05,1559363086.5863333,
617,+4.75098800E-05,1559363086.7946668,
618,+4.71345700E-05,1559363087.003,
619,+4.70938200E-05,1559363087.2113333,
620,+4.67612400E-05,1559363087.4196668,
621,+4.70156900E-05,1559363087.628,
622,+4.70504200E-05,1559363087.8363333,
623,+4.67038200E-05,1559363088.0446668,
624,+4.67131700E-05,1559363088.253,
625,+4.67225000E-05,1559363089.853,
626,+4.70751200E-05,1559363090.0613332,
627,+4.71399000E-05,1559363090.2696667,
628,+4.70103400E-05,1559363090.478,
629,+4.71125300E-05,1559363090.6863332,
630,+4.68981600E-05,1559363090.8946667,
631,+4.70263600E-05,1559363091.103,
632,+4.67619100E-05,1559363091.3113332,
633,+4.69816300E-05,1559363091.5196667,
634,+4.70263700E-05,1559363091.728,
635,+4.69809600E-05,1559363091.9363332,
636,+4.69929800E-05,1559363092.1446667,
637,+4.69529100E-05,1559363092.353,
638,+4.68500700E-05,1559363092.5613332,
639,+4.68494100E-05,1559363092.7696667,
640,+4.69255300E-05,1559363092.978,
641,+4.69896300E-05,1559363093.1863332,
642,+4.67799400E-05,1559363093.3946667,
643,+4.67345200E-05,1559363093.603,
644,+4.68073200E-05,1559363093.8113332,
645,+4.66811100E-05,1559363094.0196667,
646,+4.65208300E-05,1559363094.228,
647,+4.67311900E-05,1559363094.4363332,
648,+4.65522100E-05,1559363094.6446667,
649,+4.67512200E-05,1559363094.853,
650,+4.69048300E-05,1559363096.453,
651,+4.70196800E-05,1559363096.6613333,
652,+4.69883000E-05,1559363096.8696668,
653,+4.71145300E-05,1559363097.078,
654,+4.69609200E-05,1559363097.2863333,
