,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A)
291,-3.90519E-05,1558922674,1.5705367,,
292,-3.88615E-05,1558922674,1.5705392,,
293,-3.89383E-05,1558922675,1.5705367,,
294,-3.92903E-05,1558922675,1.5705392,,
295,-3.95394E-05,1558922675,1.5705367,,
296,-3.92482E-05,1558922675,1.5705305,,
297,-3.88809E-05,1558922676,1.570533,,
298,-3.92923E-05,1558922676,1.570533,,
299,-3.94065E-05,1558922676,1.5705305,,
300,-3.90065E-05,1558922680,1.5705305,,
301,-3.86612E-05,1558922680,1.5705367,,
302,-3.90813E-05,1558922680,1.5705305,,
303,-3.91487E-05,1558922680,1.5705293,,
304,-3.8925E-05,1558922680,1.570533,,
305,-3.90485E-05,1558922681,1.5705305,,
306,-3.88221E-05,1558922681,1.5705317,,
307,-3.85437E-05,1558922681,1.5705317,,
308,-3.90806E-05,1558922681,1.5705317,,
309,-3.88161E-05,1558922681,1.5705355,,
310,-3.90492E-05,1558922682,1.5705392,,
311,-3.86692E-05,1558922682,1.5705367,,
312,-3.89043E-05,1558922682,1.5705379,,
313,-3.88769E-05,1558922682,1.5705367,,
314,-3.88221E-05,1558922682,1.5705392,,
315,-3.90846E-05,1558922683,1.5705417,,
316,-3.91701E-05,1558922683,1.5705454,,
317,-3.89884E-05,1558922683,1.5705417,,
318,-3.88088E-05,1558922683,1.5705404,,
319,-3.87961E-05,1558922684,1.5705379,,
320,-3.88929E-05,1558922684,1.5705392,,
321,-3.87367E-05,1558922684,1.5705417,,
322,-0.000038748,1558922684,1.5705392,,
323,-3.88288E-05,1558922684,1.5705392,,
324,-3.88615E-05,1558922685,1.5705429,,
325,-3.95581E-05,1558922688,1.5705379,,
326,-3.96255E-05,1558922688,1.5705392,,
327,-3.96275E-05,1558922689,1.5705379,,
328,-3.93531E-05,1558922689,1.5705392,,
329,-3.93404E-05,1558922689,1.5705429,,
330,-3.93965E-05,1558922689,1.5705379,,
331,-3.97264E-05,1558922689,1.5705367,,
332,-3.95795E-05,1558922690,1.5705379,,
333,-3.92596E-05,1558922690,1.5705392,,
334,-3.89397E-05,1558922690,1.5705379,,
335,-3.94993E-05,1558922690,1.5705379,,
336,-3.96249E-05,1558922690,1.5705392,,
337,-3.95334E-05,1558922691,1.5705417,,
338,-3.96489E-05,1558922691,1.5705404,,
339,-3.94379E-05,1558922691,1.5705379,,
340,-3.93257E-05,1558922691,1.5705355,,
341,-3.94218E-05,1558922691,1.5705379,,
342,-3.92509E-05,1558922692,1.5705379,,
343,-3.95013E-05,1558922692,1.5705355,,
344,-3.96082E-05,1558922692,1.5705392,,
345,-3.93731E-05,1558922692,1.5705355,,
346,-3.90779E-05,1558922693,1.5705404,,
347,-3.92108E-05,1558922693,1.5705379,,
348,-3.94078E-05,1558922693,1.5705367,,
349,-3.92956E-05,1558922693,1.5705367,,
350,-3.93678E-05,1558922697,1.5705342,,
351,-3.94866E-05,1558922697,1.5705379,,
352,-3.94866E-05,1558922697,1.5705379,,
353,-3.94506E-05,1558922697,1.5705367,,
354,-3.94031E-05,1558922698,1.5705404,,
355,-3.91607E-05,1558922698,1.5705404,,
356,-3.92896E-05,1558922698,1.5705379,,
357,-3.93163E-05,1558922698,1.5705367,,
358,-3.93864E-05,1558922698,1.5705367,,
359,-3.91521E-05,1558922699,1.5705392,,
360,-3.87527E-05,1558922699,1.5705355,,
361,-3.88095E-05,1558922699,1.5705404,,
362,-3.89791E-05,1558922699,1.5705392,,
363,-3.92175E-05,1558922699,1.5705367,,
364,-3.90078E-05,1558922700,1.5705355,,
365,-3.89771E-05,1558922700,1.5705379,,
366,-3.89437E-05,1558922700,1.5705367,,
367,-3.86512E-05,1558922700,1.5705367,,
368,-3.93738E-05,1558922701,1.5705342,,
369,-3.93904E-05,1558922701,1.5705379,,
370,-3.93664E-05,1558922701,1.5705392,,
371,-3.90078E-05,1558922701,1.5705417,,
372,-3.8726E-05,1558922701,1.5705392,,
373,-3.8909E-05,1558922702,1.5705367,,
374,-3.91714E-05,1558922702,1.5705404,,
375,-3.9353E-05,1558922705,1.5705441,,
376,-3.90452E-05,1558922706,1.5705454,,
377,-3.91293E-05,1558922706,1.5705479,,
378,-3.93257E-05,1558922706,1.5705466,,
379,-3.94259E-05,1558922706,1.5705417,,
380,-3.91033E-05,1558922706,1.5705441,,
381,-3.92489E-05,1558922707,1.5705466,,
382,-3.88515E-05,1558922707,1.5705429,,
383,-3.89544E-05,1558922707,1.5705429,,
384,-3.90873E-05,1558922707,1.5705454,,
385,-3.91327E-05,1558922707,1.5705479,,
386,-3.89076E-05,1558922708,1.5705429,,
387,-3.87433E-05,1558922708,1.5705441,,
388,-3.88382E-05,1558922708,1.5705454,,
389,-3.87761E-05,1558922708,1.5705454,,
390,-3.88322E-05,1558922708,1.5705466,,
391,-3.85603E-05,1558922709,1.5705479,,
392,-3.87166E-05,1558922709,1.5705503,,
393,-3.89537E-05,1558922709,1.5705503,,
394,-3.88736E-05,1558922709,1.5705491,,
395,-3.8736E-05,1558922710,1.5705516,,
396,-3.89951E-05,1558922710,1.5705503,,
397,-3.93584E-05,1558922710,1.5705528,,
398,-3.94405E-05,1558922710,1.5705491,,
399,-3.93738E-05,1558922710,1.5705491,,
400,-3.89764E-05,1558922714,1.5705466,,
401,-3.89958E-05,1558922714,1.5705503,,
402,-3.93657E-05,1558922714,1.5705479,,
403,-3.92582E-05,1558922715,1.5705466,,
404,-3.9339E-05,1558922715,1.5705503,,
405,-3.91046E-05,1558922715,1.5705479,,
406,-3.92582E-05,1558922715,1.5705491,,
407,-3.90666E-05,1558922715,1.5705503,,
408,-3.90739E-05,1558922716,1.5705503,,
409,-3.91894E-05,1558922716,1.5705454,,
410,-3.92549E-05,1558922716,1.5705466,,
411,-3.90699E-05,1558922716,1.5705454,,
412,-3.85864E-05,1558922716,1.5705454,,
413,-3.86365E-05,1558922717,1.5705491,,
414,-3.89664E-05,1558922717,1.5705466,,
415,-3.92055E-05,1558922717,1.5705479,,
416,-3.9152E-05,1558922717,1.5705454,,
417,-3.91594E-05,1558922717,1.5705466,,
