Counter,Time(s),Temperature Voltage(V),Magnet Current(A),Field Coil Current(mA),SQUID Voltage(uV),Mod Current(uA),Pickup Loop Current(uA),
0,0.00699996948242,+1.57112420E+00,,,-41.01288,-0.0110803943045,-46.1892216749
1,3.91599988937,+1.57112050E+00,,,-41.02062,-2.12556659365,-46.1861477833
2,6.44400000572,+1.57112300E+00,,,-41.00659,-4.25326330778,-46.1876847291
3,8.97399997711,+1.57112050E+00,,,-41.04653,-6.36665191676,-46.1876847291
4,11.5009999275,+1.57112550E+00,,,-41.13028,-8.47593723987,-46.1876847291
5,14.0290000439,+1.57112550E+00,,,-41.18357,-10.6198094195,-46.1869162562
6,16.5349998474,+1.57112790E+00,,,-41.25837,-12.7145640745,-46.1880689655
7,19.0420000553,+1.57112550E+00,,,-41.3954,-14.8877677985,-46.1846108374
8,21.5479998589,+1.57113170E+00,,,-41.55675,-16.9871642935,-46.1810246305
9,24.0539999008,+1.57112550E+00,,,-41.6397,-19.0840306681,-46.1825615764
10,26.5609998703,+1.57113170E+00,,,-41.15057,-21.1983121577,-46.1830738916
11,29.0679998398,+1.57112670E+00,,,-41.48409,-23.2949769989,-46.182817734
12,31.5739998817,+1.57112550E+00,,,-41.52082,-25.4902519168,-46.1826896552
13,34.0809998512,+1.57113040E+00,,,-41.50264,-27.5943504929,-46.1830738916
14,36.5869998932,+1.57112790E+00,,,-41.37123,-29.7114950712,-46.1843546798
15,39.0939998627,+1.57112670E+00,,,-41.23872,-31.79466046,-46.1794876847
16,41.5999999046,+1.57112790E+00,,,-41.15606,-33.9165071194,-46.1834581281
17,44.1069998741,+1.57112790E+00,,,-41.05147,-36.0016692223,-46.1810246305
18,46.6139998436,+1.57113040E+00,,,-40.97133,-38.1181171961,-46.1838423645
19,49.118999958,+1.57112670E+00,,,-40.98402,-40.2031763417,-46.1852512315
20,51.6259999275,+1.57112420E+00,,,-40.91524,-42.4180219058,-46.1801280788
21,54.129999876,+1.57112420E+00,,,-40.88958,-44.5041226725,-46.1833300493
22,56.6369998455,+1.57112670E+00,,,-40.814,-46.6237831325,-46.1779507389
23,59.1429998875,+1.57112670E+00,,,-40.75935,-48.711762322,-46.1784630542
24,61.6499998569,+1.57112790E+00,,,-40.8216,-50.831652793,-46.1797438424
