,SQUID_Volt(V),timestamp
0,-2.52552600E-05,1558930385.752
1,-2.52185300E-05,1558930385.9603333
2,-2.52819700E-05,1558930386.1686668
3,-2.52692800E-05,1558930386.377
4,-2.50569200E-05,1558930386.5853333
5,-2.52125100E-05,1558930386.7936668
6,-2.52258800E-05,1558930387.002
7,-2.54021700E-05,1558930387.2103333
8,-2.47450400E-05,1558930387.4186668
9,-2.53667900E-05,1558930387.627
10,-2.50756100E-05,1558930387.8353333
11,-2.48124900E-05,1558930388.0436668
12,-2.52712900E-05,1558930388.252
13,-2.48385300E-05,1558930388.4603333
14,-2.49901300E-05,1558930388.6686668
15,-2.52071700E-05,1558930388.877
16,-2.50128400E-05,1558930389.0853333
17,-2.49186800E-05,1558930389.2936668
18,-2.51010000E-05,1558930389.502
19,-2.54696300E-05,1558930389.7103333
20,-2.51864700E-05,1558930389.9186668
21,-2.57527900E-05,1558930390.127
22,-2.52045000E-05,1558930390.3353333
23,-2.52639400E-05,1558930390.5436668
24,-2.53520900E-05,1558930390.752
25,-2.54622900E-05,1558930393.101
26,-2.56092000E-05,1558930393.3093333
27,-2.52525700E-05,1558930393.5176668
28,-2.54843100E-05,1558930393.726
29,-2.54095200E-05,1558930393.9343333
30,-2.50695900E-05,1558930394.1426668
31,-2.55177100E-05,1558930394.351
32,-2.51677700E-05,1558930394.5593333
33,-2.51811300E-05,1558930394.7676668
34,-2.52505900E-05,1558930394.976
35,-2.57300700E-05,1558930395.1843333
36,-2.56753200E-05,1558930395.3926668
37,-2.49874600E-05,1558930395.601
38,-2.53414100E-05,1558930395.8093333
39,-2.54315600E-05,1558930396.0176668
40,-2.51096700E-05,1558930396.226
41,-2.53868100E-05,1558930396.4343333
42,-2.55210600E-05,1558930396.6426668
43,-2.54689600E-05,1558930396.851
44,-2.51490800E-05,1558930397.0593333
45,-2.54896700E-05,1558930397.2676668
46,-2.55083600E-05,1558930397.476
47,-2.55330800E-05,1558930397.6843333
48,-2.53527500E-05,1558930397.8926668
49,-2.54482600E-05,1558930398.101
50,-2.52973300E-05,1558930399.745
51,-2.57053700E-05,1558930399.9533331
52,-2.54175300E-05,1558930400.1616666
53,-2.54789700E-05,1558930400.37
54,-2.55531000E-05,1558930400.5783331
55,-2.55864900E-05,1558930400.7866666
56,-2.57087100E-05,1558930400.995
57,-2.57200700E-05,1558930401.2033331
58,-2.56406000E-05,1558930401.4116666
59,-2.56031900E-05,1558930401.62
60,-2.55203800E-05,1558930401.8283331
61,-2.55430900E-05,1558930402.0366666
62,-2.54903400E-05,1558930402.245
63,-2.53921600E-05,1558930402.4533331
64,-2.57000200E-05,1558930402.6616666
65,-2.55577800E-05,1558930402.87
66,-2.56466000E-05,1558930403.0783331
67,-2.54616100E-05,1558930403.2866666
68,-2.55798200E-05,1558930403.495
69,-2.56866700E-05,1558930403.7033331
70,-2.59184100E-05,1558930403.9116666
71,-2.53808000E-05,1558930404.12
72,-2.57487900E-05,1558930404.3283331
73,-2.59618100E-05,1558930404.5366666
74,-2.58716600E-05,1558930404.745
75,-2.59751700E-05,1558930406.346
76,-2.55304100E-05,1558930406.5543332
77,-2.54061700E-05,1558930406.7626667
78,-2.56192300E-05,1558930406.971
79,-2.55531000E-05,1558930407.1793332
80,-2.56372400E-05,1558930407.3876667
81,-2.55945000E-05,1558930407.596
82,-2.57815100E-05,1558930407.8043332
83,-2.57200600E-05,1558930408.0126667
84,-2.57621400E-05,1558930408.221
85,-2.57701400E-05,1558930408.4293332
86,-2.56018500E-05,1558930408.6376667
87,-2.57214000E-05,1558930408.846
88,-2.55524400E-05,1558930409.0543332
89,-2.59564700E-05,1558930409.2626667
90,-2.58002100E-05,1558930409.471
91,-2.55551100E-05,1558930409.6793332
92,-2.56619600E-05,1558930409.8876667
93,-2.62102500E-05,1558930410.096
94,-2.58182400E-05,1558930410.3043332
95,-2.54155300E-05,1558930410.5126667
96,-2.57026900E-05,1558930410.721
97,-2.57374200E-05,1558930410.9293332
98,-2.53914900E-05,1558930411.1376667
99,-2.58008700E-05,1558930411.346
100,-2.58362700E-05,1558930412.945
101,-2.57608000E-05,1558930413.1533332
102,-2.60386100E-05,1558930413.3616667
103,-2.60199100E-05,1558930413.57
104,-2.55450800E-05,1558930413.7783332
105,-2.58202300E-05,1558930413.9866667
106,-2.58736600E-05,1558930414.195
107,-2.57534600E-05,1558930414.4033332
108,-2.56840100E-05,1558930414.6116667
109,-2.59551400E-05,1558930414.82
110,-2.60139100E-05,1558930415.0283332
111,-2.56519400E-05,1558930415.2366667
112,-2.58122300E-05,1558930415.445
113,-2.54843200E-05,1558930415.6533332
114,-2.55818300E-05,1558930415.8616667
115,-2.58623100E-05,1558930416.07
116,-2.58122300E-05,1558930416.2783332
117,-2.59384500E-05,1558930416.4866667
118,-2.56846700E-05,1558930416.695
119,-2.57214100E-05,1558930416.9033332
120,-2.59337600E-05,1558930417.1116667
121,-2.61174100E-05,1558930417.32
122,-2.59104000E-05,1558930417.5283332
123,-2.62202700E-05,1558930417.7366667
124,-2.57487800E-05,1558930417.945
125,-2.60740100E-05,1558930419.545
126,-2.57220700E-05,1558930419.7533333
127,-2.58576400E-05,1558930419.9616668
128,-2.61561500E-05,1558930420.17
129,-2.54348900E-05,1558930420.3783333
130,-2.60593200E-05,1558930420.5866668
131,-2.54041900E-05,1558930420.795
132,-2.58536300E-05,1558930421.0033333
133,-2.60559800E-05,1558930421.2116668
134,-2.56519400E-05,1558930421.42
