Time (s),Mod Coil Voltage (V),Calculated Mod Coil Current (uA)
0.0,+1.23429000E-04,1.22206930693
0.4390001297,-1.37290000E-04,-1.35930693069
0.87700009346,+1.85470000E-05,0.183633663366
1.31500005722,-1.05000000E-07,-0.0010396039604
1.75300002098,-1.46860000E-05,-0.145405940594
2.19099998474,-3.46793000E-04,-3.43359405941
2.6289999485,+2.50301000E-04,2.47822772277
3.06699991226,+8.61120000E-05,0.852594059406
3.50600004196,+8.19760000E-05,0.811643564356
3.94400000572,+2.55039000E-04,2.52513861386
4.38199996948,-3.44890000E-05,-0.341475247525
4.81999993324,-5.80100000E-05,-0.574356435644
5.25900006294,+2.04710000E-05,0.202683168317
5.69799995422,+3.66000000E-07,0.00362376237624
6.13599991798,-1.66200000E-06,-0.0164554455446
6.57400012016,-2.52600000E-06,-0.0250099009901
7.01300001144,-2.13400000E-06,-0.0211287128713
7.45000004768,-2.21200000E-06,-0.021900990099
7.88899993896,-2.50000000E-06,-0.0247524752475
8.32699990273,-1.79300000E-06,-0.0177524752475
8.76600003242,-2.25100000E-06,-0.0222871287129
9.20300006866,+4.32000000E-07,0.00427722772277
9.64199995995,-2.52600000E-06,-0.0250099009901
10.0799999237,+6.57100000E-06,0.0650594059406
10.5180001259,-2.29100000E-06,-0.0226831683168
10.9560000896,-1.11300000E-06,-0.0110198019802
11.3949999809,-3.20700000E-06,-0.0317524752475
11.8329999447,+1.23000000E-06,0.0121782178218
12.2709999084,+4.11000000E-06,0.0406930693069
12.7090001106,-2.31700000E-06,-0.0229405940594
13.1470000744,-2.76200000E-06,-0.0273465346535
13.5850000381,+2.06800000E-06,0.0204752475248
14.0230000019,-6.50000000E-08,-0.000643564356436
14.4609999657,-4.38500000E-06,-0.0434158415842
14.8989999294,-8.25000000E-07,-0.00816831683168
15.3370001316,+1.99000000E-06,0.019702970297
15.7750000954,-1.42700000E-06,-0.0141287128713
16.2139999866,-1.11300000E-06,-0.0110198019802
16.6519999504,-3.27000000E-07,-0.00323762376238
17.0899999142,-3.80000000E-07,-0.00376237623762
17.5280001163,-4.75100000E-06,-0.0470396039604
17.9660000801,-1.32200000E-06,-0.0130891089109
18.4040000439,+1.27000000E-06,0.0125742574257
18.8420000076,-1.55800000E-06,-0.0154257425743
19.2790000439,-1.97600000E-06,-0.0195643564356
19.7170000076,-1.80600000E-06,-0.0178811881188
20.1549999714,-3.01000000E-07,-0.0029801980198
20.5929999352,-2.08100000E-06,-0.020603960396
21.0299999714,-1.45300000E-06,-0.0143861386139
21.4679999352,+4.97000000E-07,0.00492079207921
21.9059998989,-4.97000000E-07,-0.00492079207921
22.3440001011,-4.28000000E-06,-0.0423762376238
22.7820000648,+1.46600000E-06,0.0145148514851
23.2200000286,+1.75400000E-06,0.0173663366337
23.6579999924,+7.48700000E-06,0.0741287128713
24.0959999561,-4.64700000E-06,-0.0460099009901
