Time (s),SQUID voltage (V),SQUID Loop Voltage (V),Calculated Squid Current (uA),Temp Probe Voltage (V)
676.078000069,+9.04453300E-05,-1.50115200E-03,-14.7896748768,+2.70850000E-05
678.237999916,+9.04383800E-05,-1.50144000E-03,-14.7925123153,+2.74360000E-05
680.399999857,+9.04389100E-05,-1.50128300E-03,-14.7909655172,+2.83460000E-05
682.56099987,+9.04458600E-05,-1.50134800E-03,-14.7916059113,+2.89310000E-05
684.720999956,+9.04363800E-05,-1.50113900E-03,-14.789546798,+2.88270000E-05
686.881999969,+9.04554800E-05,-1.50103400E-03,-14.7885123153,+2.89440000E-05
689.042000055,+9.04339700E-05,-1.50133500E-03,-14.7914778325,+2.95160000E-05
691.203000069,+9.04410500E-05,-1.50112600E-03,-14.7894187192,+2.95290000E-05
693.362999916,+9.04453300E-05,-1.50107300E-03,-14.7888965517,+2.96200000E-05
695.523000002,+9.04450600E-05,-1.50138800E-03,-14.792,+3.05310000E-05
697.684999943,+9.04472000E-05,-1.50141400E-03,-14.7922561576,+3.05310000E-05
699.845999956,+9.04391800E-05,-1.50128300E-03,-14.7909655172,+3.06610000E-05
702.006000042,+9.04310300E-05,-1.50157100E-03,-14.7938029557,+3.10120000E-05
704.165999889,+9.04299700E-05,-1.50120400E-03,-14.7901871921,+3.11810000E-05
706.325999975,+9.04160700E-05,-1.50144000E-03,-14.7925123153,+3.09210000E-05
708.486999989,+9.04191500E-05,-1.50154500E-03,-14.793546798,+3.11290000E-05
710.648000002,+9.04203500E-05,-1.50154500E-03,-14.793546798,+3.15450000E-05
712.808000088,+9.04297000E-05,-1.50146600E-03,-14.7927684729,+3.25070000E-05
714.970000029,+9.03960400E-05,-1.50136100E-03,-14.7917339901,+3.14540000E-05
717.131000042,+9.03925700E-05,-1.50136100E-03,-14.7917339901,+2.86710000E-05
719.290999889,+9.03454200E-05,-1.50164900E-03,-14.7945714286,+3.17270000E-05
721.450999975,+9.04231500E-05,-1.50138800E-03,-14.792,+3.26110000E-05
723.611999989,+9.04170100E-05,-1.50117800E-03,-14.7899310345,+3.30660000E-05
725.772000074,+9.04243600E-05,-1.50138800E-03,-14.792,+3.39370000E-05
727.931999922,+9.04004500E-05,-1.50146600E-03,-14.7927684729,+3.30920000E-05
730.092999935,+9.03913600E-05,-1.50120400E-03,-14.7901871921,+3.25330000E-05
732.254999876,+9.03710600E-05,-1.50141400E-03,-14.7922561576,+3.50170000E-05
734.414999962,+9.03467500E-05,-1.50167600E-03,-14.7948374384,+3.65900000E-05
736.575000048,+9.03097600E-05,-1.50121700E-03,-14.7903152709,+3.85530000E-05
738.734999895,+9.02787700E-05,-1.50146600E-03,-14.7927684729,+3.69020000E-05
740.894999981,+9.02205400E-05,-1.50163600E-03,-14.7944433498,+3.76690000E-05
743.055999994,+9.03068200E-05,-1.50162300E-03,-14.7943152709,+3.62260000E-05
745.217000008,+9.00927100E-05,-1.50170200E-03,-14.7950935961,+3.76300000E-05
747.378000021,+9.01048700E-05,-1.50144000E-03,-14.7925123153,+4.01010000E-05
749.539000034,+8.99861300E-05,-1.50151900E-03,-14.7932906404,+4.12840000E-05
751.700000048,+8.99335000E-05,-1.50159700E-03,-14.7940591133,+4.34940000E-05
753.859999895,+8.98811500E-05,-1.50167600E-03,-14.7948374384,+4.79410000E-05
756.020999908,+8.98492200E-05,-1.50159700E-03,-14.7940591133,+4.86690000E-05
758.180999994,+8.98122300E-05,-1.50175400E-03,-14.7956059113,+5.01520000E-05
760.34100008,+8.97668100E-05,-1.50149200E-03,-14.7930246305,+5.25050000E-05
762.501999855,+8.97244700E-05,-1.50157100E-03,-14.7938029557,+5.47550000E-05
764.661999941,+8.96918800E-05,-1.50133500E-03,-14.7914778325,+5.67310000E-05
766.822999954,+8.96546200E-05,-1.50185900E-03,-14.7966403941,+5.80840000E-05
768.983999968,+8.96205600E-05,-1.50193700E-03,-14.797408867,+6.06970000E-05
771.144999981,+8.95943800E-05,-1.50182000E-03,-14.7962561576,+6.28690000E-05
773.305000067,+8.95719400E-05,-1.50117800E-03,-14.7899310345,+6.44160000E-05
775.464999914,+8.95540500E-05,-1.50175400E-03,-14.7956059113,+6.58460000E-05
777.625999928,+8.95362800E-05,-1.50167600E-03,-14.7948374384,+6.74850000E-05
779.786000013,+8.95122400E-05,-1.50175400E-03,-14.7956059113,+6.90450000E-05
781.947000027,+8.94976800E-05,-1.50136100E-03,-14.7917339901,+7.03580000E-05
784.10800004,+8.94853900E-05,-1.50162300E-03,-14.7943152709,+7.17230000E-05
786.269000053,+8.94673600E-05,-1.50180600E-03,-14.7961182266,+7.29070000E-05
788.430000067,+8.94530700E-05,-1.50201600E-03,-14.7981871921,+7.38690000E-05
790.589999914,+8.94500000E-05,-1.50159700E-03,-14.7940591133,+7.46880000E-05
792.75,+8.94385100E-05,-1.50178000E-03,-14.795862069,+7.52600000E-05
794.911000013,+8.94172700E-05,-1.50184600E-03,-14.7965123153,+7.59100000E-05
797.070999861,+8.94099300E-05,-1.50161000E-03,-14.7941871921,+7.67170000E-05
799.230999947,+8.93905600E-05,-1.50179300E-03,-14.7959901478,+7.68210000E-05
801.39199996,+8.93848200E-05,-1.50157100E-03,-14.7938029557,+7.72370000E-05
803.552999973,+8.93790700E-05,-1.50154500E-03,-14.793546798,+7.79780000E-05
805.713000059,+8.93774700E-05,-1.50159700E-03,-14.7940591133,+7.83030000E-05
807.874000072,+8.93444800E-05,-1.50164900E-03,-14.7945714286,+7.84720000E-05
810.035000086,+8.93581100E-05,-1.50172800E-03,-14.7953497537,+7.89270000E-05
812.194999933,+8.93388700E-05,-1.50167600E-03,-14.7948374384,+7.92780000E-05
814.355999947,+8.93375400E-05,-1.50144000E-03,-14.7925123153,+7.94470000E-05
816.516000032,+8.93307200E-05,-1.50157100E-03,-14.7938029557,+7.99930000E-05
818.677000046,+8.93152300E-05,-1.50159700E-03,-14.7940591133,+7.98760000E-05
820.838000059,+8.93074800E-05,-1.50178000E-03,-14.795862069,+8.00840000E-05
822.997999907,+8.93001400E-05,-1.50157100E-03,-14.7938029557,+8.05780000E-05
825.15899992,+8.92742300E-05,-1.50162300E-03,-14.7943152709,+8.06170000E-05
827.319000006,+8.93233800E-05,-1.50206800E-03,-14.7986995074,+8.07730000E-05
829.480000019,+9.14902100E-05,-1.53789300E-03,-15.1516551724,+8.12290000E-05
831.641000032,+9.21553600E-05,-1.59565500E-03,-15.7207389163,+8.11770000E-05
833.80099988,+9.55043700E-05,-1.60668900E-03,-15.8294482759,+8.15150000E-05
835.961999893,+1.01272780E-04,-1.71363900E-03,-16.8831428571,+8.15800000E-05
838.122999907,+1.05460210E-04,-1.78592900E-03,-17.5953596059,+8.14890000E-05
840.190000057,+1.06062990E-04,-1.78526200E-03,-17.5887881773,+8.19310000E-05
842.256999969,+1.09786650E-04,-1.90808900E-03,-18.7989064039,+8.21000000E-05
844.323999882,+1.13418160E-04,-1.91091600E-03,-18.8267586207,+8.19050000E-05
846.391000032,+1.18914240E-04,-2.01287900E-03,-19.831320197,+8.22430000E-05
848.457999945,+1.18967260E-04,-2.00514400E-03,-19.7551133005,+8.22690000E-05
850.524999857,+1.19197390E-04,-2.01157000E-03,-19.8184236453,+8.23080000E-05
852.592000008,+1.03934730E-04,-1.75171500E-03,-17.2582758621,+8.22040000E-05
854.660000086,+9.73999300E-05,-1.63943700E-03,-16.15208867,+8.23470000E-05
856.819999933,+8.92109200E-05,-1.50144000E-03,-14.7925123153,+8.27890000E-05
858.980999947,+8.92038400E-05,-1.50112600E-03,-14.7894187192,+8.31530000E-05
861.14199996,+8.91956900E-05,-1.50142700E-03,-14.7923842365,+8.27890000E-05
863.302000046,+8.91944900E-05,-1.50149200E-03,-14.7930246305,+8.28150000E-05
865.463000059,+8.91920800E-05,-1.50145300E-03,-14.7926403941,+8.33220000E-05
867.622999907,+8.92030400E-05,-1.50132200E-03,-14.7913497537,+8.31270000E-05
869.782999992,+8.91843400E-05,-1.50171500E-03,-14.7952216749,+8.33740000E-05
871.944000006,+8.91882100E-05,-1.50157100E-03,-14.7938029557,+8.35430000E-05
874.105000019,+8.91807300E-05,-1.50124400E-03,-14.7905812808,+8.35170000E-05
876.266000032,+8.91759200E-05,-1.50159700E-03,-14.7940591133,+8.35170000E-05
878.42599988,+8.91727200E-05,-1.50142700E-03,-14.7923842365,+8.37770000E-05
880.586999893,+8.91651000E-05,-1.50159700E-03,-14.7940591133,+8.36210000E-05
882.747999907,+8.91518800E-05,-1.50161000E-03,-14.7941871921,+8.26590000E-05
884.907999992,+8.92451100E-05,-1.50144000E-03,-14.7925123153,+8.42970000E-05
887.068000078,+8.91984900E-05,-1.50137500E-03,-14.7918719212,+8.44010000E-05
889.228999853,+8.91425300E-05,-1.50136100E-03,-14.7917339901,+8.37380000E-05
891.389999866,+8.91458700E-05,-1.50163600E-03,-14.7944433498,+8.30100000E-05
893.55099988,+8.91154200E-05,-1.50146600E-03,-14.7927684729,+8.57010000E-05
895.710999966,+8.91271700E-05,-1.50163600E-03,-14.7944433498,+8.53630000E-05
897.871999979,+8.91203600E-05,-1.50144000E-03,-14.7925123153,+8.50250000E-05
900.032000065,+8.91084700E-05,-1.50164900E-03,-14.7945714286,+8.25680000E-05
902.193000078,+8.90897700E-05,-1.50163600E-03,-14.7944433498,+8.62350000E-05
904.352999926,+8.90672000E-05,-1.50132200E-03,-14.7913497537,+8.45310000E-05
906.513999939,+8.90363500E-05,-1.50113900E-03,-14.789546798,+8.62220000E-05
908.67599988,+8.89892000E-05,-1.50125700E-03,-14.7907093596,+8.86400000E-05
910.835999966,+8.89270900E-05,-1.50138800E-03,-14.792,+9.06950000E-05
912.996999979,+8.88703300E-05,-1.50146600E-03,-14.7927684729,+9.11890000E-05
915.157000065,+8.88024700E-05,-1.50136100E-03,-14.7917339901,+9.13970000E-05
917.318000078,+8.87238000E-05,-1.50167600E-03,-14.7948374384,+9.04350000E-05
919.477999926,+8.86504800E-05,-1.50138800E-03,-14.792,+9.39710000E-05
921.638999939,+8.85601900E-05,-1.50170200E-03,-14.7950935961,+9.10460000E-05
923.799999952,+8.84976800E-05,-1.50167600E-03,-14.7948374384,+9.09680000E-05
925.960999966,+8.84580100E-05,-1.50136100E-03,-14.7917339901,+9.11890000E-05
928.121000051,+8.83941700E-05,-1.50136100E-03,-14.7917339901,+9.09680000E-05
930.282000065,+8.83325900E-05,-1.50146600E-03,-14.7927684729,+8.79250000E-05
932.441999912,+8.83074800E-05,-1.50138800E-03,-14.792,+9.16830000E-05
934.601999998,+8.82095800E-05,-1.50123100E-03,-14.790453202,+9.05520000E-05
936.763000011,+8.81926200E-05,-1.50172800E-03,-14.7953497537,+9.17610000E-05
938.924000025,+8.81062000E-05,-1.50149200E-03,-14.7930246305,+9.06560000E-05
941.085000038,+8.80788200E-05,-1.50158400E-03,-14.7939310345,+9.05780000E-05
943.246000051,+8.80710700E-05,-1.50132200E-03,-14.7913497537,+9.06560000E-05
945.405999899,+8.80404900E-05,-1.50119100E-03,-14.7900591133,+9.43870000E-05
947.566999912,+8.80006800E-05,-1.50167600E-03,-14.7948374384,+9.20470000E-05
949.726999998,+8.79842500E-05,-1.50124400E-03,-14.7905812808,+9.07600000E-05
951.888000011,+8.79647500E-05,-1.50170200E-03,-14.7950935961,+9.07990000E-05
954.047999859,+8.79353700E-05,-1.50170200E-03,-14.7950935961,+9.04210000E-05
956.208999872,+8.79178700E-05,-1.50136100E-03,-14.7917339901,+9.08510000E-05
958.368000031,+8.78949000E-05,-1.50140100E-03,-14.7921280788,+9.06560000E-05
960.529999971,+8.78760700E-05,-1.50151900E-03,-14.7932906404,+9.08380000E-05
962.690000057,+8.78577700E-05,-1.50132200E-03,-14.7913497537,+9.08380000E-05
964.849999905,+8.78347900E-05,-1.50141400E-03,-14.7922561576,+9.07600000E-05
967.010999918,+8.78221100E-05,-1.50151900E-03,-14.7932906404,+9.13840000E-05
969.171999931,+8.78063500E-05,-1.50157100E-03,-14.7938029557,+9.12540000E-05
971.332000017,+8.78122200E-05,-1.50141400E-03,-14.7922561576,+9.07600000E-05
973.491999865,+8.77925900E-05,-1.50153200E-03,-14.7934187192,+9.06300000E-05
975.652999878,+8.77824400E-05,-1.50178000E-03,-14.795862069,+9.06560000E-05
977.815000057,+8.77792300E-05,-1.50133500E-03,-14.7914778325,+9.08250000E-05
979.974999905,+8.77481100E-05,-1.50110000E-03,-14.7891625616,+9.05780000E-05
982.13499999,+8.77466400E-05,-1.50149200E-03,-14.7930246305,+9.07860000E-05
984.296000004,+8.77275400E-05,-1.50151900E-03,-14.7932906404,+9.08120000E-05
986.457000017,+8.77107100E-05,-1.50141400E-03,-14.7922561576,+9.09420000E-05
988.616999865,+8.76992300E-05,-1.50154500E-03,-14.793546798,+9.08510000E-05
990.77699995,+8.76860000E-05,-1.50130900E-03,-14.7912216749,+9.10850000E-05
992.937999964,+8.76735800E-05,-1.50138800E-03,-14.792,+9.15010000E-05
995.098999977,+8.76741200E-05,-1.50144000E-03,-14.7925123153,+9.08770000E-05
997.259000063,+8.76722500E-05,-1.50142700E-03,-14.7923842365,+9.10850000E-05
999.41899991,+8.76622300E-05,-1.50128300E-03,-14.7909655172,+9.13840000E-05
1001.57999992,+8.76396600E-05,-1.50141400E-03,-14.7922561576,+9.10720000E-05
1003.74000001,+8.76308400E-05,-1.50151900E-03,-14.7932906404,+9.10200000E-05
1005.89999986,+8.76323100E-05,-1.50150500E-03,-14.7931527094,+9.10460000E-05
1008.06099987,+8.76332500E-05,-1.50123100E-03,-14.790453202,+9.10330000E-05
1010.22099996,+8.76229600E-05,-1.50154500E-03,-14.793546798,+9.07470000E-05
1012.38199997,+8.76033300E-05,-1.50130900E-03,-14.7912216749,+9.10200000E-05
1014.54299998,+8.75935800E-05,-1.50151900E-03,-14.7932906404,+9.09940000E-05
1016.70300007,+8.75914400E-05,-1.50183300E-03,-14.7963842365,+9.08900000E-05
1018.86400008,+8.75780800E-05,-1.50138800E-03,-14.792,+9.07470000E-05
1021.02399993,+8.75690000E-05,-1.50172800E-03,-14.7953497537,+9.08120000E-05
1023.18400002,+8.75615200E-05,-1.50175400E-03,-14.7956059113,+9.08250000E-05
1025.34599996,+8.75436200E-05,-1.50146600E-03,-14.7927684729,+9.04480000E-05
1027.50600004,+8.75362800E-05,-1.50159700E-03,-14.7940591133,+9.07600000E-05
1029.66700006,+8.75300000E-05,-1.50147900E-03,-14.7928965517,+9.10460000E-05
1031.82800007,+8.75285300E-05,-1.50149200E-03,-14.7930246305,+9.06950000E-05
1033.98799992,+8.75221200E-05,-1.50163600E-03,-14.7944433498,+9.09940000E-05
1036.14899993,+8.75048900E-05,-1.50163600E-03,-14.7944433498,+9.06950000E-05
1038.30900002,+8.75078300E-05,-1.50170200E-03,-14.7950935961,+9.09810000E-05
1040.47000003,+8.74788400E-05,-1.50157100E-03,-14.7938029557,+9.08640000E-05
1042.62999988,+8.74735000E-05,-1.50154500E-03,-14.793546798,+9.07080000E-05
1044.79099989,+8.74796500E-05,-1.50164900E-03,-14.7945714286,+9.08250000E-05
1046.9519999,+8.74568100E-05,-1.50127000E-03,-14.7908374384,+9.07730000E-05
1049.11299992,+8.74422500E-05,-1.50166300E-03,-14.7947093596,+9.06040000E-05
1051.273,+8.74365000E-05,-1.50155800E-03,-14.7936748768,+9.06430000E-05
1053.43300009,+8.74295600E-05,-1.50106000E-03,-14.7887684729,+9.06690000E-05
1055.59399986,+8.74224800E-05,-1.50163600E-03,-14.7944433498,+9.02910000E-05
1057.75399995,+8.74194100E-05,-1.50140100E-03,-14.7921280788,+9.03170000E-05
1059.91499996,+8.74104600E-05,-1.50182000E-03,-14.7962561576,+9.03950000E-05
1062.07500005,+8.74116600E-05,-1.50172800E-03,-14.7953497537,+9.09420000E-05
1064.23699999,+8.74077900E-05,-1.50159700E-03,-14.7940591133,+9.04080000E-05
1066.39700007,+8.74008400E-05,-1.50155800E-03,-14.7936748768,+9.04080000E-05
1068.55800009,+8.73861500E-05,-1.50170200E-03,-14.7950935961,+9.08770000E-05
1070.71899986,+8.73788000E-05,-1.50154500E-03,-14.793546798,+9.04740000E-05
1072.87999988,+8.73698500E-05,-1.50128300E-03,-14.7909655172,+9.06300000E-05
1075.03999996,+8.73726600E-05,-1.50170200E-03,-14.7950935961,+9.05910000E-05
1077.20099998,+8.73637100E-05,-1.50153200E-03,-14.7934187192,+9.04870000E-05
1079.36100006,+8.73594400E-05,-1.50149200E-03,-14.7930246305,+9.08900000E-05
1081.52200007,+8.73491500E-05,-1.50132200E-03,-14.7913497537,+9.05260000E-05
1083.68199992,+8.73458100E-05,-1.50142700E-03,-14.7923842365,+9.05260000E-05
1085.84200001,+8.73432800E-05,-1.50144000E-03,-14.7925123153,+9.08380000E-05
1088.00300002,+8.73228400E-05,-1.50149200E-03,-14.7930246305,+9.08900000E-05
1090.16400003,+8.73241800E-05,-1.50112600E-03,-14.7894187192,+9.05650000E-05
1092.32399988,+8.73216400E-05,-1.50129600E-03,-14.7910935961,+9.09680000E-05
1094.4849999,+8.72933200E-05,-1.50161000E-03,-14.7941871921,+9.08770000E-05
1096.64599991,+8.73057400E-05,-1.50121700E-03,-14.7903152709,+9.04740000E-05
1098.80599999,+8.72988000E-05,-1.50171500E-03,-14.7952216749,+9.07470000E-05
1100.96700001,+8.72970600E-05,-1.50155800E-03,-14.7936748768,+9.09680000E-05
1103.12800002,+8.72875800E-05,-1.50146600E-03,-14.7927684729,+9.09030000E-05
1105.28799987,+8.72811700E-05,-1.50155800E-03,-14.7936748768,+9.08120000E-05
1107.44799995,+8.72748900E-05,-1.50138800E-03,-14.792,+8.91990000E-05
1109.60899997,+8.72658100E-05,-1.50154500E-03,-14.793546798,+9.04210000E-05
1111.76999998,+8.72611300E-05,-1.50166300E-03,-14.7947093596,+9.06300000E-05
1113.93000007,+8.73301900E-05,-1.50149200E-03,-14.7930246305,+9.10590000E-05
1116.08999991,+8.72516500E-05,-1.50178000E-03,-14.795862069,+8.98880000E-05
1118.25099993,+8.72584600E-05,-1.50175400E-03,-14.7956059113,+9.15530000E-05
1120.41199994,+8.72557900E-05,-1.50141400E-03,-14.7922561576,+9.24760000E-05
1122.57200003,+8.72611300E-05,-1.50154500E-03,-14.793546798,+8.94330000E-05
1124.73199987,+8.72326800E-05,-1.50144000E-03,-14.7925123153,+8.87570000E-05
1126.89299989,+8.72476400E-05,-1.50159700E-03,-14.7940591133,+8.99530000E-05
1129.05299997,+8.72376300E-05,-1.50163600E-03,-14.7944433498,+8.98750000E-05
1131.21300006,+8.71657700E-05,-1.50168900E-03,-14.7949655172,+8.21390000E-05
1133.37400007,+8.71485400E-05,-1.50154500E-03,-14.793546798,+9.01870000E-05
1135.53600001,+8.71151500E-05,-1.50154500E-03,-14.793546798,+8.97710000E-05
1137.69599986,+8.70125700E-05,-1.50185900E-03,-14.7966403941,+9.11500000E-05
1139.85599995,+8.69058500E-05,-1.50164900E-03,-14.7945714286,+9.14360000E-05
1142.01699996,+8.68227700E-05,-1.50130900E-03,-14.7912216749,+9.13970000E-05
1144.17799997,+8.67438300E-05,-1.50154500E-03,-14.793546798,+9.02650000E-05
1146.33800006,+8.66860000E-05,-1.50150500E-03,-14.7931527094,+9.06040000E-05
1148.49900007,+8.66890700E-05,-1.50175400E-03,-14.7956059113,+9.02390000E-05
1150.65899992,+8.66379200E-05,-1.50159700E-03,-14.7940591133,+8.93030000E-05
1152.81999993,+8.65822200E-05,-1.50154500E-03,-14.793546798,+9.04870000E-05
1154.98099995,+8.65683300E-05,-1.50151900E-03,-14.7932906404,+8.98620000E-05
1157.14100003,+8.65324000E-05,-1.50144000E-03,-14.7925123153,+8.99660000E-05
1159.30200005,+8.65230500E-05,-1.50146600E-03,-14.7927684729,+8.97710000E-05
1161.46199989,+8.64780400E-05,-1.50172800E-03,-14.7953497537,+9.00440000E-05
1163.62199998,+8.64474500E-05,-1.50175400E-03,-14.7956059113,+8.97580000E-05
1165.78299999,+8.64331600E-05,-1.50154500E-03,-14.793546798,+8.99010000E-05
1167.94300008,+8.64081900E-05,-1.50154500E-03,-14.793546798,+8.96930000E-05
1170.10500002,+8.63894900E-05,-1.50162300E-03,-14.7943152709,+8.96670000E-05
1172.26499987,+8.63742600E-05,-1.50133500E-03,-14.7914778325,+8.97970000E-05
1174.42599988,+8.63667800E-05,-1.50125700E-03,-14.7907093596,+8.95890000E-05
1176.58699989,+8.63436700E-05,-1.50164900E-03,-14.7945714286,+8.97060000E-05
1178.74699998,+8.63239100E-05,-1.50125700E-03,-14.7907093596,+8.96410000E-05
1180.90799999,+8.63215000E-05,-1.50138800E-03,-14.792,+8.99270000E-05
1183.06900001,+8.63000000E-05,-1.50162300E-03,-14.7943152709,+8.95890000E-05
1185.22899985,+8.62861100E-05,-1.50136100E-03,-14.7917339901,+8.98750000E-05
1187.39100003,+8.62760900E-05,-1.50164900E-03,-14.7945714286,+8.97970000E-05
1189.55200005,+8.62684800E-05,-1.50149200E-03,-14.7930246305,+8.96410000E-05
1191.71199989,+8.62690100E-05,-1.50149200E-03,-14.7930246305,+8.94850000E-05
1193.87199998,+8.62481700E-05,-1.50120400E-03,-14.7901871921,+8.95500000E-05
1196.03299999,+8.62451000E-05,-1.50141400E-03,-14.7922561576,+8.99140000E-05
1198.19400001,+8.62240000E-05,-1.50141400E-03,-14.7922561576,+8.98360000E-05
1200.35399985,+8.62070400E-05,-1.50144000E-03,-14.7925123153,+8.97580000E-05
1202.51499987,+8.62066400E-05,-1.50167600E-03,-14.7948374384,+9.00570000E-05
1204.67599988,+8.61828600E-05,-1.50164900E-03,-14.7945714286,+8.98490000E-05
1206.83699989,+8.61673700E-05,-1.50136100E-03,-14.7917339901,+8.99010000E-05
1208.99699998,+8.61624300E-05,-1.50158400E-03,-14.7939310345,+8.99530000E-05
1211.15700006,+8.61643000E-05,-1.50125700E-03,-14.7907093596,+8.98750000E-05
1213.31800008,+8.61609600E-05,-1.50138800E-03,-14.792,+8.96670000E-05
1215.47799993,+8.61321100E-05,-1.50172800E-03,-14.7953497537,+8.99920000E-05
1217.63800001,+8.61313100E-05,-1.50141400E-03,-14.7922561576,+8.98360000E-05
1219.79900002,+8.61214200E-05,-1.50146600E-03,-14.7927684729,+8.99270000E-05
1221.96000004,+8.61313100E-05,-1.50164900E-03,-14.7945714286,+8.99660000E-05
1224.12100005,+8.61151400E-05,-1.50141400E-03,-14.7922561576,+8.99140000E-05
1226.2809999,+8.61214200E-05,-1.50144000E-03,-14.7925123153,+8.98360000E-05
1228.44099998,+8.60976500E-05,-1.50151900E-03,-14.7932906404,+8.98620000E-05
1230.602,+8.60927100E-05,-1.50149200E-03,-14.7930246305,+8.96410000E-05
1232.76200008,+8.60657200E-05,-1.50149200E-03,-14.7930246305,+9.00440000E-05
1234.92299986,+8.60621200E-05,-1.50138800E-03,-14.792,+9.00700000E-05
1237.08399987,+8.60597100E-05,-1.50151900E-03,-14.7932906404,+9.01350000E-05
1239.24499989,+8.60452900E-05,-1.50201600E-03,-14.7981871921,+8.96930000E-05
1241.4059999,+8.60467600E-05,-1.50164900E-03,-14.7945714286,+8.98490000E-05
1243.56699991,+8.60404800E-05,-1.50149200E-03,-14.7930246305,+8.99010000E-05
1245.72799993,+8.60256600E-05,-1.50144000E-03,-14.7925123153,+8.95110000E-05
1247.88800001,+8.60159100E-05,-1.50159700E-03,-14.7940591133,+9.01610000E-05
1250.04799986,+8.60139000E-05,-1.50154500E-03,-14.793546798,+8.97710000E-05
1252.20899987,+8.60061500E-05,-1.50147900E-03,-14.7928965517,+8.99920000E-05
1254.36999989,+8.59937300E-05,-1.50144000E-03,-14.7925123153,+8.98620000E-05
1256.53200006,+8.59769000E-05,-1.50164900E-03,-14.7945714286,+8.98750000E-05
1258.69199991,+8.59652800E-05,-1.50149200E-03,-14.7930246305,+8.97450000E-05
1260.852,+8.59754300E-05,-1.50162300E-03,-14.7943152709,+8.99140000E-05
1263.01200008,+8.59554000E-05,-1.50136100E-03,-14.7917339901,+8.97840000E-05
1265.17299986,+8.59445800E-05,-1.50154500E-03,-14.793546798,+8.98360000E-05
1267.33299994,+8.59304200E-05,-1.50180600E-03,-14.7961182266,+8.97060000E-05
1269.49399996,+8.59365700E-05,-1.50157100E-03,-14.7938029557,+8.98750000E-05
1271.65400004,+8.59262800E-05,-1.50146600E-03,-14.7927684729,+8.95500000E-05
1273.81500006,+8.59127900E-05,-1.50178000E-03,-14.795862069,+8.96410000E-05
1275.97600007,+8.59101200E-05,-1.50163600E-03,-14.7944433498,+8.96410000E-05
1278.13700008,+8.59089200E-05,-1.50136100E-03,-14.7917339901,+8.95760000E-05
1280.29699993,+8.59073200E-05,-1.50155800E-03,-14.7936748768,+8.98100000E-05
1282.45799994,+8.59051800E-05,-1.50183300E-03,-14.7963842365,+8.93550000E-05
1284.61899996,+8.58903500E-05,-1.50144000E-03,-14.7925123153,+8.97840000E-05
1286.77900004,+8.58830100E-05,-1.50141400E-03,-14.7922561576,+8.97190000E-05
1288.94000006,+8.58749900E-05,-1.50162300E-03,-14.7943152709,+8.96410000E-05
1291.0999999,+8.58748600E-05,-1.50157100E-03,-14.7938029557,+8.98100000E-05
1293.26200008,+8.58697800E-05,-1.50149200E-03,-14.7930246305,+8.98620000E-05
1295.42199993,+8.58691200E-05,-1.50164900E-03,-14.7945714286,+8.99400000E-05
1297.58299994,+8.58508200E-05,-1.50159700E-03,-14.7940591133,+8.95760000E-05
1299.74300003,+8.58562900E-05,-1.50130900E-03,-14.7912216749,+8.97060000E-05
1301.90400004,+8.58530900E-05,-1.50151900E-03,-14.7932906404,+8.96280000E-05
1304.06399989,+8.58456100E-05,-1.50141400E-03,-14.7922561576,+8.98100000E-05
1306.2249999,+8.58460100E-05,-1.50117800E-03,-14.7899310345,+9.00700000E-05
1308.38599992,+8.58421400E-05,-1.50185900E-03,-14.7966403941,+8.99530000E-05
1310.54699993,+8.58442700E-05,-1.50133500E-03,-14.7914778325,+8.97450000E-05
1312.70700002,+8.58270400E-05,-1.50172800E-03,-14.7953497537,+9.01740000E-05
1314.86800003,+8.58350600E-05,-1.50151900E-03,-14.7932906404,+9.00440000E-05
1317.02900004,+8.58213000E-05,-1.50128300E-03,-14.7909655172,+8.99400000E-05
1319.18899989,+8.58118200E-05,-1.50094300E-03,-14.7876157635,+9.01480000E-05
1321.34899998,+8.57965900E-05,-1.50133500E-03,-14.7914778325,+8.95890000E-05
1323.50900006,+8.58106200E-05,-1.50188500E-03,-14.7968965517,+9.01220000E-05
1325.67000008,+8.58098100E-05,-1.50157100E-03,-14.7938029557,+8.98100000E-05
1327.83099985,+8.58222400E-05,-1.50157100E-03,-14.7938029557,+9.01480000E-05
1329.99199986,+8.58130200E-05,-1.50153200E-03,-14.7934187192,+8.98100000E-05
1332.15199995,+8.58171600E-05,-1.50136100E-03,-14.7917339901,+8.99920000E-05
1334.31299996,+8.58179600E-05,-1.50133500E-03,-14.7914778325,+9.00180000E-05
1336.47300005,+8.58151600E-05,-1.50146600E-03,-14.7927684729,+8.96800000E-05
1338.63400006,+8.58080800E-05,-1.50130900E-03,-14.7912216749,+8.99790000E-05
1340.79500008,+8.57985900E-05,-1.50130900E-03,-14.7912216749,+9.04480000E-05
1342.95599985,+8.57924500E-05,-1.50155800E-03,-14.7936748768,+8.99660000E-05
1345.11699986,+8.58047400E-05,-1.50144000E-03,-14.7925123153,+9.01740000E-05
1347.27799988,+8.58072800E-05,-1.50144000E-03,-14.7925123153,+8.98620000E-05
1349.43899989,+8.57979300E-05,-1.50130900E-03,-14.7912216749,+8.99140000E-05
1351.59899998,+8.57941900E-05,-1.50107300E-03,-14.7888965517,+8.99660000E-05
