Time (s),Mod Coil Voltage (V),Calculated Mod Coil Current (uA),SQUID Loop Voltage (V),Calculated Squid Current (uA)
0.0,+7.81000000E-07,0.00773267326733,-1.63374300E-03,-16.1756732673
0.886000156403,+1.36000000E-07,0.00134653465347,-1.63382200E-03,-16.1764554455
1.76200008392,+3.22000000E-07,0.00318811881188,-1.63403100E-03,-16.1785247525
2.63700008392,+3.72000000E-07,0.00368316831683,-1.63387400E-03,-16.176970297
3.51200008392,+4.46000000E-07,0.00441584158416,-1.63404500E-03,-16.1786633663
4.38700008392,+5.58000000E-07,0.00552475247525,-1.63411000E-03,-16.1793069307
5.26200008392,+6.20000000E-08,0.000613861386139,-1.63403100E-03,-16.1785247525
6.13800001144,+3.35000000E-07,0.00331683168317,-1.63396600E-03,-16.1778811881
7.01400017738,+1.36000000E-07,0.00134653465347,-1.63408400E-03,-16.179049505
7.88900017738,+3.72000000E-07,0.00368316831683,-1.63390100E-03,-16.1772376238
8.76400017738,+3.59000000E-07,0.00355445544554,-1.63404500E-03,-16.1786633663
9.63900017738,+3.72000000E-07,0.00368316831683,-1.63384800E-03,-16.1767128713
10.5140001774,+3.59000000E-07,0.00355445544554,-1.63371700E-03,-16.1754158416
11.3900001049,+2.85000000E-07,0.00282178217822,-1.63425400E-03,-16.1807326733
12.2650001049,+3.47000000E-07,0.00343564356436,-1.63386100E-03,-16.1768415842
13.1400001049,+4.09000000E-07,0.0040495049505,-1.63387400E-03,-16.176970297
14.0150001049,+5.70000000E-07,0.00564356435644,-1.63386100E-03,-16.1768415842
14.8890001774,+7.68000000E-07,0.00760396039604,-1.63395300E-03,-16.1777524752
15.7650001049,+3.84000000E-07,0.00380198019802,-1.63401800E-03,-16.1783960396
16.6400001049,+5.33000000E-07,0.00527722772277,-1.63400500E-03,-16.1782673267
17.5140001774,+2.23000000E-07,0.00220792079208,-1.63394000E-03,-16.1776237624
18.3890001774,+3.47000000E-07,0.00343564356436,-1.63395300E-03,-16.1777524752
19.2640001774,+2.35000000E-07,0.00232673267327,-1.63424100E-03,-16.1806039604
20.1380000114,+1.49000000E-07,0.00147524752475,-1.63396600E-03,-16.1778811881
21.0140001774,+6.32000000E-07,0.00625742574257,-1.63421500E-03,-16.1803465347
21.8880000114,+4.34000000E-07,0.00429702970297,-1.63395300E-03,-16.1777524752
22.7630000114,+5.58000000E-07,0.00552475247525,-1.63386100E-03,-16.1768415842
23.6390001774,+6.44000000E-07,0.00637623762376,-1.63408400E-03,-16.179049505
24.5140001774,+4.58000000E-07,0.00453465346535,-1.63411000E-03,-16.1793069307
25.3880000114,+7.56000000E-07,0.00748514851485,-1.63403100E-03,-16.1785247525
26.2630000114,+2.23000000E-07,0.00220792079208,-1.63411000E-03,-16.1793069307
27.1380000114,+3.59000000E-07,0.00355445544554,-1.63384800E-03,-16.1767128713
28.0120000839,+5.82000000E-07,0.00576237623762,-1.63407100E-03,-16.1789207921
28.8870000839,+3.96000000E-07,0.00392079207921,-1.63399200E-03,-16.1781386139
29.7620000839,+8.80000000E-07,0.00871287128713,-1.63403100E-03,-16.1785247525
30.6370000839,+5.08000000E-07,0.0050297029703,-1.63397900E-03,-16.178009901
31.5110001564,+7.43000000E-07,0.00735643564356,-1.63409700E-03,-16.1791782178
32.3860001564,+3.35000000E-07,0.00331683168317,-1.63424100E-03,-16.1806039604
33.2610001564,+2.48000000E-07,0.00245544554455,-1.63412300E-03,-16.1794356436
34.1360001564,+5.45000000E-07,0.00539603960396,-1.63395300E-03,-16.1777524752
35.0110001564,+3.96000000E-07,0.00392079207921,-1.63403100E-03,-16.1785247525
35.8860001564,+4.46000000E-07,0.00441584158416,-1.63391400E-03,-16.1773663366
36.7620000839,+5.20000000E-07,0.00514851485149,-1.63434600E-03,-16.1816435644
37.6370000839,+3.22000000E-07,0.00318811881188,-1.63403100E-03,-16.1785247525
38.5130000114,+3.96000000E-07,0.00392079207921,-1.63417500E-03,-16.179950495
39.3890001774,+3.22000000E-07,0.00318811881188,-1.63414900E-03,-16.1796930693
40.2640001774,+3.35000000E-07,0.00331683168317,-1.63424100E-03,-16.1806039604
41.1400001049,+4.83000000E-07,0.00478217821782,-1.63426700E-03,-16.1808613861
42.0150001049,+4.83000000E-07,0.00478217821782,-1.63422800E-03,-16.1804752475
42.8900001049,+4.34000000E-07,0.00429702970297,-1.63433300E-03,-16.1815148515
43.7650001049,+5.58000000E-07,0.00552475247525,-1.63443700E-03,-16.1825445545
44.6400001049,+4.83000000E-07,0.00478217821782,-1.63442400E-03,-16.1824158416
45.5150001049,+3.96000000E-07,0.00392079207921,-1.63428000E-03,-16.180990099
46.3900001049,+4.34000000E-07,0.00429702970297,-1.63399200E-03,-16.1781386139
47.2660000324,+6.19000000E-07,0.00612871287129,-1.63413600E-03,-16.1795643564
48.1410000324,+3.47000000E-07,0.00343564356436,-1.63430600E-03,-16.1812475248
49.0170001984,+5.33000000E-07,0.00527722772277,-1.63409700E-03,-16.1791782178
49.8920001984,+4.34000000E-07,0.00429702970297,-1.63424100E-03,-16.1806039604
50.7680001259,+5.08000000E-07,0.0050297029703,-1.63455500E-03,-16.1837128713
51.6430001259,+0.00000000E-09,0.0,-1.63431900E-03,-16.1813762376
52.5190000534,+4.34000000E-07,0.00429702970297,-1.63418900E-03,-16.1800891089
53.3940000534,+5.58000000E-07,0.00552475247525,-1.63430600E-03,-16.1812475248
54.2690000534,+2.73000000E-07,0.00270297029703,-1.63467300E-03,-16.1848811881
55.1440000534,+7.43000000E-07,0.00735643564356,-1.63434600E-03,-16.1816435644
56.0190000534,+4.34000000E-07,0.00429702970297,-1.63429300E-03,-16.1811188119
56.8940000534,+4.21000000E-07,0.00416831683168,-1.63431900E-03,-16.1813762376
57.7700002193,+1.12000000E-07,0.00110891089109,-1.63388700E-03,-16.1770990099
58.6460001469,+3.72000000E-07,0.00368316831683,-1.63446300E-03,-16.1828019802
59.5210001469,+4.83000000E-07,0.00478217821782,-1.63438500E-03,-16.182029703
60.3960001469,+4.96000000E-07,0.00491089108911,-1.63430600E-03,-16.1812475248
61.2710001469,+4.46000000E-07,0.00441584158416,-1.63417500E-03,-16.179950495
