Time (s),Mod Coil Voltage (V),Calculated Mod Coil Current (uA)
0.0,+9.91000000E-07,0.00981188118812
0.451999902725,+1.07800000E-06,0.0106732673267
0.893999814987,+9.91000000E-07,0.00981188118812
1.33699989319,+8.92000000E-07,0.00883168316832
1.77799987793,+1.11500000E-06,0.0110396039604
2.21999979019,+1.40000000E-06,0.0138613861386
2.66299986839,+8.92000000E-07,0.00883168316832
3.10399985313,+1.02800000E-06,0.0101782178218
3.5459997654,+1.04100000E-06,0.0103069306931
3.98799991608,+1.26400000E-06,0.0125148514851
4.42899990082,+1.00400000E-06,0.00994059405941
4.87099981308,+1.18900000E-06,0.0117722772277
5.31299996376,+9.54000000E-07,0.00944554455446
5.75499987602,+1.00400000E-06,0.00994059405941
6.19699978828,+8.67000000E-07,0.00858415841584
6.63799977303,+1.14000000E-06,0.0112871287129
7.07999992371,+9.29000000E-07,0.00919801980198
7.52199983597,+1.49900000E-06,0.0148415841584
7.96399998665,+9.04000000E-07,0.0089504950495
8.40499997139,+8.55000000E-07,0.00846534653465
8.84699988365,+1.15200000E-06,0.0114059405941
9.28899979591,+1.20200000E-06,0.011900990099
9.73099994659,+7.43000000E-07,0.00735643564356
10.1729998589,+8.80000000E-07,0.00871287128713
10.6149997711,+1.09000000E-06,0.0107920792079
11.0559999943,+7.93000000E-07,0.00785148514851
11.4979999065,+1.20200000E-06,0.011900990099
11.9389998913,+9.42000000E-07,0.00932673267327
