Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
0.0 , 0 , -2.87268400E-05 , -18.307320197 , -49.4939802956 , +1.11057000E-04
3.73300004005 , 1 , -2.86925000E-05 , -18.4667389163 , -49.4984926108 , +1.10680000E-04
7.45900011063 , 2 , -2.86099600E-05 , -19.1613891626 , -49.4913990148 , +1.10862000E-04
11.1830000877 , 3 , -2.84810800E-05 , -19.9207389163 , -49.4962955665 , +1.10550000E-04
14.9089999199 , 4 , -2.82932800E-05 , -21.1411330049 , -49.496817734 , +1.11135000E-04
18.6340000629 , 5 , -2.81050900E-05 , -22.4374285714 , -49.5151231527 , +1.11213000E-04
22.3580000401 , 6 , -2.78714700E-05 , -24.3811330049 , -49.5342068966 , +1.10953000E-04
26.0829999447 , 7 , -2.76182500E-05 , -26.0901182266 , -49.5460788177 , +1.10706000E-04
29.8069999218 , 8 , -2.77313800E-05 , -26.0681477833 , -49.5686403941 , +1.10693000E-04
33.5320000648 , 9 , -2.73353400E-05 , -28.8266206897 , -49.5928866995 , +1.10888000E-04
37.2569999695 , 10 , -2.73253400E-05 , -28.8279704433 , -49.5939211823 , +1.11018000E-04
40.9820001125 , 11 , -2.73560400E-05 , -28.8299211823 , -49.5945615764 , +1.10706000E-04
44.7070000172 , 12 , -2.71558500E-05 , -32.810226601 , -49.5937931034 , +1.10927000E-04
48.4340000153 , 13 , -2.68234000E-05 , -32.7975369458 , -49.5936650246 , +1.10654000E-04
52.1589999199 , 14 , -2.63869000E-05 , -37.0436945813 , -49.5912118227 , +1.11044000E-04
55.8840000629 , 15 , -2.62355800E-05 , -38.7644039409 , -49.5727684729 , +1.10940000E-04
59.6089999676 , 16 , -2.61546300E-05 , -38.8157931034 , -49.5343448276 , +1.10667000E-04
63.3340001106 , 17 , -2.59351800E-05 , -41.4636847291 , -49.5391133005 , +1.10758000E-04
67.0599999428 , 18 , -2.58403600E-05 , -44.3316453202 , -49.5547192118 , +1.10784000E-04
70.7860000134 , 19 , -2.55974000E-05 , -50.3218226601 , -49.5627093596 , +1.10953000E-04
74.510999918 , 20 , -2.56543000E-05 , -50.882817734 , -49.5474975369 , +1.10992000E-04
78.2369999886 , 21 , -2.57138700E-05 , -56.387320197 , -49.5549753695 , +1.11057000E-04
81.9619998932 , 22 , -2.57516600E-05 , -56.2004433498 , -49.5516157635 , +1.11057000E-04
85.6879999638 , 23 , -2.65967300E-05 , -66.2865418719 , -49.562453202 , +1.10966000E-04
89.4119999409 , 24 , -2.59733900E-05 , -59.7827093596 , -49.5645123153 , +1.10784000E-04
93.1370000839 , 25 , -2.59405300E-05 , -59.6776157635 , -49.565546798 , +1.10563000E-04
96.8619999886 , 26 , -2.72310400E-05 , -72.1518423645 , -49.5745714286 , +1.10888000E-04
100.586999893 , 27 , -2.71840300E-05 , -72.2095763547 , -49.5750935961 , +1.11018000E-04
104.312999964 , 28 , -2.86464200E-05 , -82.5203940887 , -49.5712216749 , +1.10433000E-04
108.039000034 , 29 , -2.71085700E-05 , -71.4972315271 , -49.5686403941 , +1.10654000E-04
111.763999939 , 30 , -2.76376100E-05 , -78.4137339901 , -49.5517536946 , +1.10875000E-04
115.49000001 , 31 , -2.79237000E-05 , -78.3164433498 , -49.5418226601 , +1.11421000E-04
119.21600008 , 32 , -2.96115600E-05 , -90.2768078818 , -49.5456847291 , +1.10524000E-04
122.940999985 , 33 , -2.95936600E-05 , -90.1187389163 , -49.5375665025 , +1.10641000E-04
126.664999962 , 34 , -3.03574200E-05 , -95.8093694581 , -49.5394975369 , +1.10394000E-04
130.388999939 , 35 , -3.03554100E-05 , -95.6583743842 , -49.5493004926 , +1.10758000E-04
134.114000082 , 36 , -3.08824500E-05 , -100.517408867 , -49.5565221675 , +1.11044000E-04
137.822999954 , 37 , -3.09122400E-05 , -100.204561576 , -49.5596157635 , +1.10888000E-04
141.532000065 , 38 , -3.15136900E-05 , -108.289339901 , -49.5572906404 , +1.10589000E-04
145.24000001 , 39 , -3.15994400E-05 , -108.637832512 , -49.5678719212 , +1.10459000E-04
148.947999954 , 40 , -3.22696700E-05 , -118.518955665 , -49.5794778325 , +1.10849000E-04
152.657999992 , 41 , -3.22536500E-05 , -119.718699507 , -49.5825714286 , +1.10823000E-04
156.365999937 , 42 , -3.23145500E-05 , -120.898305419 , -49.5812807882 , +1.10680000E-04
