Counter,Time(s),Magnet Current(A)
0,0.0169999599457,0.0
1,0.105000019073,0.0
2,0.181999921799,0.0
3,0.257999897003,0.0
4,0.335999965668,0.0
5,0.411999940872,0.0
6,0.491999864578,0.0
7,0.567999839783,0.0
8,0.644999980927,0.0
9,0.722999811172,0.0
10,0.800999879837,0.0
11,0.889999866486,0.0
12,0.967000007629,0.0
13,1.04299998283,0.0
14,1.12099981308,0.0
15,1.1970000267,0.0
16,1.27499985695,0.0
17,1.3639998436,0.0
18,1.44099998474,0.0
19,1.51799988747,0.0
20,1.59500002861,0.0
21,1.67199993134,0.0
22,1.74899983406,0.0
23,1.82499980927,0.0
24,1.90499997139,0.0
25,1.98099994659,0.0
26,2.05900001526,0.0
27,2.13599991798,0.0
28,2.21299982071,0.0
29,2.30199980736,0.0
30,2.37999987602,0.0
31,2.45700001717,0.0
32,2.53299999237,0.0
33,2.61099982262,0.0
34,2.69899988174,0.0
35,2.77699995041,0.0
36,2.85399985313,0.0
37,2.93299984932,0.0
38,3.01099991798,0.0
39,3.08799982071,0.0
40,3.17699980736,0.0
41,3.2539999485,0.0
42,3.33099985123,0.0
43,3.40799999237,0.0
44,3.4849998951,0.0
45,3.56299996376,0.0
46,3.64100003242,0.0
47,3.71799993515,0.0
48,3.79299998283,0.0
49,3.87099981308,0.0
50,3.94799995422,0.0
51,4.02499985695,0.0
52,4.11500000954,0.0
53,4.19199991226,0.0
54,4.26899981499,0.0
55,4.34599995613,0.0
56,4.42299985886,0.0
57,4.5,0.0
58,4.58899998665,0.0
59,4.66599988937,0.0
60,4.74399995804,0.0
61,4.82099986076,0.0
62,4.89699983597,0.0
63,4.97499990463,0.0
64,5.05199980736,0.0
