Counter,Time(s),Magnet Current(A)
0,0.0169999599457,0.0
1,0.104000091553,0.0
2,0.180999994278,0.0
3,0.257999897003,0.0
4,0.348000049591,0.0
5,0.424999952316,0.0
6,0.50200009346,0.0
7,0.578999996185,0.0
8,0.655999898911,0.0
9,0.744999885559,0.0
10,0.823999881744,0.0
11,0.901000022888,0.0
12,0.979000091553,0.0
13,1.05399990082,0.0
14,1.13199996948,0.0
15,1.22099995613,0.0
16,1.29800009727,0.0
17,1.37599992752,0.0
18,1.45300006866,0.0
19,1.52999997139,0.0
20,1.60699987411,0.0
21,1.68300008774,0.0
22,1.76200008392,0.0
23,1.83999991417,0.0
24,1.91700005531,0.0
25,1.99399995804,0.0
26,2.0720000267,0.0
27,2.16199994087,0.0
28,2.24000000954,0.0
29,2.31699991226,0.0
30,2.39499998093,0.0
31,2.47199988365,0.0
32,2.5609998703,0.0
33,2.63800001144,0.0
34,2.71499991417,0.0
35,2.79299998283,0.0
36,2.86999988556,0.0
37,2.9470000267,0.0
38,3.03600001335,0.0
