Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
0.0 , 0 , -2.04781000E-06 , -18.274 , -20.0273497537 , +1.07208000E-04
3.73600006104 , 1 , -2.00480000E-06 , -18.2722955665 , -20.0294187192 , +1.06818000E-04
7.46199989319 , 2 , -1.97956000E-06 , -18.264729064 , -20.0268374384 , +1.06454000E-04
11.1870000362 , 3 , -1.99131000E-06 , -18.4967684729 , -20.025546798 , +1.06831000E-04
14.9119999409 , 4 , -1.99759000E-06 , -20.8378029557 , -20.0268374384 , +1.06987000E-04
18.6370000839 , 5 , -2.00694000E-06 , -20.8291428571 , -20.0300591133 , +1.06844000E-04
22.3629999161 , 6 , -1.93522000E-06 , -20.7 , -20.0278719212 , +1.06649000E-04
26.0889999866 , 7 , -1.94338000E-06 , -22.0650147783 , -20.0263251232 , +1.06857000E-04
29.8139998913 , 8 , -1.98878000E-06 , -22.0667192118 , -20.0294187192 , +1.06883000E-04
33.5390000343 , 9 , -2.00641000E-06 , -23.1910344828 , -20.0243842365 , +1.06961000E-04
37.263999939 , 10 , -1.95767000E-06 , -24.1511724138 , -20.0283842365 , +1.06675000E-04
40.989000082 , 11 , -1.86964000E-06 , -27.5658522167 , -20.0265812808 , +1.06545000E-04
44.7139999866 , 12 , -1.89529000E-06 , -27.404364532 , -20.0260689655 , +1.06961000E-04
48.4389998913 , 13 , -1.93095000E-06 , -27.4122955665 , -20.0260689655 , +1.07026000E-04
52.1629998684 , 14 , -1.93255000E-06 , -30.5965221675 , -20.0276157635 , +1.06935000E-04
55.888999939 , 15 , -1.91252000E-06 , -30.7279802956 , -20.0301871921 , +1.07039000E-04
59.6150000095 , 16 , -1.93189000E-06 , -30.7327389163 , -20.0263251232 , +1.06909000E-04
63.3399999142 , 17 , -1.89435000E-06 , -30.6336256158 , -20.0291625616 , +1.06584000E-04
67.0659999847 , 18 , -1.88032000E-06 , -35.6465812808 , -20.0276157635 , +1.06753000E-04
70.7909998894 , 19 , -1.92573000E-06 , -35.6488965517 , -20.0276157635 , +1.06974000E-04
74.5150001049 , 20 , -1.92241000E-06 , -35.6218029557 , -20.0245123153 , +1.06857000E-04
78.242000103 , 21 , -1.90397000E-06 , -40.1360098522 , -20.0268374384 , +1.06857000E-04
81.9660000801 , 22 , -1.86977000E-06 , -40.1422364532 , -20.0283842365 , +1.06974000E-04
85.6909999847 , 23 , -1.88687000E-06 , -40.1146502463 , -20.0286403941 , +1.07052000E-04
89.4159998894 , 24 , -1.91492000E-06 , -41.1150738916 , -20.0278719212 , +1.07091000E-04
93.1429998875 , 25 , -1.96674000E-06 , -45.0389950739 , -20.0261970443 , +1.06844000E-04
96.8680000305 , 26 , -1.95431000E-06 , -45.0126305419 , -20.0236157635 , +1.06766000E-04
100.592999935 , 27 , -1.92293000E-06 , -45.9034384236 , -20.0272216749 , +1.06896000E-04
104.318000078 , 28 , -1.95298000E-06 , -50.0862463054 , -20.0296748768 , +1.07026000E-04
108.042999983 , 29 , -1.98223000E-06 , -50.0445024631 , -20.0285123153 , +1.07130000E-04
111.767999887 , 30 , -2.03927000E-06 , -50.0706206897 , -20.0270935961 , +1.07702000E-04
