Counter,Time(s),Magnet Current(A)
0,0.0190000534058,0.0
1,0.105999946594,0.0
2,0.183000087738,0.0
3,0.259999990463,0.0
4,0.338000059128,0.0
5,0.414999961853,0.0
6,0.499000072479,0.0
7,0.575999975204,0.0
8,0.653000116348,0.0
9,0.730000019073,0.0
10,0.809000015259,0.0
11,0.898000001907,0.0
12,0.976999998093,0.0
13,1.0529999733,0.0
14,1.13199996948,0.0
15,1.20900011063,0.0
16,1.29800009727,0.0
17,1.375,0.0
18,1.45199990273,0.0
19,1.52900004387,0.0
20,1.60500001907,0.0
21,1.68300008774,0.0
22,1.77099990845,0.0
23,1.84899997711,0.0
24,1.92600011826,0.0
25,2.0039999485,0.0
26,2.08200001717,0.0
27,2.15799999237,0.0
28,2.2349998951,0.0
29,2.31399989128,0.0
30,2.39199995995,0.0
31,2.46900010109,0.0
32,2.54600000381,0.0
33,2.62299990654,0.0
34,2.71199989319,0.0
35,2.78900003433,0.0
36,2.867000103,0.0
37,2.94499993324,0.0
38,3.02099990845,0.0
39,3.09800004959,0.0
40,3.18700003624,0.0
41,3.26399993896,0.0
42,3.34200000763,0.0
43,3.42000007629,0.0
44,3.49699997902,0.0
45,3.57399988174,0.0
46,3.65100002289,0.0
47,3.73000001907,0.0
48,3.8069999218,0.0
49,3.88400006294,0.0
50,3.96099996567,0.0
51,4.03800010681,0.0
52,4.12700009346,0.0
53,4.20399999619,0.0
54,4.27999997139,0.0
55,4.35800004005,0.0
56,4.43499994278,0.0
57,4.51200008392,0.0
58,4.59999990463,0.0
59,4.6779999733,0.0
60,4.75500011444,0.0
61,4.83100008965,0.0
62,4.90899991989,0.0
63,4.9849998951,0.0
64,5.06299996376,0.0
