Counter,Time(s),Magnet Current(A)
0,0.00999999046326,0.0
1,0.0980000495911,0.0
2,0.174000024796,0.0
3,0.25200009346,0.0
4,0.341000080109,0.0
5,0.417000055313,0.0
6,0.495000123978,0.0
7,0.572000026703,0.0
8,0.650000095367,0.0
9,0.739000082016,0.0
10,0.815999984741,0.0
11,0.893000125885,0.0
12,0.97000002861,0.0
13,1.04600000381,0.0
14,1.12400007248,0.0
15,1.21399998665,0.0
16,1.28999996185,0.0
17,1.367000103,0.0
18,1.44600009918,0.0
19,1.52300000191,0.0
20,1.60000014305,0.0
21,1.67700004578,0.0
22,1.75600004196,0.0
23,1.83400011063,0.0
24,1.91100001335,0.0
25,1.98900008202,0.0
26,2.06599998474,0.0
27,2.15600013733,0.0
28,2.23300004005,0.0
29,2.30999994278,0.0
30,2.38700008392,0.0
31,2.46399998665,0.0
32,2.54100012779,0.0
33,2.63000011444,0.0
34,2.70799994469,0.0
35,2.78500008583,0.0
36,2.86199998856,0.0
37,2.94000005722,0.0
38,3.01699995995,0.0
39,3.09400010109,0.0
40,3.17199993134,0.0
41,3.24900007248,0.0
42,3.3259999752,0.0
43,3.40300011635,0.0
44,3.48000001907,0.0
45,3.56999993324,0.0
46,3.64600014687,0.0
47,3.72300004959,0.0
48,3.80100011826,0.0
49,3.87800002098,0.0
50,3.96799993515,0.0
51,4.04600000381,0.0
52,4.12300014496,0.0
53,4.20000004768,0.0
54,4.27699995041,0.0
55,4.35400009155,0.0
56,4.4430000782,0.0
57,4.51999998093,0.0
58,4.59700012207,0.0
59,4.67600011826,0.0
60,4.75300002098,0.0
61,4.83000016212,0.0
62,4.90700006485,0.0
63,4.98600006104,0.0
64,5.06200003624,0.0
