Counter,Time(s),SQUID Voltage(uV),
0,0.0
1,1.75600004196
2,2.86000013351
3,3.95900011063
4,5.06100010872
5,6.16100001335
6,7.2610001564
7,8.10400009155
8,9.20300006866
9,10.3050000668
10,11.4060001373
11,12.5050001144
12,13.609000206
13,14.4480001926
14,15.5500001907
15,16.6510000229
16,17.75
17,18.853000164
18,19.9520001411
19,20.7930002213
20,21.8940000534
21,22.9930000305
22,24.0960001945
23,25.1950001717
24,26.2970001698
25,27.1380000114
26,28.237000227
27,29.3400001526
28,30.4410002232
29,31.5420000553
30,32.6450002193
31,33.4830000401
32,34.5860002041
33,35.6870000362
34,36.7880001068
35,37.8910000324
36,38.989000082
37,39.8310000896
38,40.9310002327
39,42.0330002308
40,43.1350002289
41,44.234000206
42,45.3360002041
43,46.1770000458
44,47.2780001163
45,48.3800001144
46,49.4790000916
47,50.5820000172
48,51.6820001602
49,52.5230000019
50,53.6260001659
51,54.7250001431
52,55.8260002136
53,56.9260001183
54,58.0270001888
55,58.870000124
56,59.9680001736
57,61.0690000057
58,62.1690001488
59,63.2700002193
60,64.373000145
61,65.2120001316
62,66.3130002022
63,67.4130001068
64,68.5140001774
65,69.6180000305
66,70.7180001736
67,71.5590000153
