Counter,Time(s),Magnet Current(A)
0,0.0179998874664,0.09
1,0.116999864578,0.03
2,0.194999933243,0.0
3,0.271999835968,0.0
4,0.348999977112,0.0
5,0.425999879837,0.0
6,0.519999980927,0.0
7,0.596999883652,0.0
8,0.674999952316,0.0
9,0.750999927521,0.0
10,0.827999830246,0.0
11,0.921999931335,0.0
12,0.998999834061,0.0
13,1.07499980927,0.0
14,1.15399980545,0.0
15,1.23099994659,0.0
16,1.32499980927,0.0
17,1.40199995041,0.0
18,1.47899985313,0.0
19,1.55599999428,0.0
20,1.632999897,0.0
21,1.72699999809,0.0
22,1.80399990082,0.0
23,1.88099980354,0.0
24,1.95799994469,0.0
25,2.03499984741,0.0
26,2.12799978256,0.0
27,2.20499992371,0.0
28,2.28199982643,0.0
29,2.3599998951,0.0
30,2.4359998703,0.0
31,2.52999997139,0.0
32,2.60699987411,0.0
33,2.68499994278,0.0
34,2.76299977303,0.0
35,2.83899998665,0.0
36,2.93399977684,0.0
37,3.00899982452,0.0
