Time (s),Mod Coil Voltage (V),Calculated Mod Coil Current (uA)
249.603000164,+6.32000000E-07,0.00625742574257
250.044000149,+8.30000000E-07,0.00821782178218
250.486000061,+6.94000000E-07,0.00687128712871
250.927999973,+6.94000000E-07,0.00687128712871
251.368999958,+9.17000000E-07,0.00907920792079
251.811000109,+7.43000000E-07,0.00735643564356
252.253000021,+8.67000000E-07,0.00858415841584
252.695000172,+4.34000000E-07,0.00429702970297
253.137000084,+7.81000000E-07,0.00773267326733
253.578999996,+6.69000000E-07,0.00662376237624
254.021000147,+1.00400000E-06,0.00994059405941
254.463000059,+3.96000000E-07,0.00392079207921
254.904999971,+7.81000000E-07,0.00773267326733
255.345999956,+9.91000000E-07,0.00981188118812
255.788000107,+8.30000000E-07,0.00821782178218
256.230000019,+8.80000000E-07,0.00871287128713
256.67200017,+1.15200000E-06,0.0114059405941
257.11500001,+1.31300000E-06,0.013
257.555999994,+7.81000000E-07,0.00773267326733
257.998000145,+1.09000000E-06,0.0107920792079
258.440000057,+1.07800000E-06,0.0106732673267
258.881000042,+9.04000000E-07,0.0089504950495
259.322999954,+9.29000000E-07,0.00919801980198
259.765000105,+1.09000000E-06,0.0107920792079
260.20600009,+9.29000000E-07,0.00919801980198
260.648000002,-2.86779780E-01,-2839.40376238
261.051000118,+1.07800000E-06,0.0106732673267
261.493000031,+7.31000000E-07,0.00723762376238
261.935000181,+6.32000000E-07,0.00625742574257
262.376000166,+8.42000000E-07,0.00833663366337
262.818000078,+8.55000000E-07,0.00846534653465
263.25999999,+7.68000000E-07,0.00760396039604
263.702000141,+7.31000000E-07,0.00723762376238
264.144000053,+1.04100000E-06,0.0103069306931
264.585999966,+7.56000000E-07,0.00748514851485
265.028000116,+9.66000000E-07,0.00956435643564
265.470000029,+8.30000000E-07,0.00821782178218
265.912000179,+8.30000000E-07,0.00821782178218
266.354000092,+8.80000000E-07,0.00871287128713
266.795000076,+5.20000000E-07,0.00514851485149
267.236999989,+9.91000000E-07,0.00981188118812
267.677999973,+7.56000000E-07,0.00748514851485
268.121000051,+7.43000000E-07,0.00735643564356
268.562000036,+5.70000000E-07,0.00564356435644
269.004000187,+7.56000000E-07,0.00748514851485
269.446000099,+9.66000000E-07,0.00956435643564
269.887000084,+5.45000000E-07,0.00539603960396
270.328999996,+8.80000000E-07,0.00871287128713
270.771000147,+8.67000000E-07,0.00858415841584
271.212000132,+8.30000000E-07,0.00821782178218
271.654000044,+8.05000000E-07,0.0079702970297
272.095999956,+5.33000000E-07,0.00527722772277
272.538000107,+5.58000000E-07,0.00552475247525
272.980000019,+8.30000000E-07,0.00821782178218
273.42200017,+7.31000000E-07,0.00723762376238
273.864000082,+8.30000000E-07,0.00821782178218
274.305000067,+9.42000000E-07,0.00932673267327
274.746999979,+7.93000000E-07,0.00785148514851
275.18900013,+1.18900000E-06,0.0117722772277
275.630000114,+6.94000000E-07,0.00687128712871
276.072999954,+8.18000000E-07,0.00809900990099
276.515000105,+9.42000000E-07,0.00932673267327
276.957000017,+7.19000000E-07,0.00711881188119
277.398000002,+7.68000000E-07,0.00760396039604
277.840000153,+2.73000000E-07,0.00270297029703
278.282000065,+6.69000000E-07,0.00662376237624
278.72300005,-2.94532260E-01,-2916.1609901
279.170000076,+8.55000000E-07,0.00846534653465
279.611999989,+8.67000000E-07,0.00858415841584
280.054000139,+8.18000000E-07,0.00809900990099
280.496000051,+7.19000000E-07,0.00711881188119
280.93900013,+7.43000000E-07,0.00735643564356
281.381000042,+8.30000000E-07,0.00821782178218
281.822999954,+6.32000000E-07,0.00625742574257
282.264000177,+7.81000000E-07,0.00773267326733
282.70600009,+8.18000000E-07,0.00809900990099
283.148000002,+7.93000000E-07,0.00785148514851
283.590000153,+8.05000000E-07,0.0079702970297
284.032000065,+6.07000000E-07,0.0060099009901
284.473999977,+7.43000000E-07,0.00735643564356
284.916000128,+5.20000000E-07,0.00514851485149
285.357000113,+6.32000000E-07,0.00625742574257
285.799000025,+7.19000000E-07,0.00711881188119
286.241000175,+3.35000000E-07,0.00331683168317
286.68200016,+6.44000000E-07,0.00637623762376
287.124000072,+7.81000000E-07,0.00773267326733
287.565999985,+6.94000000E-07,0.00687128712871
288.008000135,+3.84000000E-07,0.00380198019802
288.450000048,+7.19000000E-07,0.00711881188119
288.89199996,+5.45000000E-07,0.00539603960396
289.333000183,+7.68000000E-07,0.00760396039604
289.775000095,+7.93000000E-07,0.00785148514851
290.217000008,+8.42000000E-07,0.00833663366337
290.657999992,+6.69000000E-07,0.00662376237624
291.100000143,+7.68000000E-07,0.00760396039604
291.542999983,+5.08000000E-07,0.0050297029703
291.983999968,+6.32000000E-07,0.00625742574257
292.426000118,+6.19000000E-07,0.00612871287129
292.868000031,+1.02800000E-06,0.0101782178218
293.310000181,+1.14000000E-06,0.0112871287129
293.751000166,+6.44000000E-07,0.00637623762376
294.193000078,+9.79000000E-07,0.00969306930693
294.634000063,+7.19000000E-07,0.00711881188119
295.075999975,+6.32000000E-07,0.00625742574257
295.518000126,+6.69000000E-07,0.00662376237624
295.960000038,+6.19000000E-07,0.00612871287129
296.401000023,+1.17700000E-06,0.0116534653465
296.843000174,+3.96000000E-07,0.00392079207921
297.285000086,+8.18000000E-07,0.00809900990099
297.726999998,+7.43000000E-07,0.00735643564356
298.167999983,+7.68000000E-07,0.00760396039604
298.611000061,+5.95000000E-07,0.00589108910891
299.052999973,+7.19000000E-07,0.00711881188119
299.495000124,+1.22700000E-06,0.0121485148515
299.937000036,+2.57700000E-06,0.0255148514851
300.378000021,-9.81520400E-03,-97.1802376238
300.820000172,+6.53844100E-03,64.737039604
301.262000084,-1.61157300E-03,-15.9561683168
301.703999996,-1.44482600E-03,-14.3052079208
302.144999981,-2.48370500E-03,-24.5911386139
302.587000132,-1.62411100E-03,-16.0803069307
303.029000044,-1.55284800E-03,-15.3747326733
303.470999956,-1.67613300E-03,-16.5953762376
303.913000107,-1.59399200E-03,-15.7820990099
304.356000185,-2.90129700E-03,-28.7257128713
304.798000097,-2.32556800E-03,-23.0254257426
305.239000082,+6.59555000E-04,6.53024752475
305.680999994,-3.56226500E-03,-35.269950495
306.123000145,-2.31090850E-02,-228.802821782
306.565999985,-1.05166490E+01,-104125.237624
306.927999973,-3.18364900E-03,-31.5212772277
307.370000124,-2.77251100E-03,-27.4506039604
307.812000036,-1.80395300E-03,-17.8609207921
308.254000187,-1.76261000E-03,-17.4515841584
308.696000099,-1.73416500E-03,-17.169950495
309.137000084,-1.66148900E-03,-16.4503861386
309.578999996,-1.06030000E-03,-10.498019802
310.021000147,-1.28799000E-03,-12.7523762376
310.463999987,-1.35967400E-03,-13.4621188119
310.906000137,-1.48469400E-03,-14.6999405941
311.34800005,-1.72177500E-03,-17.0472772277
311.789999962,-1.68633000E-03,-16.6963366337
312.232000113,-8.95199000E-04,-8.86335643564
312.674000025,-7.35489000E-04,-7.28206930693
313.116000175,-1.75661400E-03,-17.3922178218
313.559000015,-1.55366500E-03,-15.3828217822
314.0,-1.67779300E-03,-16.6118118812
314.443000078,+3.58409000E-04,3.5486039604
314.884000063,-5.25094000E-04,-5.19895049505
315.325999975,-1.19282800E-03,-11.8101782178
315.768000126,-9.32887000E-04,-9.2365049505
316.210999966,-1.61556000E-04,-1.59956435644
316.653000116,-7.93136000E-04,-7.85283168317
317.095000029,-2.24870000E-05,-0.222643564356
317.537000179,-7.61258000E-04,-7.53720792079
317.979000092,-1.66279000E-03,-16.4632673267
318.421000004,-1.68614400E-03,-16.6944950495
318.864000082,-1.65638500E-03,-16.3998514851
319.305000067,-1.56095000E-03,-15.454950495
319.746999979,-1.67797900E-03,-16.6136534653
320.18900013,-1.50576800E-03,-14.9085940594
320.631000042,-1.64532100E-03,-16.2903069307
321.072999954,-1.54241600E-03,-15.2714455446
321.515000105,-1.66648200E-03,-16.4998217822
321.957000017,-1.53150100E-03,-15.1633762376
322.399000168,-1.63425800E-03,-16.1807722772
322.84100008,-1.56886700E-03,-15.5333366337
323.282999992,-1.72980400E-03,-17.1267722772
323.725000143,-1.56865600E-03,-15.5312475248
324.167000055,-1.73529200E-03,-17.1811089109
324.60800004,-1.57417000E-03,-15.5858415842
325.050000191,-1.67192100E-03,-16.5536732673
325.493000031,-1.69797600E-03,-16.8116435644
325.935000181,-1.67039700E-03,-16.5385841584
326.377000093,-1.62459400E-03,-16.0850891089
326.819000006,-1.60964000E-03,-15.937029703
327.261000156,-1.49510100E-03,-14.802980198
327.702000141,-1.54887100E-03,-15.3353564356
328.144999981,-1.51988000E-03,-15.0483168317
328.587000132,-1.62641500E-03,-16.1031188119
329.029000044,-1.64944700E-03,-16.3311584158
329.470999956,-1.71639800E-03,-16.994039604
329.913000107,-1.62232700E-03,-16.0626435644
330.355000019,-1.64218700E-03,-16.2592772277
330.79700017,-1.64383400E-03,-16.2755841584
331.239000082,-1.65259400E-03,-16.3623168317
331.680999994,-1.68059300E-03,-16.6395346535
332.123000145,-1.65841700E-03,-16.419970297
332.565999985,-1.59614800E-03,-15.8034455446
333.008000135,-1.61065600E-03,-15.9470891089
333.450999975,-1.46401700E-03,-14.4952178218
333.893000126,-1.63838300E-03,-16.2216138614
334.335000038,-1.61664000E-03,-16.0063366337
334.777000189,-1.64794800E-03,-16.3163168317
335.219000101,-1.58944600E-03,-15.7370891089
335.661000013,-1.69573300E-03,-16.7894356436
336.103000164,-1.70782500E-03,-16.9091584158
336.545000076,-1.66794400E-03,-16.5142970297
336.986999989,-1.67880900E-03,-16.6218712871
337.429000139,+1.36900000E-05,0.135544554455
337.871000051,-9.13448000E-04,-9.04403960396
338.312999964,-4.50015000E-04,-4.45559405941
338.755000114,-6.14223000E-04,-6.08141584158
339.197000027,-5.79706000E-04,-5.73966336634
339.638000011,-6.60496000E-04,-6.53956435644
340.080000162,-6.49866000E-04,-6.43431683168
340.522000074,-6.58539000E-04,-6.52018811881
340.963999987,-1.63827200E-03,-16.2205148515
341.406000137,-1.65820600E-03,-16.4178811881
341.84800005,-9.68915000E-04,-9.59321782178
342.289999962,-1.54127600E-03,-15.2601584158
342.732000113,-1.51036500E-03,-14.9541089109
343.174000025,-1.91755000E-03,-18.9856435644
343.616000175,-1.69624100E-03,-16.7944653465
344.058000088,-1.80680300E-03,-17.8891386139
344.5,-1.69147100E-03,-16.7472376238
344.942000151,+4.46137900E-03,44.1720693069
345.384000063,+1.40000000E-06,0.0138613861386
345.825999975,+6.19000000E-07,0.00612871287129
346.268000126,+1.20000000E-08,0.000118811881188
346.709000111,+5.58000000E-07,0.00552475247525
347.151000023,+4.46000000E-07,0.00441584158416
347.593000174,+6.19000000E-07,0.00612871287129
348.036000013,+4.83000000E-07,0.00478217821782
348.478000164,+5.82000000E-07,0.00576237623762
348.920000076,+5.08000000E-07,0.0050297029703
349.361000061,-8.30000000E-07,-0.00821782178218
349.802999973,-2.86200000E-06,-0.0283366336634
350.245000124,-4.83000000E-07,-0.00478217821782
350.686000109,-5.00000000E-08,-0.00049504950495
351.129000187,+8.70000000E-08,0.000861386138614
351.572000027,+6.20000000E-08,0.000613861386139
352.013000011,-1.20000000E-08,-0.000118811881188
352.455000162,-1.20000000E-08,-0.000118811881188
352.897000074,+2.23000000E-07,0.00220792079208
353.338999987,+3.35000000E-07,0.00331683168317
353.781000137,+2.97000000E-07,0.00294059405941
354.22300005,+5.33000000E-07,0.00527722772277
354.664000034,+4.71000000E-07,0.00466336633663
355.106000185,+3.47000000E-07,0.00343564356436
355.548000097,+2.35000000E-07,0.00232673267327
355.99000001,+2.11000000E-07,0.00208910891089
356.43200016,+2.23000000E-07,0.00220792079208
356.874000072,+2.97000000E-07,0.00294059405941
357.315999985,+7.19000000E-07,0.00711881188119
357.756999969,+1.49000000E-07,0.00147524752475
358.19900012,-1.20000000E-08,-0.000118811881188
358.641000032,+2.97000000E-07,0.00294059405941
359.083000183,+5.82000000E-07,0.00576237623762
359.526000023,+1.86000000E-07,0.00184158415842
359.968000174,+4.96000000E-07,0.00491089108911
360.409000158,+2.85000000E-07,0.00282178217822
360.851000071,+2.35000000E-07,0.00232673267327
361.292999983,+6.94000000E-07,0.00687128712871
361.733999968,+7.40000000E-08,0.000732673267327
362.176000118,+4.83000000E-07,0.00478217821782
362.618000031,+2.35000000E-07,0.00232673267327
363.059000015,+3.59000000E-07,0.00355445544554
363.501000166,+2.73000000E-07,0.00270297029703
363.943000078,+3.10000000E-07,0.00306930693069
364.38499999,+3.70000000E-08,0.000366336633663
364.827000141,+6.81000000E-07,0.00674257425743
365.269000053,+1.73000000E-07,0.00171287128713
365.710999966,+2.48000000E-07,0.00245544554455
366.152000189,+5.45000000E-07,0.00539603960396
366.594000101,+3.22000000E-07,0.00318811881188
367.037000179,+2.85000000E-07,0.00282178217822
367.478000164,+2.97000000E-07,0.00294059405941
367.920000076,+3.22000000E-07,0.00318811881188
368.363000154,+4.46000000E-07,0.00441584158416
368.805000067,+3.35000000E-07,0.00331683168317
369.246000051,+9.90000000E-08,0.000980198019802
369.687999964,+3.47000000E-07,0.00343564356436
370.130000114,+2.73000000E-07,0.00270297029703
370.571000099,+3.70000000E-08,0.000366336633663
371.013000011,+1.49000000E-07,0.00147524752475
371.455000162,+5.00000000E-08,0.00049504950495
371.897000074,+2.23000000E-07,0.00220792079208
372.338999987,+2.48000000E-07,0.00245544554455
372.779999971,+1.20000000E-08,0.000118811881188
373.222000122,+6.20000000E-08,0.000613861386139
373.664000034,+2.73000000E-07,0.00270297029703
374.105000019,+3.70000000E-08,0.000366336633663
374.548000097,+3.72000000E-07,0.00368316831683
374.99000001,-2.50000000E-08,-0.000247524752475
375.43200016,+2.11000000E-07,0.00208910891089
375.874000072,+2.85000000E-07,0.00282178217822
376.315000057,+6.20000000E-08,0.000613861386139
376.756999969,+1.12000000E-07,0.00110891089109
377.19900012,+2.85000000E-07,0.00282178217822
377.641000032,+2.60000000E-07,0.00257425742574
378.083000183,+3.22000000E-07,0.00318811881188
378.525000095,+1.11500000E-06,0.0110396039604
378.96600008,+5.95000000E-07,0.00589108910891
379.407999992,+8.18000000E-07,0.00809900990099
379.850000143,+7.43000000E-07,0.00735643564356
380.292000055,+7.31000000E-07,0.00723762376238
380.733999968,+3.47000000E-07,0.00343564356436
381.175000191,+6.94000000E-07,0.00687128712871
381.617000103,+3.22000000E-07,0.00318811881188
382.059000015,+4.09000000E-07,0.0040495049505
382.501000166,+6.81000000E-07,0.00674257425743
382.943000078,+6.20000000E-08,0.000613861386139
383.38499999,+3.10000000E-07,0.00306930693069
383.827000141,+5.20000000E-07,0.00514851485149
384.268000126,+1.86000000E-07,0.00184158415842
384.710000038,+3.59000000E-07,0.00355445544554
385.151000023,+4.71000000E-07,0.00466336633663
385.593000174,+2.35000000E-07,0.00232673267327
386.036000013,+5.33000000E-07,0.00527722772277
386.478000164,+4.46000000E-07,0.00441584158416
386.920000076,+3.72000000E-07,0.00368316831683
387.361000061,+2.85000000E-07,0.00282178217822
387.804000139,+5.08000000E-07,0.0050297029703
388.245000124,+1.12000000E-07,0.00110891089109
388.687000036,+3.96000000E-07,0.00392079207921
389.129000187,+9.90000000E-08,0.000980198019802
389.571000099,+2.60000000E-07,0.00257425742574
390.012000084,+1.73000000E-07,0.00171287128713
390.455000162,+4.83000000E-07,0.00478217821782
390.897000074,+3.47000000E-07,0.00343564356436
391.338999987,+7.06000000E-07,0.0069900990099
391.779999971,+9.90000000E-08,0.000980198019802
392.222000122,+4.21000000E-07,0.00416831683168
392.664000034,+5.33000000E-07,0.00527722772277
393.105000019,+3.72000000E-07,0.00368316831683
393.54700017,+1.49000000E-07,0.00147524752475
393.989000082,+3.35000000E-07,0.00331683168317
394.430999994,+4.34000000E-07,0.00429702970297
394.873000145,+3.84000000E-07,0.00380198019802
395.315000057,+3.10000000E-07,0.00306930693069
395.756999969,+3.47000000E-07,0.00343564356436
396.197999954,+1.49000000E-07,0.00147524752475
396.640000105,+9.90000000E-08,0.000980198019802
397.082000017,+6.20000000E-08,0.000613861386139
397.523000002,+4.34000000E-07,0.00429702970297
397.965000153,+1.20000000E-08,0.000118811881188
398.407999992,+2.35000000E-07,0.00232673267327
398.848999977,-1.73000000E-07,-0.00171287128713
399.291000128,-1.24000000E-07,-0.00122772277228
399.73300004,+1.49000000E-07,0.00147524752475
400.175000191,+2.60000000E-07,0.00257425742574
400.616000175,+2.35000000E-07,0.00232673267327
401.058000088,+3.84000000E-07,0.00380198019802
401.5,+7.40000000E-08,0.000732673267327
401.940999985,-1.33469700E-03,-13.2148217822
402.383000135,-5.56127300E-03,-55.0621089109
402.825999975,-5.56131100E-03,-55.0624851485
403.269000053,-5.56128600E-03,-55.0622376238
403.710999966,-5.56117400E-03,-55.0611287129
404.153000116,-5.56122400E-03,-55.0616237624
404.595000029,-5.56123600E-03,-55.0617425743
405.036000013,-5.56114900E-03,-55.0608811881
405.478000164,-5.56118700E-03,-55.0612574257
405.921000004,-5.56124900E-03,-55.0618712871
406.363000154,-5.56134800E-03,-55.0628514851
406.805000067,-5.56131100E-03,-55.0624851485
407.246000051,-5.56148400E-03,-55.0641980198
407.687999964,-5.56080300E-03,-55.0574554455
408.130000114,-5.56056700E-03,-55.0551188119
408.572000027,-5.56087700E-03,-55.0581881188
409.014000177,-5.56087700E-03,-55.0581881188
409.45600009,-5.56059200E-03,-55.0553663366
409.898000002,-5.56105000E-03,-55.0599009901
410.340000153,-5.56054200E-03,-55.0548712871
410.782000065,-5.56056700E-03,-55.0551188119
411.223999977,-5.56090200E-03,-55.0584356436
411.664999962,-5.56097600E-03,-55.0591683168
412.107000113,-5.56076500E-03,-55.0570792079
412.549000025,-5.56092600E-03,-55.0586732673
412.991000175,-5.56106300E-03,-55.060029703
413.433000088,-5.56180600E-03,-55.0673861386
413.876000166,-5.56060400E-03,-55.0554851485
414.318000078,-5.55989800E-03,-55.0484950495
414.75999999,-5.55745700E-03,-55.0243267327
415.202000141,-5.55558700E-03,-55.0058118812
415.644000053,-5.55795300E-03,-55.0292376238
416.085999966,-5.56179400E-03,-55.0672673267
416.527000189,-5.01426300E-03,-49.6461683168
416.969000101,-3.81711200E-03,-37.7931881188
417.411000013,-3.85382100E-03,-38.1566435644
417.853000164,-3.85393300E-03,-38.1577524752
418.296000004,-3.85301600E-03,-38.1486732673
418.738000154,-3.85305300E-03,-38.149039604
419.179000139,-3.85338700E-03,-38.1523465347
419.621000051,-3.85336300E-03,-38.1521089109
420.06400013,-3.85200000E-03,-38.1386138614
420.505000114,-3.87781900E-03,-38.3942475248
420.947999954,-4.08686300E-03,-40.463990099
421.391000032,-4.51456600E-03,-44.6986732673
421.833000183,-5.27055900E-03,-52.1837524752
422.275000095,-6.49045800E-03,-64.261960396
422.717000008,-7.68830100E-03,-76.1217920792
423.157999992,-9.28614600E-03,-91.942039604
423.600000143,-1.04432050E-02,-103.398069307
424.025000095,-1.19579280E-02,-118.395326733
424.450999975,-1.22874210E-02,-121.657633663
424.876000166,-1.22627160E-02,-121.413029703
425.301000118,-9.56481700E-03,-94.7011584158
425.743000031,-7.16170800E-03,-70.908
426.185000181,-6.12020300E-03,-60.5960693069
426.627000093,-5.55673900E-03,-55.0172178218
427.070000172,-4.94474600E-03,-48.9578811881
427.512000084,-4.81342000E-03,-47.6576237624
427.953000069,-4.63302000E-03,-45.8714851485
428.394999981,-4.51571900E-03,-44.7100891089
428.838000059,-4.37156900E-03,-43.2828613861
429.279999971,-4.20064700E-03,-41.5905643564
429.722000122,-4.11596600E-03,-40.7521386139
430.164000034,-4.02443400E-03,-39.8458811881
430.607000113,-3.72759900E-03,-36.9069207921
431.050000191,-3.73144000E-03,-36.944950495
431.492000103,-3.73193500E-03,-36.9498514851
431.935000181,-3.00927000E-03,-29.7947524752
432.377000093,-2.50643900E-03,-24.8162277228
432.819000006,-2.06699200E-03,-20.4652673267
433.262000084,-1.77397100E-03,-17.5640693069
433.703999996,-1.64839400E-03,-16.3207326733
434.147000074,-1.63923800E-03,-16.2300792079
434.588999987,-1.63891600E-03,-16.2268910891
435.031000137,-1.63854400E-03,-16.2232079208
435.473999977,-1.63880400E-03,-16.2257821782
435.916000128,-1.63892800E-03,-16.227009901
436.35800004,-1.63880400E-03,-16.2257821782
436.800000191,-1.63958500E-03,-16.2335148515
437.242000103,-1.63915100E-03,-16.2292178218
437.685000181,-1.63905200E-03,-16.2282376238
438.127000093,-1.63927500E-03,-16.2304455446
438.571000099,-1.63933700E-03,-16.2310594059
439.013000011,-1.63912700E-03,-16.228980198
439.455000162,-1.63917600E-03,-16.2294653465
439.897000074,-1.63921300E-03,-16.2298316832
440.338999987,-1.63928800E-03,-16.2305742574
440.782000065,-1.63915100E-03,-16.2292178218
441.225000143,-1.63927500E-03,-16.2304455446
441.667000055,-1.63917600E-03,-16.2294653465
442.108999968,-1.63943600E-03,-16.232039604
442.552000046,-1.63926300E-03,-16.2303267327
442.993999958,-1.63935000E-03,-16.2311881188
443.436000109,-1.63935000E-03,-16.2311881188
443.878000021,-1.63939900E-03,-16.2316732673
444.321000099,-1.63982000E-03,-16.2358415842
444.763000011,-1.63926300E-03,-16.2303267327
445.20600009,-1.63931200E-03,-16.2308118812
445.648000002,-1.63936200E-03,-16.2313069307
446.09100008,-1.63943600E-03,-16.232039604
446.532999992,-1.63939900E-03,-16.2316732673
446.975000143,-1.63938700E-03,-16.2315544554
447.417999983,-1.63932500E-03,-16.2309405941
447.860000134,-1.63969600E-03,-16.2346138614
448.302999973,-1.63959700E-03,-16.2336336634
448.745000124,-1.63982000E-03,-16.2358415842
