Counter,Time(s),Magnet Current(A)
0,0.0199999809265,0.0
1,0.106999874115,0.0
2,0.184000015259,0.0
3,0.261999845505,0.0
4,0.338999986649,0.0
5,0.427999973297,0.0
6,0.504999876022,0.0
7,0.582999944687,0.0
8,0.661000013351,0.0
9,0.736999988556,0.0
10,0.825999975204,0.0
11,0.904000043869,0.0
12,0.981999874115,0.0
13,1.05900001526,0.0
14,1.1369998455,0.0
15,1.21399998665,0.0
16,1.30200004578,0.0
17,1.37999987602,0.0
18,1.45799994469,0.0
19,1.53499984741,0.0
20,1.61199998856,0.0
21,1.6899998188,0.0
22,1.76699995995,0.0
23,1.84399986267,0.0
24,1.92100000381,0.0
25,1.99799990654,0.0
26,2.0759999752,0.0
27,2.15400004387,0.0
28,2.24300003052,0.0
29,2.31999993324,0.0
30,2.39699983597,0.0
31,2.47399997711,0.0
32,2.55099987984,0.0
33,2.62699985504,0.0
34,2.71700000763,0.0
35,2.79399991035,0.0
36,2.8710000515,0.0
37,2.95000004768,0.0
38,3.02600002289,0.0
