Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
0.0 , 0 , -3.54509000E-06 , -18.2815665025 , -24.6709162562 , +1.06857000E-04
3.73600006104 , 1 , -3.54587000E-06 , -18.2826699507 , -24.6711724138 , +1.07169000E-04
7.46100020409 , 2 , -3.55282000E-06 , -18.2855960591 , -24.6715566502 , +1.06753000E-04
11.1860001087 , 3 , -3.53867000E-06 , -18.2799802956 , -24.6709162562 , +1.06935000E-04
14.9110000134 , 4 , -3.46974000E-06 , -19.5610246305 , -24.6737536946 , +1.06779000E-04
18.6360001564 , 5 , -3.45679000E-06 , -19.9761576355 , -24.6694975369 , +1.06974000E-04
22.361000061 , 6 , -3.52251000E-06 , -20.0022758621 , -24.6729753695 , +1.07338000E-04
26.0850000381 , 7 , -3.51049000E-06 , -19.9457635468 , -24.6722068966 , +1.07325000E-04
29.8110001087 , 8 , -3.37920000E-06 , -22.1890246305 , -24.6727192118 , +1.06727000E-04
33.5370001793 , 9 , -3.35955000E-06 , -22.1981871921 , -24.6719507389 , +1.07377000E-04
37.2620000839 , 10 , -3.39588000E-06 , -22.199773399 , -24.6682068966 , +1.07923000E-04
40.9880001545 , 11 , -3.37158000E-06 , -25.6170147783 , -24.6680788177 , +1.07455000E-04
44.7120001316 , 12 , -3.37598000E-06 , -25.6168866995 , -24.6706600985 , +1.07689000E-04
48.4380002022 , 13 , -3.32404000E-06 , -25.5738029557 , -24.6716847291 , +1.07650000E-04
52.1630001068 , 14 , -3.25217000E-06 , -28.3211625616 , -24.6711724138 , +1.07793000E-04
55.8870000839 , 15 , -3.28610000E-06 , -28.3057832512 , -24.6703940887 , +1.07585000E-04
59.612000227 , 16 , -3.31414000E-06 , -28.3045615764 , -24.6732315271 , +1.07780000E-04
63.3380000591 , 17 , -3.21143000E-06 , -34.2160197044 , -24.6707881773 , +1.07871000E-04
67.0640001297 , 18 , -3.15908000E-06 , -34.2138226601 , -24.6714285714 , +1.07884000E-04
70.7890000343 , 19 , -3.17257000E-06 , -33.9571231527 , -24.6719507389 , +1.07988000E-04
74.5130000114 , 20 , -3.13583000E-06 , -40.3419310345 , -24.678137931 , +1.08183000E-04
78.2380001545 , 21 , -3.16136000E-06 , -40.3482758621 , -24.6706600985 , +1.07741000E-04
81.9640002251 , 22 , -3.15387000E-06 , -40.2730837438 , -24.6734975369 , +1.08157000E-04
85.6890001297 , 23 , -3.12262000E-06 , -45.2377142857 , -24.6729753695 , +1.08131000E-04
89.4130001068 , 24 , -3.16777000E-06 , -45.7647684729 , -24.6693694581 , +1.08300000E-04
93.1380000114 , 25 , -3.22693000E-06 , -45.7669655172 , -24.6683349754 , +1.07975000E-04
96.8630001545 , 26 , -3.37172000E-06 , -56.7100492611 , -24.6706600985 , +1.08274000E-04
100.588000059 , 27 , -3.30653000E-06 , -56.6447487685 , -24.6749162562 , +1.08274000E-04
104.313000202 , 28 , -3.31602000E-06 , -56.8611625616 , -24.670137931 , +1.08209000E-04
108.037000179 , 29 , -3.22052000E-06 , -48.5665812808 , -24.6709162562 , +1.08300000E-04
111.760000229 , 30 , -3.27046000E-06 , -48.5719507389 , -24.6786502463 , +1.08183000E-04
115.48300004 , 31 , -3.24242000E-06 , -48.4684433498 , -24.676591133 , +1.08430000E-04
119.208000183 , 32 , -3.40630000E-06 , -58.9838128079 , -24.6734975369 , +1.08586000E-04
122.93200016 , 33 , -3.40190000E-06 , -59.1247980296 , -24.6719507389 , +1.08313000E-04
126.65500021 , 34 , -3.63684000E-06 , -65.8465123153 , -24.6727192118 , +1.08274000E-04
130.379000187 , 35 , -3.67678000E-06 , -65.9035073892 , -24.6740098522 , +1.08742000E-04
134.101999998 , 36 , -3.59716000E-06 , -66.0252118227 , -24.6753004926 , +1.08482000E-04
137.826000214 , 37 , -3.60238000E-06 , -66.0993004926 , -24.6747881773 , +1.08534000E-04
141.549000025 , 38 , -4.10927000E-06 , -80.6783448276 , -24.6762068966 , +1.08482000E-04
145.272000074 , 39 , -4.17083000E-06 , -80.6966502463 , -24.6716847291 , +1.08300000E-04
148.996000051 , 40 , -4.14973000E-06 , -80.623044335 , -24.6759408867 , +1.08534000E-04
152.720000029 , 41 , -4.49646000E-06 , -89.4390935961 , -24.6715566502 , +1.08599000E-04
156.443000078 , 42 , -4.34487000E-06 , -87.8243448276 , -24.6698817734 , +1.08690000E-04
160.166000128 , 43 , -4.42808000E-06 , -89.0096847291 , -24.6713004926 , +1.08508000E-04
163.890000105 , 44 , -4.89129000E-06 , -97.5555763547 , -24.6714285714 , +1.08651000E-04
167.614000082 , 45 , -4.79405000E-06 , -98.0107487685 , -24.6747881773 , +1.08482000E-04
171.339000225 , 46 , -4.77521000E-06 , -97.7502660099 , -24.6700098522 , +1.08977000E-04
