,SQUID_Volt(V),timestamp,Temp(V),FC_CURR(A),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
0,+4.67719700E-05,1559370680.876,+1.57655610E+00,,,5.6240286966046e-06,4.820405911330049e-05
1,+4.68861600E-05,1559370681.0843332,+1.57654620E+00,,,5.624436473165389e-06,4.820239408866995e-05
2,+4.67659600E-05,1559370681.2926667,+1.57654000E+00,,,5.624701095290252e-06,4.820239408866995e-05
3,+4.68587800E-05,1559370681.501,+1.57652890E+00,,,5.6248860898138e-06,4.820277832512315e-05
4,+4.69736400E-05,1559370681.7093332,+1.57651770E+00,,,5.62498587075575e-06,4.819893596059114e-05
5,+4.69636200E-05,1559370681.9176667,+1.57650280E+00,,,5.6250625410733845e-06,4.8199704433497533e-05
6,+4.69629500E-05,1559370682.126,+1.57649170E+00,,,5.625130449069003e-06,4.820200985221675e-05
7,+4.68520900E-05,1559370682.3343332,+1.57647310E+00,,,5.625178203723988e-06,4.820610837438424e-05
8,+4.69502600E-05,1559370682.5426667,+1.57646440E+00,,,5.6253054764512595e-06,4.8203162561576355e-05
9,+4.69121900E-05,1559370682.751,+1.57645330E+00,,,5.625357502738226e-06,4.820713300492611e-05
10,+4.68808200E-05,1559370682.9593332,+1.57644460E+00,,,5.625438444687842e-06,4.820200985221675e-05
11,+4.70163700E-05,1559370683.1676667,+1.57643710E+00,,,5.625496276013144e-06,4.82055960591133e-05
12,+4.69476000E-05,1559370683.376,+1.57641730E+00,,,5.6255484118291344e-06,4.820303448275862e-05
13,+4.70631300E-05,1559370683.5843332,+1.57640860E+00,,,5.625614895947426e-06,4.820405911330049e-05
14,+4.69522700E-05,1559370683.7926667,+1.57640000E+00,,,5.625672727272727e-06,4.820303448275862e-05
15,+4.69389100E-05,1559370684.001,+1.57638880E+00,,,5.625739211391019e-06,4.8204827586206895e-05
16,+4.69823300E-05,1559370684.2093332,+1.57637520E+00,,,5.625802847754655e-06,4.8204827586206895e-05
17,+4.69869900E-05,1559370684.4176667,+1.57636280E+00,,,5.62578838992333e-06,4.8203546798029556e-05
18,+4.70377500E-05,1559370684.626,+1.57634790E+00,,,5.625898247535597e-06,4.8205852216748766e-05
19,+4.70404300E-05,1559370684.8343332,+1.57633920E+00,,,5.625857831325301e-06,4.820457142857143e-05
20,+4.70117200E-05,1559370685.0426667,+1.57632560E+00,,,5.625907009857612e-06,4.820303448275862e-05
21,+4.70083700E-05,1559370685.251,+1.57631570E+00,,,5.625915662650602e-06,4.8203802955665024e-05
22,+4.70551200E-05,1559370685.4593332,+1.57630080E+00,,,5.6259170865279295e-06,4.8199192118226605e-05
23,+4.68814900E-05,1559370685.6676667,+1.57629090E+00,,,5.625964841182913e-06,4.820469950738916e-05
24,+4.69849900E-05,1559370685.876,+1.57628100E+00,,,5.625979299014238e-06,4.820329064039409e-05
25,+4.71005300E-05,1559370689.674,+1.57626110E+00,,,5.626051588170865e-06,4.820892610837438e-05
26,+4.71559600E-05,1559370689.8823333,+1.57624870E+00,,,5.626053012048192e-06,4.8203546798029556e-05
27,+4.71466000E-05,1559370690.0906668,+1.57623760E+00,,,5.626116648411829e-06,4.8199704433497533e-05
28,+4.77643500E-05,1559370690.299,+1.57622520E+00,,,5.62608630887185e-06,4.820457142857143e-05
29,+4.71192200E-05,1559370690.5073333,+1.57620660E+00,,,5.626165826944141e-06,4.820200985221675e-05
30,+4.74364400E-05,1559370690.7156668,+1.57620290E+00,,,5.626103614457831e-06,4.8205211822660097e-05
31,+4.71946900E-05,1559370690.924,+1.57619170E+00,,,5.626155640744797e-06,4.8201497536945814e-05
32,+4.71673200E-05,1559370691.1323333,+1.57618180E+00,,,5.626180284775466e-06,4.820457142857143e-05
33,+4.74591600E-05,1559370691.3406668,+1.57616940E+00,,,5.626203395399781e-06,4.820444334975369e-05
34,+4.74217600E-05,1559370691.549,+1.57615580E+00,,,5.6262062431544365e-06,4.8203546798029556e-05
35,+4.72060600E-05,1559370691.7573333,+1.57614210E+00,,,5.626258378970427e-06,4.819663054187192e-05
36,+4.72447800E-05,1559370691.9656668,+1.57613220E+00,,,5.626212048192771e-06,4.820098522167488e-05
37,+4.72381000E-05,1559370692.174,+1.57612350E+00,,,5.6262525739320925e-06,4.820431527093596e-05
38,+4.71646400E-05,1559370692.3823333,+1.57611240E+00,,,5.62624534501643e-06,4.8203802955665024e-05
39,+4.72594800E-05,1559370692.5906668,+1.57610000E+00,,,5.626310405257393e-06,4.8203546798029556e-05
40,+4.73790200E-05,1559370692.799,+1.57609250E+00,,,5.626259802847755e-06,4.8199704433497533e-05
41,+4.73409400E-05,1559370693.0073333,+1.57608020E+00,,,5.626385542168675e-06,4.820200985221675e-05
42,+4.72601400E-05,1559370693.2156668,+1.57606780E+00,,,5.6263465498357064e-06,4.820572413793103e-05
43,+4.72988700E-05,1559370693.424,+1.57605540E+00,,,5.626405805038336e-06,4.8204187192118226e-05
44,+4.72882000E-05,1559370693.6323333,+1.57604670E+00,,,5.626437677984666e-06,4.8203546798029556e-05
45,+4.72441200E-05,1559370693.8406668,+1.57603180E+00,,,5.626423220153341e-06,4.8205852216748766e-05
46,+4.73836900E-05,1559370694.049,+1.57602190E+00,,,5.626428915662651e-06,4.82055960591133e-05
47,+4.72401000E-05,1559370694.2573333,+1.57601820E+00,,,5.626417415115005e-06,4.820533990147783e-05
48,+4.73723400E-05,1559370694.4656668,+1.57600580E+00,,,5.626428915662651e-06,4.8205852216748766e-05
49,+4.72775100E-05,1559370694.674,+1.57599090E+00,,,5.62640295728368e-06,4.820098522167488e-05
50,+4.72254100E-05,1559370698.273,+1.57597230E+00,,,5.626478094194962e-06,4.8205852216748766e-05
51,+4.73042200E-05,1559370698.4813333,+1.57596120E+00,,,5.626507009857612e-06,4.820533990147783e-05
52,+4.73810100E-05,1559370698.6896667,+1.57595370E+00,,,5.626509967141292e-06,4.8203162561576355e-05
53,+4.73803500E-05,1559370698.898,+1.57593880E+00,,,5.626559145673604e-06,4.820098522167488e-05
54,+4.74551500E-05,1559370699.1063333,+1.57592400E+00,,,5.626521467688938e-06,4.820457142857143e-05
55,+4.74544900E-05,1559370699.3146667,+1.57591280E+00,,,5.626648740416211e-06,4.820508374384237e-05
56,+4.75680000E-05,1559370699.523,+1.57590170E+00,,,5.626638663745893e-06,4.820610837438424e-05
57,+4.75252800E-05,1559370699.7313333,+1.57589170E+00,,,5.62666900328587e-06,4.820200985221675e-05
58,+4.76541600E-05,1559370699.9396667,+1.57587810E+00,,,5.626680613362541e-06,4.820469950738916e-05
59,+4.73770000E-05,1559370700.148,+1.57586940E+00,,,5.62674852135816e-06,4.8198423645320195e-05
60,+4.74317700E-05,1559370700.3563333,+1.57584840E+00,,,5.626689266155531e-06,4.820200985221675e-05
61,+4.77403100E-05,1559370700.5646667,+1.57584090E+00,,,5.626744140197152e-06,4.820226600985222e-05
62,+4.74965500E-05,1559370700.773,+1.57583350E+00,,,5.626744140197152e-06,4.820457142857143e-05
63,+4.79119400E-05,1559370700.9813333,+1.57581990E+00,,,5.626774589266156e-06,4.820943842364532e-05
64,+4.77349600E-05,1559370701.1896667,+1.57580870E+00,,,5.6267991237677985e-06,4.8202522167487685e-05
65,+4.77222800E-05,1559370701.398,+1.57579880E+00,,,5.626843921139102e-06,4.8205852216748766e-05
